,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Themes,Demographics
217,SUPER HXEROS OVA,ド級編隊エグゼロス,,,,,['OVA'],2,Finished Airing,"Nov 4, 2020 to Mar 4, 2021",,,"None found,","None found,",['Project No.9'],['Manga'],"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",,['Shounen'],23 min. per ep.,R+ - Mild Nudity,6.23,#8666,#5215,"19,133",32,7698,The first original video episode will follow three of the main heroines in an original story. Bundled with the 11th and 12th volumes of the Dokyuu Hentai HxEros manga. (Source: MAL News),[],Dokyuu Hentai HxEros OVA,,"['Harem', 'School']",
218,,おね→ショタ←おね THE ANIMATION,,,,,['OVA'],1,Finished Airing,"Nov 27, 2020",,,['Pink Pineapple'],"None found,",['Studio 1st'],Visual novel,,,,27 min.,Rx - Hentai,6.87,N/A,#6696,"10,125",72,4700,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Oneshota The Animation,['Hentai'],,
219,,母ちゃんの友達にシコってるところ見られた。 THE ANIMATION,,,,,['OVA'],1,Finished Airing,"Oct 30, 2020",,,['Pink Pineapple'],"None found,",['Seven'],Visual novel,,,,27 min.,Rx - Hentai,6.96,N/A,#7319,"8,174",53,3933,The plot revolves around a boy whose mother left him with her friend to look after him or babysit him.,[],Kaa-chan no Tomodachi ni Shikotteru Tokoro Mirareta. The Animation,['Hentai'],,
220,,図書室ノ彼女～清楚ナ君ガ堕チルマデ～ THE ANIMATION,The Girl in the Library: Until the Pure You Falls from Grace,,,,['OVA'],6,Finished Airing,"Oct 30, 2020 to Sep 29, 2023",,,['Pink Pineapple'],"None found,","['Seven', 'Shion']",['Manga'],,,,17 min. per ep.,Rx - Hentai,5.96,N/A,#7362,"8,023",47,3158,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,['Hentai'],,
221,Knight of Erin: Erin and Nighthawk,Knight of Erin,,,,,['OVA'],4,Finished Airing,"Oct 30, 2020 to Mar 26, 2021",,,"None found,","None found,",['Majin'],Visual novel,"['Fantasy', 'Hentai']",,,16 min. per ep.,Rx - Hentai,6.62,N/A,#7373,"7,997",37,3578,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Knight of Erin,,,
222,,悪の女幹部フルムーンナイトR,,,,,['OVA'],2,Finished Airing,"Oct 2, 2020 to Nov 6, 2020",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,,,,16 min. per ep.,Rx - Hentai,6.82,N/A,#7721,"7,099",18,3070,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (OVA) Aku no Onna Kanbu: Full Moon Night', '']",Aku no Onna Kanbu: Full Moon Night R,['Hentai'],,
223,Tojitomo,刀使ノ巫女 刻みし一閃の燈火,Katana Maidens: Tomoshibi,,,,['OVA'],2,Finished Airing,"Oct 25, 2020 to Nov 29, 2020",,,"['Square Enix', 'Genco', 'Mainichi Broadcasting System', 'AT-X', 'Studio Gokumi', 'Crunchyroll', 'Kadokawa', 'My Theater D.D.']","None found,",['Project No.9'],Game,"['Action', 'Fantasy']",['Urban Fantasy'],,25 min. per ep.,PG-13 - Teens 13 or older,6.62,#6360,#8050,"6,405",13,2067,"Since ancient times, shrine maidens who wield swords have been exorcising ""aratama,"" strange existences that threaten the human world. These young women who wear school uniforms and a sword are called ""Toji,"" and they serve as an official unit within the police force as a ""special religious service police squad."" The government authorizes the Toji to wear swords and serve as government officials, and the government has set up five schools throughout the country for the girls to attend. In the spring, the five schools send their best Toji to compete in a tournament. As the tournament comes closer, all of the representatives rigorously train themselves in order to get stronger and improve their skills. (Source: ANN)","['Prequel (TV) Toji no Miko', '']",Toji no Miko: Kizamishi Issen no Tomoshibi,,,
224,,はじめてのおるすばん,,,,,['OVA'],2,Finished Airing,"Dec 4, 2020 to Mar 5, 2021",,,['Mary Jane'],"None found,",['BreakBottle'],Visual novel,,,,17 min. per ep.,Rx - Hentai,6.18,N/A,#8154,"6,210",28,2835,"On a cold winter's night, a man finds two girls—Saori and Shiori Mizuki—seemingly lost in front of his apartment. Since then, the twins have gradually become attached to him, with one staying at his place while the other is at school. However, the sisters' relationship with him is not merely that of a babysitter and child because sometimes more mature events occur. [Written by MAL Rewrite]","['Adaptation (Light Novel) Hajimete no Orusuban', '']",Hajimete no Orusuban,['Hentai'],,
225,You Can Do What You Please With Me In Her Place,実娘[あの子]の代わりに好きなだけ,,,,,['OVA'],2,Finished Airing,"Dec 18, 2020 to Feb 26, 2021",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,,20 min. per ep.,Rx - Hentai,6.60,N/A,#8201,"6,113",45,2854,"Her daughter found the perfect husband... muscular, tall, handsome, polite, always cheerful and has a huge bright smile with a similarly bright future ahead of him. While looking through some clothes that her daughter had left she found something a bit...revealing and after her husband came in and mistook her for her daughter, she found out he had not been getting the attention he needed so desperately... What is a mother to do? [Written by ShrSha]","['Adaptation (Manga) Ano Ko no Kawari ni Suki na Dake', '']",Ano Ko no Kawari ni Suki na Dake,['Hentai'],,
226,The Two Sides of the Honors Student Ayaka,優等生 綾香のウラオモテ,The Right Side and the Wrong Side of Honor Student Ayaka,,,,['OVA'],2,Finished Airing,"Oct 30, 2020 to Feb 5, 2021",,,['Mary Jane'],"None found,",['New Generation'],['Manga'],,,,15 min. per ep.,Rx - Hentai,6.65,N/A,#8228,"6,062",28,2346,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yuutousei Ayaka no Uraomote,['Hentai'],,
227,,シコやかなるときもハメるときも,,,,,['OVA'],2,Finished Airing,"Nov 20, 2020 to Jan 29, 2021",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,,19 min. per ep.,Rx - Hentai,6.36,N/A,#8253,"6,021",17,2121,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Shikoyaka Naru Toki mo Hameru Toki mo', '']",Shikoyaka Naru Toki mo Hameru Toki mo,['Hentai'],,
228,,ホワイト ブルー,,,,,['OVA'],4,Finished Airing,"Nov 27, 2020 to Aug 27, 2021",,,"None found,","None found,",['PoRO'],Visual novel,,,,24 min. per ep.,Rx - Hentai,5.66,N/A,#8500,"5,655",25,1976,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],White Blue,['Hentai'],,
229,,対魔忍アサギ～捕らわれの肉人形～,Taimanin Asagi Spinoff Story,,,,['OVA'],1,Finished Airing,"Oct 30, 2020",,,['ZIZ Entertainment (ZIZ)'],"None found,",['Teatro Nishi Tokyo Studio'],Visual novel,"['Supernatural', 'Hentai']",['Mythology'],,18 min.,Rx - Hentai,6.15,N/A,#9615,"3,942",19,1594,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Taimanin Asagi: Toraware no Niku Ningyou,,,
230,Sotsugyou Chikan Densha,卒業○○電車,,,,,['OVA'],4,Finished Airing,"Apr 24, 2020 to Oct 30, 2020",,,"None found,","None found,",['Suzuki Mirano'],['Manga'],,,,16 min. per ep.,Rx - Hentai,5.20,N/A,#9678,"3,874",5,1559,"Based on the doujin CG by Ibukichi. Bunta is a 43-year-old man who does nothing but think about his hot teacher from Nakajima Nanoka high school with whom he had a secret relationship. After years, she accidentally meets a woman who looks a lot like her old teacher named Nakajima Kanoko that she is a high school teacher with the same surname. Bunta falls madly in love with Kanoko and does not want to wait until the latter disappears like her former teacher.",[],Sotsugyou ** Densha,['Hentai'],,
231,"Gekijouban Kimetsu no Yaiba: Mugen Ressha-hen, Kimetsu no Yaiba: Infinity Train, Demon Slayer Movie: Infinity Train",劇場版 鬼滅の刃 無限列車編,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,,Guardianes De La Noche  - Kimetsu No Yaiba - Tren Infinito,Demon Slayer - Kimetsu no Yaiba - Le film : Le train de l'Infini,['Movie'],1,Finished Airing,"Oct 16, 2020",,,"['Aniplex', 'Shueisha']",['Aniplex of America'],['ufotable'],['Manga'],"['Action', 'Supernatural']",['Historical'],['Shounen'],1 hr. 56 min.,R - 17+ (violence & profanity),8.56,#111,#71,"1,635,703","13,315",1085753,"After a string of mysterious disappearances begin to plague a train, the Demon Slayer Corps' multiple attempts to remedy the problem prove fruitless. To prevent further casualties, the Flame Pillar, Kyoujurou Rengoku, takes it upon himself to eliminate the threat. Accompanying him are some of the Corps' most promising new blood: Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira, who all hope to witness the fiery feats of this model demon slayer firsthand. Unbeknownst to them, the demonic forces responsible for the disappearances have already put their sinister plan in motion. Under this demonic presence, the group must muster every ounce of their willpower and draw their swords to save all two hundred passengers onboard. As things begin to spiral out of control, Tanjirou's resolve and commitment to duty are put to the test. [Written by MAL Rewrite]","['Prequel (TV) Kimetsu no Yaiba', 'Sequel (TV) Kimetsu no Yaiba: Yuukaku-hen', 'Adaptation (Novel) Kimetsu no Yaiba Novelize', 'Adaptation (Light Novel) Gekijouban Kimetsu no Yaiba: Mugen Ressha-hen Novelize']",Kimetsu no Yaiba Movie: Mugen Ressha-hen,,,
232,,ジョゼと虎と魚たち,"Josee, the Tiger and the Fish","Josie, der Tiger und die Fische.","Josee, el Tigre y los Peces","Josée, Le Tigre et Les Poissons.",['Movie'],1,Finished Airing,"Dec 25, 2020",,,"['Shochiku', 'Kadokawa', 'Sonilude', 'Movie Walker']",['Funimation'],['Bones'],Novel,"['Drama', 'Romance']",,,1 hr. 38 min.,PG-13 - Teens 13 or older,8.38,#209,#513,"464,412","6,593",240109,"Equipped with his passion for diving and admiration for marine biology, university student Tsuneo Suzukawa tries his best to juggle several part-time jobs to earn enough money to study abroad. But one night, in a fateful accident, he meets a girl in a wheelchair, driving his current path into a detour. The girl, Kumiko—who prefers to be called ""Josee""—initially comes off as rude. Tsuneo, however, is then convinced by Josee's grandmother to take on the paid job to be Josee's caretaker. Despite being annoyed with her bossy demeanor, Tsuneo sees the opportunity to save more funds to support his academic dream. Nonetheless, after putting up with Josee's behavior for some time, Tsuneo tries to quit, only to discover Josee's dreams of traversing the outside world—to experience a life free from her crippling condition. Changing his mind, Tsuneo decides to accompany Josee in exploring the wonders that the world has to offer. Through their time together, the two begin to realize that the traits that bind them may be vital toward fulfilling their respective aspirations. [Written by MAL Rewrite]","['Adaptation (Manga) Josee to Tora to Sakana-tachi', 'Adaptation (Novel) Josee to Tora to Sakana-tachi']",Josee to Tora to Sakana-tachi,,"['Adult Cast', 'Visual Arts']",
233,,劇場版Fate/Grand Order -神聖円卓領域キャメロット- Wandering; Agateram,Fate/Grand Order: Divine Realm of the Round Table - Camelot Wandering; Agateram,,,,['Movie'],1,Finished Airing,"Dec 5, 2020",,,"['Production I.G', 'Aniplex', 'Notes', 'Delightworks']",['Aniplex of America'],['Signal.MD'],Game,"['Action', 'Fantasy']",,,1 hr. 29 min.,PG-13 - Teens 13 or older,6.89,#4869,#2275,"95,788",163,40914,"The wandering knight, Bedivere, reaches the end of his journey. The year is A.D. 1273 in Jerusalem. The Holy Land has been transformed into a massive desert, the people have been forced out of their homes, and three major powers wage war with each other in this wasteland. The Knights of the Round Table come together to protect the Holy City and their Lion King. With the whole of his kingdom summoned into a strange land, Ozymandias, the Sun-King, quietly plots against the tyranny of this bizarre realm. The mountain people, protectors of those who were stripped of their land, await their chance at rebellion. In order to fulfill his mission, Bedivere heads for the Holy City where the Lion King rules. There he meets humanity’s final Master, Ritsuka Fujimaru, who has come to Jerusalem, accompanied by his Demi-Servant, Mash Kyrielight, in their quest to restore human history. Bedivere joins with Fujimaru and his companions to undertake this quest. (Source: Official Website)","['Sequel (Movie) Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram', '']",Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,,,
234,,デート・ア・バレット ナイトメア・オア・クイーン,,,,,['Movie'],1,Finished Airing,"Nov 13, 2020",,,['Nippon Columbia'],"None found,",['Geek Toys'],['Light novel'],"['Action', 'Fantasy', 'Sci-Fi']",['Isekai'],,29 min.,PG-13 - Teens 13 or older,7.64,#1446,#2592,"77,261",330,37386,Second part of the Date A Bullet films.,"['Prequel (Movie) Date A Bullet: Dead or Bullet', 'Adaptation (Light Novel) Date A Live Fragment: Date A Bullet']",Date A Bullet: Nightmare or Queen,,,
235,"You are Beyond, KimiKana",君は彼方,Over the Sky,,,,['Movie'],1,Finished Airing,"Nov 27, 2020",,,['CUCURI'],"None found,",['Digital Network Animation'],Original,"['Drama', 'Fantasy']",['Isekai'],,1 hr. 35 min.,PG-13 - Teens 13 or older,5.92,#10310,#2650,"74,446",188,15743,"High schoolers Mio Miyamasu and Arata Kishimo are childhood friends. Mio harbors feelings for Arata, but she lacks the courage to express them. Even when her friend Madoka asks if she is in love with Arata, Mio reluctantly declines and encourages her friend to pursue her own feelings for him instead. Later, while Mio and Arata visit a fortune-teller, the boy notices a strange phenomenon and tries to drag Mio out of the shop—much to her annoyance. As Mio begins to question her relationship with Arata, an argument erupts between them. That night, feeling guilty for what had occurred, Mio ventures into the rain to apologize to Arata and make her feelings clear. However, an accident along the way turns Mio's world upside down. [Written by MAL Rewrite]",[],Kimi wa Kanata,,,
236,"Yes, No, or Maybe Half?",イエスかノーか半分か,"Yes, No, or Maybe?","Yes, No, or Maybe?","Yes, No, or Maybe?","Yes, No, or Maybe?",['Movie'],1,Finished Airing,"Dec 11, 2020",,,"None found,","None found,",['Lesprit'],['Light novel'],"['Boys Love', 'Drama']",,,53 min.,PG-13 - Teens 13 or older,7.06,#4097,#2996,"59,963",290,28654,"Kei Kunieda is a newscaster who strictly maintains an amiable and kind persona while at work. Although he smiles on the outside, he covertly curses at others to his heart's content. His everyday life is smooth, even if he keeps half of himself hidden at all times, but that changes when he meets Ushio Tsuzuki, an independent stop-motion animator. Soon, Kei finds himself caught in a lie borne from his two personas meeting Ushio under different conditions, with the other man unaware they are the very same person. As feelings begin to blossom between them, Kei cannot be sure if Ushio will love both sides of him—or only just half. [Written by MAL Rewrite]","['Adaptation (Manga) Yes ka No ka Hanbun ka', '']",Yes ka No ka Hanbun ka,,"['Adult Cast', 'Showbiz']",
237,,グリザイア：ファントムトリガー THE ANIMATION スターゲイザー,,,,,['Movie'],1,Finished Airing,"Nov 27, 2020",,,"None found,","None found,",['Bibury Animation Studios'],Visual novel,,['School'],,1 hr.,R - 17+ (violence & profanity),6.89,#4875,#4261,"30,270",18,7354,"While Rena and Maki recover from their injuries, the other SORD members jet off overseas for a school trip. Within moments of their arrival, though, the Mihama gang are pulled into a manhunt for a SORD deserter, assisted by student Sylvia and Velvet of St. Aile's International School. Tohka's the star of the show this time round, but she's wrestling with her own issues - old memories of her parents, and a promise to a friend that she wasn't able to keep... (Source: Frontwing)","['Prequel (Movie) Grisaia: Phantom Trigger The Animation', 'Sequel (TV) Grisaia: Phantom Trigger']",Grisaia: Phantom Trigger The Animation - Stargazer,['Action'],,
238,,劇場版ポケットモンスター ココ,Pokémon the Movie: Secrets of the Jungle,Pokémon Film 23: Geheimnisse des Dschungels,Pokémon Película 23: Los Secretos de la Selva,Pokémon Film 23: Les Secrets de la Jungle,['Movie'],1,Finished Airing,"Dec 25, 2020",,,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'JR East Marketing & Communications']",['The Pokemon Company International'],['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Strategy Game'],['Kids'],1 hr. 39 min.,PG - Children,7.26,#3063,#4401,"28,377",33,12836,"Deep within the Forest of Okoya, the Mythical Pokémon Zarude live in a troop and maintain a strict rule that forbids outsiders from entering their territory. Elsewhere in the jungle lives Koko, a human boy raised by a lone Zarude who left the troop. Koko has grown up never doubting that he is a Zarude. But one day, a chance meeting with Satoshi and Pikachu leaves Koko with his first human friend. Is he truly a Pokémon? Or is he, in fact, a human? When danger threatens the jungle, the bonds between Pokémon and human—and the love between parent and child—will be put to the test. (Source: Official site)","['Prequel (Movie) Pokemon Movie 21: Minna no Monogatari', 'Adaptation (Manga) Gekijouban Pocket Monsters Koko: Mou Hitotsu no Hajimari']",Pokemon Movie 23: Koko,,,
239,Stand By Me Doraemon 2,STAND BY ME ドラえもん ２,,,,,['Movie'],1,Finished Airing,"Nov 20, 2020",,,"['Dentsu', 'TV Asahi', 'TOHO', 'Shueisha', 'Nagoya Broadcasting Network', 'Asahi Broadcasting', 'Shogakukan', 'Abe Shuuji Jimusho', 'Shizuoka Asahi Television']","None found,","['Shirogumi', 'Shin-Ei Animation']",['Manga'],"['Comedy', 'Sci-Fi']",['Time Travel'],['Kids'],1 hr. 35 min.,PG - Children,8.18,#412,#4543,"26,715",135,15911,"After reminiscing about his late grandmother, Nobita Nobi wishes to see her again and asks Doraemon to return them to the past. Following the wholesome reunion of the two, Nobita's grandmother confesses that she hopes to meet his future bride. Nobita accepts her request out of filial love and quickly scrambles into the time machine as he and Doraemon journey forward in time. However, when the duo warps to Nobita's wedding day, they discover that the future Nobita is missing from the ceremony! Determined to set things right, Doraemon and Nobita embark on a mission to search for Nobita's future self and encourage him to discover the happiness he deserves. [Written by MAL Rewrite]","['Prequel (Movie) Stand By Me Doraemon', '']",Stand By Me Doraemon 2,,,
240,Dou ni ka Naru Hibi,どうにかなる日々,Happy-Go-Lucky Days,,,Happy-Go-Lucky Days,['Movie'],1,Finished Airing,"Oct 23, 2020",,,"['WOWOW', 'Pony Canyon', 'Fuji TV', 'HoriPro International']",['Sentai Filmworks'],['LIDENFILMS Kyoto Studio'],['Manga'],"['Boys Love', 'Girls Love', 'Slice of Life']",,,54 min.,PG-13 - Teens 13 or older,5.41,#12369,#4773,"23,708",36,7081,"Love is love. Someday, the pain of being in love will be an endearing memory. No matter who the feelings are toward, no matter what form it takes, all love and lifestyles have the same value. An omnibus anime tells the stories of ""The wedding of an ex,"" ""a student and a teacher at an all-boys' school,"" and ""childhood friends whose bodies and hearts change with adolescence."" (Source: Kotonoha, edited)","['Adaptation (Manga) Dounika Naru Hibi', '']",Dounika Naru Hibi,,,
241,,WAVE!!～サーフィンやっぺ!!～,,Wave!! -Let's Go surfing!!-,,Wave!! -Let's Go surfing!!-,['Movie'],3,Finished Airing,"Oct 2, 2020 to Oct 30, 2020",,,['Delfi Sound'],"None found,",['Asahi Production'],Mixed media,"['Slice of Life', 'Sports']",,,1 hr. 27 min. per ep.,PG-13 - Teens 13 or older,6.01,#9870,#5195,"19,279",67,1937,"For years, 14-year-old Masaki Hinaoka showed no interest in surfing, despite it being his best friend Nalu Tanaka's favorite pastime. But his mind changes in the blink of an eye when he encounters a blond boy surfing at sunrise. He finds the boy beautiful and graceful, awakening unfamiliar feelings that draw him toward the surfboard and ride the waves himself. The newcomer, Shou Akitsuki, gladly helps Masaki experience his first surfboarding feats. Although he cannot swim, Masaki exceeds his friends' expectations and shows incredible capability early on. This earns him a spot in a local competition, where he gets the chance to befriend other skilled surfers with unique styles and personalities, fueling his drive to improve. When a sudden tragedy strikes, however, all seems hopeless—but with the help of his newfound friends, Masaki continues to strive for success and to conquer the wildest of waves. [Written by MAL Rewrite]",[],Wave!! Surfing Yappe!!,,,
242,,劇場版BEM 〜BECOME HUMAN〜,,,,,['Movie'],1,Finished Airing,"Oct 2, 2020",,,"['TV Tokyo', 'Pony Canyon', 'KlockWorx', 'flying DOG', 'Glovision', 'ADK']",['Funimation'],['Production I.G'],Original,"['Action', 'Horror', 'Supernatural']",['Mythology'],,1 hr. 30 min.,PG-13 - Teens 13 or older,6.81,#5254,#6185,"12,280",19,3106,"Take place 2 years after the last episode of the TV series. Detective Sonia Summers are tracking Bem and the others. She reunited with Belo, who is fighting a dark organization alone. He brought her to Bem, but Bem doesn't remember anything and living in the city as an ordinary employee... or that is what he thought he was.","['Prequel (TV) Bem', '']",Bem Movie: Become Human,,,
243,"Majo Minarai wo Sagashite, Magical DoReMi Movie, Useless Witchgirl Doremi Movie",魔女見習いをさがして,Looking for Magical Doremi,,,,['Movie'],1,Finished Airing,"Nov 13, 2020",,,"None found,","None found,",['Toei Animation'],Original,"['Award Winning', 'Comedy', 'Drama']",,,1 hr. 31 min.,G - All Ages,7.58,#1655,#6258,"11,890",25,2806,"27-year-old Tokyo office worker Mire Yoshizuki just returned to Japan, while 22-year-old fourth-year college student Sora Nagase aspires to be a teacher, and 20-year-old boyish Reika Kawatani is a part-time Hiroshima okonomiyaki shop worker and freelancer. What draws together these three women from completely different walks of life is a magic gem. A ""New Magical Story"" begins when they are mysteriously brought together by chance and embark on a journey. (Source: ANN)",[],Majo Minarai wo Sagashite,,,
244,Masaka no Kintarou,まるだせ金太狼,,Marudase Kintarô,Marudase Kintaro,Marudase Kintarô,['Movie'],1,Finished Airing,"Dec 11, 2020",,,"None found,","None found,",['Seven'],['Manga'],,,,9 min.,PG-13 - Teens 13 or older,3.92,#13724,#7413,"7,823",17,3577,"Makoto Onodera is the young effeminate chairman of Onodera Academy. Although bestowed exclusive jurisdiction, his administration is threatened by the Kawakara Branch School staff, who intend to usurp his position by consummating marriage with him. That way, the power will be in their hands, and Makoto will be left vulnerable. However, he is accompanied by Kintarou Masaka: his childhood friend, bodyguard, and all-around lover. Kintarou is always one call away from Makoto, and no matter the circumstance, he will rush to save Makoto from his sexual predicaments—just like a knight in shining armor. [Written by MAL Rewrite]","['Adaptation (Manga) Masaka no Kintarou', '']",Marudase Kintarou,['Boys Love'],,
245,Legend of Deification,姜子牙,Jiang Ziya,,,,['Movie'],1,Finished Airing,"Oct 1, 2020",,,"None found,","None found,",['Beijing Enlight Pictures'],Novel,"['Action', 'Adventure', 'Fantasy']",,,1 hr. 49 min.,PG-13 - Teens 13 or older,7.36,#2503,#7633,"7,297",15,2036,"Years ago, Jiang Ziya, the head disciple of Jingxu Hall, joined his master in a ravaging war to fight demons and capture the Nine-Tailed Fox Demon. Known to be the first to climb the Stairway to Heaven, he was expected to become the leader of gods. However, Jiang Ziya's final task to execute the Nine-Tailed soon took a turn for the worse when the demon created an illusion and showed Jiang Ziya an innocent girl trapped inside her. Growing doubtful, he freed the fox spirit to save the girl. As a punishment for his transgression, Jiang Ziya was banished to the North Sea, with his divine power sealed, until he would no longer be plagued by the Nine-Tailed's mirage. Ten years later, Jiang Ziya dwells in the North Sea alongside his friend Shen Gongbao and his pet Si Bu Xiang. At a bar, Jiang Ziya meets Xiao Jiu—who resembles the girl from the illusion. When he asks her about the Nine-Tailed Fox Demon's bracelet on her ankle, she tells him that the accessory reveals to her a place where black flowers bloom. Conflicted over what to believe, Jiang Ziya accompanies Xiao Jiu to Mount Youdu. Thus, the two begin a formidable journey that might uncover not only the truth Jiang Ziya has been searching for, but also shocking facts about the great war of the past. [Written by MAL Rewrite]",[],Jiang Ziya,,,
246,,えんとつ町のプペル,Poupelle of Chimney Town,,,,['Movie'],1,Finished Airing,"Dec 25, 2020",,,"None found,",['Eleven Arts'],['Studio 4°C'],Picture book,"['Adventure', 'Fantasy']",,,1 hr. 40 min.,G - All Ages,6.56,#6696,#7854,"6,809",3,1128,"On Halloween night, a young chimney sweep named Lubicchi befriends a man magically conjured out of garbage. Giving him the name Poupelle, Lubicchi is able to recreate a bond he lost when his father died to the tyranny of the Inquisitors—an oppressive force that aims to suppress outside knowledge and the town's true history. But their newfound relationship soon captures a lot of attention, and the threat of the Inquisitors and even the criticism of a few townspeople will test the duo's friendship. In spite of this, Poupelle has struck a particular chord with Lubicchi, and the two conspire to bring the truth to the surface and clear the chimney smoke that clouds the town's skies. [Written by MAL Rewrite]",[],Entotsu Machi no Poupelle,,,
247,"HoneyWorks 10th Anniversary ""Lip×Lip Film×Live""",この世界の楽しみ方〜Secret Story Film〜,,,,,['Movie'],1,Finished Airing,"Dec 25, 2020",,,"None found,","None found,",['CLAP'],Music,,,,1 hr. 30 min.,PG-13 - Teens 13 or older,7.42,#2246,#9074,"4,709",38,833,"An anime movie based on HoneyWorks' LIPxLIP virtual idol unit, commemorating the music circle's 10th anniversary. (Source: MAL News)",[],Kono Sekai no Tanoshimikata: Secret Story Film,,"['Idols (Male)', 'Music']",
248,,蒼穹のファフナー Dead Aggressor THE BEYOND,,,,,['Movie'],3,Finished Airing,"Nov 13, 2020",,,['King Records'],"None found,","['Production I.G', 'I.Gzwei']",Original,"['Action', 'Drama', 'Sci-Fi']",,,26 min. per ep.,PG-13 - Teens 13 or older,7.41,#2331,#9483,"4,117",7,899,Episodes 7-9 of the Soukyuu no Fafner: Dead Aggressor - The Beyond series.,"['Prequel (Movie) Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2', 'Sequel (Movie) Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4']",Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,,"['Mecha', 'Military']",
249,Monster Strike the Movie: Lucifer Dawn of Despair,モンスト THE MOVIE ルシファー 絶望の夜明け,,"Monster Strike The Movie: Luzifer, Morgendämmerung der Verzweiflung",Monster Strike the Movie: Lucifer Dawn of Despair,Monster Strike the Movie: Lucifer Dawn of Despair,['Movie'],1,Finished Airing,"Nov 6, 2020",,,['XFLAG'],"None found,","['Anima', 'Dynamo Pictures']",Game,"['Action', 'Fantasy']",['Video Game'],,2 hr. 7 min.,PG-13 - Teens 13 or older,6.73,#5695,#9833,"3,695",7,372,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Monster Strike The Animation', '']",Monster Strike the Movie: Lucifer - Zetsubou no Yoake,,,
250,,映画プリキュアミラクルリープ みんなとの不思議な1日,,,,,['Movie'],1,Finished Airing,"Oct 31, 2020",,,"None found,","None found,",['Toei Animation'],Original,,,,1 hr. 10 min.,G - All Ages,7.25,#3127,#10083,"3,393",5,1258,"The story begins when the protagonist Hikaru meets aliens Lala, Prunce, and Fuwa while watching the night sky. She learns of the ""Star Palace,"" where the 12 Star Princesses of the constellations kept the balance of the universe until they were attacked. Lala is searching for the legendary Precure warriors to help find the 12 scattered ""Princess Star Color Pens"" and revive the princesses. When Fuwa is captured by an enemy, Hikaru wishes to save Fuwa, and a Star Color Pendent and a Star Color Pen appear to allow her to transform into Cure Star. From then on she works to collect the pens and raise Fuwa, who is the key to reviving the princesses.",[],Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,['Action'],"['Mahou Shoujo', 'Time Travel']",
251,Kung Fu Mulan,木兰：横空出世,,,,,['Movie'],1,Finished Airing,"Oct 3, 2020",,,"None found,","None found,","None found,",Other,,,,1 hr. 38 min.,PG-13 - Teens 13 or older,5.81,#10891,#11780,"2,041",2,123,"Disguising herself as a man to take her father's place, Mulan is a wild and rebellious soldier in the army. As a gifted swords-woman, she also dreams about going out and exploring the world. One day, she is sent on a mission and unexpectedly begins an exciting adventure where she discovers a conspiracy against her country. In the end, she comes to understand the true meaning of being a swordsman and makes herself a hero for her country, and also discovers her true self. (Source: IMDB)",[],Mulan: Heng Kong Chu Shi,['Action'],,
