,Personnel_ID,Work_References,True_Positives,Total_Recommendations,Precision
995,350,6,5,10,0.5
996,350,7,4,10,0.4
997,350,8,3,10,0.3
998,350,9,3,10,0.3
999,350,10,4,10,0.4
1000,352,1,6,10,0.6
1001,352,2,6,10,0.6
1002,352,3,6,10,0.6
1003,352,4,6,10,0.6
1004,352,5,6,10,0.6
1005,352,6,6,10,0.6
1006,352,7,6,10,0.6
1007,352,8,6,10,0.6
1008,352,9,5,10,0.5
1009,352,10,4,10,0.4
1010,354,1,0,10,0.0
1011,354,2,3,10,0.3
1012,354,3,3,10,0.3
1013,354,4,2,10,0.2
1014,354,5,1,10,0.1
1015,354,6,0,10,0.0
1016,354,7,0,10,0.0
1017,354,8,0,10,0.0
1018,354,9,0,10,0.0
1019,354,10,0,10,0.0
1020,356,1,7,10,0.7
1021,356,2,9,10,0.9
1022,356,3,5,10,0.5
1023,356,4,8,10,0.8
1024,356,5,8,10,0.8
1025,356,6,6,10,0.6
1026,356,7,7,10,0.7
1027,356,8,7,10,0.7
1028,356,9,6,10,0.6
1029,356,10,6,10,0.6
1030,360,1,3,10,0.3
1031,360,2,3,10,0.3
1032,360,3,3,10,0.3
1033,360,4,6,10,0.6
1034,360,5,7,10,0.7
1035,360,6,7,10,0.7
1036,360,7,6,10,0.6
1037,360,8,6,10,0.6
1038,360,9,6,10,0.6
1039,360,10,6,10,0.6
1040,379,1,10,10,1.0
1041,379,2,9,10,0.9
1042,379,3,8,10,0.8
1043,379,4,9,10,0.9
1044,379,5,8,10,0.8
1045,379,6,5,10,0.5
1046,379,7,5,10,0.5
1047,379,8,7,10,0.7
1048,379,9,8,10,0.8
1049,379,10,7,10,0.7
1050,396,1,3,10,0.3
1051,396,2,7,10,0.7
1052,396,3,5,10,0.5
1053,396,4,7,10,0.7
1054,396,5,7,10,0.7
1055,396,6,6,10,0.6
1056,396,7,5,10,0.5
1057,396,8,3,10,0.3
1058,396,9,0,10,0.0
1059,396,10,3,10,0.3
1060,413,1,7,10,0.7
1061,413,2,6,10,0.6
1062,413,3,6,10,0.6
1063,413,4,6,10,0.6
1064,413,5,6,10,0.6
1065,413,6,6,10,0.6
1066,413,7,6,10,0.6
1067,413,8,6,10,0.6
1068,413,9,6,10,0.6
1069,413,10,5,10,0.5
1070,414,1,2,10,0.2
1071,414,2,3,10,0.3
1072,414,3,3,10,0.3
1073,414,4,3,10,0.3
1074,414,5,4,10,0.4
1075,414,6,5,10,0.5
1076,414,7,5,10,0.5
1077,414,8,6,10,0.6
1078,414,9,6,10,0.6
1079,414,10,5,10,0.5
1080,472,1,5,10,0.5
1081,472,2,10,10,1.0
1082,472,3,8,10,0.8
1083,472,4,10,10,1.0
1084,472,5,9,10,0.9
1085,472,6,8,10,0.8
1086,472,7,9,10,0.9
1087,472,8,9,10,0.9
1088,472,9,10,10,1.0
1089,472,10,9,10,0.9
1090,479,1,1,10,0.1
1091,479,2,1,10,0.1
1092,479,3,1,10,0.1
1093,479,4,1,10,0.1
1094,479,5,1,10,0.1
1095,479,6,2,10,0.2
1096,479,7,1,10,0.1
1097,479,8,0,10,0.0
1098,479,9,0,10,0.0
1099,479,10,1,10,0.1
1100,489,1,3,10,0.3
1101,489,2,4,10,0.4
1102,489,3,3,10,0.3
1103,489,4,5,10,0.5
1104,489,5,6,10,0.6
1105,489,6,6,10,0.6
1106,489,7,6,10,0.6
1107,489,8,6,10,0.6
1108,489,9,5,10,0.5
1109,489,10,4,10,0.4
1110,513,1,3,10,0.3
1111,513,2,4,10,0.4
1112,513,3,8,10,0.8
1113,513,4,7,10,0.7
1114,513,5,7,10,0.7
1115,513,6,7,10,0.7
1116,513,7,7,10,0.7
1117,513,8,8,10,0.8
1118,513,9,7,10,0.7
1119,513,10,7,10,0.7
1120,518,1,3,10,0.3
1121,518,2,3,10,0.3
1122,518,3,1,10,0.1
1123,518,4,4,10,0.4
1124,518,5,4,10,0.4
1125,518,6,1,10,0.1
1126,518,7,3,10,0.3
1127,518,8,3,10,0.3
1128,518,9,3,10,0.3
1129,518,10,1,10,0.1
1130,531,1,10,10,1.0
1131,531,2,10,10,1.0
1132,531,3,10,10,1.0
1133,531,4,10,10,1.0
1134,531,5,10,10,1.0
1135,531,6,10,10,1.0
1136,531,7,10,10,1.0
1137,531,8,10,10,1.0
1138,531,9,9,10,0.9
1139,531,10,8,10,0.8
1140,557,1,1,10,0.1
1141,557,2,5,10,0.5
1142,557,3,6,10,0.6
1143,557,4,5,10,0.5
1144,557,5,4,10,0.4
1145,557,6,4,10,0.4
1146,557,7,2,10,0.2
1147,557,8,1,10,0.1
1148,557,9,0,10,0.0
1149,557,10,1,10,0.1
1150,591,1,6,10,0.6
1151,591,2,5,10,0.5
1152,591,3,5,10,0.5
1153,591,4,4,10,0.4
1154,591,5,4,10,0.4
1155,591,6,4,10,0.4
1156,591,7,4,10,0.4
1157,591,8,4,10,0.4
1158,591,9,3,10,0.3
1159,591,10,4,10,0.4
1160,598,1,0,10,0.0
1161,598,2,3,10,0.3
1162,598,3,3,10,0.3
1163,598,4,2,10,0.2
1164,598,5,1,10,0.1
1165,598,6,1,10,0.1
1166,598,7,1,10,0.1
1167,598,8,1,10,0.1
1168,598,9,2,10,0.2
1169,598,10,0,10,0.0
1170,599,1,0,10,0.0
1171,599,2,3,10,0.3
1172,599,3,2,10,0.2
1173,599,4,3,10,0.3
1174,599,5,2,10,0.2
1175,599,6,4,10,0.4
1176,599,7,2,10,0.2
1177,599,8,2,10,0.2
1178,599,9,3,10,0.3
1179,599,10,1,10,0.1
1180,650,1,7,10,0.7
1181,650,2,6,10,0.6
1182,650,3,4,10,0.4
1183,650,4,4,10,0.4
1184,650,5,5,10,0.5
1185,650,6,4,10,0.4
1186,650,7,4,10,0.4
1187,650,8,4,10,0.4
1188,650,9,4,10,0.4
1189,650,10,6,10,0.6
1190,654,1,6,10,0.6
1191,654,2,6,10,0.6
1192,654,3,6,10,0.6
1193,654,4,6,10,0.6
1194,654,5,6,10,0.6
1195,654,6,6,10,0.6
1196,654,7,6,10,0.6
1197,654,8,6,10,0.6
1198,654,9,6,10,0.6
1199,654,10,5,10,0.5
1200,655,1,1,10,0.1
1201,655,2,0,10,0.0
1202,655,3,0,10,0.0
1203,655,4,1,10,0.1
1204,655,5,3,10,0.3
1205,655,6,3,10,0.3
1206,655,7,3,10,0.3
1207,655,8,3,10,0.3
1208,655,9,3,10,0.3
1209,655,10,4,10,0.4
1210,659,1,4,10,0.4
1211,659,2,6,10,0.6
1212,659,3,6,10,0.6
1213,659,4,6,10,0.6
1214,659,5,5,10,0.5
1215,659,6,5,10,0.5
1216,659,7,5,10,0.5
1217,659,8,4,10,0.4
1218,659,9,4,10,0.4
1219,659,10,4,10,0.4
1220,666,1,2,10,0.2
1221,666,2,3,10,0.3
1222,666,3,3,10,0.3
1223,666,4,3,10,0.3
1224,666,5,6,10,0.6
1225,666,6,2,10,0.2
1226,666,7,2,10,0.2
1227,666,8,3,10,0.3
1228,666,9,2,10,0.2
1229,666,10,1,10,0.1
1230,669,1,4,10,0.4
1231,669,2,5,10,0.5
1232,669,3,4,10,0.4
1233,669,4,3,10,0.3
1234,669,5,3,10,0.3
1235,669,6,4,10,0.4
1236,669,7,2,10,0.2
1237,669,8,2,10,0.2
1238,669,9,2,10,0.2
1239,669,10,2,10,0.2
1240,672,1,10,10,1.0
1241,672,2,9,10,0.9
1242,672,3,9,10,0.9
1243,672,4,9,10,0.9
1244,672,5,9,10,0.9
1245,672,6,9,10,0.9
1246,672,7,9,10,0.9
1247,672,8,9,10,0.9
1248,672,9,9,10,0.9
1249,672,10,9,10,0.9
1250,673,1,1,10,0.1
1251,673,2,4,10,0.4
1252,673,3,4,10,0.4
1253,673,4,5,10,0.5
1254,673,5,4,10,0.4
1255,673,6,4,10,0.4
1256,673,7,3,10,0.3
1257,673,8,2,10,0.2
1258,673,9,2,10,0.2
1259,673,10,1,10,0.1
1260,678,1,9,10,0.9
1261,678,2,9,10,0.9
1262,678,3,8,10,0.8
1263,678,4,8,10,0.8
1264,678,5,8,10,0.8
1265,678,6,8,10,0.8
1266,678,7,8,10,0.8
1267,678,8,8,10,0.8
1268,678,9,8,10,0.8
1269,678,10,8,10,0.8
1270,720,1,5,10,0.5
1271,720,2,9,10,0.9
1272,720,3,9,10,0.9
1273,720,4,10,10,1.0
1274,720,5,9,10,0.9
1275,720,6,9,10,0.9
1276,720,7,9,10,0.9
1277,720,8,9,10,0.9
1278,720,9,9,10,0.9
1279,720,10,9,10,0.9
1280,732,1,8,10,0.8
1281,732,2,6,10,0.6
1282,732,3,8,10,0.8
1283,732,4,9,10,0.9
1284,732,5,8,10,0.8
1285,732,6,8,10,0.8
1286,732,7,8,10,0.8
1287,732,8,8,10,0.8
1288,732,9,9,10,0.9
1289,732,10,9,10,0.9
1290,735,1,8,10,0.8
1291,735,2,5,10,0.5
1292,735,3,5,10,0.5
1293,735,4,1,10,0.1
1294,735,5,1,10,0.1
1295,735,6,2,10,0.2
1296,735,7,2,10,0.2
1297,735,8,4,10,0.4
1298,735,9,7,10,0.7
1299,735,10,7,10,0.7
1300,762,1,0,10,0.0
1301,762,2,5,10,0.5
1302,762,3,1,10,0.1
1303,762,4,0,10,0.0
1304,762,5,1,10,0.1
1305,762,6,2,10,0.2
1306,762,7,0,10,0.0
1307,762,8,1,10,0.1
1308,762,9,0,10,0.0
1309,762,10,3,10,0.3
1310,776,1,4,10,0.4
1311,776,2,3,10,0.3
1312,776,3,2,10,0.2
1313,776,4,2,10,0.2
1314,776,5,2,10,0.2
1315,776,6,2,10,0.2
1316,776,7,1,10,0.1
1317,776,8,1,10,0.1
1318,776,9,1,10,0.1
1319,776,10,2,10,0.2
1320,819,1,4,10,0.4
1321,819,2,7,10,0.7
1322,819,3,5,10,0.5
1323,819,4,5,10,0.5
1324,819,5,5,10,0.5
1325,819,6,5,10,0.5
1326,819,7,3,10,0.3
1327,819,8,1,10,0.1
1328,819,9,1,10,0.1
1329,819,10,3,10,0.3
1330,826,1,8,10,0.8
1331,826,2,6,10,0.6
1332,826,3,6,10,0.6
1333,826,4,5,10,0.5
1334,826,5,4,10,0.4
1335,826,6,3,10,0.3
1336,826,7,2,10,0.2
1337,826,8,1,10,0.1
1338,826,9,0,10,0.0
1339,826,10,0,10,0.0
1340,859,1,2,10,0.2
1341,859,2,6,10,0.6
1342,859,3,6,10,0.6
1343,859,4,6,10,0.6
1344,859,5,5,10,0.5
1345,859,6,4,10,0.4
1346,859,7,4,10,0.4
1347,859,8,4,10,0.4
1348,859,9,4,10,0.4
1349,859,10,4,10,0.4
1350,860,1,7,10,0.7
1351,860,2,3,10,0.3
1352,860,3,1,10,0.1
1353,860,4,3,10,0.3
1354,860,5,3,10,0.3
1355,860,6,4,10,0.4
1356,860,7,3,10,0.3
1357,860,8,3,10,0.3
1358,860,9,3,10,0.3
1359,860,10,3,10,0.3
1360,869,1,3,10,0.3
1361,869,2,3,10,0.3
1362,869,3,2,10,0.2
1363,869,4,4,10,0.4
1364,869,5,0,10,0.0
1365,869,6,2,10,0.2
1366,869,7,3,10,0.3
1367,869,8,4,10,0.4
1368,869,9,1,10,0.1
1369,869,10,2,10,0.2
1370,890,1,1,10,0.1
1371,890,2,1,10,0.1
1372,890,3,1,10,0.1
1373,890,4,1,10,0.1
1374,890,5,1,10,0.1
1375,890,6,1,10,0.1
1376,890,7,2,10,0.2
1377,890,8,1,10,0.1
1378,890,9,2,10,0.2
1379,890,10,1,10,0.1
1380,905,1,0,10,0.0
1381,905,2,0,10,0.0
1382,905,3,0,10,0.0
1383,905,4,0,10,0.0
1384,905,5,0,10,0.0
1385,905,6,0,10,0.0
1386,905,7,0,10,0.0
1387,905,8,0,10,0.0
1388,905,9,0,10,0.0
1389,905,10,0,10,0.0
1390,998,1,2,10,0.2
1391,998,2,1,10,0.1
1392,998,3,1,10,0.1
1393,998,4,1,10,0.1
1394,998,5,0,10,0.0
1395,998,6,0,10,0.0
1396,998,7,0,10,0.0
1397,998,8,0,10,0.0
1398,998,9,0,10,0.0
1399,998,10,0,10,0.0
1400,1000,1,5,10,0.5
1401,1000,2,5,10,0.5
1402,1000,3,4,10,0.4
1403,1000,4,4,10,0.4
1404,1000,5,2,10,0.2
1405,1000,6,1,10,0.1
1406,1000,7,0,10,0.0
1407,1000,8,0,10,0.0
1408,1000,9,0,10,0.0
1409,1000,10,0,10,0.0
1410,1047,1,8,10,0.8
1411,1047,2,7,10,0.7
1412,1047,3,8,10,0.8
1413,1047,4,8,10,0.8
1414,1047,5,8,10,0.8
1415,1047,6,9,10,0.9
1416,1047,7,9,10,0.9
1417,1047,8,8,10,0.8
1418,1047,9,8,10,0.8
1419,1047,10,7,10,0.7
1420,1085,1,6,10,0.6
1421,1085,2,5,10,0.5
1422,1085,3,6,10,0.6
1423,1085,4,7,10,0.7
1424,1085,5,6,10,0.6
1425,1085,6,5,10,0.5
1426,1085,7,3,10,0.3
1427,1085,8,3,10,0.3
1428,1085,9,3,10,0.3
1429,1085,10,2,10,0.2
1430,1087,1,7,10,0.7
1431,1087,2,7,10,0.7
1432,1087,3,6,10,0.6
1433,1087,4,6,10,0.6
1434,1087,5,5,10,0.5
1435,1087,6,6,10,0.6
1436,1087,7,6,10,0.6
1437,1087,8,5,10,0.5
1438,1087,9,4,10,0.4
1439,1087,10,5,10,0.5
1440,1088,1,4,10,0.4
1441,1088,2,3,10,0.3
1442,1088,3,3,10,0.3
1443,1088,4,10,10,1.0
1444,1088,5,8,10,0.8
1445,1088,6,8,10,0.8
1446,1088,7,8,10,0.8
1447,1088,8,8,10,0.8
1448,1088,9,8,10,0.8
1449,1088,10,7,10,0.7
1450,1090,1,3,10,0.3
1451,1090,2,4,10,0.4
1452,1090,3,6,10,0.6
1453,1090,4,5,10,0.5
1454,1090,5,6,10,0.6
1455,1090,6,6,10,0.6
1456,1090,7,6,10,0.6
1457,1090,8,5,10,0.5
1458,1090,9,5,10,0.5
1459,1090,10,3,10,0.3
1460,1099,1,3,10,0.3
1461,1099,2,2,10,0.2
1462,1099,3,5,10,0.5
1463,1099,4,3,10,0.3
1464,1099,5,2,10,0.2
1465,1099,6,3,10,0.3
1466,1099,7,2,10,0.2
1467,1099,8,2,10,0.2
1468,1099,9,3,10,0.3
1469,1099,10,3,10,0.3
1470,1108,1,2,10,0.2
1471,1108,2,3,10,0.3
1472,1108,3,6,10,0.6
1473,1108,4,8,10,0.8
1474,1108,5,8,10,0.8
1475,1108,6,6,10,0.6
1476,1108,7,9,10,0.9
1477,1108,8,9,10,0.9
1478,1108,9,8,10,0.8
1479,1108,10,8,10,0.8
1480,1110,1,6,10,0.6
1481,1110,2,7,10,0.7
1482,1110,3,6,10,0.6
1483,1110,4,5,10,0.5
1484,1110,5,6,10,0.6
1485,1110,6,5,10,0.5
1486,1110,7,4,10,0.4
1487,1110,8,4,10,0.4
1488,1110,9,3,10,0.3
1489,1110,10,2,10,0.2
1490,1160,1,0,10,0.0
1491,1160,2,2,10,0.2
1492,1160,3,7,10,0.7
1493,1160,4,8,10,0.8
1494,1160,5,6,10,0.6
1495,1160,6,7,10,0.7
1496,1160,7,6,10,0.6
1497,1160,8,5,10,0.5
1498,1160,9,4,10,0.4
1499,1160,10,4,10,0.4
1500,1163,1,3,10,0.3
1501,1163,2,7,10,0.7
1502,1163,3,6,10,0.6
1503,1163,4,5,10,0.5
1504,1163,5,6,10,0.6
1505,1163,6,4,10,0.4
1506,1163,7,5,10,0.5
1507,1163,8,4,10,0.4
1508,1163,9,3,10,0.3
1509,1163,10,4,10,0.4
