,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Demographic,French,Genre,German,Spanish,Demographics
71,,おねがいマイメロディ,Onegai My Melody,['TV'],52,Finished Airing,"Apr 3, 2005 to Mar 26, 2006",['Spring 2005'],Sundays at 09:30 (JST),"['TV Osaka', 'Yomiko Advertising', 'Sanrio']","None found,",['Studio Comet'],Unknown,"['Comedy', 'Fantasy']",,24 min. per ep.,PG - Children,7.33,#2672,#5271,"18,762",228,5471,"My Melody arrives on Earth much to the surprise of her rival Kuromi. Together with one of the junior high school students, Yumeno Uta, they decide to protect the dreams of the people with the help of magic.","['Sequel (TV) Onegai My Melody: Kurukuru Shuffle!', '']",Onegai My Melody,,,,,,,
72,,ゾイド ジェネシス,Zoids Genesis,['TV'],50,Finished Airing,"Apr 10, 2005 to Mar 26, 2006",['Spring 2005'],Unknown,['Shogakukan Productions'],['VIZ Media'],['Shogakukan Music & Digital Entertainment'],Original,"['Action', 'Adventure', 'Comedy']",,25 min. per ep.,PG-13 - Teens 13 or older,7.19,#3405,#5509,"16,651",33,6957,"Natural disasters have devastated planet Zi, killing off almost all life. A thousand years later humans have gradually re-established civilization, salvaging ancient Zoids through diving and mining efforts. In a village whose most previous item is a giant sword which they worship as a holy symbol. A teenage boy discovers an ancient Liger-type Zoid while on a deep water salvage operation. Suddenly the village is attacked by skeletal Bio-Zoids intent on stealing a powerful generator located in the village. Our teenage hero awakens the Liger and discovers that the town`s sacred sword is the Liger`s weapon, together they fight off the mysterious Bio-Zoids. At least for now... (Source: AniDB)",[],Zoids Genesis,"['Mecha', 'Military']",,,,,,
73,Ginga Legend Weed,銀牙伝説ウィード,,['TV'],26,Finished Airing,"Nov 3, 2005 to May 11, 2006",['Fall 2005'],Thursdays at 22:30 (JST),"['Nihon Ad Systems', 'SKY Perfect Well Think']","None found,",['Studio Deen'],['Manga'],"['Adventure', 'Drama']",['Anthropomorphic'],24 min. per ep.,PG-13 - Teens 13 or older,7.22,#3259,#5544,"16,425",251,8474,"A dog named Weed happens to hear that he is the son of Gin, the great leader of Ohu who lead the dogs of Ohu to victory in a fight against monsterous bear, Akakabuto. Weed wants to find his father no matter what. On a journey to find his father Weed meets many friends and enemies. (Source: ANN)","['Prequel (TV) Ginga Nagareboshi Gin', 'Adaptation (Manga) Ginga Densetsu Weed']",Ginga Densetsu Weed,,['Seinen'],,,,,
74,"Fushigi-boshi no Futago-hime, Fushigi Boshi no Futago Hime, Twin Princesses of the Wonder Planet, Twin Princesses of the Mysterious Star, Twin Princess of the Mysterious Planet",ふしぎ星の☆ふたご姫,,['TV'],51,Finished Airing,"Apr 2, 2005 to Mar 25, 2006",['Spring 2005'],Saturdays at 10:00 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Omnibus Promotion']","None found,",['HAL Film Maker'],Original,"['Comedy', 'Fantasy']",['Mahou Shoujo'],24 min. per ep.,G - All Ages,7.28,#2928,#5999,"13,397",80,4966,"In the hollow Mysterious Planet, seven kingdoms co-exist, all of them lit by the Sun's Blessing from the Kingdom of the Sun, in the middle of the planet. The light of the core sun is necessary for the continued existence of all the kingdoms. Yet, something is causing the Sun's Blessing to weaken. If something isn't done, it will be the end of life in the Mysterious Planet. Fortunately, the twin princesses of the Sun Kingdom, Fine and Rein, have been endowed with the magic of the Prominence, and are looking for a way to fix things. (Source: ANN)","['Sequel (TV) Fushigiboshi no☆Futagohime Gyu!', 'Adaptation (Manga) Fushigiboshi no Futagohime']",Fushigiboshi no☆Futagohime,,,,,,,
75,,CLUSTER EDGE（クラスターエッジ）,,['TV'],25,Finished Airing,"Oct 5, 2005 to Mar 29, 2006",['Fall 2005'],Wednesdays at 01:00 (JST),"['Bandai Visual', 'Imagine']",['Sentai Filmworks'],['Sunrise'],Original,"['Action', 'Fantasy', 'Sci-Fi']",['Military'],24 min. per ep.,PG-13 - Teens 13 or older,6.31,#8221,#6355,"11,545",14,3392,"Cluster Edge Academy isn't just any school; it's THE school, where the offspring of the elite come together to prepare for their roles running a world where artificial soldiers and religious sects are major factors in the battle for total control. Which may be part of why new transfer student Agate Fluorite doesn't quite seem to fit in. It's not just that Agate's enthusiastic attitude stands out among the somber, brooding balance of the student body. There's something about him that demands notice, even from jaded honors students like Beryl Jasper, and from the moment of arrival he's been at the center of a series of mysteries that not even Agate understands. Because Agate's not just another student, he's part of a something so momentous, and dangerous, that the world that built Cluster Edge may not survive its passing. (Source: Sentai Filmworks)",[],Cluster Edge,,,,,,,
76,Rockman EXE Beast,ロックマン エグゼ ＢＥＡＳＴ,,['TV'],25,Finished Airing,"Oct 1, 2005 to Apr 1, 2006",['Fall 2005'],Unknown,"['TV Tokyo', 'Shogakukan Music & Digital Entertainment']","None found,",['Xebec'],Game,"['Action', 'Adventure', 'Sci-Fi']",,25 min. per ep.,PG - Children,7.05,#4154,#7054,"9,031",17,3552,"Trill, a mysterious navi said to have originated from the world of Beyondard, is discovered. And new beast-type enemies, the Zoanoroids, want him for his special power. Netto Hikari and Rockman must protect their new friend while they try to figure out what Trill is really and his connection to the two legendary cyber beasts, Grega and Faltzer. (Source: ANN)","['Prequel (TV) Rockman.EXE Stream', 'Sequel (TV) Rockman.EXE Beast+']",Rockman.EXE Beast,"['Mecha', 'Strategy Game']",,,,,,
77,,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9129,#7129,"8,808",39,1935,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,,
78,Adventure King Beet Excellion,冒険王ビィト エクセリオン,Beet the Vandel Buster Excellion,['TV'],25,Finished Airing,"Oct 6, 2005 to Mar 30, 2006",['Fall 2005'],Thursdays at 18:30 (JST),"['TV Tokyo', 'Dentsu']","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,24 min. per ep.,PG - Children,6.68,#6019,#7234,"8,518",6,3919,"It is the dark century and the people are suffering under the rule of the devil, Vandel, who is able to manipulate monsters. The Vandel Busters are a group of people who hunt these devils, and among them, the Zenon Squad is known to be the strongest busters on the continent. A young boy, Beet, dreams of joining the Zenon Squad. However, one day, as a result of Beet's fault, the Zenon squad was defeated by the devil, Beltose. The five dying busters sacrificed their life power into their five weapons, Saiga. After giving their weapons to Beet, they passed away. Years have passed since then and the young Vandel Buster, Beet, begins his adventure to carry out the Zenon Squad's will to put an end to the dark century.","['Prequel (TV) Bouken Ou Beet', '']",Bouken Ou Beet Excellion,,['Shounen'],,,,,
79,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.08,#4016,#7393,"8,012",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,['Kids'],,['Comedy'],,El Ninja Boy Rantaró,
80,,格闘美神 武龍,Fighting Beauty Wulong,['TV'],25,Finished Airing,"Oct 10, 2005 to Mar 26, 2006",['Fall 2005'],Unknown,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Action', 'Ecchi']",['Martial Arts'],25 min. per ep.,R - 17+ (violence & profanity),6.55,#6740,#7841,"6,925",7,1893,"At first glance, Mao Ran is a normal cute girl, but she is a master of a martial arts handed down by Mao family. One day, she is tricked by her grandfather, and forced to take part in the fighting match, ""Prime Mat"". First, she is reluctant to fight, but fighting against the rivals, she is gradually fascinated by the ""fighting"". (Source: AnimeNfo)","['Sequel (TV) Kakutou Bijin Wulong: Rebirth', 'Adaptation (Manga) Kakutou Bijin Wulong']",Kakutou Bijin Wulong,,,,,,,
81,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],23 min.,G - All Ages,7.34,#2627,#7911,"6,778",62,2188,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,['Shoujo'],,['Comedy'],,Chibi Maruko-chan,
82,Atashinchi,あたしンち,My Family,['TV'],330,Finished Airing,"Apr 19, 2002 to Sep 19, 2009",['Spring 2002'],Saturdays at 11:20 (JST),"['TV Asahi', 'Yumeta Company']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,25 min. per ep.,G - All Ages,7.38,#2439,#8235,"6,116",63,2770,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuzuhiko and Mikan. Wacky humor about this weird family's daily life. (Source: AniDB)","[""Sequel (TV) Shin Atashin'chi"", ""Adaptation (Manga) Atashin'chi""]",Atashin'chi,,,,,,,
83,,デュエル・マスターズ　チャージ,,['TV'],52,Finished Airing,"Apr 19, 2004 to Mar 27, 2006",['Spring 2004'],Unknown,"None found,","None found,",['Studio Hibari'],Original,"['Action', 'Adventure', 'Comedy']",,21 min. per ep.,PG-13 - Teens 13 or older,6.17,#9001,#8375,"5,904",3,2934,"Shobu has returned after his 3 years training with all his friends in Battle Arena tournament. However, Shobu encounters a new enemy Zakira and his followers, the Fua Duelists. Zakira is a strong kaijudo duelist like Hakuoh. After kidnapping Hakuoh, they turn him into an enemy! Shobu and his friends try to stop them, but will they make it in time? Or will Shobu lose everything and end up devastated!? (Source: DuelMasters.wikia.com)","['Prequel (TV) Duel Masters', 'Sequel (TV) Zero Duel Masters']",Duel Masters Charge,,['Kids'],,,,,
84,"Great Sky Demon Dragon Gaiking, Gaiking: Legend of Daikuu-Maryuu",ガイキング Legend of Daiku-Maryu,,['TV'],39,Finished Airing,"Nov 12, 2005 to Sep 24, 2006",['Fall 2005'],Unknown,"None found,","None found,",['Toei Animation'],Original,"['Action', 'Sci-Fi']",['Mecha'],25 min. per ep.,G - All Ages,7.13,#3751,#8549,"5,652",15,1843,"A boy, Tsuwabaki Daiya found a black fire in an ocean when he and his father were in a small boat. A big monster came out of the fire, and the father and the crews were disappeared into the sea. When he was about to become the next victim, a large mecka dragon appeared and saved him. 5 years later since then, Daiya becomes a junior high school student. A big monster reappear, and he meets the mecha dragon,""Daiku Maryu"". The head of the dragon separates from the body, and it turns into the body of a super robot, Gaiking. He gets in Gaiking, fights against the monster, and beats it. He learns that there is an enemy that plots to conquer the world, and he leaves for another world, Darius, to stop the plot. (Source: AnimeNfo)","['Adaptation (Manga) Daikuu Maryuu Gaiking', '']",Gaiking: Legend of Daiku-Maryu,,,,,,,
85,GPO,ガンパレード・オーケストラ,Gunparade Orchestra,['TV'],24,Finished Airing,"Oct 4, 2005 to Mar 28, 2006",['Fall 2005'],Unknown,"None found,","None found,","[""Brain's Base""]",Game,"['Drama', 'Romance', 'Sci-Fi']",,25 min. per ep.,PG-13 - Teens 13 or older,5.83,#10796,#8731,"5,337",3,1460,"The story focuses and revolves around the 108th Guard Squad, stationed in Aomori. A poorly equipped unit with very little military standing, it is often viewed as a 'reject camp' for pilots not making the grade for the elite units based in Hokkaido. The apparent helpless nature of this force is hardly a deterrent for the encroaching enemy armies, ever closing in on both the 108th and the rest of the empire. The young pilots of the 108th, who had dreamed on returning home, are plunged forcefully and unwillingly into a war. (Source: ANN)","['Adaptation (Manga) Gunparade Orchestra', '']",Gunparade Orchestra,"['Mecha', 'Military']",,,,,,
86,Yuki no Jo-Oh,雪の女王,The Snow Queen,['TV'],36,Finished Airing,"May 22, 2005 to Feb 12, 2006",['Spring 2005'],Sundays at 19:30 (JST),"['NHK', 'NHK Enterprises']","None found,",['TMS Entertainment'],Book,"['Adventure', 'Drama', 'Fantasy']",,25 min. per ep.,PG - Children,6.97,#4520,#8916,"5,038",16,1307,"Based on the children's story by Hans Christian Andersen. Gerda and Kai have been neighbors and best friends since childhood. Gerda is eleven, Kai twelve. They were happy children who worked and played as they should. All that changed when the Snow Queen's mirror broke. The shards spread all through the world, each containing evil. If a shard went inside your eye, it would turn your heart to ice. A shard went into Kai's eye. After that, he grew cold to those he loved. One night, the Snow Queen came in her carriage and took Kai back to her ice castle at the farthest north point of the world. Everyone in Kai and Gerda's village didn't know where he went and believed he died from drowning in the frozen-over lake. Gerda doesn't believe this, for she dreamed of seeing Kai enter the carriage. When a drunk man admits that he also saw this, Gerda starts realizing that maybe what she saw wasn't a dream. She packs her things and goes on a journey to save Kai and bring him back home. (Source: Wikipedia)",[],Yuki no Joou (TV),,,,,,,
87,"Shoujo Changumu no Yume, Janggeum's Dream, Changumu no Yume - Dae Jang Geum, 장금이의 꿈",少女チャングムの夢,,['TV'],26,Finished Airing,"Oct 29, 2005 to Apr 29, 2006",['Fall 2005'],Unknown,['Heewon Entertainment'],"None found,","None found,",Other,"['Adventure', 'Comedy', 'Gourmet']",['Historical'],24 min. per ep.,PG - Children,7.24,#3167,#8946,"4,994",40,1687,Story is about the girl Jang Geum who wants to be a cook. She gets accepted as a palace servant. Clever and cheerful Jang Geum quickly finds friends. But all to soon she encounters intrigue and corruption. A Korean/Japanese joint production.,"[""Sequel (TV) Dae Jang Geum: Jang Geum's Dream 2"", '']",Dae Jang Geum: Jang Geum's Dream,,,,,,,
88,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6586,#9190,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,['Kids'],,,,,
89,,甲虫王者ムシキング ～森の民の伝説～,Mushiking: The Guardians of the Forest,['TV'],52,Finished Airing,"Apr 6, 2005 to Mar 29, 2006",['Spring 2005'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Yomiko Advertising']","None found,",['TMS Entertainment'],Card game,,,22 min. per ep.,G - All Ages,6.82,#5215,#9225,"4,555",20,1819,"The story begins with a spaceship struggling to return to its home world, which crash lands onto a dying planet, triggering an explosion of pure energy, generated by the powerful and mysterious life forms that are piloting the craft. This outburst of energy infuses the dying planet with a life-generating force. Popo, the main character of the story, lives happily with his mother on this planet in a remote part of the forest that is populated with praying mantises, ladybugs, beetles and many other insects. Popos greatest desire is to grow up and become stronger, so that he can search for his father who left the family several years before and has not been heard from since. His father was known as the Guardian of the Forest, as he was passionately dedicated to his research on the planet and on the forest in which his family lives. One day, while walking through the forest, Popo witnesses an ominous event. A strange flowing mist appears, completely covering the forest. A mysterious and sinister character, Passer, also appears, condemning Popos father as an enemy of the forest people and the source of all their trouble. Popo races home only to find to his shock and amazement that his mother has been transformed into a half-plant, half human creature. Confused and dismayed over what he has seen, Popo decides that only his father will be able to restore his mother to her human self and rescue the forest from harm. He decides to leave his home in search for his father. However, the evil Adder and his henchmen plot to prevent Popo from achieving his goal with the help of giant beetles who attack the young boy at every turn. Fortunately, Popo has an ally, Mushiking: The King of Beetles! With his overwhelming strength and overpowering fighting style, Mushiking always comes through at the nick of time to save the young boy from defeat and to set him back on his quest. Is Popo able to find his father and to save his mother and the forest? Discovering his destiny as the next Guardian of the Forest, and protected and guided on his journey by Mushiking, Popo's epic quest to reunite with his father now begins! (Source: Official Site)",[],Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,,,,['Fantasy'],,,
90,Shen Diao Xia Lu II: Xiang Yang Feng Yun,神鵰俠侶 II 襄陽風雲,Legend of the Condor Hero II,['TV'],26,Finished Airing,"Jan 30, 2005 to Sep 2, 2006",['Winter 2005'],Unknown,['Jade Animation'],"None found,",['Nippon Animation'],Novel,"['Adventure', 'Drama', 'Romance']",['Historical'],20 min. per ep.,PG-13 - Teens 13 or older,7.23,#3221,#9556,"4,070",5,1536,Sequel to Shin Chou Kyou Ryo: Condor Hero.,"['Prequel (TV) Shin Chou Kyou Ryo: Condor Hero', 'Sequel (TV) Shin Chou Kyou Ryo: Condor Hero III']",Shin Chou Kyou Ryo: Condor Hero II,,,,,,,
91,,アニマル横町,Animal Lane,['TV'],51,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",['Fall 2005'],Tuesdays at 18:00 (JST),"['TV Tokyo', 'Dentsu', 'TV Tokyo Music', 'Dentsu Tec', 'Geneon Entertainment']","None found,",['Gallop'],['Manga'],"['Adventure', 'Comedy', 'Fantasy']",,23 min. per ep.,G - All Ages,7.00,#4400,#9792,"3,797",12,1400,"On the first day her family moved to their new house, 5-year-old Ami-chan made friends with three talking animals who came out of a door in her bedroom floor, which she finds out leads to Animal Yokocho, another world. The three are Issa, an overly innocent, soft-spoken panda, Kenta, a highly strung, red-scarf-loving bear who puts on an almost constant tough-guy act, and Iyo, a rabbit who usually holds her own well-being and enjoyment over the happiness (and safety) of her friends. Even at only 5 years old, Ami-chan is easily the most rational of the group, and she's a little wary at first, but she eventually comes around and starts spending her free time with them. A typical day involves Ami-chan and the three doing different things to pass the time, often playing a seemingly innocent game, but in AniYoko style. Unfortunately for Ami-chan, the AniYoko version usually turns out to be drastically different, much less logical, and usually more dangerous than the ordinary version. (Source: ANN)","['Adaptation (Manga) Animal Yokochou', '']",Animal Yokochou,,['Shoujo'],,,,,
92,,どーもくん,,['TV'],37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",['Winter 1999'],Not scheduled once per week,['NHK'],"None found,",['dwarf'],Other,"['Comedy', 'Slice of Life']",,39 sec. per ep.,G - All Ages,6.43,#7541,#10460,"3,085",14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",[],Domo-kun,,['Kids'],,,,,
93,,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10 min.,G - All Ages,6.39,#7747,#11557,"2,227",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,['Kids'],,,,,
94,Card Ou Mix Master,카드왕 믹스마스터,Mix Master: King of Cards,['TV'],39,Finished Airing,"Oct 4, 2005 to Jul 18, 2006",['Fall 2005'],Unknown,"['Sunwoo Entertainment', 'KBS']","None found,",['Nippon Animation'],Unknown,"['Adventure', 'Fantasy']",['Strategy Game'],25 min. per ep.,PG - Children,6.43,#7535,#11793,"2,071",8,778,"Mix Masters is a Korea-Japan co-produced anime series, also known by the name Mix Master: King of Cards. It is a co-production by Nippon Animation of Japan and Sunwoo Entertainment and KBS of Korea. The story centers on the fantasy and adventure card game, Mix Master, and the transference of this game from a video game to the real world after a scientist's new invention goes terribly wrong. Creatures from the video game called henches run loose upon the real world and it is up to the Mix Master to stop those creatures from causing trouble. All the while, an evil leader from the video game, Prince Brad, causes trouble for them for some nefarious purpose. (Source: Wikipedia)","['Sequel (TV) Choegang Habche: Mix Master', '']",Card Wang: Mix Master,,,,,,"Mix Master, el Rey de las Cartas",
95,,まじめにふまじめ　かいけつゾロリ,,['TV'],97,Finished Airing,"Feb 13, 2005 to Jan 28, 2007",['Winter 2005'],Unknown,['Nagoya Broadcasting Network'],"None found,",['Ajia-do'],Original,,,24 min. per ep.,PG - Children,6.72,#5774,#12856,"1,473",7,451,"Season 1 focuses on the wizard Nelly and the mysterious Najo as Zorori, Ishishi, and Noshishi help them restore the magic forest in a magical country (episodes 1-50). Season 2 focuses on Puppe's search for the Minus Eel (episodes 51-97). (Source: Wikipedia)","['Prequel (TV) Kaiketsu Zorori', 'Sequel (TV) Motto! Majime ni Fumajime Kaiketsu Zorori']",Majime ni Fumajime Kaiketsu Zorori,,['Kids'],,['Adventure'],,,
96,,しましまとらのしまじろう,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",['Anthropomorphic'],23 min. per ep.,G - All Ages,5.92,#10325,#13245,"1,322",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,['Kids'],,,,,
97,,太鼓の達人,Taiko Drum Master,['TV'],26,Finished Airing,"Apr 4, 2005 to May 15, 2006",['Spring 2005'],Unknown,['Nikkatsu'],"None found,",['Studio Bingo'],Game,,['Video Game'],4 min. per ep.,G - All Ages,5.92,#10331,#13319,"1,294",9,401,A series of four minute claymation shows. Each episode shows the different antics of the various Taiko no Tatsujin characters.,[],Taiko no Tatsujin,,,,,,,
98,,ザ・ワールド・オブ・ゴールデン・エッグス,,['TV'],26,Finished Airing,"Jan 7, 2005 to Dec 9, 2006",['Winter 2005'],Fridays at 22:45 (JST),"None found,","None found,","['Plus Heads', 'Studio Crocodile']",Original,,['Parody'],13 min. per ep.,PG-13 - Teens 13 or older,6.43,#7518,#13487,"1,237",4,281,The citizens of Turkey's Hill model a bizzare American-esque town and engage in non-sequitur behavior. (Source: ANN),[],The World of Golden Eggs,,,,['Comedy'],,,
99,,親子クラブ,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,5 min. per ep.,G - All Ages,5.47,#12199,#13606,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,,,,
100,,絶体絶命でんぢゃらすじーさん,,['TV'],19,Finished Airing,Apr 2005 to Mar 2006,['Spring 2005'],Unknown,"None found,","None found,","None found,",['Manga'],,,2 min. per ep.,PG - Children,[],#16243,#16226,597,1,,The third series of Zettai Zetsumei Dangerous Jiisan with the gags continuing on.,"['Prequel (TV) Zettai Zetsumei Dangerous Jiisan (2004)', 'Adaptation (Manga) Zettai Zetsumei Dangerous Jiisan']",Zettai Zetsumei Dangerous Jiisan (2005),,['Kids'],,['Comedy'],,,
101,"Kotenkotenko, Kotenco and Matenco",こてんこてんこ,,['TV'],52,Finished Airing,"Oct 6, 2005 to Sep 28, 2006",['Fall 2005'],Thursdays at 18:00 (JST),"['TV Tokyo', 'Nihon Ad Systems']","None found,",['I-move'],Unknown,"['Adventure', 'Comedy', 'Fantasy']",,14 min. per ep.,G - All Ages,[],#19563,#16919,514,1,,"Kotencotenco is a gag strip anime for young children featuring the flourishes of the Prince of the country of the Paradice, Kotenco. Kotenco guards the “Angel Star” for the Queen in the Paradice. Kotenco is a very good child, but when the bad spirits rise, Kotenco transforms into Matenco. Unlike Kotenco, Matenco is a very naughty child and troubles everyone. But don't worry! By changing the angel ring, Matenco goes back to being Kotenco. Will Kotenco be able to guard the “Angel Star” from the ruler and the Devil of the Country of the Ground, who is aiming for the Paradice?",[],Kotencotenco,,['Kids'],,,,,
102,Odenkun,おでんくん,,['TV'],156,Finished Airing,"Aug 4, 2005 to Feb 27, 2009",['Summer 2005'],Unknown,['Studio Egg'],"None found,","None found,",Picture book,,,7 min. per ep.,G - All Ages,[],#20789,#17009,506,1,,"In an odd dimensional bubble inside the kettle of an Oden food cart exists Oden village. The residents of Oden village spend their idyllic days waiting for customers to come and eat them. In the meantime, Oden-kun helps other troubled dwellers to realize their dreams. One day, he hears that a customer's mother suffers from cancer so he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Oden-kun's dream is to meet his own mother. Looking forward to this day, Oden-kun spends his days doing one good deed a day. (Source: ANN)","['Sequel (TV) Ganbare! Oden-kun', '']",Oden-kun,,,,['Comedy'],,,
103,,パンツぱんくろう,,['TV'],85,Finished Airing,Apr 2004 to Mar 2008,['Spring 2004'],Unknown,['NHK'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,1 min. per ep.,G - All Ages,[],#20968,#19434,319,0,,"A series of minute-long animated shorts that aired on Japanese public television. Aimed at toddlers and young children, the comedic series is mostly about toilet training.",[],Pants Pankurou,,['Kids'],,,,,
104,Maseukeumaen,마스크맨,Mask Man,['TV'],39,Finished Airing,"Jul 7, 2005 to Mar 30, 2006",['Summer 2005'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,24 min. per ep.,PG - Children,[],#20068,#22904,139,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mask Man,,['Kids'],,,,,
105,"Andou of the Forest, Ando of the Woods",森の安藤,,['ONA'],1,Finished Airing,Jan 2006,,,"None found,","None found,","None found,",Original,,,5 min.,PG - Children,5.93,#10302,#10368,"3,157",39,1938,"A penguin named Andou protects the forest and its animal inhabitants from the evil humans (or the ""cancer of the Earth"" as one sign in The Animal House reads). However, some of the animals suspect that Ando himself may be a human.",[],Mori no Andou,,,,['Comedy'],,,
