,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Spanish,Genre,Themes,Demographic,German,French,Demographics
74,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",['Anthropomorphic'],25 min.,PG - Children,7.71,#1277,#5003,"21,428",239,9594,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,,,,,,"['Kids', 'Shounen']"
75,Yes! プリキュア5,Yes! Precure 5,['TV'],49,Finished Airing,"Feb 4, 2007 to Jan 27, 2008",['Winter 2007'],Unknown,['Asahi Broadcasting'],"None found,",['Toei Animation'],Original,,,24 min. per ep.,G - All Ages,7.18,#3497,#5203,"19,482",93,8033,"Yumehara Nozomi, a regular student, finds a magical book called the Dream Collet in the library and meets Coco and Nuts, two creatures from the Palmier Kingdom. They plead with Nozomi to restore their world, which has been destroyed by an organization called the Nightmares, by completing the Dream Collet and finding the 55 Pinkies to make any wish come true. Meanwhile, the Nightmares are moving into the real world. Once Nozomi agrees to help, Coco and Nuts transform her into the magical girl Cure Dream and turn four fellow students into her Pretty Cure team. (Source: ANN)","['Sequel (TV) Yes! Precure 5 GoGo!', 'Adaptation (Manga) Yes! Precure 5']",Yes! Precure 5,,,['Action'],"['Mahou Shoujo', 'School']",,,,
76,攻殻機動隊 STAND ALONE COMPLEX タチコマな日々,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,['TV'],12,Finished Airing,"May 2, 2007 to Apr 13, 2008",['Spring 2007'],Unknown,"None found,","None found,",['Production I.G'],['Manga'],"['Comedy', 'Sci-Fi']",['Mecha'],3 min. per ep.,PG - Children,7.19,#3431,#6096,"12,803",7,3769,"Tachikoma TV series that aired on Animax. Unlike the previous ""Tachikoma na Hibi,"" which were auxiliary episodes to the main Ghost in the Shell SAC and 2nd GIG, the special version has longer stories based on various Japanese and Orthodox folklore. Later re-released on a BD box with all the Tachikoma shorts.",[],Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi Specials,,,,,,,
77,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9155,#7129,"8,805",39,1935,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,,,
78,忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.08,#4010,#7391,"8,013",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",El Ninja Boy Rantaró,['Comedy'],,['Kids'],,,
79,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],23 min.,G - All Ages,7.34,#2613,#7911,"6,777",62,2188,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),Maruko-chan,Chibi Maruko-chan,['Comedy'],,['Shoujo'],,,
80,ゲゲゲの鬼太郎 (2007),,['TV'],100,Finished Airing,"Apr 1, 2007 to Mar 29, 2009",['Spring 2007'],Sundays at 09:00 (JST),"None found,","None found,",['Toei Animation'],['Manga'],"['Comedy', 'Fantasy', 'Horror']",,23 min. per ep.,G - All Ages,6.94,#4643,#7951,"6,704",13,2197,"The classic tale of Gegege no Kitaro told yet again. The story is the usual in the Gegege no Kitaro series. Kitaro is a boy living in the Gegege Forest/Cemetery (lands where many Yokai roam) with his mostly dead father (who survives only in his eye), Sunakake Babaa, NekoMusume, and Konaki Jiji. One difference between this Kitaro and all of the others that came before him, is that this one has brown hair instead of the standard grayish silver.","['Adaptation (Manga) GeGeGe no Kitarou', '']",Gegege no Kitarou (2007),Spooky Kitaro,,,,,,,
81,あたしンち,My Family,['TV'],330,Finished Airing,"Apr 19, 2002 to Sep 19, 2009",['Spring 2002'],Saturdays at 11:20 (JST),"['TV Asahi', 'Yumeta Company']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,25 min. per ep.,G - All Ages,7.38,#2457,#8235,"6,116",63,2770,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuzuhiko and Mikan. Wacky humor about this weird family's daily life. (Source: AniDB)","[""Sequel (TV) Shin Atashin'chi"", ""Adaptation (Manga) Atashin'chi""]",Atashin'chi,Atashinchi,,,,,,,
82,とっとこハム太郎は〜い!,Hamtaro Hai!,['TV'],77,Finished Airing,"Apr 5, 2006 to Mar 28, 2008",['Spring 2006'],Unknown,['TV Tokyo'],"None found,","None found,",Unknown,,['Anthropomorphic'],5 min. per ep.,PG - Children,6.75,#5589,#8403,"5,860",9,2306,"Tottoko Hamutaro Hai! is the sequel to Tottoko Hamutaro, or in English, Hamtaro. The series revolves around the 15 original Ham-Hams in short 5-minute episodes. The Hai! series is animated differently from the original series, most notably, the head-to-body ratio is off, and it is also computer-generated in 3-D. (Source: Wikipedia)","['Prequel (TV) Tottoko Hamtarou', '']",Tottoko Hamtarou Hai!,"Tottoko Hamutarou Hai!, Tottoko Hamutarou: Norisuta Haai!",,['Adventure'],,['Kids'],,,
83,それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6606,#9190,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",,,,['Kids'],,,
84,おねがい マイメロディ すっきり♪,,['TV'],52,Finished Airing,"Apr 1, 2007 to Mar 24, 2008",['Spring 2007'],Sundays at 09:30 (JST),['Sanrio'],"None found,",['Studio Comet'],Unknown,"['Comedy', 'Fantasy']",,10 min. per ep.,PG - Children,6.95,#4609,#9600,"4,020",11,955,The third series of Onegai My Melody.,"['Prequel (TV) Onegai My Melody: Kurukuru Shuffle!', 'Sequel (TV) Onegai♪My Melody Kirara★']",Onegai My Melody Sukkiri♪,,,,,,,,
85,どーもくん,,['TV'],37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",['Winter 1999'],Not scheduled once per week,['NHK'],"None found,",['dwarf'],Other,"['Comedy', 'Slice of Life']",,39 sec. per ep.,G - All Ages,6.43,#7529,#10461,"3,084",14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",[],Domo-kun,,,,,['Kids'],,,
86,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10 min.,G - All Ages,6.39,#7742,#11559,"2,226",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,,['Kids'],,,
87,太極千字文,Tai Chi Chasers,['TV'],39,Finished Airing,"Apr 29, 2007 to Jan 20, 2008",['Spring 2007'],Unknown,"['KBS', 'Iconix Entertainment']",['4Kids Entertainment'],"['Toei Animation', 'JM Animation']",Other,"['Action', 'Adventure', 'Fantasy']",,27 min. per ep.,PG - Children,6.35,#7969,#12125,"1,877",8,609,"After a strange and devastating attack on his home, a young boy named Rai is shocked to discover he's a secret descendent of the Tigeroids: an ancient race of peaceful beings locked in a struggle with the ruthless and cunning Dragonoids. In a parallel universe called Suhn, the Tigeroids and Dragonoids are battling furiously to recover 500 lost tai chi characters. Whoever retrieves these precious and potent symbols will possess the ultimate power to rule their realm…and destroy their enemies. As Rai hones his innate tai chi skills to fight the Dragonoids, he must find the lost tai chi and battle to become one of the champion Tai Chi Chasers! (Source: 4Kids Entertainment)",[],Taichi Senjimon,,,,,,,,
88,しましまとらのしまじろう,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",['Anthropomorphic'],23 min. per ep.,G - All Ages,5.92,#10350,#13243,"1,322",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,,,,['Kids'],,,
89,親子クラブ,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,5 min. per ep.,G - All Ages,5.47,#12200,#13604,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,,,,,
90,르브바하프 왕국 재건설기,,['TV'],26,Finished Airing,"May 21, 2007 to Nov 26, 2007",['Spring 2007'],Unknown,['Studio Kaab'],"None found,","None found,",Unknown,"['Comedy', 'Drama']",,20 min. per ep.,None,[],#21367,#14722,888,1,,"Three people are hiding out in a cabin by the foothills. Van is the prince from the now-defunct Revbahaf Kingdom, Kona – his hand maiden, and Sian – his philosopher and tutor. Chased by enemies, these three individuals earn the kindness of Aaron, who feeds them at the cabin. By helping out with Aaron’s chores, the former royal family learns to live a peaceful life getting by, rather than plotting a revenge on the neighboring country which invaded them. Together they try to rebuild the Kingdom of Revbahaf. (Source: Manhwa101)",[],Revbahaf Wang-gug Jaegeon-soelgi,"Revbahaf Kingdom Rebuilding Story, The Legend of Prince Van, Revbahaf: The Story of Rebuilding the Kingdom",,,,,,,
91,ぜんまいざむらい,,['TV'],215,Finished Airing,"Apr 3, 2006 to Feb 6, 2009",['Spring 2006'],Unknown,['Aniplex'],"None found,","['A-1 Pictures', 'No Side']",Original,,,5 min. per ep.,G - All Ages,5.85,#10667,#15132,783,2,233,"200 years ago, Zenmai Zamurai was a thief by profession. While stealing from a house one night, he fell down a well and died. He was then resurrected by Daifukunokami and a wind-up key was placed on his head. If the key wound down, Zennosuke would die. The only way the key can be wound is by Zennosuke doing good deeds. In order to achieve this end, he is given the Dango-ken, which is a sword with Japanese Dumplings skewered onto it. Whenever Zenmai Zamurai sees people doing injustice or generally being out of control, he uses his sword to shoot the dumplings into their mouths. When the dumplings are eaten, the people suddenly become happy and realize the error of their ways. He helps out the people of his village in many ways, big and small. Whenever he has done well, a rainbow comes out of the sky to wind up his key. -Wikipedia",[],Zenmai Zamurai,,,['Comedy'],,['Kids'],,,
92,味楽る!ミミカ,Miracle! Mimika,['TV'],225,Finished Airing,"Apr 3, 2006 to Mar 13, 2009",['Spring 2006'],Unknown,['NHK'],"None found,",['Digital Media Lab'],Original,"['Gourmet', 'Slice of Life']",,10 min. per ep.,G - All Ages,[],#20319,#16050,619,0,,"Himeno Mimika is a daughter of historical cook family. She goes to a cooking school, Miracle Academy which train cooks all over the world. Vying with rivals, she brings out her gift, and she grows up as a cook. (Source: AnimeNfo)",[],Miracle! Mimika,Miracle Mimika,,,,['Kids'],,,
93,おでんくん,,['TV'],156,Finished Airing,"Aug 4, 2005 to Feb 27, 2009",['Summer 2005'],Unknown,['Studio Egg'],"None found,","None found,",Picture book,,,7 min. per ep.,G - All Ages,[],#20789,#17012,506,1,,"In an odd dimensional bubble inside the kettle of an Oden food cart exists Oden village. The residents of Oden village spend their idyllic days waiting for customers to come and eat them. In the meantime, Oden-kun helps other troubled dwellers to realize their dreams. One day, he hears that a customer's mother suffers from cancer so he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Oden-kun's dream is to meet his own mother. Looking forward to this day, Oden-kun spends his days doing one good deed a day. (Source: ANN)","['Sequel (TV) Ganbare! Oden-kun', '']",Oden-kun,Odenkun,,['Comedy'],,,,,
94,えほん寄席,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,5 min. per ep.,PG - Children,[],#17875,#17191,488,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,,['Horror'],"['Historical', 'Performing Arts']",['Kids'],,,
95,ロビーとケロビー,Robby & Kerobby,['TV'],52,Finished Airing,"Apr 1, 2007 to Mar 30, 2008",['Spring 2007'],Unknown,"['Aniplex', 'Yomiko Advertising', ""We've Inc.""]","None found,",['A-1 Pictures'],Original,,,10 min. per ep.,G - All Ages,[],#21389,#17407,466,0,,A story of the adventures of Robby and Kerobby along with their other friends.,[],Robby to Kerobby,Robikero,,['Comedy'],,['Kids'],,,
96,パンツぱんくろう,,['TV'],85,Finished Airing,Apr 2004 to Mar 2008,['Spring 2004'],Unknown,['NHK'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,1 min. per ep.,G - All Ages,[],#20968,#19434,319,0,,"A series of minute-long animated shorts that aired on Japanese public television. Aimed at toddlers and young children, the comedic series is mostly about toilet training.",[],Pants Pankurou,,,,,['Kids'],,,
97,ご存知!かくざ父さん,,['TV'],11,Finished Airing,"Jul 7, 2007 to Dec 31, 2007",['Summer 2007'],Unknown,"None found,","None found,","None found,",Original,,,2 min. per ep.,G - All Ages,[],#18252,#20327,268,0,,The second season of the Kakuza Tousan franchise.,"['Prequel (TV) Kakuza Tousan', 'Sequel (TV) Kakugen! Kakuza Tousan']",Gozonji! Kakuza Tousan,,,['Drama'],"['Historical', 'Parody', 'Racing']",,,,
98,火星娃之古代大家故事,,['TV'],54,Finished Airing,Jan 2007 to Dec 2007,['Winter 2007'],Unknown,"None found,","None found,","None found,",Unknown,,,11 min. per ep.,PG - Children,[],#18809,#22514,154,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Huoxing Wa: Zhi Gudai Dajia Gushi,,,,,['Kids'],,,
99,消失的文明,,['TV'],13,Finished Airing,Apr 2007 to Sep 2008,['Spring 2007'],Unknown,"None found,","None found,","None found,",Original,,,22 min. per ep.,PG - Children,[],#15719,#24270,107,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiaoshi de Wenming,,,,,['Kids'],,,
100,Candy☆Boy: Side Story For Archive,,['ONA'],1,Finished Airing,"Nov 22, 2007",,,['Dreamusic'],"None found,",['AIC'],Original,,['School'],10 min.,PG-13 - Teens 13 or older,6.76,#5541,#4132,"33,082",25,18098,"The very first Candy☆Boy episode. Twin sisters, Yukino and Kanade Sakurai, room together in the dorms at their high school, enjoying school life with their friends and one another. One day, Sakuya Kamiyama, an underclassman, seeks out Yukino, while Kanade learns from a friend that Sakuya has admired Yukino for a very long time. This innocent revelation sets into motion a chain of events that eventually lead to Yukino expressing her feelings for her sister.","['Prequel (OVA) Candy Boy Episode: EX01 - Mirai Yohouzu', 'Sequel (ONA) Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life']",Candy☆Boy: Side Story For Archive,Candy Boy Episode 0,,['Girls Love'],,,,,
101,チェーンソー・メイド,Chainsaw Maid,['ONA'],1,Finished Airing,"Dec 8, 2007",,,['Pony Canyon'],"None found,","None found,",Original,"['Comedy', 'Horror', 'Supernatural']",,6 min.,R - 17+ (violence & profanity),5.19,#12948,#7130,"8,801",18,5596,"A family and their maid are going about their daily lives when, unexpectedly, a woman bursts into their home shouting, ""They're coming!"" She then vomits out her organs, turns into a zombie, and attacks the master of the house. The maid saves her employer, but he and his daughter are stunned and have difficulty processing the events. As more and more zombies invade the residence, the maid decides it is her duty to defend the house from unwanted guests—using a chainsaw! [Written by MAL Rewrite]","['Prequel (Special) Chainsaw Maid Episode 0', '']",Chainsaw Maid,,,,,,,,
102,こどもの形而上学,A Child's Metaphysics,['ONA'],1,Finished Airing,"Oct 20, 2007",,,"None found,","None found,","['Yamamura Animation, Inc.']",Original,"['Award Winning', 'Fantasy']",,5 min.,PG - Children,5.57,#11911,#13146,"1,356",1,704,"A child whose head is numerals, a child who winds his own face and has it under his arm. What was left is his identity, a child whose eyes are provided by fishes, a child who lies down on the floor and head-butts his identity, a child who cannot say anything because of a zipper across his mouth. He undo the zipper but under it is another zipper... Ecology and philosophy of children with sadness and humour. (Source: Yamamura Animation)",[],Kodomo no Keijijougaku,,,,,,,,
103,112 Sabsections Of Skyline,112 Sabsections of Skyline,['ONA'],1,Finished Airing,"Oct 20, 2007",,,"None found,","None found,","None found,",Original,,['Music'],3 min.,G - All Ages,5.12,#13053,#15272,749,1,405,"Short film by Takashi Ohashi, depicting birds resting on electrical wires to play out a musical score.",[],112 Sabsections of Skyline,,,,,,,,
104,やわらかアトム,,['ONA'],7,Finished Airing,Oct 2007 to Oct 2008,,,"None found,","None found,",['Fanworks'],Unknown,,['Parody'],3 min. per ep.,G - All Ages,[],#16014,#17715,443,0,,"Yawaraka Atom, a parody of Astro Boy (Atom) as a squishy tank, went to stop catastrophe and evil.",[],Yawaraka Atom,Soft Atom,,['Comedy'],,,,,
105,レオナルド博士とキリン村のなかまたち,,['ONA'],15,Finished Airing,Nov 2007 to Jan 2008,,,"None found,","None found,","None found,",Original,,,2 min. per ep.,G - All Ages,[],#19791,#21367,210,0,,"A collaboration between Japan Toys""R""Us and DLE. These episodes followed Dr. Leonardo from the Eagle Talon franchise; and two Giraffe brothers, relatives of the original Geoffrey the Giraffe. The entry is the web-exclusive episodes of Leonardo Hakase to Kirin-mura no Nakama-tachi streamed on Toy""R""Us' official website.","['Sequel (TV) Leonardo Hakase to Kirin-mura no Nakama-tachi (TV)', '']",Leonardo Hakase to Kirin-mura no Nakama-tachi,,,['Comedy'],,['Kids'],,,
106,蚂蚁,The Ants,['ONA'],1,Finished Airing,"Nov 27, 2007",,,"None found,","None found,",['Guo Pengzi Studio'],Original,,,8 min.,PG-13 - Teens 13 or older,[],#20079,#21483,205,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mayi,,,['Horror'],,,,,
107,撲殺天使ドクロちゃん2[セカンド],Bludgeoning Angel Dokuro-chan 2,['OVA'],2,Finished Airing,"Aug 11, 2007 to Nov 10, 2007",,,"['ASCII Media Works', 'Showgate', 'Geneon Entertainment']","['Media Blasters', 'Discotek Media']",['HAL Film Maker'],['Light novel'],"['Comedy', 'Supernatural', 'Ecchi']",,26 min. per ep.,R - 17+ (violence & profanity),6.63,#6336,#2057,"112,375",125,67654,"Only more bizarre, troublesome, and funny adventures await Sakura Kusakabe as he continues living with the angel sisters Dokuro and Zakuro Mitsukai. More angels, including the polite Sabato Mihashigo and the quirky Zansu, show up to join in on the crazy situations. More often than not, their antics lead to Dokuro and her trusty Excalibolg killing Sakura, turning him into a bloody pulp. [Written by MAL Rewrite]","['Prequel (OVA) Bokusatsu Tenshi Dokuro-chan', 'Adaptation (Manga) Bokusatsu Tenshi Dokuro-chan', 'Adaptation (Light Novel) Bokusatsu Tenshi Dokuro-chan', '']",Bokusatsu Tenshi Dokuro-chan 2,Club-To-Death Angel Dokuro-chan 2,Bludgeoning Angel Dokuro-chan Temporada 2,,"['Gag Humor', 'Gore']",,Bludgeoning Angel Dokuro-chan Second,Bludgeoning Angel Dokuro-chan Second,
108,ツバサ TOKYO REVELATIONS,Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,['OVA'],3,Finished Airing,"Nov 16, 2007 to Mar 17, 2008",,,['Kodansha'],['Funimation'],['Production I.G'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",,24 min. per ep.,R - 17+ (violence & profanity),8.26,#328,#2253,"98,094",830,45931,"Continuing their journey from Record Country (the place that held the book of memories), Syaoran and company land into Tokyo Country, a blood-filled country under war from opposing factions for natural resources and survival. While reluctantly involved in the race to live, the group faces their own problems as certain revelations are made, changing their journey forever. A shocking betrayal and a battle that risks all of their lives. After this revelation, they will never be the same again.","['Sequel (OVA) Tsubasa: Shunraiki', 'Adaptation (Manga) Tsubasa: RESERVoir CHRoNiCLE Read Manga']",Tsubasa: Tokyo Revelations,"Tsubasa Reservoir Chronicle OVA, Tsubasa Reservoir Chronicle: Tokyo Revelations",,,,['Shounen'],Tsubasa CHRoNiCLE: Toyko Revelations,Tsubasa CHRoNiCLE: Tokyo Révélations,
109,お金がないっ,No Money,['OVA'],4,Finished Airing,"Feb 9, 2007 to Dec 21, 2007",,,"['KlockWorx', 'Happinet Pictures']",['Media Blasters'],['Lyrics'],['Manga'],"['Boys Love', 'Drama', 'Erotica']",,29 min. per ep.,R+ - Mild Nudity,6.12,N/A,#3453,"46,637",159,25959,"Yukiya Ayase is a gentle, kind hearted, and innocent university student. The only relative he has left, his cousin Tetsuo, betrays Ayase by selling him to the highest bidder in an auction with hopes of making an enormous profit to be able to pay off his debts. Somuku Kanou, a bad-tempered (though very rich) loan shark, comes to Ayase's rescue and buys Ayase for an impressive 1.2 billion. Kanou apparently knows Ayase from something that happened between them in the past, but Ayase cannot remember who Kanou is nor does he understand why he ""saved"" him. In a desperate effort to keep Ayase close to him, Kanou demands the debt be repaid in full and suggests the perfect way to do it: by selling his body to Kanou for 500,000 each time. Ayase is horrified in the beginning, but something soon begins to grow between them that can't be bought for any price. (Source: ANN)","['Adaptation (Manga) Okane ga Nai', '']",Okane ga Nai,,,,,,,,
110,異国色恋浪漫譚,A Foreign Love Affair,['OVA'],2,Finished Airing,"Dec 21, 2007 to Oct 24, 2008",,,"['ANIK', 'On-Lead']","None found,",['PrimeTime'],['Manga'],"['Boys Love', 'Comedy', 'Erotica']",,27 min. per ep.,R+ - Mild Nudity,6.91,N/A,#3496,"45,787",115,25157,"Japanese yakuza clan heir Ranmaru just got married on a lavish cruise ship, but things aren't as they seem. The marriage is just for the appearances, and he ends up getting drunk and spending the night not with his bride but with the sexy ship captain. When the two men meet again in Italy, it is the start of a spectacular love story. (Source: MU)","['Adaptation (Manga) Ikoku Irokoi Romantan', '']",Ikoku Irokoi Romantan,The Romantic Tale of a Foreign Love Affair,,,,,,,
111,天元突破 グレンラガン  俺のグレンはピッカピカ!!,Gurren Lagann: My Gurren is Shiny!!,['OVA'],1,Finished Airing,"Oct 25, 2007",,,"None found,","None found,",['Gainax'],Original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],12 min.,PG-13 - Teens 13 or older,6.75,#5586,#3872,"37,717",23,16902,"A special episode bundled with the Nintendo DS game based on the series. Envious of seeing how Simon keeps his Lagann clean and neat, Kamina asks the mysterious Chitori to clean up his Gurren for him, unaware of her true intentions. (Source: Wikipedia)",[],Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,"Tengen Toppa Gurren Lagann Episode 5.5, Tengen Toppa Gurren Lagann OVA, TTGL DS OVA, Tengen Toppa Gurren Lagann My Gurren is Sparkling!!",,,,,,,
112,君が望む永遠～Next Season～,Rumbling Hearts OVA,['OVA'],4,Finished Airing,"Dec 21, 2007 to Dec 19, 2008",,,['Age'],"None found,","[""Brain's Base""]",Visual novel,"['Drama', 'Romance']",['Love Polygon'],29 min. per ep.,PG-13 - Teens 13 or older,6.89,#4887,#4305,"30,075",32,15556,"After a three-year coma due to a car accident, Haruka Suzumiya finally leaves Keyaki General Hospital. The young woman slowly gets accustomed to the outside world thanks to the warmth of her loving family and caring boyfriend Takayuki Narumi—who broke up with the girlfriend he had made during Haruka's hospitalization so that he could pursue his former love. However, afraid to be a burden to Takayuki, Haruka suggests breaking up with him and then abandons him in a departing train. More determined than ever to start a career in picture book writing, Haruka devotes herself to studying for the university admission exam. At the same time, Takayaki tries to land a stable job despite the lasting economic depression. Although they pursue seemingly different goals, will Takayuki and Haruka be able to ultimately reunite? [Written by MAL Rewrite]",[],Kimi ga Nozomu Eien: Next Season,"Kimi ga Nozomu Eien OVA, Kimi ga Nozomu Eien: Haruka Route, The Eternity You Wish For OVA",,,,,,,
