,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Themes,Genre,Demographics
26,"Fishing Fool Diary, Diary of a Fishing Fool",釣りバカ日誌,,['TV'],36,Finished Airing,"Nov 2, 2002 to Sep 13, 2003",['Fall 2002'],Unknown,['TV Asahi'],"None found,",['Toei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,,24 min. per ep.,G - All Ages,[],#15034,#14573,926,1,,"Hamazaki Densuke (Hama-chan) is an unavaricious white-collar worker who does not have any interest in success and self-protection. Even though he incurs the wrath of his superior and stir ill feelings from his wife, Hama-chan prefers to take things at his own stride and goes fishing. He feels that there are more important things in life than work and enjoys the simple things in life such as fishing. (Source: ANN)","['Adaptation (Manga) Tsuribaka Nisshi', '']",Tsuri Baka Nisshi,,,,,,
27,Kasumin 2nd Series,カスミン (第2シリーズ),,['TV'],26,Finished Airing,"Oct 5, 2002 to Apr 5, 2003",['Fall 2002'],Unknown,['NHK'],"None found,",['OLM'],Unknown,,,['Kids'],25 min. per ep.,G - All Ages,[],#19340,#14955,828,2,,Second season of Kasumin,"['Prequel (TV) Kasumin', 'Sequel (TV) Kasumin 3rd Season']",Kasumin 2nd Season,,,,,['Fantasy'],
28,,ペコラ,Pecola,['TV'],26,Finished Airing,"Oct 6, 2002 to Mar 30, 2003",['Fall 2002'],Unknown,"['Yomiko Advertising', 'Nelvana']","None found,",['Milky Cartoon'],Picture book,,,['Kids'],25 min. per ep.,G - All Ages,5.82,#10839,#15587,692,6,214,"Pecola is an orphaned penguin who lives with Pecolias, his Grandfather. Cube Town is an isolated small coastal village with such features as an art museum, beach, lighthouse (which has the number 36 above its entrance) and canal. It is located adjacent to Crescent Bay surrounded by the Rookery Mountains coastal range and served by regular ships (including a weekly freighter) that deliver mail, foodstuffs and other supplies plus occasional tourists from a nearby large metropolis named Cubic City. The heights above it lead into Glacier Valley which is snowbound even during summer. (Source: Wikipedia)",[],Pecola,,,,,,
29,"Genki Genki Nontan, Genki! Genki! Nontan",げんき げんき ノンタン,,['TV'],15,Finished Airing,"Nov 4, 2002 to Dec 4, 2002",['Fall 2002'],Unknown,['Nippon Columbia'],"None found,",['Polygon Pictures'],Picture book,,['Music'],['Kids'],6 min. per ep.,G - All Ages,[],#18167,#18665,371,0,,"This 3D animated series for young children is based on the adventures of perky white kitten Non-tan. With his friends, fun-loving Tanuki, strong Bear, and the pink Rabbit triplets and his rival, Pig, he teaches children positive lessons about the beauty and wonder of life. (Source: The Anime Encyclopedia)","['Sequel (TV) Genki Genki Non-tan (2004)', '']",Genki Genki Non-tan,,,,,,
30,,巨人の星【特別篇】猛虎 花形満,The Star of the Giants (Hanagata),['TV'],13,Finished Airing,"Oct 23, 2002 to Jan 15, 2003",['Fall 2002'],Unknown,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Drama', 'Sports']",['Team Sports'],,25 min. per ep.,G - All Ages,[],#19705,#20291,271,1,,"Mitsuru Hanagata spent his early childhood in the UK, where he developed a noble spirit by fighting back against the bullying faced by Asian people. After returning to Japan, he becomes the leader of a baseball team of juvenile delinquents and meets his eternal rival, Hyuuma Hoshi. After going to Koshien, the two rivals join Tigers and Giants respectively as professional players. They face-off against each other as they continue to improve their skills, Hyuuma as a pitcher who throws ""Big League"" balls and Hanagata as an aggressive player. (Source: TMS)",[],Kyojin no Hoshi: Tokubetsu-hen - Hanagata Mitsuru,,,,,,
31,OP,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,497,535","234,833",1420216,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,,,,
32,Inu Yasha,犬夜叉,InuYasha,['TV'],167,Finished Airing,"Oct 16, 2000 to Sep 13, 2004",['Fall 2000'],Mondays at 19:00 (JST),['Yomiuri Telecasting'],['VIZ Media'],['Sunrise'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Romance']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.87,#894,#245,"827,189","19,335",402566,"Kagome Higurashi's 15th birthday takes a sudden turn when she is forcefully pulled by a demon into the old well of her family's shrine. Brought to the past, when demons were a common sight in feudal Japan, Kagome finds herself persistently hunted by these vile creatures, all yearning for an item she unknowingly carries: the Shikon Jewel, a small sphere holding extraordinary power. Amid such a predicament, Kagome encounters a half-demon boy named Inuyasha who mistakes her for Kikyou, a shrine maiden he seems to resent. Because of her resemblance to Kikyou, Inuyasha takes a violent dislike to Kagome. However, after realizing the dire circumstances they are both in, he sets aside his hostility and lends her a hand. Unfortunately, during a fight for the Shikon Jewel, the miraculous object ends up shattered into pieces and scattered across the land. Fearing the disastrous consequences of this accident, Kagome and Inuyasha set out on a challenging quest to recover the shards before they fall into the wrong hands. [Written by MAL Rewrite]","['Sequel (TV) InuYasha: Kanketsu-hen', 'Adaptation (Manga) InuYasha']",InuYasha,,Inuyasha,,"['Historical', 'Love Polygon', 'Mythology', 'Time Travel']",,
33,"Pocket Monsters, Indigo League, Adventures on the Orange Islands, The Johto Journeys, Johto League Champions, Master Quest",ポケットモンスター,Pokémon,['TV'],276,Finished Airing,"Apr 1, 1997 to Nov 14, 2002",['Spring 1997'],Thursdays at 19:00 (JST),"['TV Tokyo', 'TV Tokyo Music', 'Shogakukan Productions']","['VIZ Media', '4Kids Entertainment']",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,PG - Children,7.40,#2383,#349,"654,011","5,565",411328,"Pokémon are peculiar creatures with a vast array of different abilities and appearances; many people, known as Pokémon trainers, capture and train them, often with the intent of battling others. Young Satoshi has not only dreamed of becoming a Pokémon trainer but also a ""Pokémon Master,"" and on the arrival of his 10th birthday, he finally has a chance to make that dream a reality. Unfortunately for him, all three Pokémon available to beginning trainers have already been claimed and only Pikachu, a rebellious Electric-type Pokémon, remains. However, this chance encounter would mark the start of a lifelong friendship and an epic adventure! Setting off on a journey to become the very best, Satoshi and Pikachu travel across beautiful, sprawling regions with their friends Kasumi, a Water-type trainer, and Takeshi, a Rock-type trainer. But danger lurks around every corner. The infamous Team Rocket is always nearby, seeking to steal powerful Pokémon through nefarious schemes. It'll be up to Satoshi and his friends to thwart their efforts as he also strives to earn the eight Pokémon Gym Badges he'll need to challenge the Pokémon League, and eventually claim the title of Pokémon Master. [Written by MAL Rewrite]","['Sequel (TV) Pokemon Advanced Generation', 'Adaptation (Manga) Satoshi to Pikachu', 'Adaptation (Manga) Dengeki! Pikachu', '']",Pokemon,Pokémon,Pokémon,Pokémon,,,
34,"Yugioh, Yu-Gi-Oh!, Yu-Gi-Oh!: Duel Monsters, Yugioh: Duel Monsters, Yu-Gi-Oh! Duel Monsters",遊☆戯☆王　デュエルモンスターズ,Yu-Gi-Oh!,['TV'],224,Finished Airing,"Apr 18, 2000 to Sep 29, 2004",['Spring 2000'],Tuesdays at 19:28 (JST),"['Nihon Ad Systems', 'Shueisha']",['Konami'],['Gallop'],['Manga'],"['Action', 'Adventure', 'Fantasy']",['Strategy Game'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.50,#1978,#603,"412,191","5,011",259903,"Yuugi Mutou is a naïve and lonely high school student who is fascinated by games. While staying with his grandfather, the owner of a game shop, he comes across an ancient Egyption relic known as the ""Millennium Puzzle."" Rumored to grant any wish to those who solve the Puzzle, Yuugi becomes determined to solve it to wish for some friends. After years of struggling, Yuugi manages to complete the puzzle and mysteriously finds that his wish has been fulfilled. Meanwhile, a new card game known as ""Duel Monsters"" starts rising in popularity. In this game, players called duelists fight against each other with ""monsters"" by using magic and trap cards to foil their opponent's plans. Yuugi quickly becomes skilled at the game and lives a peaceful life with his newfound friends. However, Yuugi's peace is short-lived. The undefeated duelist and egocentric billionaire Seto Kaiba suddenly abducts Yuugi's grandfather, forcing him to duel against the rare ""Blue Eyes White Dragon'' card. Yuugi is thrown into a new world of fierce battles and the stakes continue to rise as dark forces interfere from the shadows. After unexpectedly defeating Kaiba with the help of his ""other self""—the spirit of a nameless pharaoh—contained in the puzzle, he unofficially becomes the top duelist known as ""The King of Games."" However, this new title will attract covetousness and Yuugi will have to use all his intelligence and willpower in order to protect what he holds the dearest to him. [Written by MAL Rewrite]","['Prequel (TV) Yu☆Gi☆Oh!', 'Sequel (TV) Yu☆Gi☆Oh! Duel Monsters GX', 'Sequel (Movie) Yu☆Gi☆Oh! The Dark Side of Dimensions', 'Adaptation (Manga) Yu☆Gi☆Oh!']",Yu☆Gi☆Oh! Duel Monsters,,,Yu-Gi-Oh!,,,
35,Detective Conan,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",['Detective'],['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#435,#706,"360,890","15,328",164365,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,Case Closed,,,,,
36,"TeniPuri, PoT",テニスの王子様,The Prince of Tennis,['TV'],178,Finished Airing,"Oct 10, 2001 to Mar 23, 2005",['Fall 2001'],Wednesdays at 19:00 (JST),"['Production I.G', 'TV Tokyo', 'Nihon Ad Systems']","['Funimation', 'VIZ Media']",['Trans Arts'],['Manga'],,['School'],['Shounen'],22 min. per ep.,PG-13 - Teens 13 or older,7.85,#920,#1341,"190,926","3,041",86558,"At the request of his father, tennis prodigy Ryouma Echizen has returned from America and is ready to take the Japanese tennis scene by storm. Aiming to become the best tennis player in the country, he enrolls in Seishun Academy—home to one of the best middle school tennis teams in Japan. After Ryouma catches the captain's eye, he finds himself playing for a spot on the starting lineup in the intra-school ranking matches despite only being a freshman. Due to his age, the rest of the Seishun Boys' Tennis Team are initially reluctant to accept him, but his skill and determination convinces them to let him in. Armed with their new ""super rookie,"" Seishun sets out to claim a spot in the National Tournament, hoping to take the coveted title for themselves. In order to do so, the team must qualify by playing through the Tokyo Prefectural and Kanto Regionals. Yet, the road ahead of them is shared by a plethora of strong schools, each playing tennis in unique ways for their own reasons. Ryouma and his teammates must learn to cooperate if they want to become the champions they aspire to be. [Written by MAL Rewrite]","['Sequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen', 'Adaptation (Manga) Tennis no Oujisama']",Tennis no Oujisama,,,The Prince of Tennis,,['Sports'],
37,,プリンセスチュチュ,Princess Tutu,['TV'],38,Finished Airing,"Aug 16, 2002 to May 23, 2003",['Summer 2002'],Fridays at 20:30 (JST),"['Memory-Tech', 'GANSIS', 'Marvelous AQL', 'Omnibus Promotion']","['ADV Films', 'Sentai Filmworks']",['HAL Film Maker'],Original,"['Drama', 'Mystery', 'Romance']",,,16 min. per ep.,PG-13 - Teens 13 or older,8.14,#472,#1432,"176,466","5,207",68336,"In a fairy tale come to life, the clumsy, sweet, and gentle Ahiru seems like an unlikely protagonist. In reality, Ahiru is just as magical as the talking cats and crocodiles that inhabit her town—for Ahiru really is a duck! Transformed by the mysterious Drosselmeyer into a human girl, Ahiru soon learns the reason for her existence. Using her magical egg-shaped pendant, Ahiru can transform into Princess Tutu—a beautiful and talented ballet dancer whose dances relieve people of the turmoil in their hearts. With her newfound ability, Ahiru accepts the challenge of collecting the lost shards of her prince's heart, for long ago he had shattered it in order to seal an evil raven away for all eternity. Princess Tutu is a tale of heroes and their struggle against fate. Their beliefs, their feelings, and ultimately their actions will determine whether this fairy tale can reach its ""happily ever after."" [Written by MAL Rewrite]","['Adaptation (Manga) Princess Tutu', '']",Princess Tutu,,,Princesse Tutu,"['Anthropomorphic', 'Love Polygon', 'Mahou Shoujo', 'Performing Arts']",,
38,Digimon Season Four,デジモンフロンティア,Digimon Frontier,['TV'],50,Finished Airing,"Apr 7, 2002 to Mar 30, 2003",['Spring 2002'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']",['Flatiron Film Company'],['Toei Animation'],Original,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",['Isekai'],,23 min. per ep.,PG - Children,7.16,#3590,#1559,"161,613",611,99409,"With five new kids and an exciting new mission in the Digital World, Digimon Frontier brings back all the great action and adventure of the last three seasons. Takuya, Kouji, Izumi, Junpei. and Tomoki meet each other in a train that takes them to the Digital World where a war against evil is being fought. The Angel digimon, Cherubimon, one of The three angels sent to save the World from the power-hungry Lucemon, has turned to the dark side and the entire Digital World is in peril. To fight this great battle, the five CHOSEN ONES must find the Densetsu no Spirit (Legendary Spirit).","['Adaptation (Manhua) Digimon Frontier', '']",Digimon Frontier,,Digimon 4 Frontier,,,,
39,,東京ミュウミュウ,Mew Mew Power,['TV'],52,Finished Airing,"Apr 6, 2002 to Mar 29, 2003",['Spring 2002'],Saturdays at 08:00 (JST),"['TV Aichi', 'Tokyu Agency', ""We've Inc.""]",['4Kids Entertainment'],['Pierrot'],['Manga'],"['Romance', 'Sci-Fi']",['Mahou Shoujo'],['Shoujo'],24 min. per ep.,PG-13 - Teens 13 or older,7.10,#3886,#1561,"161,451","1,708",77315,"Ichigo Momomiya expected her date with her crush, Masaya Aoyama, to have a more romantic ending than her falling asleep after she sees a vision of a cat entering her body. Things get even stranger when, the next day, she begins displaying cat-like behaviors such as an intense craving for fish. When Masaya is attacked by a monster, she discovers that she is able to transform into the cat-eared magical girl, Mew Ichigo. After she saves Masaya, two researchers named Ryou Shirogane and Keiichiro Akasaka approach her and reveal they had injected her with Iriomote Cat DNA in order to create a magical girl that can save the world from aliens. Ichigo is tasked with fighting these monsters, but saving the world proves to be just too much for Ichigo to handle by herself. Fortunately, she learns that there are four other girls just like her, and now, Ichigo must find them quickly before the aliens completely take over the planet. [Written by MAL Rewrite]","['Adaptation (Manga) Tokyo Mew Mew Read Manga', '']",Tokyo Mew Mew,,,Mew Mew Power,,,
40,"12 Kingdoms, Juuni Kokki",十二国記,The Twelve Kingdoms,['TV'],45,Finished Airing,"Apr 9, 2002 to Aug 30, 2003",['Spring 2002'],Unknown,"['NHK', 'Sogo Vision']","['Media Blasters', 'Discotek Media']",['Pierrot'],Novel,"['Action', 'Adventure', 'Fantasy']",['Isekai'],,25 min. per ep.,PG-13 - Teens 13 or older,8.01,#649,#1560,"161,562","2,566",47626,"Youko Nakajima has only ever wanted to be normal. She does what she is asked, gets good grades, is the class president, and even helps her classmates whenever she can—but because of her red hair, she has never fit in. With her pushover attitude, Youko lets classmates take advantage of her, so she has nobody she can really call a friend. But on an otherwise ordinary day, a man who claims to be from another world barges into Youko's classroom and bows before her. This elegant blond-haired man, Keiki, claims that Youko is his master and belongs on the throne of his kingdom. However, their first meeting is cut short as Keiki has been followed by otherworldly beasts called youma. He is able to escape with Youko into his own realm, but two other classmates—Ikuya Asano and Yuka Sugimoto—are caught up in the madness as well. Unfortunately, their troubles have only just begun, as the youma attack leaves them separated from Keiki. Alone in this strange new land, these ordinary students must learn to fend for themselves or die. [Written by MAL Rewrite]","['Adaptation (Light Novel) Juuni Kokuki', '']",Juuni Kokuki,The Twelve Kingdoms,Doce Reinos,Les 12 Royaumes,,,
41,Hikaru's Go,ヒカルの碁,Hikaru no Go,['TV'],75,Finished Airing,"Oct 10, 2001 to Mar 26, 2003",['Fall 2001'],Unknown,"['TV Tokyo', 'Dentsu', 'Dream Force']",['VIZ Media'],['Pierrot'],['Manga'],"['Comedy', 'Drama', 'Supernatural']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.07,#566,#1701,"143,557","2,477",65028,"While searching through his grandfather's attic, Hikaru Shindou stumbles upon an old go board. Touching it, he is greeted by a mysterious voice, and soon after falls unconscious. When he regains his senses, he discovers that the voice is still present and belongs to Fujiwara no Sai, the spirit of an ancient go expert. A go instructor for the Japanese Emperor in the Heian Era, Sai's passion for the game transcends time and space, allowing him to continue playing his beloved game as a ghostly entity. Sai's ultimate goal is to master a divine go technique that no player has achieved so far, and he seeks to accomplish this by playing the board game through Hikaru. Despite having no interest in board games, Hikaru reluctantly agrees to play, executing moves as instructed by Sai. However, when he encounters the young go prodigy Akira Touya, a passion for the game is slowly ignited within him. Inspired by his newfound rival, Hikaru's journey into the world of go is just beginning. [Written by MAL Rewrite]","['Sequel (Special) Hikaru no Go: Hokuto Hai e no Michi', 'Adaptation (Manga) Hikaru no Go']",Hikaru no Go,,,,"['School', 'Strategy Game']",,
42,WHR,Witch Hunter ROBIN (ウイッチハンターロビン),Witch Hunter Robin,['TV'],26,Finished Airing,"Jul 3, 2002 to Dec 25, 2002",['Summer 2002'],Wednesdays at 01:25 (JST),"['Bandai Visual', 'Dentsu', 'Victor Entertainment']","['Funimation', 'Bandai Entertainment']",['Sunrise'],Original,"['Action', 'Drama', 'Mystery', 'Supernatural']",['Detective'],,25 min. per ep.,PG-13 - Teens 13 or older,7.24,#3150,#1927,"121,899",665,45088,"Though hidden away from the general public, Witches—those with supernatural powers—have always existed in human societies. Neither numerous nor inherently evil, Witches are nonetheless capable of creating disorder by misusing their powers for criminal means. The task of solving supernatural crimes falls outside of the jurisdiction of normal authorities and is instead handled by the Solomon organization. Having finished her training in Italy, Robin Sena transfers to Solomon's local Japanese branch, STNJ. Possessing powerful pyrokinetic abilities, she is herself a Witch, putting her at odds with STNJ's methods of dealing with rogue Witches. In particular, Robin opposes the use of an elixir called Orbo, which can weaken or even neutralize a Witch's powers. If Robin wants to find her place within the organization, she must find a way to navigate the internal politics of Solomon while also handling the threat of hostile Witches—but both seem to be dangerous for very different reasons. [Written by MAL Rewrite]",[],Witch Hunter Robin,,,,,,
43,"Full Moon o Sagashite, Mangetsu wo Sagashite",満月をさがして,Searching for the Full Moon,['TV'],52,Finished Airing,"Apr 6, 2002 to Mar 29, 2003",['Spring 2002'],Saturdays at 07:30 (JST),"['TV Tokyo', 'Nihon Ad Systems']","['VIZ Media', 'AnimEigo']",['Studio Deen'],['Manga'],"['Comedy', 'Drama', 'Romance', 'Supernatural']",,['Shoujo'],24 min. per ep.,PG-13 - Teens 13 or older,7.93,#775,#2047,"113,186","1,868",49081,"Two years ago, Mitsuki Kouyama's friend, Eichi Sakurai, moved to America before she could confess her feelings to him. Though she cannot contact him, they made a promise to fulfill their respective dreams: Mitsuki wants to become a professional singer, and Eichi an astronomer. She hopes that one day her music will reach him across the world with a brilliance like that of the full moon. There is just one catch: Mitsuki suffers from throat cancer, which makes her voice quiet and singing strenuous. Her grandmother, who has a hatred of music, insists that Mitsuki undergo surgery to remove the cancer, but she refuses due to the risk of losing her voice. One day, two shinigami—Meroko Yui and Takuto Kira—appear to tell her that she only has one year left to live. This sudden revelation spurs Mitsuki into action, and she decides that with Meroko and Takuto's help, she will become a professional singer in the time she has left. Full Moon wo Sagashite follows the emotional story of Mitsuki and her shinigami friends as they discover what it means to sing—and ultimately, what it means to live. [Written by MAL Rewrite]","['Adaptation (Manga) Full Moon wo Sagashite', '']",Full Moon wo Sagashite,,,,"['Music', 'Showbiz']",,
44,"Big O Roger, Big O",THEビッグオー,The Big O,['TV'],26,Finished Airing,"Oct 13, 1999 to Mar 27, 2003",['Fall 1999'],Unknown,['Bandai Visual'],"['Bandai Entertainment', 'Sentai Filmworks']",['Sunrise'],Original,"['Action', 'Mystery', 'Sci-Fi']",,,24 min. per ep.,PG-13 - Teens 13 or older,7.53,#1863,#2202,"101,843","1,013",39646,"Paradigm City, a city of amnesia and a place of belonging. It remains populated by forgotten pasts and the ruins of their labors due to a calamity 40 years ago. Shrouded in a fog-like mystery, it is up to people like Roger Smith to shine a light through the mist. Acting as a professional negotiator and suave agent, Roger is a self-tailored ladies man whose only love is for funeral black. However, as he gets deeply involved with his clients, what often starts as a simple negotiation evolves into Roger saving Paradigm from crime and peril. In the process, Roger stumbles even deeper into the untold folds of the city. As a rule, things are hardly ever as they appear. Serving as gray knight in a gray world, Roger is not without allies. By his side are Norman, a loyal and widely skilled butler, and Dorothy, a human-like android with deadpan snark. Together with the relic Big O, a jet-black mecha of gargantuan size and weight, they help Roger serve iron justice to Paradigm's lurking villains as he discovers the truth about 40 years ago. [Written by MAL Rewrite]","['Adaptation (Manga) The Big O', '']",The Big O,,,,"['Adult Cast', 'Mecha', 'Psychological']",,
45,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],['Seinen'],21 min.,G - All Ages,7.80,#1030,#2402,"88,093","1,330",42200,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,Shin Chan,Shin Chan,,,,
46,Beyblade 2002,爆転シュート　ベイブレード2002,Beyblade V-Force,['TV'],51,Finished Airing,"Jan 7, 2002 to Dec 30, 2002",['Winter 2002'],Mondays at 18:00 (JST),"['TV Tokyo', 'd-rights']","['Nelvana', 'Discotek Media']",['Nippon Animation'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,['Shounen'],21 min. per ep.,PG - Children,6.74,#5661,#2748,"70,911",123,44404,"The Bladebreakers have to join forces once again because a mysterious group under the lead of Oozuma has defeated them, but the real enemy is not Oozuma. The real threath is formed by a group of people who use cyber-BitBeasts to capture the original ones from the Bladebreakers. (Source: ANN)","['Prequel (TV) Bakuten Shoot Beyblade', 'Sequel (TV) Bakuten Shoot Beyblade G Revolution']",Bakuten Shoot Beyblade 2002,,Beyblade Vforce,,,,
47,,ドラえもん,Doraemon,['TV'],1787,Finished Airing,"Apr 2, 1979 to Mar 18, 2005",['Spring 1979'],Fridays at 19:00 (JST),"['TV Asahi', 'Asatsu DK']","None found,",['Shin-Ei Animation'],['Manga'],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Anthropomorphic'],,11 min. per ep.,PG - Children,7.86,#898,#2835,"67,030",669,39827,"Nobita Nobi is a normal fourth grade student. This all changes, however, when a blue robotic cat appears from his desk drawer. Calling himself Doraemon, this robot tells Nobita that his future descendants from the 22nd century live in poverty because of all the mistakes he made. Therefore, they have sent Doraemon to serve as a guide and mentor to Nobita, so that their future may change for the better. What Doraemon comes to learn, though, is that Nobita is the weakest and laziest student in the whole school. To assist in his quest, Doraemon has a four-dimensional pocket with him, in which he keeps various machines and gadgets from the future. Unfortunately, these often result in even more trouble for Nobita. Will Doraemon really be able to achieve his mission of changing Nobita, or will he remain as he is? [Written by MAL Rewrite]","['Prequel (TV) Doraemon', 'Sequel (TV) Doraemon (2005)', 'Adaptation (Manga) Doraemon', '']",Doraemon (1979),,Doraemon,,,,"['Kids', 'Shounen']"
48,"Tottoko Hamtaro Dechu, Tottoko Hamutaro",とっとこハム太郎,Hamtaro,['TV'],296,Finished Airing,"Jul 7, 2000 to Mar 31, 2006",['Summer 2000'],Fridays at 18:30 (JST),"['TV Tokyo', 'Half H.P Studio']",['VIZ Media'],['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy']",['Anthropomorphic'],['Kids'],25 min. per ep.,G - All Ages,7.01,#4330,#2951,"62,641",280,30616,"He's small, fluffy, and absolutely adorable: Hamtarou is one perfect little hamster! After moving to a new house with his owner, 5th grader Hiroko Haruna, Hamtarou discovers other hamsters and quickly makes friends. The group of hamster explorers call themselves the Ham-Hams, and there's nowhere they won't go. The Ham-Hams go on crazy adventures all around the city while their owners are away, visiting everything from plays to magical lands of candy. Meanwhile, the humans face their own dramas.. Hamtarou meets a huge cast of different personalities, gets himself into—and out of—some pretty tight spots, and even helps Hiroko and her friends out more than once. Through it all, he never stops being unbearably cute. It's Hamtarou time!","['Sequel (TV) Tottoko Hamtarou Hai!', 'Adaptation (Manga) Hamtaro']",Tottoko Hamtarou,Hamtaro,Hamtaro,Hamtaro,,,
