,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Synonyms,Demographics
263,君の膵臓をたべたい,I Want To Eat Your Pancreas,I Want To Eat Your Pancreas,Quiero comerme tu Páncreas,Je Veux Manger Ton Pancréas,['Movie'],1,Finished Airing,"Sep 1, 2018",,,"['Aniplex', 'ABC Animation']",['Aniplex of America'],['Studio VOLN'],Novel,"['Drama', 'Romance']",,,1 hr. 48 min.,PG-13 - Teens 13 or older,8.55,#118,#164,"1,030,904","21,981",615915,"The aloof protagonist: a bookworm who is deeply detached from the world he resides in. He has no interest in others and is firmly convinced that nobody has any interest in him either. His story begins when he stumbles across a handwritten book, titled Living with Dying. He soon identifies it as a secret diary belonging to his popular, bubbly classmate Sakura Yamauchi. She then confides in him about the pancreatic disease she is suffering from and that her time left is finite. Only her family knows about her terminal illness; not even her best friends are aware. Despite this revelation, he shows zero sympathy for her plight, but caught in the waves of Sakura's persistent buoyancy, he eventually concedes to accompanying her for her remaining days. As the pair of polar opposites interact, their connection strengthens, interweaving through their choices made with each passing day. Her apparent nonchalance and unpredictability disrupts the protagonist's impassive flow of life, gradually opening his heart as he discovers and embraces the true meaning of living. [Written by MAL Rewrite]","['Adaptation (Manga) Kimi no Suizou wo Tabetai', 'Adaptation (Novel) Kimi no Suizou wo Tabetai']",Kimi no Suizou wo Tabetai,['School'],,"KimiSui, Let Me Eat Your Pancreas",
264,僕のヒーローアカデミア THE MOVIE ～2人の英雄（ヒーロー）～,My Hero Academia: Two Heroes,My Hero Academia: Two Heroes,My Hero Academia la Película: Dos Héroes.,My Hero Academia: Two Heroes,['Movie'],1,Finished Airing,"Aug 3, 2018",,,"['TOHO animation', 'Shueisha', 'Toho Music']",['Funimation'],['Bones'],['Manga'],,,['Shounen'],1 hr. 36 min.,PG-13 - Teens 13 or older,7.53,#1830,#268,"778,490","1,423",478277,"U.A. High School's students of Class 1-A have made it to summer break. Izuku Midoriya accompanies his mentor All Might to a celebratory superhero festival on I-Island, an isolated patch of land dedicated to researching Quirks and everything else associated with the hero business. Midoriya is granted the opportunity to meet All Might's friend Dave and Dave's daughter Melissa, two talented hero equipment engineers. He also encounters his classmates, most of whom have been given the opportunity to spend part of their summer break at the festival. However, a mysterious squad of villains infiltrates I-Island, and it is up to Midoriya and his friends to confront them, using their developing Quirks to fight off the new enemy and uncover a treacherous plot. [Written by MAL Rewrite]","['Adaptation (Light Novel) Boku no Hero Academia the Movie: Futari no Hero', '']",Boku no Hero Academia the Movie 1: Futari no Hero,['Super Power'],['Action'],My Hero Academia the Movie: The Two Heroes,
265,劇場版 七つの大罪 天空の囚われ人,The Seven Deadly Sins the Movie: Prisoners of the Sky,The Seven Deadly Sins der Film: Prisoners of the Sky,The Seven Deadly Sins la Película: Prisoners of the Sky,The Seven Deadly Sins le Film: Prisoners of the Sky,['Movie'],1,Finished Airing,"Aug 18, 2018",,,"['Aniplex', 'Kodansha']","None found,",['A-1 Pictures'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],1 hr. 39 min.,PG-13 - Teens 13 or older,7.09,#3935,#843,"309,042",343,180003,"In search of a mystical ingredient known as Sky Fish, Meliodas and Hawk stumble upon a spring that suddenly transports them to the Sky Temple: a breathtaking land above the clouds, inhabited by beings called Celestials. Meliodas, however, looks strikingly similar to a local criminal called Solaad, and is imprisoned and shunned as a result. Meanwhile, the kingdom of the Sky Temple prepares to defend the Great Oshiro's seal—said to harbour a three thousand-year-old evil—from the malevolent Six Knights of Black, a group of demons who seek to destroy the seal. However, the Demon Clan is successfully unleashed and terrorizes the land, prompting the remaining Seven Deadly Sins and the Celestials to fight against their wicked foes. The battle progresses well, until one of the Six Knights awakens an ""Indura of Retribution,"" an uncontrollable beast from the Demon Realm. With its overwhelming strength and sinister power, the Seven Deadly Sins and Celestial beings must now work together to defeat the creature that threatens their very existence. [Written by MAL Rewrite]","['Adaptation (Light Novel) Shousetsu Gekjouban Nanatsu no Taizai: Tenkuu no Torawarebito', '']",Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,,,The Seven Deadly Sins: Prisoners of the Sky,
266,詩季織々（しきおりおり）,Flavors of Youth,Flavors of Youth: International Version,Flavors of Youth: International Version,Flavors of Youth: International Version,['Movie'],3,Finished Airing,"Aug 4, 2018",,,"['The Answer Studio', 'Sound Team Don Juan', 'Tokyo Theatres', 'Haoliners Animation League', 'bilibili']","None found,",['CoMix Wave Films'],Original,"['Drama', 'Romance']",,,26 min. per ep.,PG-13 - Teens 13 or older,7.12,#3808,#1350,"189,431",436,101417,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities, Shikioriori follows the loss of youth and the daunting realization of adulthood. Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth. [Written by MAL Rewrite]",[],Shikioriori,,,"肆式青春, Si Shi Qing Chun",
267,未来のミライ,Mirai,Mirai: Das Mädchen aus der Zukunft,MIRAI: Mi Hermana Pequeña,"Miraï, ma petite sœur",['Movie'],1,Finished Airing,"Jul 20, 2018",,,"['TOHO', 'NTT Docomo', 'Nippon Television Network', 'Kadokawa', 'D.N. Dream Partners', 'Sonilude']","['NYAV Post', 'GKIDS']",['Studio Chizu'],Original,"['Adventure', 'Drama', 'Fantasy']",,,1 hr. 38 min.,G - All Ages,7.28,#2955,#1676,"146,471",379,70814,"In a quiet corner of the city, four-year-old Kun Oota has lived a spoiled life as an only child with his parents and the family dog, Yukko. But when his new baby sister Mirai is brought home, his simple life is thrown upside-down; suddenly, it isn't all about him anymore. Despite his tantrums and nagging, Mirai is seemingly now the subject of all his parents' love. To help him adapt to this drastic change, Kun is taken on an extraordinary journey through time, meeting his family's past, present, and future selves, as he learns not only what it means to be a part of a family, but also what it means to be an older brother. [Written by MAL Rewrite]","['Adaptation (Novel) Mirai no Mirai', '']",Mirai no Mirai,['Time Travel'],,Mirai of the Future,
268,フリクリ プログレ,FLCL Progressive,,,,['Movie'],1,Finished Airing,"Sep 28, 2018",,,['TOHO'],"None found,","['Production I.G', 'Signal.MD', 'Production GoodBook']",Original,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']","['Mecha', 'Parody']",,2 hr. 16 min.,PG-13 - Teens 13 or older,6.33,#8078,#1756,"137,069",244,42357,"Hidomi Hibajiri is a disillusioned young girl who never takes off her headphones. Her whole life consists of going to school, helping out at her mother's cafe, and listening to music. And with nothing else to break the crippling monotony, she keeps her headphones on at all times. That is, until she is run over by a mysterious guitar-wielding woman. That same night, a robot barges into Hidomi’s room along with a boy from her class, Ko Ide, and the kids are chased around town together. They're saved by the guitar-wielding woman from before, but now Hidomi's got a horn growing from her forehead? Who knows where these robots are coming from, what kind of vespa woman this weird guitar woman is warning her about, or what this thing on her forehead is, but it doesn't look like Hidomi is going to be able to ignore all this with headphones! [Written by MAL Rewrite]","['Prequel (OVA) FLCL', 'Sequel (Movie) FLCL Alternative']",FLCL Progressive,,,"FLCL 2, Fooly Cooly Progressive, Furi Kuri Progressive",
269,フリクリ オルタナ,FLCL Alternative,,,,['Movie'],1,Finished Airing,"Sep 7, 2018",,,['TOHO'],"None found,","['Production I.G', 'Nut', 'Revoroot']",Original,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']","['Mecha', 'Parody']",,2 hr. 15 min.,PG-13 - Teens 13 or older,6.47,#7268,#2210,"100,881",133,30460,"Life seems to drift by for Kana Koumoto and her friends in their small Japanese town. Every day is just like the last, and it feels like every new day will be the same. Kana goes to school, hangs out with her friends, and likes to paint her nails and listen to music, but it feels like nothing special is ever going to happen. As a change of pace, Kana and her friends decide to design a bottle rocket and launch it into space, even though it might not get there at all. However, just when the rocket is completed, a robot suddenly crashes into and destroys it, shortly followed by a pink-haired woman claiming to be a ""Galactic Investigator."" Kana's life quickly becomes more exciting than she ever imagined, dealing with new feelings, changing friends, and even boy troubles. It turns out life can go by in the blink of an eye, fast enough to even miss it, so what's with these weird robots that seem to show up at the worst times?! [Written by MAL Rewrite]","['Prequel (Movie) FLCL Progressive', '']",FLCL Alternative,,,"FLCL 3, Fooly Cooly Alternative, Furi Kuri Alternative",
270,ペンギン・ハイウェイ,,,Penguin Highway: El Misterio de los Pingüinos,Le Mystère des Pingouins,['Movie'],1,Finished Airing,"Aug 17, 2018",,,"['Dentsu', 'Fuji TV', 'TOHO', 'Sony Music Entertainment', 'Kadokawa', 'Twin Engine']",['Eleven Arts'],['Studio Colorido'],Novel,"['Fantasy', 'Mystery', 'Sci-Fi']",,,1 hr. 57 min.,PG - Children,7.54,#1800,#2291,"95,426",345,35021,"For a child, Aoyama has knowledge comparable to an adult. As such, he is often teased by his classmates. He also has a crush on the friendly woman he recently met at a dental office. One morning, penguins start mysteriously appearing around his neighborhood. Nobody knows where they came from and how they managed to get there. Aoyama is determined to find out more, and he joins his new crush in researching the penguins. As time passes, they discover a levitating sphere which they nickname ""The Sea."" Whatever goes into The Sea does not come back out, and the only things that can destroy it are the penguins. However, something horrifying is created when the penguins do... Penguin Highway follows Aoyama and the woman's research on the mysterious penguins' origin, as well as the many difficulties Aoyama faces throughout his investigation. [Written by MAL Rewrite]","['Adaptation (Novel) Penguin Highway', 'Adaptation (Manga) Penguin Highway']",Penguin Highway,,,,
271,劇場版 のんのんびより ばけーしょん,,,,,['Movie'],1,Finished Airing,"Aug 25, 2018",,,['Lantis'],['Sentai Filmworks'],['SILVER LINK.'],['Manga'],,"['CGDCT', 'Iyashikei']",['Seinen'],1 hr. 11 min.,PG-13 - Teens 13 or older,8.24,#350,#2505,"82,319",207,39051,"With summer vacation coming to an end, the girls are having as much fun as they can with their remaining time. However, their daily shenanigans are cut short when Suguru Koshigaya wins the grand prize of a lottery—tickets to Okinawa! After hasty preparations, the Asahigaoka group embarks on a three-day trip for their final summer getaway. Upon arriving in Okinawa and checking into an inn, the group comes across Aoi Niizato—the young daughter of the inn's hostess. Despite being of similar age, her mature demeanor leaves Natsumi Koshigaya reflecting upon her own childish nature. With the sign of an unexpected friendship blooming on the horizon, the girls waste no time diving into their ambitious sightseeing plans and regional activities! [Written by MAL Rewrite]","['Prequel (TV) Non Non Biyori Repeat', 'Sequel (TV) Non Non Biyori Nonstop', 'Adaptation (Manga) Non Non Biyori', '']",Non Non Biyori Movie: Vacation,,['Slice of Life'],,
272,劇場版 夏目友人帳 ～うつせみに結ぶ～,Natsume's Book of Friends Movie: Ephemeral Bond,Natsume Yujin-cho The Movie: Ephemeral Bond,,,['Movie'],1,Finished Airing,"Sep 29, 2018",,,['Aniplex'],['Aniplex of America'],['Shuka'],['Manga'],"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",['Shoujo'],1 hr. 44 min.,PG-13 - Teens 13 or older,8.42,#185,#2581,"78,521",220,28460,"Takashi Natsume and his spirit companion Madara, nicknamed ""Nyanko,"" continue returning the names of spirits from the Book of Friends given by his late grandmother Reiko Natsume. On his way back from school one day, Takashi encounters a lurking spirit named Monmonbou, who recalls memories of Takashi's grandmother after hearing his name. Takashi's natural curiosity leads him to explore a mysterious town where his grandmother used to live. Befriending her old acquaintance Yorie Tsumura and Yorie's son Mukuo, Takashi unveils more of his grandmother's past. In the meantime, Nyanko detours for food and stumbles upon a suspicious ""Spirit Seed,"" which miraculously sprouts into a fruit tree overnight. Giving in to temptation, Nyanko consumes the fruit, splitting him into three. Seeking a solution to Nyanko's predicament, Takashi and his friends lend a hand, unexpectedly uncovering more secrets the town holds in the process. [Written by MAL Rewrite]","['Prequel (TV) Natsume Yuujinchou Roku', 'Sequel (TV) Natsume Yuujinchou Shichi']",Natsume Yuujinchou Movie: Utsusemi ni Musubu,,,"Gekijouban Natsume Yuujinchou, Natsume Yujin-cho the Movie: Ephemeral Bond",
273,K Seven Stories R:B ~BLAZE~,"K: SEVEN STORIES ""R:B - BLAZE -""",K Seven Stories der Film: R:B - Blaze,,,['Movie'],1,Finished Airing,"Jul 7, 2018",,,"None found,",['VIZ Media'],['GoHands'],Original,"['Action', 'Drama']",,,55 min.,PG-13 - Teens 13 or older,7.41,#2312,#2800,"68,653",152,10988,"Lately, the stress of having to constantly keep his destructive power under control is causing the Red King Mikoto Suoh to become unstable. Meanwhile, Reisi Munakata is chosen by the Dresden Slate to become the new Blue King. (Source: TubiTV)","['Sequel (Movie) K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku', 'Adaptation (Light Novel) K: R:B']",K: Seven Stories Movie 1 - R:B - Blaze,['Super Power'],,K-Project 7 Stories,
274,劇場版ポケットモンスター みんなの物語,Pokémon the Movie: The Power of Us,,Pokémon Película 21: El Poder de Todos,Pokémon Film 21: Le pouvoir est en nous,['Movie'],1,Finished Airing,"Jul 13, 2018",,,"None found,",['The Pokemon Company International'],"['OLM', 'Wit Studio']",Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],1 hr. 45 min.,PG - Children,7.20,#3374,#3660,"41,920",48,23373,"As Satoshi continues his journey to become a Pokémon Master, he travels to Fura City to attend the annual Wind Festival. Pumped up, Satoshi and Pikachu are determined to win the festival's Get Race. Meanwhile, Kagachi, a show-off and a habitual liar, joins the competition at the request of his niece Lily. Having almost no knowledge about Pokémon, he manages to strike a deal with a socially awkward scientist named Torito in exchange for help with his upcoming speech. Following Kagachi's victory, Satoshi meets Risa, an ex-regional track and field champion looking to catch a Pokémon. However, during Torito's speech, Team Rocket strikes and manages to steal a capsule from his lab. Tragedy strikes one after another as the Wind Festival's Sacred Flame disappears! As they set off on a journey to find the culprit, Satoshi and the group meet many people on the way—including Zeraora, the Thunderclap Pokémon who was believed to be dead... [Written by MAL Rewrite]","['Prequel (Movie) Pokemon Movie 20: Kimi ni Kimeta!', 'Sequel (Movie) Pokemon Movie 23: Koko', 'Adaptation (Manga) Gekijouban Pocket Monsters: Minna no Monogatari Gaiden - Episode Zeraora', '']",Pokemon Movie 21: Minna no Monogatari,['Strategy Game'],,"Gekijouban Pocket Monster: Minna no Monogatari, Pokémon the Movie: Everyone's Story",
275,ちいさな英雄－カニとタマゴと透明人間－,Modest Heroes,,,,['Movie'],3,Finished Airing,"Aug 24, 2018",,,"['Dentsu', 'TOHO', 'Nippon Television Network']",['GKIDS'],['Studio Ponoc'],Original,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",,,17 min. per ep.,G - All Ages,6.84,#5120,#4357,"29,342",35,14736,"Kaniini to Kaniino (Kanini & Kanino) Under the faint sound of fluttering fairy wings, a forest stream is the home to tiny anthropomorphized freshwater crabs. Siblings Kanini and Kanino live peacefully with their father while their mother is above the surface to give birth. However, during a fierce storm, their father is lost downstream, so the siblings set out to find him on their own. But the waters are not free of danger, and a flesh-hungry piranha could be hiding behind any stone. Samurai Egg (Life Ain't Gonna Lose) In a carefully monitored hospital room, one boy writhes in pain at the mere taste of eggs. His name is Shun, and he has had a severe egg allergy his whole life. As a child, Shun is careless and his condition is frustrating—as it is to his mother, who is constantly battling his egg intolerance and near death experiences. But, through perseverance, Shun learns to live despite the amount of eggs in the world around him. Toumei Ningen (Invisible) An invisible man starts his monotonous day as usual—by putting on clothes and the weight of a fire extinguisher on his shoulders to keep his airy body grounded. Although he interacts with the tangible world, no one actually seems to acknowledge his presence. That is, until he meets a kind-hearted blind individual in a heavy storm, one that may show him the purpose of his isolated life. [Written by MAL Rewrite]",[],Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,,,"Ponoc Tanpen Gekijou, Ponoc Short Films Theatre",
276,K Seven Stories SIDE:BLUE ~天狼の如く~,"K: SEVEN STORIES ""SIDE:BLUE - Sirius - """,,,,['Movie'],1,Finished Airing,"Aug 4, 2018",,,"None found,",['VIZ Media'],['GoHands'],['Manga'],,,,1 hr. 1 min.,PG-13 - Teens 13 or older,7.29,#2867,#4644,"25,488",23,7176,"Gouki Zenjo, former right-hand man to Jin Habari and a survivor of the Kagutsu Incident, returns to work for SCEPTER 4, now under the command of Reisi Munakata, the new Blue King. (Source: TubiTV)","['Prequel (Movie) K: Seven Stories Movie 1 - R:B - Blaze', 'Sequel (Movie) K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai', 'Adaptation (Light Novel) K Side:Blue', '']",K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,['Super Power'],['Action'],K: Seven Stories - Side:Blue - Like Sirius,
277,K Seven Stories SIDE:GREEN ~上書き世界~,"K: SEVEN STORIES ""SIDE:GREEN - Overwrite World - """,,,,['Movie'],1,Finished Airing,"Sep 1, 2018",,,"None found,",['VIZ Media'],['GoHands'],['Manga'],,,,59 min.,PG-13 - Teens 13 or older,7.14,#3685,#4945,"21,926",19,6384,"Sukuna Gojo is a boy who ran away from his wealthy home after becoming disgusted by his controlling parents. Since then, he's been surviving alone on the streets using an SNS app called JUNGLE, which grants its user unnatural power and abilities. (Source: TubiTV)","['Prequel (Movie) K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku', 'Sequel (Movie) K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni', 'Adaptation (Light Novel) K Side:Green', '']",K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,['Super Power'],['Action'],K: Seven Stories - Side:Green - The Overwritten World,
278,映画 若おかみは小学生！,Okko's Inn,Okko und ihre Geisterfreunde: Der Film,,Okko's Inn: Le Film,['Movie'],1,Finished Airing,"Sep 21, 2018",,,"['TV Tokyo', 'Nihon Ad Systems', 'Kodansha', 'AT-X', 'GAGA', 'NADA Holdings', 'Aeon Entertainment']",['GKIDS'],"['Madhouse', 'DLE']",Novel,"['Award Winning', 'Comedy', 'Slice of Life', 'Supernatural']",,,1 hr. 34 min.,G - All Ages,7.50,#1976,#5001,"21,388",51,9878,"After reluctantly being dragged to a festival at her parents' rural hometown, Oriko ""Okko"" Seki must face her sudden harsh reality: the death of both of her parents in a car accident shortly after they arrive. Now, Okko must live at her grandmother's traditional hot springs inn, which she is surprised to find is occupied by the ghost of a barefoot child. He encourages Okko to follow in her grandmother's footsteps and prepare to inherit the inn. Initially, Okko struggles to keep up with the responsibilities of the inn and the accommodation of guests. However, her parents told her that an inn is welcoming for everyone, and she strives to honor their memory. After discovering a few other spirits around the village, Okko learns that even though her parents are gone, she does not have to be lonely. [Written by MAL Rewrite]",[],Wakaokami wa Shougakusei! Movie,,,,
279,曇天に笑う＜外伝＞ ～桜華、天望の架橋～,Donten: Laughing Under the Clouds - Gaiden: Chapter 3 - Conspiracy of the Military,"Unterm Wolkenhimmel, Laughing Under the Clouds: Gaiden, Film 3: Geheimes Experiment",,,['Movie'],1,Finished Airing,"Sep 1, 2018",,,"['Production I.G', 'Shochiku', 'Blade', 'Kinoshita Management']",['Eleven Arts'],['Wit Studio'],['Manga'],"['Action', 'Supernatural']",,,57 min.,PG-13 - Teens 13 or older,7.20,#3352,#6252,"11,993",15,2284,"The three brothers discover that the human experiment banned after destroying the ""Orochi"", is still going on to secretly revive the evil snake. They also find out that some ex-members of the Yamainu (the Japanese military unit formed to kill the snake) are behind this conspiracy. The brothers fight together again in a battle against the military. (Source: Amazon Prime Video)","['Prequel (Movie) Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma', 'Adaptation (Manga) Donten ni Warau Gaiden']","Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",['Historical'],,"Cloudy Laugh Gaiden, Laughing Under the Clouds Gaiden",
280,K Seven Stories ザ・アイドルK,,,,,['Movie'],6,Finished Airing,"Jul 7, 2018 to Dec 1, 2018",,,"None found,","None found,",['GoHands'],Original,,"['Music', 'Parody', 'Showbiz']",,7 min. per ep.,PG-13 - Teens 13 or older,5.79,#10989,#7701,"7,222",10,2200,Shorts featuring the characters reimagined as idols.,[],K: Seven Stories - The Idol K,,['Comedy'],,
281,アラーニェの虫籠,Aragne: Sign of Vermillion,,,,['Movie'],1,Finished Airing,"Aug 18, 2018",,,['Presidio'],['Sentai Filmworks'],['Zelico Film'],Original,"['Fantasy', 'Horror', 'Mystery']",,,1 hr. 13 min.,R - 17+ (violence & profanity),5.08,#13124,#7987,"6,617",22,1753,"Life could be better for shy, anxious university student Rin. The apartment she has rented is hardly the sunny palace the rental listings suggested. The housing complex is rundown, grim and haunted by troubled souls lurking in dark corners. Ghastly crimes are occurring in the vicinity. And a grinning stranger makes his unsettling presence known. Beyond all this, Rin is coming to realize that something even more sinister is manifesting itself, something at the cursed crossroads of mythology, monstrosity and medical science. Determined to find out more, Rin visits the library, where she meets a sympathetic young staffer. But what she learns does not begin to put her mind at ease. (Source: Fantasia)","['Prequel (Movie) Amrita no Kyouen', '']",Aragne no Mushikago,,,,
282,機動戦士ガンダムUC ペルフェクティビリティ,Mobile Suit Gundam Unicorn Perfectibility,,,,['Movie'],1,Finished Airing,"Sep 30, 2018",,,['Sunrise'],"None found,","None found,",Novel,,,,3 min.,PG - Children,6.18,#8937,#10626,"2,930",1,756,"In an alternate take of the final battle of episode 7 of Mobile Suit Gundam Unicorn, Banagher Links in the RX-0 Unicorn Gundam Perfectibility sorties from the Nahel Argama to confront Full Frontal in his NZ-999 Neo Zeong. Mobile Suit Gundam Unicorn Perfectibility is a short WALL-G movie projected alongside The Life-Sized Unicorn Gundam Statue at Diver City Tokyo Plaza’s Festival Plaza in Odaiba, Tokyo. (Source: Gundam Wiki)",[],Kidou Senshi Gundam UC Perfectibility,['Mecha'],['Action'],Kidou Senshi Gundam Unicorn Perfectibility,
283,押絵ト旅スル男,,,,,['Movie'],1,Finished Airing,"Jul 20, 2018",,,"None found,","None found,","None found,",Novel,,,,9 min.,PG-13 - Teens 13 or older,[],#20874,#11027,"2,597",1,,"The story begins in the early Showa era of the 20th century. A mysterious old man on a train relates the disappearance of his older brother three decades ago, near the 12-story Ryounkaku tower that once stood in the seaside town of Uozu, Japan. The mystery revolves around telescopes, peep shows, and the blurred boundary between reality and dreams. (Source: ANN)",[],Oshie to Tabi Suru Otoko,['Psychological'],['Mystery'],The Man Traveling with the Brocade Portrait,
284,Walking Meat,,,,,['Movie'],1,Finished Airing,"Sep 24, 2018",,,['Production I.G'],"None found,",['Sublimation'],Original,"['Action', 'Supernatural']",,,20 min.,R - 17+ (violence & profanity),[],#15208,#11625,"2,178",3,,"Humanity has grown a taste for zombies. Stewed, sautéed, or squeezed. In an alternate world, the Japanese corporation Flesh Inc. has managed to create zombies on domestic soil during the roaring Sixties (the years of the economic boom) using voodoo techniques imported from Africa, and it has built a fortune thereafter by selling zombie products of all kind: instant noodles, soft drinks, hamburgers, pet food, and cosmetics. But when a trio of self-centered millennials on their first workday get trapped inside a fully automated zombie farm with their old-school technotard supervisor and a horde of undead running amok, overcoming generation gaps becomes a matter of survival. (Source: Production I.G)",[],Walking Meat,,,Zombie,
285,誘拐アンナ,ANNA (kidnapper),,,,['Movie'],1,Finished Airing,"Jul 21, 2018",,,"None found,","None found,",['Studio Deen'],Original,"['Action', 'Adventure', 'Romance']",,,26 min.,R - 17+ (violence & profanity),4.68,#13535,#12126,"1,878",0,757,"196X. Anna, an enigmatic and attractive professional kidnapper, abducts The Professor during his wedding ceremony on request from one of the latter's former girlfriend. This woman, whose face Anna has never seen, wishes to die with The Professor before he marries. Leaving the church with The Professor on the back seat of her motor-bike, Anna starts on the journey to the fictional city of 'Alpha Paris'. (Source: QWFF)",[],Yuukai Anna,,,ANNA Voleuse,
286,나쁜상사,,,,,['Movie'],1,Finished Airing,"Aug 7, 2018",,,['NEXTORY'],"None found,","None found,",['Web manga'],"['Suspense', 'Hentai']",,,1 hr. 42 min.,R+ - Mild Nudity,6.00,N/A,#12196,"1,824",10,344,"Secret revenge, steal her! Seung-gyu is living a new life as an elite while hiding his dark past. Suddenly, the man that once destroyed him appears in front of him as a new employee, Kim Min. Seung-gyu decides to take revenge Kim-min by all means and plans to approach and seduce the woman he loves, Yeong-jo. A trap that started with a lie sweeter than love. Who will win this desperate revenge play? (Source: Press Release; edited)","['Adaptation (Manhwa) Bad Boss', '']",Na Bbeun Sang Sa,,,Bad Boss,
287,风语咒,The Wind Guardians,,,,['Movie'],1,Finished Airing,"Aug 3, 2018",,,"None found,","None found,",['Rocen'],Original,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']","['Historical', 'Mythology', 'Super Power']",,1 hr. 45 min.,PG-13 - Teens 13 or older,6.97,#4534,#12243,"1,789",6,599,"Legends tell the story of Sacred Guardians called Shalen who tried to protect the lands from 4 beasts from another world by using the power of fire, metal, water, wood and earth. However, the beasts were too powerful even for them until a new power was found - the wind spell. The spirits of the beasts were sealed and peace was restored in the human world. Ever-since, people born with a special mark on their hand become Shalen who should protect everyone in the human world. Lang Ming is a young blind boy who has an exceptional hearing. While he lives with his mother in Xiaoyanggang and tries to make money, his town is attacked by a demon and his mother disappears. Lang is ready to do everything in order to find her so he makes a deal with a strange girl, he later calls Little Goblin. This marks the beginning of an epic adventure which will change Lang Ming's life forever.",[],Feng Yu Zhou,,,"画江湖之风语咒, Hua Jianghu Zhi Feng Yu Zhou, A Portrait of Jianghu: The Wind Guardians",
288,夏をやりなおす,,,,,['Movie'],1,Finished Airing,"Jul 2, 2018",,,"None found,","None found,","None found,",Original,,,,5 min.,PG-13 - Teens 13 or older,[],#20595,#12920,"1,445",2,,"Under the scorching summer sun, the chirping of cicadas can be heard at a school building. A young girl is crouching down with her back turned to you. The girl notices you there, stands up, and starts talking to you. ""Ever since that summer, I've been waiting for you..."" The truth about ""that summer"" slowly becomes clear as she speaks. The person I wanted to see was the person I must not see... An original short work created for VR. The theme song, ""Having Summer Again,"" is by the three-piece band Kerakera (Universal Music Japan), which is quickly gaining popularity. (Source: Official Site)",[],Natsu wo Yarinaosu,['School'],,Let's Redo Summer,
289,ゲゲゲの鬼太郎　魂とアート,,,,,['Movie'],2,Finished Airing,"Sep 28, 2018",,,"None found,","None found,","None found,",['Manga'],,,['Shounen'],5 min. per ep.,G - All Ages,[],#18138,#13760,"1,139",0,,"A Gegege no Kitarou VR/3D film by Toei Animation in collaboration with Dynamo Pictures (Dynapix) in honor of Toei's 50th anniversary with the franchise. In the first film you end up in the youkai world due to okuribi, giant bonfires that signify when the spirits return to the spirit world at the end of Obon. In the second film you the viewer gets lost in the youkai world and try to find your way home guided by Medama Oyaji. The films were viewable at various expos and film festivals. For March 2019 they will have a wider release at theaters that support VR technology (eg. the Lina World amusement park in Yamagata). The films are said to be compatible with the Lenovo Mirage Solo with Daydream standalone VR headset and will be accessible/rentable to those with such devices sometimes in autumn 2019.","['Adaptation (Manga) GeGeGe no Kitarou', '']",Gegege no Kitarou: Tamashii to Art,['Mythology'],['Supernatural'],"VR Tamashii no Okuribi, 3D Tamashii no Yukue",
