,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
73,캡슐보이,Capsule Hero,,,,['TV'],26,Finished Airing,"May 15, 2016 to Dec 2, 2016",['Spring 2016'],Fridays at 14:30 (JST),"None found,","None found,","None found,",Original,['Sci-Fi'],,['Kids'],24 min. per ep.,G - All Ages,[],#17139,#19777,295,0,,6.5-centimeter tall Degirdians fall to Earth in their spacecraft while chasing fugitives. Their spaceship transforms into a capsule toy stand near a toy store and a human boy accidentally takes home one of the aliens thinking it's a capsule toy. They befriend a human boy and try to figure out a way to get home all while fighting off the evil alien.,"['Sequel (TV) Capsule Boy 2: Ujuleul Jikyeola', '']",Capsule Boy,Dan Dan Xiaozi,,,
74,좀비덤,ZOMBIEDUMB,,,,['TV'],15,Finished Airing,"Apr 16, 2016 to Jul 23, 2016",['Spring 2016'],Unknown,"None found,","None found,",['ANYZAC'],Original,,,['Kids'],15 min. per ep.,PG - Children,[],#16401,#21866,182,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Zombie Dumb 2', '']",Zombie Dumb,Jombideom,"['Comedy', 'Supernatural']",,
75,애슬론 또봇,Athlon Tobot,,,,['TV'],8,Finished Airing,"Mar 24, 2016 to May 25, 2016",['Spring 2016'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],20 min. per ep.,PG - Children,[],#16657,#22619,149,0,,"Athlon Tobot is a sports-themed spin-off series of Tobot set in the same universe. Elementary school student and Robot Racing super-fan Kyle Hughes finally gets the chance to live out his dreams, and joins the League with Alpha, Beta and Theta— the three Athlons built by his mother, Dr. Hughes. Unfortunately he soon discovers that his former idol Mavrik Stone, famous Robot Racing Champion and media darling, is actually a super-villain responsible for the slew of rigged and sabotaged races that have been cropping up in the competition. Kyle is determined to protect the sport he loves and with the help of his family and his friend Tori Wade, he embarks on a mission to weed out corruption from the League and reveal Mavrik for the cheater he truly is. The best way for Team Athlon to do that? Make it as far as they can in the racing competition. (Source: Tobot Wiki)","['Sequel (TV) Athlon Tobot 2', '']",Athlon Tobot,Aeseullon Ttobos,"['Sci-Fi', 'Sports']",,
76,元气拯救队,,,,,['TV'],52,Finished Airing,"May 9, 2016 to Jul 1, 2016",['Spring 2016'],Unknown,"None found,","None found,","None found,",Original,['Sci-Fi'],,['Kids'],23 min. per ep.,PG - Children,[],#16152,#23358,126,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Pili Yongshi: Yuanqi Yongzhe', '']",Yuanqi Zhengjiu Dui,"RoboSaviors, Variety Machine Beasts 4",,['Mecha'],
77,용감한 소방차 레이,"Fire Engine, Ray",,,,['TV'],26,Finished Airing,"May 30, 2016 to Aug 23, 2016",['Spring 2016'],Unknown,"None found,","None found,","None found,",Original,['Fantasy'],,['Kids'],13 min. per ep.,PG - Children,[],#16081,#24485,102,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Yong-gamhan Sobangcha Ray,Ray's Fire Station,,['Anthropomorphic'],
78,-ナルト- 疾風伝,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.28,#303,#16,"2,596,462","115,578",1727657,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,Naruto Hurricane Chronicles,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],
79,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],,,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,494,642","234,527",1418459,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,OP,"['Action', 'Adventure', 'Fantasy']",,
80,暗殺教室　第２期,Assassination Classroom Second Season,Assassination Classroom Staffel 2,Assassination Classroom Temporada 2,Assassination Classroom Saison 2,['TV'],25,Finished Airing,"Jan 8, 2016 to Jul 1, 2016",['Winter 2016'],Fridays at 01:25 (JST),"['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'Avex Pictures', 'Shueisha', 'Kansai Telecasting']",['Funimation'],['Lerche'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.48,#152,#86,"1,494,356","17,739",928787,"Returning from their summer vacation, the students of Class 3-E at the prestigious Kunugigaoka Middle School find themselves up against unbeatable odds. Faced with the possibility of world annihilation, the students must come up with increasingly elaborate and creative ways to kill their teacher, the cunning yet optimistic and helpful Koro-sensei. However, eliminating Koro-sensei is not the only objective the students need to worry about. Gakuhou Asano, the academy's merciless and cruel principal, seeks to prevent Class 3-E's success by brainwashing his other hard-working pupils into ruthlessly competitive studying machines. Hostility begins to linger in the air as traitors and killers alike attempt to claim the bounty on Koro-sensei's head for themselves. Nagisa Shiota, one of Class 3-E's most skilled assassins, finds himself in the middle of the conflict. While he works to maintain his academic standing and prevent the end of the world, domestic affairs jeopardize his place in Class 3-E. Together with his dedicated classmates, he must now face the threats head-on. [Written by MAL Rewrite]","['Prequel (TV) Ansatsu Kyoushitsu', 'Adaptation (Manga) Ansatsu Kyoushitsu']",Ansatsu Kyoushitsu 2nd Season,"Ansatsu Kyoushitsu Season 2, Ansatsu Kyoushitsu Final Season","['Action', 'Comedy']",['School'],
81,ドラゴンボール超（スーパー）,Dragon Ball Super,,,,['TV'],131,Finished Airing,"Jul 5, 2015 to Mar 25, 2018",['Summer 2015'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']",['Funimation'],['Toei Animation'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2106,#218,"868,872","10,978",559123,"Seven years after the defeat of Majin Buu, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping threat awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction. Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis search the universe for this mysterious being. Before long, they reach Earth and encounter Gokuu Son, one of the planet's mightiest warriors, and his powerful friends. [Written by MAL Rewrite]","['Sequel (Movie) Dragon Ball Super: Broly', 'Adaptation (Manga) Dragon Ball Super']",Dragon Ball Super,"Dragon Ball Chou, DB Super, DBS","['Action', 'Adventure', 'Comedy', 'Fantasy']",['Martial Arts'],
82,名探偵コナン,Case Closed,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],,,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#433,#704,"360,652","15,327",164261,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,Detective Conan,"['Adventure', 'Comedy', 'Mystery']",['Detective'],
83,虹色デイズ,Rainbow Days,,,Rainbow Days,['TV'],24,Finished Airing,"Jan 10, 2016 to Jun 26, 2016",['Winter 2016'],Sundays at 22:00 (JST),"['Tokuma Japan', 'Shueisha', 'Kyoraku Industrial Holdings', 'Yomiuri TV Enterprise']",['Funimation'],['Production Reed'],['Manga'],,,['Shoujo'],13 min. per ep.,PG-13 - Teens 13 or older,7.26,#3051,#1083,"239,810",733,101403,"Nijiiro Days follows the colorful lives and romantic relationships of four high school boys—Natsuki Hashiba, a dreamer with delusions of love; Tomoya Matsunaga, a narcissistic playboy who has multiple girlfriends; Keiichi Katakura, a kinky sadist who always carries a whip; and Tsuyoshi Naoe, an otaku who has a cosplaying girlfriend. When his girlfriend unceremoniously dumps him on Christmas Eve, Natsuki breaks down in tears in the middle of the street and is offered tissues by a girl in a Santa Claus suit. He instantly falls in love with this girl, Anna Kobayakawa, who fortunately attends the same school as him. Natsuki's pursuit of Anna should have been simple and uneventful; however, much to his dismay, his nosy friends constantly meddle in his relationship, as they strive to succeed in their own endeavors of love. [Written by MAL Rewrite]","['Adaptation (Manga) Nijiiro Days', '']",Nijiiro Days,Nijiiro Days,"['Comedy', 'Romance']",['School'],
84,ポケットモンスターXY&Z,Pokémon the Series: XYZ,Pokémon XYZ,Pokémon Temporada XYZ,Pokémon XYZ,['TV'],47,Finished Airing,"Oct 29, 2015 to Oct 27, 2016",['Fall 2015'],Thursdays at 18:55 (JST),"None found,",['The Pokemon Company International'],['OLM'],Game,,,['Kids'],23 min. per ep.,PG - Children,7.78,#1087,#1623,"152,944","1,178",97379,"The journey of Satoshi and his friends through the Kalos region continues! After Satoshi obtains his seventh gym badge, the group is moving toward the next town when Eureka discovers a mysterious Pokémon resting in her pochette. Soon given the name Puni-chan, it is one that even Satoshi and Serena's new Pokémon Zukan cannot identify. However, it quickly becomes apparent that Puni-chan is the target of a mysterious group clad in bright red suits known as Team Flare, aiming to capture the new Pokémon to further their agenda. But when Satoshi and the gang realize that the enigmatic organization has no intention of treating Puni-chan with any decency, they take a stand in opposition to Team Flare's plans, daring to fight back. With Gojika's predictions looming above them, Satoshi aims for his final gym badge while Serena contests for her last Princess Key in order to be able to compete at the TriPokalon Master Class. But as Team Flare begins to move in search of the mysterious Z, the stories of Pokemon XY and Pokemon XY: Mega Evolution cross paths as Satoshi and his friends, along with Team Rocket, get caught up in a scheme that could put Kalos in great danger. [Written by MAL Rewrite]","['Prequel (TV) Pokemon XY', 'Sequel (TV) Pokemon Sun & Moon']",Pokemon XY&Z,"Pocket Monsters XY&Z, Pokémon XY&Z","['Action', 'Adventure', 'Comedy', 'Fantasy']",,
85,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],,,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2400,"88,018","1,330",42173,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,"['Comedy', 'Ecchi']",['School'],
