,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Genre,Demographics
71,デュエル・マスターズ　チャージ,,,,,['TV'],52,Finished Airing,"Apr 19, 2004 to Mar 27, 2006",['Spring 2004'],Unknown,"None found,","None found,",['Studio Hibari'],Original,"['Action', 'Adventure', 'Comedy']",,['Kids'],21 min. per ep.,PG-13 - Teens 13 or older,6.17,#9001,#8375,"5,904",3,2934,"Shobu has returned after his 3 years training with all his friends in Battle Arena tournament. However, Shobu encounters a new enemy Zakira and his followers, the Fua Duelists. Zakira is a strong kaijudo duelist like Hakuoh. After kidnapping Hakuoh, they turn him into an enemy! Shobu and his friends try to stop them, but will they make it in time? Or will Shobu lose everything and end up devastated!? (Source: DuelMasters.wikia.com)","['Prequel (TV) Duel Masters', 'Sequel (TV) Zero Duel Masters']",Duel Masters Charge,,,,
72,B-伝説(ビーレジェンド)! バトルビーダマン 炎魂(ファイヤースピリッツ!),Battle B-Daman: Fire Spirits!,,,,['TV'],51,Finished Airing,"Jan 10, 2005 to Dec 26, 2005",['Winter 2005'],Mondays at 18:00 (JST),"['Yomiko Advertising', 'Heewon Entertainment']","None found,","None found,",['Manga'],"['Adventure', 'Fantasy']",,['Kids'],23 min. per ep.,PG - Children,6.40,#7708,#8536,"5,674",14,2998,"It is not uncommon to wish upon shooting stars. But for B-DaPlayers all around the world, what they seek is not for their wishes to be granted. Gazing upon what many would assume are just rocks shrunk to the size of a pebble by atmospheric entry and fallen to the earth, the fated ones see instead what are known as Strike Shots—powerful marbles originating from the vast and mystical outer space. After achieving triumph in the war against his ultimate foes, Yamato Daiwa continues his journey as a rising B-DaPlayer, looking to obtain a new power worthy of his improved battle gear. [Written by MAL Rewrite]","['Prequel (TV) B-Legend! Battle B-Daman', 'Adaptation (Manga) B-Densetsu! Battle B-Daman']",B-Legend! Battle B-Daman Fire Spirits!,"B-Legend! Battle Bedaman: Fire Spirits, Bedaman: Fire Spirits",['Strategy Game'],,
73,雪の女王,The Snow Queen,,,,['TV'],36,Finished Airing,"May 22, 2005 to Feb 12, 2006",['Spring 2005'],Sundays at 19:30 (JST),"['NHK', 'NHK Enterprises']","None found,",['TMS Entertainment'],Book,"['Adventure', 'Drama', 'Fantasy']",,,25 min. per ep.,PG - Children,6.97,#4520,#8915,"5,041",16,1308,"Based on the children's story by Hans Christian Andersen. Gerda and Kai have been neighbors and best friends since childhood. Gerda is eleven, Kai twelve. They were happy children who worked and played as they should. All that changed when the Snow Queen's mirror broke. The shards spread all through the world, each containing evil. If a shard went inside your eye, it would turn your heart to ice. A shard went into Kai's eye. After that, he grew cold to those he loved. One night, the Snow Queen came in her carriage and took Kai back to her ice castle at the farthest north point of the world. Everyone in Kai and Gerda's village didn't know where he went and believed he died from drowning in the frozen-over lake. Gerda doesn't believe this, for she dreamed of seeing Kai enter the carriage. When a drunk man admits that he also saw this, Gerda starts realizing that maybe what she saw wasn't a dream. She packs her things and goes on a journey to save Kai and bring him back home. (Source: Wikipedia)",[],Yuki no Joou (TV),Yuki no Jo-Oh,,,
74,パタリロ西遊記！,,,,,['TV'],26,Finished Airing,"Jun 7, 2005 to Nov 29, 2005",['Summer 2005'],Tuesdays at 00:30 (JST),"None found,","None found,",['Magic Bus'],['Manga'],"['Adventure', 'Boys Love', 'Comedy', 'Fantasy']",,['Shoujo'],9 min. per ep.,PG-13 - Teens 13 or older,6.46,#7317,#9112,"4,729",2,1604,"Genjou Sanzou is a Buddhist monk who has been sent by the Emperor on a journey to find the sacred Buddhist scriptures. One day, Sanzou meets an Earth Deity who tells him that Buddha has sent him a disciple: the mischievous Monkey Deity Son Goku, who was sealed inside of a mountain for five hundred years after wreaking havoc in Heaven! Together with the alcohol-loving playboy Cho Hakkai; the heavenly army General Sagojyou; and their horse, the Dragon Crown Prince Ryuuba; there are plenty of adventures to be had from fighting off monsters to bishounen contests. (Source: ANN and AniDB)","['Sequel (Special) Patalliro Saiyuuki! Special', 'Adaptation (Manga) Patalliro Saiyuuki!']",Patalliro Saiyuuki!,Patalliro Saiyuki!,,,
75,それいけ！アンパンマン,,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6587,#9190,"4,612",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",,,
76,甲虫王者ムシキング ～森の民の伝説～,Mushiking: The Guardians of the Forest,,,,['TV'],52,Finished Airing,"Apr 6, 2005 to Mar 29, 2006",['Spring 2005'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Yomiko Advertising']","None found,",['TMS Entertainment'],Card game,,,,22 min. per ep.,G - All Ages,6.82,#5215,#9227,"4,556",20,1820,"The story begins with a spaceship struggling to return to its home world, which crash lands onto a dying planet, triggering an explosion of pure energy, generated by the powerful and mysterious life forms that are piloting the craft. This outburst of energy infuses the dying planet with a life-generating force. Popo, the main character of the story, lives happily with his mother on this planet in a remote part of the forest that is populated with praying mantises, ladybugs, beetles and many other insects. Popos greatest desire is to grow up and become stronger, so that he can search for his father who left the family several years before and has not been heard from since. His father was known as the Guardian of the Forest, as he was passionately dedicated to his research on the planet and on the forest in which his family lives. One day, while walking through the forest, Popo witnesses an ominous event. A strange flowing mist appears, completely covering the forest. A mysterious and sinister character, Passer, also appears, condemning Popos father as an enemy of the forest people and the source of all their trouble. Popo races home only to find to his shock and amazement that his mother has been transformed into a half-plant, half human creature. Confused and dismayed over what he has seen, Popo decides that only his father will be able to restore his mother to her human self and rescue the forest from harm. He decides to leave his home in search for his father. However, the evil Adder and his henchmen plot to prevent Popo from achieving his goal with the help of giant beetles who attack the young boy at every turn. Fortunately, Popo has an ally, Mushiking: The King of Beetles! With his overwhelming strength and overpowering fighting style, Mushiking always comes through at the nick of time to save the young boy from defeat and to set him back on his quest. Is Popo able to find his father and to save his mother and the forest? Discovering his destiny as the next Guardian of the Forest, and protected and guided on his journey by Mushiking, Popo's epic quest to reunite with his father now begins! (Source: Official Site)",[],Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,,,['Fantasy'],
77,神鵰俠侶 II 襄陽風雲,Legend of the Condor Hero II,,,,['TV'],26,Finished Airing,"Jan 30, 2005 to Sep 2, 2006",['Winter 2005'],Unknown,['Jade Animation'],"None found,",['Nippon Animation'],Novel,"['Adventure', 'Drama', 'Romance']",,,20 min. per ep.,PG-13 - Teens 13 or older,7.23,#3220,#9558,"4,071",5,1536,Sequel to Shin Chou Kyou Ryo: Condor Hero.,"['Prequel (TV) Shin Chou Kyou Ryo: Condor Hero', 'Sequel (TV) Shin Chou Kyou Ryo: Condor Hero III']",Shin Chou Kyou Ryo: Condor Hero II,Shen Diao Xia Lu II: Xiang Yang Feng Yun,['Historical'],,
78,どーもくん,,,,,['TV'],37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",['Winter 1999'],Not scheduled once per week,['NHK'],"None found,",['dwarf'],Other,"['Comedy', 'Slice of Life']",,['Kids'],39 sec. per ep.,G - All Ages,6.43,#7542,#10461,"3,085",14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",[],Domo-kun,,,,
79,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7748,#11558,"2,228",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,
80,まじめにふまじめ　かいけつゾロリ,,,,,['TV'],97,Finished Airing,"Feb 13, 2005 to Jan 28, 2007",['Winter 2005'],Unknown,['Nagoya Broadcasting Network'],"None found,",['Ajia-do'],Original,,,['Kids'],24 min. per ep.,PG - Children,6.72,#5775,#12859,"1,473",7,451,"Season 1 focuses on the wizard Nelly and the mysterious Najo as Zorori, Ishishi, and Noshishi help them restore the magic forest in a magical country (episodes 1-50). Season 2 focuses on Puppe's search for the Minus Eel (episodes 51-97). (Source: Wikipedia)","['Prequel (TV) Kaiketsu Zorori', 'Sequel (TV) Motto! Majime ni Fumajime Kaiketsu Zorori']",Majime ni Fumajime Kaiketsu Zorori,,,['Adventure'],
81,しましまとらのしまじろう,,,,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,G - All Ages,5.92,#10325,#13254,"1,322",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,['Anthropomorphic'],,
82,太鼓の達人,Taiko Drum Master,,,,['TV'],26,Finished Airing,"Apr 4, 2005 to May 15, 2006",['Spring 2005'],Unknown,['Nikkatsu'],"None found,",['Studio Bingo'],Game,,,,4 min. per ep.,G - All Ages,5.92,#10331,#13319,"1,294",9,401,A series of four minute claymation shows. Each episode shows the different antics of the various Taiko no Tatsujin characters.,[],Taiko no Tatsujin,,['Video Game'],,
83,ザ・ワールド・オブ・ゴールデン・エッグス,,,,,['TV'],26,Finished Airing,"Jan 7, 2005 to Dec 9, 2006",['Winter 2005'],Fridays at 22:45 (JST),"None found,","None found,","['Plus Heads', 'Studio Crocodile']",Original,,,,13 min. per ep.,PG-13 - Teens 13 or older,6.43,#7519,#13488,"1,237",4,281,The citizens of Turkey's Hill model a bizzare American-esque town and engage in non-sequitur behavior. (Source: ANN),[],The World of Golden Eggs,,['Parody'],['Comedy'],
84,親子クラブ,,,,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,,5 min. per ep.,G - All Ages,5.47,#12199,#13607,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,
85,ななみちゃん 第2シリーズ,,,,,['TV'],16,Finished Airing,"Jun 17, 2005 to Dec 23, 2005",['Summer 2005'],Unknown,['Robot Communications'],"None found,","None found,",Other,,,['Kids'],5 min. per ep.,G - All Ages,6.17,#9026,#15436,714,1,260,"Michi and her family have just moved into the Happiness House, a huge tree with all sorts of little buildings and houses built on and inside of it. Upon exploring what is to be her new bedroom, Michi finds an odd nut-like object. Before long, a strange creature, Nanami-chan, hatches out of it. The two become fast friends. Together, Michi and Nanami-chan learn all kind of new things, and everyday they meet more eccentric residents of the Happiness House. (Source: ANN)","['Prequel (TV) Nanami-chan', 'Sequel (TV) Nanami-chan 3rd Series']",Nanami-chan 2nd Series,,,['Comedy'],
86,絶体絶命でんぢゃらすじーさん,,,,,['TV'],19,Finished Airing,Apr 2005 to Mar 2006,['Spring 2005'],Unknown,"None found,","None found,","None found,",['Manga'],,,['Kids'],2 min. per ep.,PG - Children,[],#16243,#16226,597,1,,The third series of Zettai Zetsumei Dangerous Jiisan with the gags continuing on.,"['Prequel (TV) Zettai Zetsumei Dangerous Jiisan (2004)', 'Adaptation (Manga) Zettai Zetsumei Dangerous Jiisan']",Zettai Zetsumei Dangerous Jiisan (2005),,,['Comedy'],
87,おでんくん,,,,,['TV'],156,Finished Airing,"Aug 4, 2005 to Feb 27, 2009",['Summer 2005'],Unknown,['Studio Egg'],"None found,","None found,",Picture book,,,,7 min. per ep.,G - All Ages,[],#20789,#17017,506,1,,"In an odd dimensional bubble inside the kettle of an Oden food cart exists Oden village. The residents of Oden village spend their idyllic days waiting for customers to come and eat them. In the meantime, Oden-kun helps other troubled dwellers to realize their dreams. One day, he hears that a customer's mother suffers from cancer so he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Oden-kun's dream is to meet his own mother. Looking forward to this day, Oden-kun spends his days doing one good deed a day. (Source: ANN)","['Sequel (TV) Ganbare! Oden-kun', '']",Oden-kun,Odenkun,,['Comedy'],
88,뚜루뚜루뚜 나롱이,,,,,['TV'],52,Finished Airing,Dec 2004 to Jan 2006,['Winter 2005'],Unknown,['Studio Kaab'],"None found,","None found,",Original,,,['Kids'],15 min. per ep.,G - All Ages,[],#15090,#18984,347,0,,"Somewhere in this world, there is a town named Lala in a forest called Lulu. This is the home of Nalong and many other furry little creatures. Nalong lives with his father and 10 brothers, and attends elementary school. His friends are an otter named Ukkya, an ostrich named Tajori, and the Mandu brothers, who were accidentally made by the famous inventor Professor Penguil. (Source: Wikipedia)","['Sequel (TV) Kwaegeol Longman Narongi', '']",Turuturutu Narongi,Nalong: Fly to the Sky,,['Adventure'],
89,パンツぱんくろう,,,,,['TV'],85,Finished Airing,Apr 2004 to Mar 2008,['Spring 2004'],Unknown,['NHK'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,['Kids'],1 min. per ep.,G - All Ages,[],#20968,#19434,319,0,,"A series of minute-long animated shorts that aired on Japanese public television. Aimed at toddlers and young children, the comedic series is mostly about toilet training.",[],Pants Pankurou,,,,
90,섀도우 파이터,,,,,['TV'],26,Finished Airing,"Jul 7, 2005 to Jan 12, 2006",['Summer 2005'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],Unknown,PG - Children,[],#14010,#22490,156,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shadow Fighter,Syaedou Paiteo,,,
91,마스크맨,Mask Man,,,,['TV'],39,Finished Airing,"Jul 7, 2005 to Mar 30, 2006",['Summer 2005'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,['Kids'],24 min. per ep.,PG - Children,[],#20068,#22927,139,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mask Man,Maseukeumaen,,,
92,ザ・キング・オブ・ファイターズ アナザーデイ,,,,,['ONA'],4,Finished Airing,"Dec 2, 2005 to Mar 3, 2006",,,"None found,","None found,",['Production I.G'],Game,"['Adventure', 'Drama']",,,8 min. per ep.,PG-13 - Teens 13 or older,6.28,#8370,#6045,"13,094",25,7550,"The four episodes are set in Southtown, the imaginary city well known to all fans as the stage of numerous death matches throughout the KOF series. Many past heroes of the saga make their appearance here, and the four plots intertwine to create a large-scale drama, that is also linked to the story of KOF Maximum Impact 2.",[],King of Fighters: Another Day,KOF,,,
93,リーンの翼,The Wings of Rean,,,,['ONA'],6,Finished Airing,"Dec 16, 2005 to Aug 18, 2006",,,"['Bandai Visual', 'Atelier Musa', 'Bandai Channel', 'Fonishia']","['Bandai Entertainment', 'Bandai Visual USA']",['Sunrise'],Novel,"['Award Winning', 'Fantasy', 'Sci-Fi']",,,24 min. per ep.,PG-13 - Teens 13 or older,5.61,#11766,#9074,"4,767",1,1598,"Because his friends fired a rocket into the US Army camp, Suzuki was wanted by the US Army and the police. While he was running away the sea surface suddenly rose, and when a brilliant light appeared he saw a strange looking battleship flying in the air. He was dumped into the sea and when he crawled onto the battleship there was a beautiful girl standing there. She said her name was Lyx, the princess of another world, and added, ""My Father is Japanese, Shinjiro Sakomizu. Please help me, Suzuki."" Based on the novel series by the Gundam creator Yoshiyuki Tomino. (Source: AnimeNfo)","['Prequel (TV) Seisenshi Dunbine', 'Adaptation (Manga) Rean no Tsubasa', 'Adaptation (Novel) Rean no Tsubasa', '']",Rean no Tsubasa,,['Mecha'],,
94,ファッションのはじまり,Beginning of fashion,,,,['ONA'],1,Finished Airing,Nov 2005,,,"None found,","None found,","None found,",Original,,,,29 sec.,G - All Ages,4.59,#13598,#14019,"1,073",0,584,"The theme of this animation is ""fashion"". (Source: aokijun.net)",[],Fashion no Hajimari,,,['Comedy'],
95,茂雄はハンサム,,,,,['ONA'],1,Finished Airing,Oct 2005,,,"None found,","None found,","None found,",Original,"['Comedy', 'Drama']",,,3 min.,PG - Children,5.10,#13101,#14333,985,4,554,Shigeo's handsomeness causes strife with his mother. Even more so during a plane jacking.,[],Shigeo wa Handsome,Shigeo is Handsome,,,
96,やわらか戦車,,,,,['ONA'],53,Finished Airing,Dec 2005 to Nov 2011,,,"None found,","None found,","None found,",Unknown,,,,7 min. per ep.,G - All Ages,[],#16015,#17377,470,0,,"Yawaraka Sensha is a short flash movie series, with a strange soundtrack, about a soft and cowardly tank. It became popular on the Internet a few years ago because of its ironic message for the war. (Source: AniDB)",[],Yawaraka Sensha,"Yawaraka Tank, Soft Tank, Squishy Tank, Tender Tank",,['Comedy'],
97,NARUTO ナルティメットヒーロー3 ついに激突! 上忍VS下忍!! 無差別大乱戦大会開催!!,Naruto: Finally a Clash!! Jounin vs. Genin!,,,,['OVA'],1,Finished Airing,"Dec 22, 2005",,,"None found,","None found,",['Pierrot'],Game,,,['Shounen'],26 min.,PG-13 - Teens 13 or older,6.77,#5510,#2493,"83,299",100,43205,"Konohagakure hosts a special tournament for ninjas of all ranks, stirring up fervor among the rookies who are eager to prove themselves in a competition against their superiors. Additionally, the winner is granted the opportunity to create their own village decree! Despite his enthusiasm to claim the prize, Naruto Uzumaki fails to focus on the game's objective as he becomes obsessed with confronting his teacher, Kakashi Hatake, in single combat. [Written by MAL Rewrite]",[],Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,Naruto Narutimate Hero 3 OVA,,['Action'],
98,ペイル・コクーン,,,,,['OVA'],1,Finished Airing,"Dec 10, 2005",,,['Directions'],['AnimEigo'],['Studio Rikka'],Original,"['Drama', 'Sci-Fi']",,,23 min.,PG-13 - Teens 13 or older,7.27,#2978,#2722,"72,437",234,35789,"A future where the continuity of history has broken off, a world of enormous ruins that continues endlessly. Oceans and continents have vanished, existing only within the archives brought up from the remains. Ura works in the Archive Excavation Department, which restores and analyzes the data left behind. One day, he finds a disturbing visual record... (Source: ANN)",[],Pale Cocoon,Aoi Tamago,,,
99,鴉 -KARAS-,Karas,,,,['OVA'],6,Finished Airing,"Mar 25, 2005 to Aug 3, 2007",,,"['Shochiku', 'AT-X', 'Magic Capsule', 'Toshiba Entertainment', 'Showgate']",['Manga Entertainment'],['Tatsunoko Production'],Original,"['Action', 'Fantasy', 'Sci-Fi']","['Gore', 'Super Power']",,30 min. per ep.,R - 17+ (violence & profanity),7.36,#2508,#2870,"65,662",317,28693,"The world of the humans and the world of the demons (youkai) have overlapped one another, leaving humans to walk the streets of life as they normally would, while demons walk, hidden from the naked eye, down the very same streets. A seemingly young woman named Yurine and her servant, the Karas (from the Japanese word for ""Crow""), have long maintained order and balance between the overlapped worlds, ultimately keeping the demons from interrupting the lives of humans. However, humans have come to forget and jest at the existence of demons, and no longer understand the privilege it is to live without fear. Disgusted by this arrogance, an old Karas turns his back on the laws he had once upheld, and in his human form, named Eko, he creates an army of Mikura, or mechanized demons, to ready an attack on the human race. A young man named Otoha inherits the powers of the Karas and takes his place at the side of Yurine, who claims that his soul called out for her while he lived the life of a human. They live in the world of the demons. It is now up to Otoha to prove himself as a Karas, and restore the balance that Eko threatens to upset. Meanwhile, a superstitious police officer named Sagisaka and his rational new recruit, Kure, follow the trail of the murders dealt by Eko's Mikura, as well as the trail of a rogue Mikura named Nue. The prophecy unfolds from here into a grave revelation for all in the city. (Source: Wikipedia)",[],Karas,"Crow, Raven, Karas: The Prophecy, Karas: The Revelation",,,
100,スクールランブル一学期補習,School Rumble: Extra Class,School Rumble OVA,,,['OVA'],2,Finished Airing,"Dec 22, 2005",,,"None found,",['Funimation'],['Studio Comet'],['Manga'],"['Comedy', 'Romance']",,['Shounen'],25 min. per ep.,PG-13 - Teens 13 or older,7.70,#1285,#2990,"61,225",104,34425,This two-part OVA is a series of shorts in relation to the School Rumble series. This OVA fills in gaps with new content between episodes from beginning to nearly the end. (Source: ANN),"['Adaptation (Manga) School Rumble', '']",School Rumble: Ichi Gakki Hoshuu,"School Rumble OVA, School Rumble: First Extra Term",['School'],,
101,聖闘士星矢 冥王ハーデス冥界編,Saint Seiya: The Hades Chapter - Inferno,,Saint Seiya Los Caballeros del Zodiaco: Hades Infierno,"Saint Seiya: Les Chevaliers du Zodiaque: Chapitre Hadès, Inferno",['OVA'],12,Finished Airing,"Dec 17, 2005 to Feb 6, 2007",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.76,#1146,#3219,"52,722",173,32481,Seiya and the rest of the Bronze and Gold Saints who have survived the Sanctuary battle have entered the world of the Dead. They are fighting to get to Hades and defeat him. (Source: ANN),"['Prequel (OVA) Saint Seiya: Meiou Hades Juuni Kyuu-hen', 'Sequel (OVA) Saint Seiya: Meiou Hades Elysion-hen', 'Sequel (ONA) Saint Seiya: Soul of Gold', 'Adaptation (Manga) Saint Seiya']",Saint Seiya: Meiou Hades Meikai-hen,,['Mythology'],,
102,パパとKISS IN THE DARK,Papa to Kiss in the Dark,,,,['OVA'],2,Finished Airing,"Nov 23, 2005 to Dec 21, 2005",,,"['Hakusensha', 'Three Fat Samurai', 'Sol Blade']","None found,",['TNK'],['Light novel'],"['Boys Love', 'Comedy', 'Drama', 'Erotica']",,,25 min. per ep.,R+ - Mild Nudity,5.84,N/A,#3302,"50,705",126,29349,"Munakata Mira is in love with his father, the famous Hollywood actor Munakata Kyousuke. Unknown to the public, both of them are father and son as well as lovers. When Mira turns 15 and enters high school, he faces trouble with his childhood friend falling in love with him. Also, finding out he is adopted only distresses him further. Then there's the problem of Kyousuke probably marrying a famous actress, whose son seems to have an interest in Mira. (Source: ANN)","['Adaptation (Light Novel) Papa to Kiss in the Dark', '']",Papa to Kiss in the Dark,"Papato: Kiss in the Dark, Papa and Heart: Kiss in the Dark",,,
103,アイズピュア,I''s Pure,"I""s Pure",I´s Pure,,['OVA'],6,Finished Airing,"Dec 9, 2005 to Jun 23, 2006",,,"None found,",['VIZ Media'],"['Pierrot', 'Arms']",['Manga'],"['Comedy', 'Drama', 'Romance', 'Ecchi']",,['Shounen'],28 min. per ep.,R+ - Mild Nudity,6.80,#5342,#4453,"28,056",62,13310,"Seto Ichitaka has a crush on Yoshizuki Iori, a girl in his class who has become so popular she now has her own fan club at school. But only a miracle could make him be with her, since the day he first saw Iori-chan, Ichitaka has been too shy to even talk to her. This miracle happened and now he and Iori are working together on the Freshmen Welcoming Party. It seems that things start to look bright for Seto, but then a special childhood friend is coming for a visit... (Source: ANN)","[""Adaptation (Manga) I''s"", '']",I''s Pure,"I''s OVA, Aizu Pure, I""s Pure",['School'],,
104,機動戦士ガンダムSEED DESTINY FINAL PLUS〜選ばれた未来〜,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,,,,['OVA'],1,Finished Airing,"Dec 25, 2005",,,['Mainichi Broadcasting System'],['Bandai Entertainment'],['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",,47 min.,R - 17+ (violence & profanity),7.37,#2495,#4684,"25,062",52,13365,"In year 74 of the Cosmic Era, the civil war raging between the earthbound Naturals and space-dwelling Coordinators comes to a close. Suffering a major setback, Kira Yamato pilots the Strike Freedom Gundam and leads the Archangel and its crew in a desperate bid to destroy the Requiem, a super-weapon intended to wipe out most human life in the universe. Alongside Kira fights his best friend and rival Athrun Zala, an ace pilot who must defend himself against the wrath of his former subordinate Shinn Asuka, pilot of the powerful Destiny Gundam. Shinn believes Athrun to be a traitor, an obstacle in the course of the universe's peaceful future. As life-or-death mobile suit brawls are waged for the fate of the galaxy, a sprawling war between humans who are incapable of understanding one another draws to its conclusion. [Written by MAL Rewrite]","['Prequel (TV) Kidou Senshi Gundam SEED Destiny', 'Sequel (Unknown) Kidou Senshi Gundam SEED Freedom Zero']",Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,"GSD: Episode 51, Gundam SEED Destiny 2",,,
105,カレイドスター Legend of Phoenix ～レイラ・ハミルトン物語～,Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,,,,['OVA'],1,Finished Airing,"Dec 11, 2005",,,"['HAL Film Maker', 'GDH', 'MediaNet']",['Funimation'],['Gonzo'],Original,"['Comedy', 'Drama']",,,50 min.,PG - Children,7.84,#940,#5747,"15,028",31,7329,"Layla is going to perform Phoenix in Broadway. Playing this important role, she sets out on a journey by bicycle alone without leaving any message in order to find out what she's missing inside.","['Prequel (OVA) Kaleido Star: Aratanaru Tsubasa - Extra Stage', '']",Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Kaleido Star: Layla Hamilton Story,,,
106,いつだってMyサンタ！,Itsudatte My Santa!,,,,['OVA'],2,Finished Airing,"Dec 7, 2005",,,"['Three Fat Samurai', 'Sol Blade']",['Funimation'],['TNK'],['Manga'],"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",,['Shounen'],28 min. per ep.,R+ - Mild Nudity,5.87,#10585,#5771,"14,828",12,7971,"Mai, a Santa in training, appears in front of an unlucky boy named Santa on Christmas Eve, promising him that she will make him happy for one night.","['Adaptation (One-shot) Itsudatte My Santa!', '']",Itsudatte My Santa!,"Watashi no Santa, Always My Santa",,,
107,姉、ちゃんとしようよっ！,,,,,['OVA'],5,Finished Airing,"Nov 25, 2005 to Jul 27, 2007",,,"['D3', 'White Bear', 'Mediabank']","None found,",['Studio 9 Maiami'],Visual novel,,,,28 min. per ep.,Rx - Hentai,6.94,N/A,#5973,"13,562",79,4909,"Based on a game by Candy Soft My name is Kuya Hiiragi. Actually, I have six elder sisters. The eldest sister is Hinano Ne-san although she looks quite young. She is always worrying about that, so if she is treated like a child, she gets angry. The second sister is Kaname Onee-sama. She is a popular lawyer and is known as the ""Icy Lawyer"". In fact, she is my first love. The third is Serori Ne-Ne. She is half Japanese and half North European. She has the most voluptuous body of all the sisters, but her behavior is very childish. The fourth is Tomoe Ne. Although she looks quite stern, she is actually quite gentle and gets teased by the other sisters. The fifth is Takane Aneki. She is highhanded, and treats me like a servant. She often beats me. The youngest sister is Umi Oneechan. She takes care of me a lot, and devotes much love to me. When I was a child, I was adopted by the Hiiragi family. But because the father was afraid that the sisters would spoil me, I was sent to a relative to train myself. It is the first time I`ve gone home since then. I was very excited to see them again, especially Kaname, my first love. They welcomed me home, but late at night, Kaname Onee-sama raped me, and treated me like a toy. I felt very ashamed and I made up my mind to train my sex technique to put her to shame...with the help of the other sisters. (Source: AnimeNfo)","['Adaptation (Light Novel) Nee, Chanto Shiyou Yo!', '']","Nee, Chanto Shiyou Yo!","Ane, Chanto Shiyou Yo!",,['Hentai'],
