,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,Demographics
154,Shao Nian Jin Yi Wei,少年锦衣卫,The Young Imperial Guards,,,,['ONA'],13,Finished Airing,"Feb 9, 2017 to May 4, 2017",,,['Youku'],"None found,",['Boyan Pictures'],Original,"['Action', 'Adventure', 'Mystery', 'Romance']","['Historical', 'Martial Arts']",18 min. per ep.,PG-13 - Teens 13 or older,6.18,#8951,#13457,"1,242",8,323,"In Ming dynasty, legend goes that there is an ancient deity's book covering a wide range of technical issues, including the unique method of manufacturing the weapons of deity, which has the power to destroy everything. He who gets that book rules the entire nation. Reportedly, in ancient times, deity made the royal family keep the book, as a sign of acknowledging their ruler-ship. However, in Yuan dynasty, the Mongolians invaded the central plain and ruled the nation. There was chaos everywhere and the book which was supposed to be enshrined in the Imperial Palace was somehow missing and reappeared in the outlaw societies, luring lots of forces to fight for it. When Han people regained the ruler-ship in Ming dynasty, though the deity's book was found back and enshrined in the Imperial Palace again, those outlaw forces already knew that the book was more than just a legend! It did exist! So they plotted to steal it out. There are there most famous robbers in the outlaw societies: Hell-fire monk, Hua Daochang the thousand-face fox and Duan Yun in white. One day, on the ghost festival, they sneaked into the Imperial Palace, trying to steal the most precious treasure, competing for the title of ""the most famous robber."" At last, the hell-fire monk stole the deity's book. The emperor founded the Imperial Guards to serve as his personal bodyguards and imperial secret polices and spies, among whom, there was a young and inexperienced guard—Yuan Xiaotang，the hero of this animation. The emperor demanded the Imperial Guards catch the three robbers and find back the book. That's how the story begun! (Source: CA Fansub)","['Prequel (ONA) Shaonian Jinyiwei Xuzhang', 'Sequel (ONA) Shaonian Jinyiwei 2nd Season Xuzhang', 'Sequel (ONA) Shaonian Jinyiwei 2nd Season', '']",Shaonian Jinyiwei,,,,
155,,K×Drop!!,,,,,['ONA'],1,Finished Airing,"Mar 29, 2017",,,"None found,","None found,","None found,",Original,"['Comedy', 'Suspense']",,5 min.,PG-13 - Teens 13 or older,5.98,#9985,#13680,"1,172",0,670,"Endou, a night guard, was patrolling the mall as usual. But this night was going to be different from usual... (Source: Anilist)",[],K×Drop!!,,,,
156,,たまぽんず,Tama-Pawns,,,,['ONA'],6,Finished Airing,"Jan 27, 2017 to Feb 1, 2017",,,"None found,","None found,",['Tsukimidou'],Original,"['Comedy', 'Fantasy', 'Ecchi']",,4 min. per ep.,PG-13 - Teens 13 or older,5.63,#11663,#14743,879,1,185,"The story follows Mihiro and begins on a day like any other. Mihiro bumps heads with a pet dog and loses consciousness. When she wakes up, she finds herself in a mysterious animal world. Mihiro discovers the shocking truth of her new situation and starts work at an animal pawn shop. She sets her sights on the day she can leave the shop and return to her former world. (Source: ANN)",[],Tama Pawns,,,,
157,Lala Maji,ららマジ,Rara Maji,,,,['ONA'],1,Finished Airing,"Jan 27, 2017",,,"None found,","None found,",['A-1 Pictures'],Game,,"['Music', 'Strategy Game']",1 min.,G - All Ages,5.87,#10602,#14899,835,0,303,"The opening animation (and promotional video) to Rara Maji, a school girls' RPG with music, magic, and engaging stories. The game is a co-production between Wright Flyer Studios and A-1 Pictures, the latter also animated the video. (Source: Official site)",[],Rara Maji,,,['Fantasy'],
158,,クレヨンしんちゃん×パンパカパンツ　イオンシネママナームービーコラボ,,,,,['ONA'],1,Finished Airing,"Mar 17, 2017",,,"None found,","None found,","['Shin-Ei Animation', 'DLE']",Original,,,55 sec.,G - All Ages,5.66,#11557,#15030,808,0,275,"A three-way collaboration between Crayon Shin-chan, Panpaka Pants, and the Aeon Cinema movie theater company. This short is promoting good theater etiquette as well as the 25th Crayon Shin-chan film ""Shin-chan Shuurai! Uchuujin Shiriri"" being released April 15th. The manner movie will be shown in Aeon cinemas nationwide starting March 18th and collaborative goods will be sold at participating Miraiya bookstores (also owned by the Aeon conglomerate).",[],Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,,,['Comedy'],
159,Strada with Blu-ray,青のストラーダ,,,,,['ONA'],4,Finished Airing,"Feb 27, 2017 to Mar 13, 2017",,,['Panasonic Digital Contents'],"None found,","None found,",Original,,,3 min. per ep.,G - All Ages,5.30,#12688,#15459,710,0,191,Promotional anime for Panasonic CN-F1D Strada.,[],Ao no Strada,,,['Drama'],
160,,ゾゾゾ ゾンビーくん,,,,,['ONA'],2,Finished Airing,"Mar 18, 2017 to Mar 25, 2017",,,"None found,","None found,","None found,",['Manga'],,,3 min. per ep.,PG - Children,5.21,#12894,#16379,574,1,220,"A gag comedy aimed at young children featuring Zombie-kun, a child zombie, and his interactions with the world. It's not intended to be scary in the slightest, but rather, it focuses on the comical and bizarre things Zombie-kun's body can do, and the common-sense-defying way Zombie-kun behaves. For example, he'll take out his stomach and inflate it with air to use as a pillow, or if he gets wet, he'll detach parts of his body and wring them out like towels, then reattach them with a glue stick. Everything is depicted in a cute, cartoony fashion so as not to be too graphic for kids. (Source: Baka-Updates)","['Adaptation (Manga) Zo Zo Zo Zombie-kun', '']",Zo Zo Zo Zombie-kun,['Kids'],,['Comedy'],
161,"Eagle Talon, The Frogman Show, Taka no Tsume",【吉田の松江ビューティー大作戦】プロローグ,,,,,['ONA'],1,Finished Airing,"Mar 16, 2017",,,"None found,","None found,","None found,",Original,,,2 min.,G - All Ages,5.23,#12855,#16820,524,0,178,A Matsue City collaboration anime with Eagle Talon. Yoshida helps Hifumi Arai discover beauty and skin care within the city after she gives up hope for any long lasting beauty.,"['Sequel (ONA) Yoshida no Matsue Beauty Daisakusen', '']",Yoshida no Matsue Beauty Daisakusen Prologue,,['Parody'],['Comedy'],
162,"Eagle Talon, The Frogman Show, Taka no Tsume",吉田の松江ビューティー大作戦,,,,,['ONA'],3,Finished Airing,"Mar 16, 2017",,,"None found,","None found,",['DLE'],Original,,,5 min. per ep.,G - All Ages,[],#16099,#17122,492,0,,"A Matsue City collaboration anime with Eagle Talon. Yoshida and Hifumi Arai go exploring the city for these beautifying locations. All 3 episodes (and the prologue) were uploaded on the same day but then a bit later episode 2 and 3 were removed. They were then reuploaded the week after and the week after that, as a minor semblance to a weekly released series instead.","['Prequel (ONA) Yoshida no Matsue Beauty Daisakusen Prologue', '']",Yoshida no Matsue Beauty Daisakusen,,['Parody'],['Comedy'],
163,"Eagle Talon, The Frogman Show, Taka no Tsume",平成松江怪談～怪し～,,,,,['ONA'],2,Finished Airing,"Mar 17, 2017 to Apr 1, 2018",,,"None found,","None found,",['DLE'],Original,"['Comedy', 'Horror', 'Supernatural']","['Historical', 'Parody']",9 min. per ep.,G - All Ages,[],#18488,#17210,484,0,,"A Matsue City collaboration anime with Eagle Talon. Yoshida book-ends the story as horror tales, both modern and historical, originated within the city are narrated by another person.","['Prequel (ONA) Heisei Matsue Kaidan', '']",Heisei Matsue Kaidan: Ayashi,,,,
164,,きらり輝く,,,,,['ONA'],1,Finished Airing,"Mar 29, 2017",,,"None found,","None found,","None found,",Original,"['Romance', 'Slice of Life']",,10 min.,G - All Ages,6.15,#9095,#17488,459,0,204,"Tekken is the tourism ambassador for Omachi in the Nagano Prefecture. It is his home town. The short is a story based on men's and women's romance set within the city and features the Shinano-Omachi Station, the Omachi hot springs village, the Omachi Mountain Museum, etc. Tekken stated to Oricon News that it took him 3 months to write the story. The film contains 2381 hand drawn pages.",[],Kirari Kagayaku,,['Music'],,
165,,ましろウィッチ,Mashiro Witch - Midnight Marchen,,,,['ONA'],1,Finished Airing,"Mar 14, 2017",,,"None found,","None found,","None found,",Game,,,2 min.,PG-13 - Teens 13 or older,5.73,#11240,#17433,463,1,174,The 3DCG animated opening for Square Enix's Mashiro Witch RPG mobile game expected to launch in late 2017.,[],Mashiro Witch,,['Strategy Game'],,
166,,フィンたん,,,,,['ONA'],3,Finished Airing,"Feb 27, 2017 to Sep 15, 2017",,,"None found,","None found,",['Kenji Studio'],Other,,,2 min. per ep.,G - All Ages,5.23,#12860,#17608,450,1,159,"Fin-tan, the popular twitter character of the Embassy of Finland in Tokyo, gets a new life as an anime hero in a novel promotion of the centennial of the Finnish independence in Japan.",[],Fin-tan,,,['Comedy'],
167,,タプリカード×怪獣酒場 カンパーイ　〜カネゴンの主張〜,,,,,['ONA'],1,Finished Airing,"Feb 5, 2017",,,"None found,","None found,",['DLE'],Other,,,1 min.,G - All Ages,5.16,#12999,#17649,447,0,134,A collaboration between Kaijuu Sakaba Kanpai! and Tapuri promoting the Tapuri Card which is a prepaid card for taxi services.,[],Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,,,['Comedy'],
168,"Eagle Talon, The Frogman Show, Taka no Tsume",松江観光大使3人が行く！松江ゴーストツアー,,,,,['ONA'],2,Finished Airing,"Mar 16, 2017 to Aug 25, 2017",,,"None found,","None found,",['DLE'],Original,"['Comedy', 'Horror']","['Historical', 'Parody']",5 min. per ep.,G - All Ages,5.59,#11822,#17846,431,0,115,"An accompaniment to Heisei Matsue Kaidan: Ayashi. This ghost tour takes a more realistic approach featuring Yoshia (the fictional Eagle Talon character), Kihara Hirokatsu (horror and mystery novelist), Chafurin (voice actor and Shimae Prefecture ambassador), and Frogman (Ryou Ono's caricature; real-life director of the anime studio DLE). The quartet travels around Matsue City exploring horror/haunted real life locations talking about the history and how it became a paranormal focus. The end of the episode promotes ticket sale and times for a real ghost tour watchers can partake in.",[],Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,,,,
169,"Yarn Yoshi Shorts, Poochy & Yoshi’s Woolly World Shorts",ポチと! ヨッシー ウールワールド スペシャルアニメ,,,,,['ONA'],31,Finished Airing,"Jan 19, 2017",,,['Nintendo'],"None found,",['dwarf'],Game,"['Comedy', 'Slice of Life']",,34 sec. per ep.,G - All Ages,6.25,#8560,#18287,400,0,152,"Three yarn Yoshis live on top of a desk with their dog, Pochi. Their days are full of adventures and mishaps, which are a source of never-ending fun. [Written by MAL Rewrite]",[],With Pochi! Yoshi's Woolly World Special Anime,,,,
170,"Battle Through the Heavens: Q Version Small Theater, Dou Po Cang Qiong: Q Ban Xiao Juchang",斗破苍穹Q版小剧场,Fights Break Sphere: Q Version Small Theater,,,,['ONA'],12,Finished Airing,"Jan 7, 2017 to Mar 25, 2017",,,"None found,","None found,","None found,",Novel,,,5 min. per ep.,PG-13 - Teens 13 or older,[],#17782,#18369,393,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Doupo Cangqiong: Q Ban Xiao Juchang 2nd Season', '']",Doupo Cangqiong: Q Ban Xiao Juchang,,,['Comedy'],
171,Ladurée,History of LesMerveilleuses ブランドムービー,History of LesMerveilleuses,,,,['ONA'],1,Finished Airing,"Jan 6, 2017",,,"None found,","None found,","None found,",Other,,,2 min.,G - All Ages,5.48,#12177,#18732,364,1,127,"A brand movie for Les Merveilleuses Ladurée, talking about the history of the Merveilleuses who were members of a fashionable aristocratic subculture in Paris during the French Directory (1795–1799).",[],History of Les Merveilleuses: Brand Movie,,['Historical'],,
172,,みどりのくにのおともだち こえだちゃん,,,,,['ONA'],8,Finished Airing,"Mar 3, 2017 to Oct 1, 2017",,,"None found,","None found,",['A-Line'],Other,,,3 min. per ep.,G - All Ages,[],#20228,#18954,348,0,,Based on the Takara Tomy toy line.,"['Sequel (ONA) Koeda-chan Koushiki Anime', '']",Midori no Kuni no Otomodachi: Koeda-chan,,,['Fantasy'],
173,,MAFF × CHOBITTO DUKAN,,,,,['ONA'],3,Finished Airing,"Feb 28, 2017",,,"None found,","None found,",['Kachidoki Studio'],Unknown,,,1 min. per ep.,PG - Children,[],#19938,#19454,316,0,,A series of collaboration episodes between Chobitto Zukan and JAS.,[],MAFF x Chobitto Zukan,['Kids'],,['Comedy'],
174,,紙兎ロペ×ROPÉ SISTERS,,,,,['ONA'],2,Finished Airing,"Feb 21, 2017 to Aug 2, 2017",,,"None found,","None found,","None found,",Original,,,1 min. per ep.,G - All Ages,[],#19281,#19536,311,0,,A collaboration between the Kamiusagi Rope anime franchise and ROPÉ a Japanese fashion brand for the brand's 50th anniversary of its three sister fashion lines.,[],Kamiusagi Rope x ROPÉ Sisters,,,['Comedy'],
175,Otona ni Naru tte Nandarou?,ちゃんと・・・,,,,,['ONA'],1,Finished Airing,"Feb 28, 2017",,,"None found,","None found,","None found,",Original,,,3 min.,G - All Ages,5.90,#10436,#19569,309,1,116,"An animated short commissioned by Sumitomo Mitsui Banking Corporation (SMBC) for their web campaign ""Otona ni Naru tte Nandarou?"" (When do you become an adult?), where they ask individuals to tweet the moment they realized they were an adult. The responses of men and women of various ages were anonymously shared on the campaign's webpage. In the video, a mother and her adult daughter dine at a restaurant. After their meal, the daughter uses her card to pay for the bill, an act which her mother, who was about to pay herself, notices as her daughter stepping into adulthood.",[],Chanto...,,['Music'],['Slice of Life'],
176,,フニフニマシュマロ,Funi Funi Marshmallow,,,,['ONA'],1,Finished Airing,"Feb 15, 2017",,,"None found,","None found,",['Kamio Japan'],Game,,,1 min.,G - All Ages,5.43,#12317,#19634,306,0,114,"An Kamio Japan character line, Funi Funi Marshmallow was originally released as a 3DS game people could purchase from the Japan Nintendo eShop. Now these cute marshmallow critters have their own show!",[],Funi Funi Marshmallow,['Kids'],,,
177,,秋田県立いぶり学校中等部 WEB版おまけ,,,,,['ONA'],27,Finished Airing,"Mar 13, 2017 to Dec 30, 2017",,,"None found,","None found,","None found,",Original,,,1 min. per ep.,G - All Ages,[],#16521,#19886,290,0,,"A tourism promotional anime for the Akita prefecture. Highlighting Akita cuisine, actors, landmarks, etc. through the banter of two high school friends who are a red oni and an akita (dog breed). The web release expands on each respective episode of the TV release by giving more in-depth information.",[],Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,,,['Comedy'],
178,"Tian Xin Ge Ge Di San Bu, Ori Princess 3rd season",甜心格格 第三部,,,,,['ONA'],26,Finished Airing,"Feb 4, 2017 to Feb 11, 2017",,,"None found,","None found,","None found,",Original,,,24 min. per ep.,G - All Ages,[],#14852,#20867,237,0,,3rd season of Ori Princess.,"['Prequel (TV) Tian Xin Ge Ge 2nd Season', 'Sequel (TV) Tian Xin Ge Ge 4th Season']",Tian Xin Ge Ge 3rd Season,['Kids'],['Historical'],['Comedy'],
179,"Burst Speed 2, Opti-Morphs, Ji Jia Shou Shen Zhi Baolie Feiche 2nd Season",爆裂飞车Ⅱ 星能觉醒,Screechers Wild! 2nd Season,,,,['ONA'],26,Finished Airing,"Mar 3, 2017 to ?",,,"None found,","None found,",['Alpha Animation'],Original,"['Action', 'Adventure']",,23 min. per ep.,PG - Children,[],#16853,#20938,233,1,,Second season of Baolie Feiche.,"['Prequel (TV) Ji Jia Shou Shen: Baolie Feiche', 'Sequel (ONA) Baolie Feiche 3: Shou Shen Heti']",Baolie Feiche II: Xing Neng Juexing,,['Racing'],,
180,,ぷるぽん,,,,,['ONA'],9,Finished Airing,"Feb 1, 2017 to May 4, 2017",,,"None found,","None found,","None found,",Game,,,1 min. per ep.,G - All Ages,[],#21163,#21177,219,0,,A short web series to promote LINE's tile-matching mobile game PURU POM.,[],Puru Pom,,,['Comedy'],
181,,TAIYO KIKAKU’s 49th Anniversary Movie,,,,,['ONA'],1,Finished Airing,"Feb 3, 2017",,,['Taiyo Kikaku'],"None found,",['Tecarat'],Original,,,36 sec.,G - All Ages,[],#14700,#21147,221,0,,"TAIYO KIKAKU Co., Ltd., a commercial production company based in Tokyo, Japan, was founded on February 5th, 1968, and proudly celebrates its 49th anniversary with the release of a paper craft stop-motion animation short to celebrate this milestone. The sun-shaped corporate logo symbolizing the company’s name is beautifully animated in a white setting, depicting the whole process of filmmaking from pre-production to post-production. The film is crafted entirely out of paper by director Ayako Hiroki, a member of “TECARAT,” a division of TAIYO KIKAKU. (Source: Official Site)",[],Taiyo Kikaku's 49th Anniversary Movie,,['Music'],,
