,Synonyms,Japanese,English,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,German,Demographics
29,"CCS, Cardcaptors, Card Captor Sakura",カードキャプターさくら,Cardcaptor Sakura,,,['TV'],70,Finished Airing,"Apr 7, 1998 to Mar 21, 2000",['Spring 1998'],Tuesdays at 18:00 (JST),"['NHK', 'Kodansha', 'Sogo Vision']","['Nelvana', 'NIS America, Inc.', 'Geneon Entertainment USA']",['Madhouse'],['Manga'],"['Adventure', 'Comedy', 'Drama', 'Romance']",,['Shoujo'],25 min. per ep.,PG - Children,8.17,#443,#531,"454,355","14,101",226684,"Ten-year-old Sakura Kinomoto is an ordinary fourth-grade student living in Tomoeda until, one day, she stumbles upon a mysterious book of cards titled ""The Clow."" Pondering over her discovery, she unintentionally causes a magical gust of wind to scatter the cards all over town. The accident awakens the Beast of the Seal—Keroberos, nicknamed ""Kero""—who tells Sakura that she has released the mystical ""Clow Cards"" created by the sorcerer Clow Reed. Due to each Card's ability to act independently and their incredible power, Clow had sealed them away. Now that they have been set free, the Cards pose great danger to the world, and it is up to Sakura to put an end to them. Appointing Sakura as the ""Cardcaptor"" and granting her the Sealed Key, Kero tasks her with finding and recapturing all the Clow Cards. Alongside her best friend Tomoyo Daidouji, and with Kero's guidance, Sakura must learn to balance her new secret duty with the everyday troubles as she takes flight on her magical adventures as Cardcaptor Sakura. [Written by MAL Rewrite]","['Sequel (Movie) Cardcaptor Sakura Movie 2: Fuuin Sareta Card', 'Sequel (OVA) Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma', 'Adaptation (Manga) Cardcaptor Sakura Read Manga', '']",Cardcaptor Sakura,"['Mahou Shoujo', 'School']",,,
30,ID,頭文字〈イニシャル〉D,Initial D First Stage,Initial D: Supera el Límite de Velocidad Temporada 1,,['TV'],26,Finished Airing,"Apr 19, 1998 to Dec 6, 1998",['Spring 1998'],Tuesdays at 00:00 (JST),"['OB Planning', 'Fuji TV']","['Funimation', 'Tokyopop']","['Gallop', 'Studio Comet']",['Manga'],"['Action', 'Drama']",['Racing'],['Seinen'],25 min. per ep.,PG-13 - Teens 13 or older,8.35,#244,#606,"409,896","13,082",204653,"Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked to deliver tofu every morning without fail, driving along the mountain of Akina. Thus, conversations regarding cars or driving in general would only remind Takumi of the tiring daily routine forced upon him. One night, the Akagi Red Suns, an infamous team of street racers, visit the town of Akina to challenge the local mountain pass. Led by their two aces, Ryousuke and Keisuke Takahashi, the Red Suns plan to conquer every racing course in Kanto, establishing themselves as the fastest crew in the region. However, much to their disbelief, one of their aces is overtaken by an old Toyota AE86 during a drive back home from Akina. After the incident, the Takahashi brothers are cautious of a mysterious driver geared with remarkable technique and experience in the local roads—the AE86 of Mount Akina. [Written by MAL Rewrite]","['Sequel (TV) Initial D Second Stage', 'Adaptation (Manga) Initial D Read Manga']",Initial D First Stage,,,,
31,Detective Conan,名探偵コナン,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",['Detective'],['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#435,#706,"360,904","15,328",164371,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,,,Case Closed,
32,,クレヨンしんちゃん,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],['Seinen'],21 min.,G - All Ages,7.80,#1030,#2402,"88,103","1,330",42205,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,,Shin Chan,
33,,ドラえもん,Doraemon,Doraemon,,['TV'],1787,Finished Airing,"Apr 2, 1979 to Mar 18, 2005",['Spring 1979'],Fridays at 19:00 (JST),"['TV Asahi', 'Asatsu DK']","None found,",['Shin-Ei Animation'],['Manga'],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Anthropomorphic'],,11 min. per ep.,PG - Children,7.86,#898,#2835,"67,037",669,39831,"Nobita Nobi is a normal fourth grade student. This all changes, however, when a blue robotic cat appears from his desk drawer. Calling himself Doraemon, this robot tells Nobita that his future descendants from the 22nd century live in poverty because of all the mistakes he made. Therefore, they have sent Doraemon to serve as a guide and mentor to Nobita, so that their future may change for the better. What Doraemon comes to learn, though, is that Nobita is the weakest and laziest student in the whole school. To assist in his quest, Doraemon has a four-dimensional pocket with him, in which he keeps various machines and gadgets from the future. Unfortunately, these often result in even more trouble for Nobita. Will Doraemon really be able to achieve his mission of changing Nobita, or will he remain as he is? [Written by MAL Rewrite]","['Prequel (TV) Doraemon', 'Sequel (TV) Doraemon (2005)', 'Adaptation (Manga) Doraemon', '']",Doraemon (1979),,,,"['Kids', 'Shounen']"
34,"Les Enquetes de Kindaichi, Young Kindaichi's Casebook, Kindaichi Case Files",金田一少年の事件簿,The File of Young Kindaichi,,,['TV'],148,Finished Airing,"Apr 7, 1997 to Sep 11, 2000",['Spring 1997'],Mondays at 19:00 (JST),"['Dentsu', 'Yomiuri Telecasting']","None found,",['Toei Animation'],['Manga'],,,['Shounen'],24 min. per ep.,R - 17+ (violence & profanity),7.94,#751,#4118,"33,304",265,8401,"Hajime Kindaichi's unorganized appearance and lax nature may give the impression of an average high school student, but a book should never be judged by its cover. Hajime is the grandson of the man who was once Japan's greatest detective, and he is also a remarkable sleuth himself. With the help of his best friend, Miyuki Nanase, and the peculiar inspector Isamu Kenmochi, Hajime travels to remote islands, ominous towns, abysmal seas, and other hostile environments. His life's mission is to uncover the truth behind some of the most cunning, grueling, and disturbing mysteries the world has ever faced. [Written by MAL Rewrite]","['Sequel (TV) Kindaichi Shounen no Jikenbo Returns', 'Adaptation (Manga) Kindaichi Shounen no Jikenbo: File Series', 'Adaptation (Light Novel) Kindaichi Shounen no Jikenbo', 'Adaptation (Manga) Kindaichi Shounen no Jikenbo - Short File Series']",Kindaichi Shounen no Jikenbo,,['Mystery'],,
35,"Oh! My Goddess: Being Small is Convenient, Ah! My Goddess!: Chichaitte Koto wa Benri da ne",ああっ女神さまっ 小っちゃいって事は便利だねっ,Oh! My Goddess: The Adventures of Mini-Goddess,,,['TV'],48,Finished Airing,"Apr 6, 1998 to Mar 29, 1999",['Spring 1998'],Mondays at 19:00 (JST),['Bandai Visual'],['Geneon Entertainment USA'],['OLM'],['4-koma manga'],"['Comedy', 'Supernatural']",,,7 min. per ep.,G - All Ages,6.88,#4940,#4836,"23,145",27,10515,"A large collection consisting of the adventures of the Goddesses featured in the anime and manga series Ah My Goddess. Parodies of other works, and a large number of jokes pervade this series of shorts in which the Goddesses torture and hang out with their friend Gan the rat.","['Adaptation (Manga) Aa! Megami-sama!: Chicchai tte Koto wa Benri da ne', '']",Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,,,,
36,"Kochikame, This is the Police Station in Front of Kameari Park in Katsushika Ward, Kochira Katsushikaku Kameari Kouenmae Hashutsujo (1996)",こちら葛飾区亀有公園前派出所 (1996),,Kochikame,,['TV'],373,Finished Airing,"Jun 16, 1996 to Dec 19, 2004",['Summer 1996'],Sundays at 19:00 (JST),"['Asatsu DK', 'Fuji TV']","None found,",['Gallop'],['Manga'],,,['Shounen'],25 min. per ep.,PG-13 - Teens 13 or older,7.78,#1083,#5111,"20,334",197,7455,"Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief.","['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"['Adult Cast', 'Detective', 'Gag Humor']",['Comedy'],,
37,"Dr. Slump 2, Doctor Slump",ドクタースランプ,,,,['TV'],74,Finished Airing,"Nov 26, 1997 to Sep 22, 1999",['Fall 1997'],Wednesdays at 19:00 (JST),['Fuji TV'],"None found,",['Toei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",['Gag Humor'],['Shounen'],25 min. per ep.,PG-13 - Teens 13 or older,6.98,#4466,#5215,"19,394",51,8054,"In Penguin Village, humans live alongside talking animals and objects. Senbei Norimaki is one of these humans, and he's an inventor with the lofty dream of creating the world's best robot girl. The product of his efforts is Arale, but depending on your definition of perfect, she's anything but! Not only is Arale severely nearsighted, but she also has no common sense! At least she has super-strength, though that often proves to be a setback as well. Although she means well, Arale only causes trouble for her neighbors in the whimsical Penguin Village!","['Adaptation (Manga) Dr. Slump', '']",Dr. Slump,,,,
38,"Nankai Kio Neoranga, Strange World of the South Seas - Neoranga",南海奇皇ネオランガ,,,,['TV'],48,Finished Airing,"Apr 6, 1998 to Sep 28, 1999",['Spring 1998'],Mondays at 19:00 (JST),"['Pony Canyon', 'Marubeni', 'Omnibus Promotion']",['ADV Films'],['Pierrot'],Original,"['Adventure', 'Horror']",['Mecha'],,15 min. per ep.,PG-13 - Teens 13 or older,6.54,#6837,#5414,"17,523",43,3663,"An ancient God called Ranga awakens on an isolated island in the South Pacific where it has been slumbering forgotten by mankind. Three sisters living in Tokyo—Minami, Ushio, and Yuuhi Shimabara—discover they have inherited this Island Kingdom, along with the huge God. When Ranga shows up in Tokyo, it soon becomes a source of wonder and conflict for the three sisters that control Ranga, the people who want to destroy it, and ones who want to use it. (Source: ANN)",[],Neo Ranga,,,,
39,"Shadow Skill (1998), Shadow Skill TV",影技 SHADOW SKILL,,,Shadow Skill,['TV'],26,Finished Airing,"Jul 3, 1998 to Dec 25, 1998",['Summer 1998'],Fridays at 01:15 (JST),['Bandai Visual'],"['ADV Films', 'Manga Entertainment']",['Studio Deen'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",,['Shounen'],25 min. per ep.,PG-13 - Teens 13 or older,7.07,#4042,#5615,"15,930",67,5242,"In the land of Kuruda, warriors with magical powers and incredible fighting skills battle for the ultimate prize: the title of Sevaar, the strongest warrior in the land. Elle Ragu, nicknamed Shadow Skill, is the newest Sevaar to emerge, but that doesn't make her life any easier. Teaching her ""little brother,"" Gau, how to be a warrior, fending off assassins from other kingdoms and thwarting enemy invasions is hard enough, but her biggest challenge will be paying off her drinking debts. (Source: ANN)","['Prequel (OVA) Shadow Skill', 'Adaptation (Manga) Shadow Skill']",Shadow Skill: Eigi,"['Martial Arts', 'Super Power']",,Shadow Skill,
40,Brain Powered,ブレンパワード,,,,['TV'],26,Finished Airing,"Apr 8, 1998 to Nov 11, 1998",['Spring 1998'],Wednesdays at 19:30 (JST),"['Bandai Visual', 'WOWOW']","['Bandai Entertainment', 'Sentai Filmworks']",['Sunrise'],Original,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],,25 min. per ep.,PG-13 - Teens 13 or older,6.17,#8996,#6243,"12,087",47,3460,"In the not so distant future much of the earth has been submerged under the sea or destroyed by earthquakes. At the center of the turmoil is the mysterious Orphan. Orphan may or may not be the original cause of the cataclysms. Orphan's goal is to raise a ship hidden deep beneath the sea to the surface, but doing so would result in the destruction of all humans except for the small number which are loyal to Orphan. Orphan's agents pilot mysterious mecha known as Grand Cheres, and search the world for mysterious, giant disks which occasionally appear, flying at high speeds and wrecking much of the countryside, or cities, when they hit the ground. After a dying disc almost kills Hime, a Brain Powerd is born from the disc. Brain Powerds are another type of Mecha, similar to but not the same as Grand Cheres. Hime becomes the Brain Powerd's pilot, forming a symbiotic relationship with the living mecha and joins an International Organization dedicated to stopping Orphan, or at the very least saving humanity should Orphan succeed. (Source: AniDB)","['Adaptation (Manga) Brain Powerd', '']",Brain Powerd,,,,
41,,サザエさん,Mrs. Sazae,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9128,#7129,"8,811",39,1938,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,
42,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,El Ninja Boy Rantaró,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4020,#7395,"8,016",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,['Comedy'],,
43,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],['Shoujo'],23 min.,G - All Ages,7.34,#2627,#7911,"6,781",62,2189,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,['Comedy'],,
44,"Hakugei: Legend of the Moby Dick, Legend of the White Whale",白鯨伝説,Hakugei: Legend of the Moby Dick,,,['TV'],26,Finished Airing,"Apr 9, 1997 to May 12, 1999",['Spring 1997'],Wednesdays at 18:30 (JST),"['Tezuka Productions', 'Sony Music Entertainment', 'Image Kei']",['ADV Films'],"['Studio Junio', 'Annapuru']",Original,"['Adventure', 'Sci-Fi']",['Space'],,23 min. per ep.,PG-13 - Teens 13 or older,6.58,#6615,#8536,"5,680",33,1490,A courageous young man tries to find the only person who can save his planet from the most terrifying beast in the universe—the great white whale Moby Dick—in this futuristic anime adventure set in 4699. But locating the outlaw Captain Ahab and his illusory crew of whale hunters and persuading them to put an end to the leviathan's long reign of terror won't be easy. Will Ahab take up the challenge one more time?,[],Hakugei Densetsu,,,,
45,,夢のクレヨン王国,Crayon Kingdom of Dreams,,,['TV'],70,Finished Airing,"Sep 7, 1997 to Jan 31, 1999",['Fall 1997'],Sundays at 08:30 (JST),"None found,","None found,",['Toei Animation'],Book,"['Adventure', 'Comedy', 'Fantasy']",,,24 min. per ep.,G - All Ages,7.23,#3228,#8734,"5,337",27,1656,"The civilians of the Crayon Kingdom have always view their Princess Silver as a twelve-year old girl with a beautiful smile. However, unknown to them, the princess has 12 bad habits. This has created much distress to the Chameleon Prime Minister and the Crayon ministers for it would be embarassing if this gets out. One day, a party was held to celebrate Princess Silver's twelvth birthday. The princess was trying to seek her Prince Charming that she forgot to take notice of her bad habits. One of the boys at the party was so angry that he changed Silver's parents, the King and Queen, into stone. In order to break the curse and save her parents, Silver decided to set on a journey to locate the boy. Together with her companions, Silver begins her adventure.","['Adaptation (Manga) Yume no Crayon Oukoku', '']",Yume no Crayon Oukoku,,,,
46,"Bakuso Kyodai Let's & Go!! MAX, Bakusou Kyoudai Lets & Go Max, Bakusou Kyoudai Let's & Go!! MAX",爆走兄弟レッツ＆ゴー!! ＭＡＸ,,,,['TV'],51,Finished Airing,"Jan 5, 1998 to Dec 21, 1998",['Winter 1998'],Mondays at 18:00 (JST),['Shogakukan Productions'],"None found,",['Xebec'],['Manga'],,['Racing'],['Kids'],25 min. per ep.,G - All Ages,6.65,#6179,#9188,"4,621",7,2610,"The story follows the life of Retsuya and Gouki, two brothers with the same objective as Go and Retsu, to race and win championships! The two new brothers are faced with various traps set by an evil organization...together, along with other friends, they try to enjoy their races as much as possible, showing off their competitive spirit and taking down any kind of evil that might put the sport they love so much at risk!","[""Prequel (TV) Bakusou Kyoudai Let's & Go WGP"", ""Adaptation (Manga) Bakusou Kyoudai Let's & Go!! MAX""]",Bakusou Kyoudai Let's & Go MAX,,['Action'],,
47,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6587,#9191,"4,613",31,1739,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,
48,Mysterious Magic Fun Fun Pharmacy,ふしぎ魔法 ファンファン・ファーマシィー,,,,['TV'],48,Finished Airing,"Feb 15, 1998 to Feb 6, 1999",['Winter 1998'],Unknown,"None found,","None found,",['Toei Animation'],['Manga'],,,['Kids'],12 min. per ep.,G - All Ages,7.04,#4195,#9370,"4,331",29,1188,"In a small town, there is a small pharmacy called Fun Fun Pharmacy. Popuri, a girl who recently moved in downtown, discovers this pharmacy and meets Miss Fukiko, who is actually a witch. Miss Fukiko gives Popuri a mysterious bottle that can create magic spirits.","['Adaptation (Manga) Fushigi Mahou Fun Fun Pharmacy', '']",Fushigi Mahou Fun Fun Pharmacy,,,,
49,"Bomberman Bedaman Bakugaiden, Bomberman Bidaman Bakugaiden, Bomber Man & Marbleman's Explosive Side Story",B[ボンバーマン]ビーダマン爆外伝,,,,['TV'],48,Finished Airing,"Feb 7, 1998 to Jan 31, 1999",['Winter 1998'],Saturdays at 17:00 (JST),['Nagoya Broadcasting Network'],"None found,",['Madhouse'],Game,"['Comedy', 'Sci-Fi']",,,24 min. per ep.,PG - Children,6.60,#6472,#9745,"3,860",5,1884,"A long time ago, B-Da City was attacked by an evil force called the Dark B-Da (or dark beings) in their quest to control the entire Blue Solar System. The heroic B-Daman, drawing on their legendary powers and ingenious technology, were able to overthrow the Nol Arc Empire and restore peace to the universe. One thousand years later, the Dark B-Da have finally returned to conquer the Blue Solar System and make it part of their dominion. A young B-Daman called Shirobon, with a strong sense of justice, becomes a defender of B-Da City. Along with the help of his friends, They join the battle against the Dark B-Da who have come to destroy their home! (Source: Bomberman Wiki)","['Sequel (TV) Bomberman B-Daman Bakugaiden Victory', '']",Bomberman B-Daman Bakugaiden,,,,
50,Musashi the Great RV,グランダー武蔵ＲＶ,,,,['TV'],39,Finished Airing,"Apr 4, 1998 to Dec 26, 1998",['Spring 1998'],Unknown,['Sotsu'],"None found,",['Nippon Animation'],Unknown,"['Adventure', 'Sports']",,,25 min. per ep.,PG-13 - Teens 13 or older,7.05,#4137,#10371,"3,157",10,1476,"Sequel to Grander Musashi. A young but experienced fisherman named Musashi Kazama and his two friends travel around the world in search of seven mysterious objects of fantastic power called ""Legenders"", each one in the form of a fish. Legenders are said to grant anyone who catches them the power to change the world. Unfortunately, Musashi ends up competing with several other fishermen who share his ambition of capturing a Legender. (Source: ANN)","['Prequel (TV) Super Fishing Grander Musashi', '']",Grander Musashi RV,,,,
51,"Beast Wars II Chou Seimeitai Transformers, Super Robot Life Form Transformers: Beast Wars Second",ビーストウォーズⅡ（セカンド） 超生命体トランスフォーマー,,,,['TV'],43,Finished Airing,"Apr 1, 1998 to Jan 27, 1999",['Spring 1998'],Wednesdays at 18:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Takara']","None found,",['Ashi Productions'],Other,"['Action', 'Sci-Fi']",['Mecha'],,24 min. per ep.,G - All Ages,6.42,#7561,#10446,"3,102",10,1086,"Beast Wars Second features a new cast of characters set many years in the future, who travel to a post apocalyptic Earth now known as the planet Gaia. The Cybertrons, led by Lio Convoy, are sent to the planet to investigate an unusual change in the planet’s behavior and thus thwart the Destrons, led by Galvatron, who seek to consume the planet’s rich source of energy called Angolmois. (Source: Karyuudo Fansubs)","['Sequel (TV) Chou Seimeitai Transformers Beast Wars Neo', '']",Beast Wars Second Chou Seimeitai Transformers,,,,
52,,ＤＴエイトロン,DT Eightron,,,['TV'],26,Finished Airing,"Apr 18, 1998 to Nov 6, 1998",['Spring 1998'],Saturdays at 02:45 (JST),['Fuji TV'],"None found,",['Sunrise'],Original,"['Action', 'Sci-Fi']",,,25 min. per ep.,PG-13 - Teens 13 or older,6.25,#8567,#10582,"2,976",7,914,"Shu is from Datania, a country that makes young children work. He and his friends were trying to escape when they met the Returners. The Returners are some kind of rebels to Datania. Shu goes with the Returners to fight Zero, Nines, and his men who are after DT, a special substance inside humans. (Source: ANN)","['Adaptation (Manga) DT Eightron', '']",DT Eightron,,,,
53,,アリスＳＯＳ,,,,['TV'],28,Finished Airing,"Apr 6, 1998 to Jan 28, 1999",['Spring 1998'],Unknown,['NHK'],"None found,",['J.C.Staff'],Original,,,,19 min. per ep.,G - All Ages,6.04,#9722,#11144,"2,513",1,580,"Takashi loves reading books and especially loves ""Alice's Adventures in Wonderland"". One day, he buys some used books, and he finds one book thrown in. When Takashi opens the book, ""the God of Math"" M-1 appeared. Takashi is told that Alice is kidnapped, and he's asked to rescue her by M-1. And Takashi goes on an adventure in Wonderland to rescue Alice. (Source: ANN)",[],Alice SOS,,['Adventure'],,
54,"Akko-chan's Secret 3, Secrets of Akko-chan (1998)",ひみつのアッコちゃん 第３期,,,,['TV'],44,Finished Airing,"Apr 5, 1998 to Feb 28, 1999",['Spring 1998'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']","None found,",['Toei Animation'],Unknown,"['Comedy', 'Fantasy']",,['Shoujo'],24 min. per ep.,G - All Ages,6.53,#6890,#12629,"1,588",0,574,"In the Kagami household, the old Western palm-sized mirror has been passed from from generations to generations. Akko-chan has been taught about the importance of the mirror and when she finally receives it from her mother, she cherishes it with all her might. One day, in the midst of a disturbance made by Taishou and his gang, Akko-chan accidentally broke the mirror. She made a grave and buried the broken pieces in the backyard. That night, Akko-chan was awakened by a flash of light and a kind voice which belongs to the Queen of the Mirror Kingdom. The Queen expresses her gratitude to Akko-chan for valuing the mirror so much and offers her a gift—a magical compact mirror. Whenever Akko-chan sings the magical words, she will transform into anything she wants. (Source: ANN)",[],Himitsu no Akko-chan 3,"['Mahou Shoujo', 'School']",,,
55,"Inventor Boy Kanipan, Gadget Boy Kanipan",発明BOYカニパン,,,,['TV'],31,Finished Airing,"Jul 3, 1998 to Jan 29, 1999",['Summer 1998'],Fridays at 18:00 (JST),['Studio Comet'],"None found,","None found,",Original,"['Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],,24 min. per ep.,PG - Children,6.62,#6395,#12808,"1,498",2,648,The story revolves around Kanipan aiming to be the best inventor and his adventures while trying to accomplish this.,"['Sequel (TV) Chou Hatsumei Boy Kanipan', '']",Hatsumei Boy Kanipan,,,,
56,"Gakkyuuou Yamazaki, Gakkyu-oh Yamazaki, King of Classroom, Yamaza",学級王ヤマザキ,"King of Classroom, Yamazaki",,,['TV'],54,Finished Airing,"Oct 27, 1997 to Nov 27, 1998",['Fall 1997'],Tuesdays at 18:30 (JST),"['TV Tokyo', 'Shogakukan Productions']","None found,",['Magic Bus'],['Manga'],,,,24 min. per ep.,G - All Ages,6.12,#9249,#12827,"1,490",4,666,"Yamazaki comes to Earth from an other planet, hoping to conquer our planet. But he soon realizes, that in order to conquer the world, he has to conquer a his own classroom first. That's why he comes up with lots of different ideas to get everybody to follow him. Also, he spends most of his time making Tatsuya (the class rep.) miserable. Having his loyal and strange dog Watanabe always by his side, and the help from his grandparents, Yamazaki is always doing crazy things with his class, completely forgetting his primary goal, and only thinking in becoming ""The King of the Class"". (Source: ANN)",[],Gakkyuu Ou Yamazaki,,['Comedy'],,
57,,しましまとらのしまじろう,,,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",['Anthropomorphic'],['Kids'],23 min. per ep.,G - All Ages,5.92,#10326,#13250,"1,323",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,,,
