,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,German,Spanish,French,Genre,Demographics
76,"Guardian Fairy Michel, Michel: The Little Guardian, Shouhu Jingling",수호요정 미셸,Michel,['TV'],26,Finished Airing,"Jun 6, 2003 to Dec 11, 2003",['Summer 2003'],Unknown,['Iconix Entertainment'],"None found,",['DR Movie'],Unknown,"['Adventure', 'Fantasy']",,['Kids'],25 min. per ep.,PG - Children,6.19,#8890,#14502,941,0,239,"A girl named Kim chases a group of thieves called the Black Hammer Gang. Until one day the Black Hammer gang and Kim fall on an island inhabited by fairies and it's guardian Michel. The Black Hammer Gang tries to steal the life source of the island called the tree of life. Causing damage to the land and kidnapping the fairies, Michel and Kim have to combat the Black Hammer gang and take back the fairies. (Source: ANN)",[],Suhoyojeong Michel,,,,,,
77,Little Bebil in Wonderland,ワンダーベビルくん,,['TV'],30,Finished Airing,"Apr 11, 2003 to Feb 6, 2004",['Spring 2003'],Unknown,"['Aniplex', 'Dentsu', 'NHK', 'MICO']","None found,",['Radix'],Unknown,"['Comedy', 'Fantasy']",,,25 min. per ep.,G - All Ages,[],#15372,#15241,758,0,,No synopsis has been added for this series yet. Click here to update this information.,[],Wonder Bebil-kun,,,,,,
78,Nezha Chuan Qi,哪吒传奇,The Legend of Nezha,['TV'],52,Finished Airing,"Jun 1, 2003 to Jul 2004",['Summer 2003'],Sundays at Unknown,"None found,","None found,",['CCTV Animation'],Original,,,,22 min. per ep.,PG - Children,6.83,#5204,#15385,725,2,222,"The Legend of Nezha narrative The story of Natra, the heavenly boy who was born bare, very mischievous, but the temperament, the mentality of goodness, always towards the righteous. With powerful martial arts and magic, he tried to save the evil to bring peaceful life for people in the time of raging love.",[],Nezha Chuanqi,,,,,['Adventure'],
79,"Tank Knights Portriss, Mugen Senki Fortress",無限戦記ポトリス,,['TV'],52,Finished Airing,"Apr 5, 2003 to Mar 27, 2004",['Spring 2003'],Unknown,"['TV Tokyo', 'Bandai Visual']","None found,","['Sunrise', 'Dongwoo A&E']",Unknown,"['Action', 'Sci-Fi']",['Mecha'],,25 min. per ep.,PG - Children,6.10,#9372,#15734,667,1,126,"In a raving world, legendary knights stood up. Will they become gods of war or world saviors? Three Portriss Knights and sole human boy are now going to change the World! Portriss Planet, home of where robots live in peace. However, this peacefulness was ruined by the sudden appearance of a Dictator ""Dark Portriss"". Dark Portriss plans to attain infinite powers through the use of the ""Space-time destroying Cannon"". The only ones able to stop this are the Portriss Knights! A boy, Yuuma, accidentally got into the Portriss World, and the Portrisses` adventure begins! (Source: AniDB)",[],Mugen Senki Portriss,,,,,,
80,My Little Fox,꼬마여우 요랑,,['TV'],26,Finished Airing,"Jul 23, 2003 to Feb 11, 2004",['Summer 2003'],Unknown,['KBS'],"None found,","None found,",Unknown,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,G - All Ages,[],#18563,#16373,576,4,,"Yorang, a fox who lives in heaven and has important responsibilities, would rather play tricks on others and seek fun all day. One day, heaven holds a festival for the completion of the ""Book of Wishes,"" a prestigious work that can help remove the black fox's seal. During this festival, Yo-rang, who is very mischievous, throws away the valuable book. Heaven is threatened by the black fox's bad magic. Yo-rang, responsible for the debacle, searches for the book and meets a boy named ""Kang-hyun,"" who loses his mother at an early age and moves to the Fox Village from Seoul, with his father. Kang-hyun and Yo-rang look for the book together. But the black fox tries to ruin their plan, and Kang-hyun and Yo-rang encounter all kinds of hardship. In the end, they develop a strong friendship. (Source: Arirang TV)",[],Hey Yo Yorang,,,,,,
81,,ストレイシープ ポーのちっちゃな大冒険,,['TV'],18,Finished Airing,"Oct 16, 2001 to Jan 1, 2005",['Fall 2001'],Unknown,['Fuji TV'],"None found,",['Robot Communications'],Original,,,['Kids'],2 min. per ep.,PG - Children,5.99,#9950,#16838,524,0,132,"Stray Sheep is based on the tales of Poe, a naive, independent and curious ram who finds himself sleepwalking into the most unpredictable situations on his path to reuniting with his herd and finding the ""ewe"" of his dreams. (Source: ANN)","['Prequel (TV) Stray Sheep no Daibouken', '']",Stray Sheep: Poe no Chicchana Daibouken,,,,,['Comedy'],
82,"Dango 3 Kyodai, Three Dango Brothers, Dango San Kyodai, Dango 3 Kyoudai",だんご3兄弟あっという間劇場,,['TV'],50,Finished Airing,Oct 1999 to Mar 2004,['Fall 1999'],Unknown,['NHK'],"None found,","None found,",Unknown,,['Music'],['Kids'],3 min. per ep.,G - All Ages,[],#17566,#18885,354,0,,The hit Danga San Kyoudai song was adapted into shorts that aired on NHK during commercial breaks in Okaasan to Issho's timeslot. The cheery series about three dango brothers was meant to give children quick lessons about sharing and humbleness.,[],Dango San Kyoudai Attoiuma Gekijou,,,,,,
83,"Ha Pi Fuzi, Happy Father and Son",哈皮父子,Happy Father Happy Son,['TV'],104,Finished Airing,Aug 2000 to Aug 2004,['Summer 2000'],Unknown,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,['Kids'],6 min. per ep.,PG - Children,[],#18441,#22578,152,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Happy Fuzi: Chao Neng Pao Dan', '']",Happy Fuzi,,,,,,
84,,검정 고무신,Black Rubber Shoes,['TV'],39,Finished Airing,"Dec 15, 2000 to Jan 5, 2005",['Winter 2001'],Unknown,"None found,","None found,","None found,",['Manga'],,,['Kids'],11 min. per ep.,PG - Children,[],#18180,#23244,130,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Geomjeong Gomusin 4', '']",Geomjeong Gomusin,,,,,,
85,,BLAME (ブラム!),,['ONA'],6,Finished Airing,"Oct 24, 2003",,,"None found,",['Media Blasters'],['Group TAC'],['Manga'],"['Action', 'Drama', 'Sci-Fi', 'Suspense']",,['Seinen'],6 min. per ep.,R+ - Mild Nudity,5.90,#10436,#4073,"33,913",101,11879,"The story takes place in a city where it's said that has thousands of levels. In a shutdown area, thousands of levels overlap each other, you couldn't tell the sky from the ground and you couldn't tell which way is up or which way is down. Maybe the original purpose of this story is to unravel the mysteries bound in this time and world. For the humans who found this vast rare multi-level city, the mysterious main character ""Kirii"" wanders to search for the ""Net Terminal Genes"" that were not infected. Kirii's burden and his search for the ""Net Terminal Genes"" is a goal like no other and is very much the mystery of this story. Log1~Log6 contains the story of Cibo that wasn't done in the original works. The Cibo who strayed away with Kirii and wanders about. A disc thrown away in the rubble. Cibo starts downloading. Just who's ""Memory"" will he end up with? (Source: AniDB) Note: These clips are meant as a bonus to the manga, and should only be taken as such. Do not expect any plot in these. They are merely animated (short) scenes from the manga.","['Prequel (OVA) Blame! Prologue', 'Sequel (Special) Blame! Special', 'Adaptation (Manga) Blame! Read Manga', '']",Blame!,"['Mecha', 'Psychological', 'Survival']",,,,,
86,"Two Lovely Maid, Dotchi mo Meido, Two Lovely Maids",どっちもメイド,,['ONA'],1,Finished Airing,"Dec 22, 2003",,,"None found,","None found,",['Ishikawa Pro'],Original,"['Action', 'Comedy', 'Girls Love', 'Ecchi']",,,13 min.,PG-13 - Teens 13 or older,4.10,#13765,#10497,"3,053",4,1586,"Izumi, a 12-year-old schoolgirl, suddenly gets not one but two lovely and rather lewd maids from outer space, who have to defend her city from a monster's invasion.",[],Docchi mo Maid,,,,,,
87,Erotic Heart Mother,艶母,Taboo Charming Mother,['OVA'],6,Finished Airing,"Nov 25, 2003 to Nov 25, 2005",,,"['Milky Animation Label', 'MS Pictures', 'Image House']",['JapanAnime'],['Big Wing'],['Manga'],"['Drama', 'Hentai']",,,28 min. per ep.,Rx - Hentai,7.12,N/A,#4886,"22,587",302,10641,"It has been a year since Misako became Yosuke Amamiya's wife, but her new stepson Kazuhiko is still barely acknowledging her, let alone seeing her as a mother figure. However, there is a more pressing matter on her mind: when she is alone at home, she frequently receives menacing calls from a stranger possessing detailed knowledge of her day-to-day life. Unable to bring this issue up with Yosuke, she remains silent about these disturbing interactions. Just as Kazuhiko starts warming up to Misako, things take a darker turn when she gets a sex toy delivered to her door. Left unsatisfied by her workaholic husband, she begins to engage in a new pastime: masturbating while on the phone with the unknown speaker. One day, Misako realizes that she is not the only one with a dirty secret when she witnesses Kazuhiko pleasuring himself with her underwear! Now aware that her stepson thinks of her as a woman, where will all this sexual tension lead? [Written by MAL Rewrite]","['Adaptation (Manga) Enbo', '']",Enbo,,,,,,
88,,.hack//GIFT,.hack//Gift,['OVA'],1,Finished Airing,"Nov 16, 2003",,,['CyberConnect2'],['Bandai Entertainment'],['Bee Train'],Original,"['Comedy', 'Fantasy']",['Video Game'],,26 min.,R+ - Mild Nudity,6.09,#9418,#5017,"21,260",20,9955,"As an expression of gratitude for the heroes of both the .hack//Sign and the .hack game series, Helba has prepared a special event for all the characters to find the newly established ""Twilight Hot Springs."" The characters can get their well-deserved rest and relaxation by having a soak in the wonderful hot springs, but there is only one problem—the hot springs are hidden, and there have been mysterious player murders. With the only clue being the word ""GIFT,"" the race has begun to find the culprit and the location of the hot springs. [Written by MAL Rewrite]",[],.hack//Gift,,,,,,
89,,ナースウィッチ小麦ちゃんマジカルて,Nurse Witch Komugi,['OVA'],5,Finished Airing,"Aug 23, 2002 to Apr 2, 2004",,,"['Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment', 'Toshiba Digital Frontiers']",['ADV Films'],"['Kyoto Animation', 'Tatsunoko Production']",Original,"['Comedy', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.64,#6226,#5229,"19,263",88,6798,"Ungrar, the King of Viruses, has escaped from his prison cell in Vaccine World. Maya, the Goddess of Vaccine World sends Mugimaru down to Earth to find a human to accept the powers of Vaccine World and become the Magical Nurse. He finds the best (and the only willing) person for the job when he meets Komugi Nakahara. Komugi is a playful, lazy, and easily distracted (typical) teenager whose dream is to become a cosplay idol. Balancing her career with the Kiri-Pro Promotion Company and her new job battling Ungrar's loyal henchman, the Magical Maid Koyori, Komugi delights audiences in this parody anime series. (Source: ANN)","['Sequel (OVA) Nurse Witch Komugi-chan Magikarte Z', '']",Nurse Witch Komugi-chan Magikarte,"['Gag Humor', 'Mahou Shoujo', 'Otaku Culture', 'Parody']",,,,,
90,,新・北斗の拳,New Fist of the North Star,['OVA'],3,Finished Airing,"Jul 24, 2003 to May 28, 2004",,,"['OB Planning', 'Kitty Films', 'Sega']","['ADV Films', 'Sentai Filmworks']",['A.C.G.T.'],['Light novel'],"['Action', 'Drama', 'Sci-Fi']",,['Shounen'],58 min. per ep.,R+ - Mild Nudity,6.93,#4693,#5626,"15,808",21,6530,"In a post-apocalyptic Earth, the water has become entirely toxic, except for some kept safe in a reservoir. A fortified zone has been created by a man named Sanga, he calls it The Lastland. A group of villagers have discovered safe water, and Sanga wants it. He and his band of killers go to kill everyone and steal it. As they do a mysterious man appears out of nowhere, instantly killing some of Sanga's men. His name is Kenshiro, and he can beat any man with his martial art, Hokuto Shin Ken. Sanga will do anything for the water, and Kenshiro will do anything to try and stop him. (Source: ANN)","['Prequel (TV) Hokuto no Ken 2', 'Adaptation (Light Novel) Hokuto no Ken: Jubaku no Machi']",Shin Hokuto no Ken,"['Gore', 'Martial Arts', 'Super Power']",,New El Puño de la Estrella del Norte,,,
91,,肉体転移,Body Transfer,['OVA'],2,Finished Airing,"Dec 21, 2003 to Mar 25, 2004",,,['Green Bunny'],['Media Blasters'],['Arms'],Visual novel,,,,28 min. per ep.,Rx - Hentai,6.25,N/A,#6333,"11,656",37,4876,"Kenichi and several of his friends stay after school to look at a new archaeological find, a bizarre looking mirror. Suddenly, the entire building is transported to an alternate dimension and a magic field surrounds it to prevent them from escaping. Also, their minds have switched to other people's bodies. The only way to switch bodies is when their sexual emotions are high. Kenichi must find a way to return everything back to normal before the dimension falls apart. (Source: ANN)",[],Nikutai Teni,,,Nikutai Teni: Body Transfer,,['Hentai'],
92,Green Green Specials,グリーングリーン キャラクターDVD,,['OVA'],3,Finished Airing,"Nov 19, 2003 to Jan 21, 2004",,,"None found,","None found,",['Studio Matrix'],Visual novel,"['Comedy', 'Romance', 'Ecchi']",,,9 min. per ep.,R+ - Mild Nudity,6.17,#9013,#6490,"11,026",7,5155,This entry includes episodes with original footage released on Green Green Character DVD volumes: Character DVD #1 - Midori & Reika Character DVD #2 - Futaba & Chigusa Character DVD #3 - Sanae & Wakaba,[],Green Green Character DVD,,,,,,
93,"Imoutojiru, Imouto Juice",妹汁,Younger Sister Juice,['OVA'],2,Finished Airing,"Nov 25, 2003 to Mar 25, 2004",,,"['Milky Animation Label', 'MS Pictures']","None found,",['T-Rex'],Visual novel,,,,29 min. per ep.,Rx - Hentai,6.36,N/A,#6615,"10,545",40,4053,"Akira's father, an archaeologist, has remarried, giving him a new stepmother and three stepsisters, Yuki, Nana and Miu. While on his honeymoon, Akira's father makes an archaeological find and decides to stay on site in order to supervise and leaving Akira at home alone with his new family members. After being discovered in bed with Yukie, his stepmother, Akira finds a box containing a scroll and three bottles. Using the knowledge his father taught to him, he reads the Sumarian language on the scroll and finds himself in a contract with the goddess Inana, who tells him to collect the love juices of his sisters in the bottles before the next full moon or else a terrible horror will befall him. (Source: ANN)","['Adaptation (Light Novel) Imouto Jiru', '']",Imouto Jiru,,,,,['Hentai'],
94,"Jungle wa Itsumo Haré nochi Guu Final, Jungle wa Itsumo Hale Nochi Guu Final, Haré+Guu Final, Hare+Guu Final",ジャングルはいつもハレのちグゥ　ＦＩＮＡＬ,,['OVA'],7,Finished Airing,"Dec 21, 2003 to Jun 25, 2004",,,"['Bandai Visual', 'Square Enix', 'Sotsu']","None found,",['Shin-Ei Animation'],['Manga'],"['Award Winning', 'Comedy', 'Slice of Life']",['Gag Humor'],['Shounen'],26 min. per ep.,PG-13 - Teens 13 or older,7.60,#1575,#6644,"10,426",14,5653,"Haré's family receives a video letter from Weda's home in the city. Witnessing how sad and lonely Weda's mother and Bel are without her, Weda decides to take Haré and Guu back to the city for a while. After Haré complains about being bored and lonely without his friends in the jungle (as part of his plot to persuade his mother to take him back), Weda decides to send him to a private school in the city, where he instanly falls in love with a pretty girl named Rita. But, of course, Guu wants part of the action too. (Source: ANN)","['Prequel (OVA) Jungle wa Itsumo Hare nochi Guu Deluxe', '']",Jungle wa Itsumo Hare nochi Guu Final,,,,,,
95,,大悪司,Daiakuji -The Xena Buster-,['OVA'],6,Finished Airing,"Nov 27, 2003 to May 27, 2005",,,['Green Bunny'],['Adult Source Media'],['Shinkuukan'],Visual novel,,,,29 min. per ep.,Rx - Hentai,6.63,N/A,#7324,"8,253",34,3315,"Yamamoto Akuji noticed that the world is a totally different place after his release from prison. He experiences Osaka as something very new and strange after he got out of prison. During his imprisonment, the hierarchal structure flipped upside down, making it a world where the women dominated over men. Militia, churches, businesses and private businesses are operated by a female figure. Men were powerless, being controlled and enslaved by the women in Osaka. Being angered by the situation, Akuji and his partner Satsu begin their payback by teaching the stuck-up women in Osaka a little lesson...",[],Daiakuji: The Xena Buster,,,,,['Hentai'],
96,,ピジョンブラッド,,['OVA'],2,Finished Airing,"Nov 28, 2003 to Mar 26, 2004",,,['Discovery'],"None found,",['AT-2'],Visual novel,,,,30 min. per ep.,Rx - Hentai,5.34,N/A,#8767,"5,278",15,2016,"Pigeon Blood tells the story of a guy who lost his memory and for some reason is the ""master"" of a mansion full of sex slaves. Some other day, the main guy is intercepted by a cute girl who surprisingly asks him to let her be his slave, and she'll do whatever for him. Based on a game by Abogado Powers. (Source: ANN)",[],Pigeon Blood,,,,,['Hentai'],
97,,ONE ～輝く季節へ～ True Stories,,['OVA'],3,Finished Airing,"Nov 21, 2003 to May 28, 2004",,,['CherryLips'],['Media Blasters'],['Arms'],Visual novel,,,,30 min. per ep.,Rx - Hentai,6.21,N/A,#9512,"4,138",12,1675,"In 1998 winter, another world happens to come to existence in me, though I used to be a normal student. It is covering my ordinary life as the snow covers the ground. Until then, I haven't noticed, what has stayed unchanged in my daily life, the familiar scenes that have always been there, the warmth of the person whom I haven't noticed that I love her. They have existed to bind me in this world in order not to let me leave. It is the moment when I begin look for the bind and the significant person, for the first time. The time goes, and the sun gradually begins to shine the season. I wonder where I will be, and who will grip my hand.","['Prequel (OVA) One: Kagayaku Kisetsu e', '']",One: Kagayaku Kisetsu e - True Stories,,,,,['Hentai'],
98,"Binetsukko flat 37, Binetsukko b37℃",微熱っ娘　♭[フラット]37℃　THE　ANIMATION,,['OVA'],2,Finished Airing,"Nov 28, 2003 to Feb 27, 2004",,,['Pink Pineapple'],"None found,",['Maboroshi Koubou'],['Manga'],,,,27 min. per ep.,Rx - Hentai,5.95,N/A,#9527,"4,119",3,1291,"Mutsumi Kagidou finds herself being blackmailed by a perverted student, Inuhiko. The blackmail material? An embarrassing photo of her. In order to get the photo back, she becomes Inuhiko's sex slave and they have all kinds of debauched sex. After a while though, Mustumi tells Inuhiko to forget about the photo since she doesn't mind being his sex slave anymore. And so, a 'unique' relationship is formed between the two of them. (Source: BakaBT)","['Adaptation (Manga) ♭37℃', '']",Binetsukko ♭37℃ The Animation,"['Harem', 'School']",,,,['Hentai'],
99,Aquarian Age: Saga 2,アクエリアンエイジ Saga II ~Don't forget me...~,Aquarian Age: The Movie,['OVA'],1,Finished Airing,"Nov 21, 2003",,,['Broccoli'],['Synch-Point'],['Madhouse'],Card game,"['Action', 'Fantasy']",['Super Power'],,1 hr.,PG-13 - Teens 13 or older,5.76,#11098,#9596,"4,028",1,1374,"During the chaotic period known in Western astrology as the Aquarian Age, the alien ERASER fleet attacks Earth, ravaging cities. However, a counteroffensive is launched. The four factions—ARAYASHIKI, WIZDOM, DARKLORE, and E.G.O.—who have been fighting each other for control of Earth, join forces to defeat the ERASERS. In the aftermath, Earth is placed under the unified rule of the POLESTAR EMPIRE. However, peace is shattered when the EMPIRE begins to use forbidden magic. These dark powers cause dimensional rifts around the world and once again plunge Earth into chaos and warfare. (Source: AniDB)","['Prequel (TV) Aquarian Age: Sign for Evolution', '']",Aquarian Age: Saga II - Don't Forget Me...,,,,,,
100,,学艶七不思議,Sex Craft,['OVA'],2,Finished Airing,"Oct 25, 2003 to Feb 25, 2004",,,['Milky Animation Label'],"None found,",['Studio Jam'],['Manga'],"['Supernatural', 'Hentai']",,,28 min. per ep.,Rx - Hentai,6.10,N/A,#9627,"3,990",2,1232,"When Kumi and her friends play around with a witchboard, they accidentally summon a malevolent ghost. The ghost possesses the girls, using them to steal people's sexual energy. Soon, Kumi is no longer acting on her own freewill and is unconsciously seeking sex with men. Frightened, Kumi seeks the council of an exorcist, Mia Kakuta. Meanwhile, a rapist with other-worldly powers is on the loose. When exorcist Mia investigates, she finds a man with an insatiable sexual appetite looking to fulfill his lust in death that he couldn't in life.",[],Gakuen Nanafushigi,,,,,,
101,Comic Party OVA,こみっくパーティーRevolution,,['OVA'],4,Finished Airing,"Dec 22, 2003 to Nov 26, 2004",,,['AQUAPLUS'],"None found,",['Chaos Project'],Visual novel,,['Otaku Culture'],,30 min. per ep.,PG-13 - Teens 13 or older,6.38,#7793,#9738,"3,871",2,1366,"A college student, Sendō Kazuki, happened to set foot in the doujinshi community. There, people are producing and selling doujinshi, which is the comic book drawn by fans rather than professional writers. At first he was reluctant, but as he met the girls earnest about producing doujinshi, he was gradually involved in creating it himself. This series is based on a Dreamcast/PC game, ""Comic Party"", and its setting is different from the TV series. The main characters, Kazuki, Taishi, and Mizuki are college students whereas they were high school students in the TV series. The story starts after Kazuki has become acquainted with other characters. (Original description from AnimeNfo)","['Prequel (TV) Comic Party', '']",Comic Party Revolution OVA,,,,,['Comedy'],
102,Closing Hospital,閉鎖病院,Naughty Nurses,['OVA'],2,Finished Airing,"Dec 12, 2003 to Mar 12, 2004",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Original,,,,28 min. per ep.,Rx - Hentai,5.83,N/A,#10148,"3,388",4,1112,"Once again have a prescription for lust! In NAUGHTY NURSES, Aoshima General Hospital is well known for its sexy staff that fulfill their patients' every need! Nimura and Mayu are having major relationship problems. Too nervous to have sex with Mayu, Nimura decides that it'll be better if they just break up. But while they might want to go their own separate ways, fate has its own plans for the two of them. Both Nimura and Mayu end up working at Aoshima General Hospital! While having to work together might be uncomfortable for them, it's also stirring up a lot of gossip among the hospital's staff. But the gossip isn't really having much of an impact on either of them since the hospital's sexy staff and horny patients are keeping them on call night and day! The young nurse Satsuki taunts Nimura relentlessly with her hot body… the voluptuous head-nurse Ryoko seems to have her mind set on landing him in bed... not to mention that the patients can't get enough of him! All of this attention is great, but Nimura is still struggling with his feelings for Mayu and seeing her every day is making him more anxious than ever. Will this young couple find a way to patch things up despite all of the sexual distractions?",[],Heisa Byouin,,,,,['Hentai'],
103,Moekan Company OVA,モエかん THE ANIMATION,,['OVA'],3,Finished Airing,"Dec 19, 2003 to Jul 23, 2004",,,"['KSS', 'Omnibus Promotion']","None found,","['No Side', 'Axis']",Visual novel,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",,,31 min. per ep.,R+ - Mild Nudity,5.39,#12478,#10135,"3,402",0,1081,"An anarchistic country that is said to dominate the world exists on a vast island known as Moekko Island. This is where the final works of AC Company's android combat maids (resembling beautiful young girls) are done, also where these maids get there communication training. A new maid is to come to the island to be trained, Rinia, she is a young looking girl, who has lost her all of her memories, she tries very hard to impress the owner at Moekko island, but just ends up making a lot of trouble around the mansion. Takahiro, the owner of Moekko island, a depressive young man who has also lost his memories is seen as a very unhappy person who thinks Rinia will only be trouble around the mansion. As time passes, Takahiro slowly grows attached to Rinia's attempted ways of helping and so starts a beautiful relationship among the quiet island. (Source: ANN)",[],Moekan The Animation,,,,,,
104,,Darcrows,DARCROWS,['OVA'],2,Finished Airing,"Oct 25, 2003 to Jan 25, 2004",,,['Dream Force'],"None found,",['Shura'],Visual novel,,,,27 min. per ep.,Rx - Hentai,5.70,N/A,#10284,"3,241",6,1108,"Based on a game by Alice Soft. Two large countries, Leben and Carnea, had been ruled by the kings who were men of character, and people in these countries had been living peacefully. However, Leben suddenly intruded into Carnea, and the two countries began to war. The even fights had continued for more than six months, but when the king of Carnea died of illness, gradually Leben got the better of Carnea. In these days, a man in a black suit visited Carnea. He had been a vice leader of the Carnea Knights, Claude, who had suddenly disappeared eight years before. His appearance had changed completely, and that made them suspicious. But when he said he had a plan to beat Leben, they gave their ears to him. He said that they would hire experienced mercenary solders, and that the queen and princesses would sell their bodies to earn money. The queen and her daughter accepted his plan, and they began to take his ""lessons"". (Source: AnimeNFO)",[],Darcrows,,,,,['Hentai'],
105,,くノ一幕末奇譚,The Last Kunoichi,['OVA'],2,Finished Airing,"Dec 25, 2003 to May 25, 2004",,,"['Milky Animation Label', 'MS Pictures']","None found,",['Dream Entertainment'],Original,,,,30 min. per ep.,Rx - Hentai,5.85,N/A,#10290,"3,238",5,903,"The winds of revolution howl through Kyoto as the Tokugawa era comes to a violent close. Will Kaede, Kikyoo, and Ayame follow the ninja code of honor and face their vicious destiny, or escape to another world? Will their love for each other and the men they are destined to betray effect their fate? But now, a secret command forces them to risk their lives. Their passions will ignite as our story begins... (Source: Adultsourcemedia.com)",[],Kunoichi Bakumatsu Kitan,,,,,['Hentai'],
106,Nami SOS! First Battle,奈美SOS!,Sexy Sailor Soldiers,['OVA'],1,Finished Airing,"Oct 25, 2003",,,"None found,",['Critical Mass Video'],['APPP'],['Manga'],"['Action', 'Comedy', 'Hentai']",['Super Power'],,27 min.,Rx - Hentai,5.48,N/A,#10329,"3,194",8,1189,"Nami Koishikawa's incredibly large breasts and luscious figure got her a lot of admirers, but she never really thought anything of it. Sure, she enjoyed wearing skimpy work uniforms that threatened to cause her breasts to pop out at any time, however those luscious curves get her into real trouble late one night when Nami rushes to the aid of an injured woman behind the restaurant where she works. The woman hands her a strange looking pendant and begs her to ""take her place""... (Source: ANN)",[],Sexy Sailor Soldiers,,,,,,
107,Kanariya wa Kago no Naka,カナリヤは籠の中,Cage,['OVA'],2,Finished Airing,"Oct 25, 2003 to Jan 25, 2004",,,['Milky Animation Label'],"None found,",['Studio Jam'],['Manga'],,,,27 min. per ep.,Rx - Hentai,5.98,N/A,#11034,"2,599",5,904,"Sakimi, a student, finds herself in a pinch. Having been betrayed by her previous boyfriend, she finds herself in incredible amounts of debt. She turns desperate, and seeks help from a man who runs a ""gentleman's service"", who confines her to a room 24/7, only allowing her out to preform her tasks."" In there, she discovers Mana Fujidoh, a mysterious young girl. Sakimi seeks to break the bonds placed on her, and free her and Mana from this hellish world of sexual desires and cosplay perversions. (Source: ANN)",[],Canary wa Kago no Naka,,,,,['Hentai'],
108,,機動新撰組　萌えよ剣,Moeyo Ken,['OVA'],4,Finished Airing,"Nov 19, 2003 to Feb 18, 2004",,,['Pony Canyon'],['ADV Films'],"['Trinet Entertainment', 'Picture Magic']",Game,"['Adventure', 'Comedy']",['Historical'],,25 min. per ep.,PG-13 - Teens 13 or older,5.67,#11522,#11643,"2,173",1,676,"Set in the Meiji era, Kidou Shinsengumi Moeyo Ken tells the story of Kondou Yuuko, Hijikata Toshie and Okita Kaoru. These three are the daughters of former Shinsengumi members and, in the same fashion as their fathers were, they get called upon to protect Japan from its current problems. Much of their work deals with vanquishing the mysterious paranormal phenomena springing up ever more frequently in the Kyoto area and defending the city from any other dangers that may arise.",[],Kidou Shinsengumi Moeyo Ken,,,,,,
109,,キングダム・オブ・カオス 〜ボーン・トゥー・キル〜,,['OVA'],4,Finished Airing,"Oct 24, 2003 to Apr 23, 2004",,,['Idea Factory'],"None found,","None found,",Game,,,,29 min. per ep.,PG-13 - Teens 13 or older,5.41,#12375,#13135,"1,361",1,215,"Neverland is a world where humans, demons and dieux live peacefully. Lord of the Kingdom of Bjor, wants to conquer the world... Anime based on the online game ""Kingdom of Chaos (K.O.C.)"". (Source: AniDB)",[],Kingdom of Chaos: Born to Kill,,,,,['Fantasy'],
110,,零媚耶,,['OVA'],1,Finished Airing,"Dec 20, 2003",,,['Media Station'],"None found,","None found,",Original,,,,28 min.,Rx - Hentai,4.84,N/A,#14590,921,0,284,"Duke Maerck cuts a deal with an ancient Japanese sex demon named Rebiya. Now, 200 years after that fateful pact was sealed, Rebiya continues to feed into the dark hungers of hatred, revenge and lust that lay in the primordial soul of all mankind. [Written by watashiwaren]",[],Rebiya,,,,,['Hentai'],
111,,ハートカクテルアゲイン,,['OVA'],1,Finished Airing,"Oct 22, 2003",,,"None found,","None found,",['HAL Film Maker'],['Manga'],,,['Seinen'],41 min.,PG-13 - Teens 13 or older,6.35,#7974,#15182,772,1,201,An OVA produced to celebrate the 20th anniversary of Watase Seizou's Heart Cocktail manga. (Source: AniDB),[],Heart Cocktail Again,,,,,['Romance'],
112,"Ga-Ra-Ku-Ta: Mr. Stain on Junk Alley: Epilogue, Garakuta-dori no Sutein: Epilogue",ガラクタ通りのステイン,Mr. Stain on Junk Alley: Epilogue,['OVA'],1,Finished Airing,"Oct 11, 2003",,,"None found,",['Funimation'],"None found,",Unknown,,,,31 min.,PG - Children,6.21,#8767,#15863,649,1,257,DVD only episode.,[],Garakuta-doori no Stain: Epilogue,,,,,['Comedy'],
113,Nyankosu,ニャンコス Hello! Our Brilliant Future,,['OVA'],1,Finished Airing,"Dec 17, 2003",,,['Nippon Columbia'],"None found,",['OLM Digital'],Original,,['Space'],,25 min.,G - All Ages,4.90,#13334,#17233,484,0,178,"Nyancos are UFO-riding cat women from space. They are whimsical, charming, and love all things beautiful and artistic as they watch worlds blossom. The OVA contains no dialogue, only background music.",[],Nyancos: Hello! Our Brilliant Future,,,,,['Sci-Fi'],
