,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Demographics
37,,爆TECH!爆丸ガチ,,,,,['TV'],39,Finished Airing,"Apr 6, 2013 to Dec 28, 2013",['Spring 2013'],Unknown,['Shogakukan Music & Digital Entertainment'],"None found,","None found,",Unknown,,,['Shounen'],5 min. per ep.,PG - Children,5.81,#10873,#11372,"2,350",0,925,BakuTech! Bakugan Gachi is the sequel to the BakuTech! Bakugan series.,"['Prequel (TV) Baku Tech! Bakugan', 'Sequel (ONA) Baku Tech! Bakugan Gachi Special']",Baku Tech! Bakugan Gachi,['Strategy Game'],['Action'],
38,Mini Vanguard,みにヴぁん,,,,,['TV'],37,Finished Airing,"Apr 6, 2013 to Dec 14, 2013",['Spring 2013'],Saturdays at 08:00 (JST),"None found,","None found,",['DLE'],['4-koma manga'],,"['Parody', 'Strategy Game']",,3 min. per ep.,PG-13 - Teens 13 or older,6.70,#5878,#11473,"2,280",5,861,An animated flash series of the manga Mini Vanguard.,"['Sequel (TV) Mini Van 2nd Season', 'Adaptation (Manga) Mini Van']",Mini Van,,['Comedy'],
39,Glass Mask desu ga,ガラスの仮面ですが,,,,,['TV'],3,Finished Airing,"Apr 7, 2013 to Apr 21, 2013",['Spring 2013'],Unknown,"None found,","None found,",['DLE'],['Manga'],,,['Shoujo'],3 min. per ep.,PG-13 - Teens 13 or older,5.37,#12510,#12461,"1,675",0,366,"The anime re-imagines the story with the characters Maya Kitajima and her rival Ayumi Himekawa being delinquent girls who both aspire to be the leader of the ""Crimson Goddess"" gang.","['Sequel (TV) Glass no Kamen desu ga to Z', 'Adaptation (Manga) Glass no Kamen']",Glass no Kamen desu ga,['Parody'],['Comedy'],
40,,探検ドリランド-1000年の真宝（まほう）-,,,,,['TV'],51,Finished Airing,"Apr 6, 2013 to Mar 29, 2014",['Spring 2013'],Unknown,"['TV Tokyo', 'GREE']","None found,",['Toei Animation'],Unknown,"['Adventure', 'Fantasy']",,,24 min. per ep.,PG - Children,6.03,#9775,#12678,"1,557",0,264,"1,000 years after Princess Mikoto's era, all hunters have been sealed into cards due to a certain incident in the past. Adventurous boy Hagan becomes the key to freeing these sealed hunters, and travels along with his friends to find these cards, sometimes facing treacherous battles. (Source: ANN)",[],Tanken Driland: 1000-nen no Mahou,,,
41,,デュエル・マスターズ ビクトリーV3,Duel Masters Victory V3,,,,['TV'],51,Finished Airing,"Apr 6, 2013 to Mar 29, 2014",['Spring 2013'],Unknown,"['TV Tokyo', 'Shogakukan-Shueisha Productions']","None found,",['Shogakukan Music & Digital Entertainment'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,PG-13 - Teens 13 or older,5.63,#11674,#13114,"1,364",3,348,In this series the story continues after Katta Kirifuda defeats the YA.RA.SI band and also gains back his popularity by defeating Leo and his sidekick Nai Minamimo. In this series Katta will use a new race of Outrage creatures against the opposing new race of Oracle deck users. Also in the creature world a new time era will start off. (Source: Duel Masters Wikia),"['Prequel (TV) Duel Masters Victory V', 'Sequel (TV) Duel Masters VS']",Duel Masters Victory V3,,,
42,Balala the Fairies Season 2,巴啦啦小魔仙之奇迹舞步,Balala the Fairies: Miracle Dance,,,,['TV'],52,Finished Airing,"Apr 19, 2013 to Apr 2014",['Spring 2013'],Unknown,"['B.CMAY PICTURES', 'Alpha Group']","None found,",['Alpha Animation'],Original,"['Comedy', 'Fantasy']",,,24 min. per ep.,PG - Children,5.89,#10494,#13487,"1,233",2,319,"The kingdom of Gemini is attacked by the evil Queen Halle. The twin princesses of the kingdom are missing, so is the important Night Star Box, which has affected planets including Earth. The fairy Queen had sent Prince You Le and Sally to Earth, looking for the Night Star Box with the help of Maggie and Michelle. Then the gang found out one of the girls who takes dance lessons with Maggie and Michelle is one of the missing princesses, Bei Bei! The mission to find the Night Star Box and the the still missing princess, Ya Ya, is now on the shoulder of the fairies. (Source: Mahou Shoujo Wikia, edited)","['Prequel (TV) Balala Xiao Mo Xian: Caihong Xin Shi', 'Sequel (TV) Balala Xiao Mo Xian: Meng Huan Xuan Lu']",Balala Xiao Mo Xian: Qiji Wubu,['Mahou Shoujo'],,
43,,マジンガーZIP!,,,,,['TV'],227,Finished Airing,"Apr 8, 2013 to Mar 28, 2014",['Spring 2013'],Not scheduled once per week,"['Nippon Television Network', 'Oddjob']","None found,",['Kate Arrow'],Unknown,,,,1 min. per ep.,G - All Ages,5.50,#12100,#13586,"1,203",0,297,"This is a series of animated flash-shorts produced on NTV's ZIP!, set to replace ZIP!'s previous anime parody short Ohayou Ninja-tai Gatchaman. Mazinger ZIP! features the same characters from the original Mazinger Z series involved in a series of small comedic sketches. Some episodes have the Gatchaman team make an appearance. (Source: Mazinger Wiki)","['Prequel (TV) Ohayou Ninja-tai Gatchaman', 'Sequel (TV) Ohayou Hakushon Daimaou']",Mazinger ZIP!,['Mecha'],['Comedy'],
44,,団地ともお,,,,,['TV'],78,Finished Airing,"Apr 6, 2013 to Feb 7, 2015",['Spring 2013'],Saturdays at 09:30 (JST),"['NHK', 'Shogakukan Music & Digital Entertainment']","None found,","None found,",['Manga'],,,['Seinen'],24 min. per ep.,G - All Ages,6.14,#9154,#13732,"1,154",1,184,It's a heartwarming and sometimes nonsense comedy about an elementary school boy Tomoo Kinoshita.,"['Adaptation (Manga) Danchi Tomoo', '']",Danchi Tomoo,,['Comedy'],
45,"Linetown, raintaun",ラインタウン,Line Town,,,,['TV'],50,Finished Airing,"Apr 3, 2013 to Mar 26, 2014",['Spring 2013'],Wednesdays at Unknown,['Shogakukan Music & Digital Entertainment'],"None found,","None found,",Other,,,['Kids'],24 min. per ep.,PG-13 - Teens 13 or older,6.27,#8450,#13803,"1,127",1,259,"Featuring characters from NHN's popular app such as Moon, Brown, Connie, James, Jessica, and Sally living happily together in Line Town.",[],Line Town,['Workplace'],['Comedy'],
46,A Duck's Life,ぢべたぐらし あひるの生活,,,,,['TV'],39,Finished Airing,"Apr 7, 2013 to Mar 30, 2014",['Spring 2013'],Unknown,"None found,","None found,","None found,",['Web manga'],"['Comedy', 'Slice of Life']",,,3 min. per ep.,G - All Ages,5.74,#11208,#14074,"1,056",1,256,"The story follows the daily life of a group of birds, including a duck, an old nihilistic great grey owl, and a gluttonous Caique parrot. (Source: ANN)","['Sequel (ONA) Dibetagurashi: Ahiru no Seikatsu - Ahiru no Sumu Shima', 'Adaptation (Manga) Dibetagurashi']",Dibetagurashi: Ahiru no Seikatsu,,,
47,Glass Mask desu ga to Z,ガラスの仮面ですが と Z,,,,,['TV'],14,Finished Airing,"Apr 28, 2013 to Jul 28, 2013",['Spring 2013'],Unknown,"None found,","None found,",['DLE'],['Manga'],,,['Shoujo'],3 min. per ep.,PG-13 - Teens 13 or older,5.87,#10578,#14055,"1,063",1,212,A continuation of the previous season under a new director and new name.,"['Prequel (TV) Glass no Kamen desu ga', 'Sequel (Special) Glass no Kamen desu ga to Z Specials']",Glass no Kamen desu ga to Z,['Parody'],['Comedy'],
48,Eagle Talon MAX,秘密結社鷹の爪 MAX,,,,,['TV'],38,Finished Airing,"Apr 5, 2013 to Feb 21, 2014",['Spring 2013'],Unknown,"None found,","None found,",['DLE'],Unknown,,"['Parody', 'Super Power']",,5 min. per ep.,PG-13 - Teens 13 or older,6.01,#9892,#15816,654,0,137,Sequel to the previous season.,"['Prequel (TV) Himitsukessha Taka no Tsume NEO', 'Sequel (TV) Himitsukessha Taka no Tsume EX']",Himitsukessha Taka no Tsume MAX,,['Comedy'],
49,Bakushishi Gasshin Ziguru Hazeru,爆獣合神ジグルハゼル,,,,,['TV'],6,Finished Airing,"Apr 6, 2013 to Dec 2013",['Spring 2013'],Not scheduled once per week,"None found,","None found,",['Production Reed'],Other,,,,2 min. per ep.,PG - Children,[],#16783,#15853,647,1,,"The anime is based on MegaHouse's line of Ziguru Hazeru (literally, ""Jiggle and Pop Out"") mecha toys that allow people to remove parts from the joints and add different parts in their place. In addition, if one combines together Hazeru Gokuu, Hazeru Sagojo, and Hazeru Hakkai, the resulting mecha will be Hazeru Seioh, allowing for users to combine their toys together. The ZIGURUHAZERU animated series is based on the upcoming original toy line of the same name from MegaHouse, featuring cool robot toys modelled after characters from the famous Journey to the West tale.",[],Bakujuu Gasshin Ziguru Hazeru,['Mecha'],['Action'],
50,,トレインヒーロー,,,,,['TV'],26,Finished Airing,"Apr 2, 2013 to Sep 26, 2013",['Spring 2013'],Unknown,['TV Tokyo'],"None found,","None found,",Unknown,,,['Kids'],24 min. per ep.,G - All Ages,[],#14999,#16175,603,6,,"2100A.D. The world has entered a new age of super high-speed railways. The World Railway Conference has introduced the Laser Rail, a whole new form of travel in which trains are no longer confined to the ground. To operate on the Laser Rail, the Train Base is established. Here, trains from across the globe, installed with artificial intelligences and robot bodies. Thus the Train Heroes are born. Within the Train Base, these Train Heroes undergo strict training sessions. On occasion, they are called upon to assist in disaster rescue and relief. (Source: AniDB)","['Sequel (Movie) Train Heroes Movie', '']",Train Heroes,,,
51,,鉄人28号ガオ!,,,,,['TV'],151,Finished Airing,"Apr 6, 2013 to Mar 26, 2016",['Spring 2013'],Saturdays at 04:52 (JST),['Fuji TV'],"None found,","['Eiken', 'TYO Animations']",['Manga'],,,,5 min. per ep.,G - All Ages,[],#14811,#16153,605,0,,"This series of anime shorts, roughly five minutes in length, will focus on protagonist Shoutarou Kaneda's everyday life instead of focusing on battle scenes as previous Tetsujin 28 titles have done. The visuals of the title robot, its nemesis Black Ox, and other elements will have a pop-art style. (Source: ANN)",[],Tetsujin 28-gou Gao!,['Mecha'],['Slice of Life'],
52,Ikemen Kyuugotai Nurse Angels,イケメン救護隊 Nurse Angels,,,,,['TV'],10,Finished Airing,"Apr 26, 2013 to Jun 28, 2013",['Spring 2013'],Unknown,"['Kyotoma', 'PoPoCo']","None found,","None found,",Unknown,,,,3 min. per ep.,PG-13 - Teens 13 or older,[],#18847,#17044,500,1,,Features 5 nurses working at the secret service at International Medical Center. (Source: CDJapan),[],Ikemen Kyuugo-tai Nurse Angels,,['Comedy'],
53,,ぼくは王さま (2013),,,,,['TV'],12,Finished Airing,"Apr 6, 2013 to Jun 22, 2013",['Spring 2013'],Unknown,"None found,","None found,",['Graphinica'],Picture book,,,['Kids'],24 min. per ep.,PG - Children,[],#17010,#17224,481,0,,"Boku wa Ousama is a show based on a book series by Teruo Teramura and Shizuko Wakayama. The first book came out in 1959 and 49 more volumes followed, making it one of the most popular children's book in Japan. The books and the anime follow the misadventures of Ou-sama, a silly, gluttonous, lazy but overall very lovely and cute king as he seeks elephant eggs (they make the biggest omelets, his favorite dish!) hide toys in the forest just to prank his three wise counselors, or ride the bike around the castle.",[],Boku wa Ousama (TV),,,
54,Brinken: Finger Skate Generation,翼空之巅,Brinken: Skate Revolution,,,,['TV'],40,Finished Airing,"Apr 2013 to Apr 2, 2015",['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Sports']",,['Kids'],23 min. per ep.,G - All Ages,[],#16026,#18160,406,2,,"In a city of the future, many kids can play with Finger Skateboards--skateboards that can move a simulated character in a battle at will of the player. Our main character enters shop and joins the game along with his 3 friends. They kids go on many adventures and compete against Alexander, the son of a rival company competing against the original shop.",[],Yi Kong Zhi Dian,,,
55,Dancer Clinoppe,踊り子クリノッペ,,,,,['TV'],26,Finished Airing,"May 9, 2013 to Nov 28, 2013",['Spring 2013'],Unknown,['GREE'],"None found,",['TYO Animations'],Unknown,"['Comedy', 'Slice of Life']",,,2 min. per ep.,G - All Ages,[],#20779,#18455,386,0,,"The surreal, comical television anime follow the daily life of Clinoppe and an office lady named Onei-san. (Source: ANN) Based on GREE's Odoriko Clinoppe Creature-Raising Game.",[],Odoriko Clinoppe,,,
56,,リトル・チャロ4 英語で歩くニューヨーク,Little Charo 4: New York Again,,,,['TV'],36,Finished Airing,"Apr 3, 2013 to Dec 18, 2013",['Spring 2013'],Wednesdays at 22:00 (JST),['NHK'],"None found,",['Spooky graphic'],Original,,,['Kids'],5 min. per ep.,G - All Ages,[],#19833,#19411,319,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Little Charo', '']",Little Charo 4: Eigo de Aruku New York,['Educational'],['Adventure'],
57,"Mianju Zhanshen, 面具战神",마스크 마스터즈,,,,,['TV'],26,Finished Airing,"Apr 20, 2013 to Oct 19, 2013",['Spring 2013'],Unknown,"None found,","None found,","None found,",Unknown,"['Action', 'Adventure']",,,22 min. per ep.,PG - Children,[],#20058,#19698,302,2,,"A show about siblings in which one is chosen by a certain power of an animal, and this older brother finds new friends along his adventure. With his friends he seeks greater animals harming innocent people and places. Having to save his loved ones and challenge people who are stronger than him.","['Sequel (TV) Chao Bian Wu Shou', '']",Mask Masters,,,
58,,虹猫蓝兔奥悠国历险记,,,,,['TV'],48,Finished Airing,"Mar 18, 2013 to Jun 6, 2013",['Spring 2013'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],17 min. per ep.,G - All Ages,[],#18625,#21583,199,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hong Mao Lan Tu: Meng Guo Li Xian Ji', 'Sequel (TV) Hong Mao Lan Tu: Kuaile Shizi']",Hong Mao Lan Tu: Ao You Guo Lixian Ji,,,
59,Qi Cai Shi Jie,七彩世界,,,,,['TV'],26,Finished Airing,May 2013 to Aug 2013,['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],14 min. per ep.,PG - Children,[],#21242,#23177,131,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Qicai Shijie,,,
60,,少年师爷之信义小侠客,,,,,['TV'],26,Finished Airing,Apr 2013 to Nov 2013,['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,[],#14068,#23878,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Shaonian Shiye: Ren Shanxing Tianxia', 'Sequel (TV) Shaonian Shiye: Zhili Wanshitong']",Shaonian Shiye: Xinyi Xiao Xiake,['Historical'],,
61,,少年师爷之知礼万事通,,,,,['TV'],26,Finished Airing,Apr 2013 to Aug 2013,['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,[],#14072,#23961,112,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Shaonian Shiye: Xinyi Xiao Xiake', 'Sequel (TV) Shaonian Shiye: Yongzhe Chuang Jiangnan']",Shaonian Shiye: Zhili Wanshitong,['Historical'],,
62,,八闽精灵夺宝记,,,,,['TV'],26,Finished Airing,Mar 2013 to Dec 2013,['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],15 min. per ep.,PG - Children,[],#16701,#24555,101,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ba Min Jingling Duo Bao Ji,,['Fantasy'],
63,,꼬마신랑 쿵도령,Little Groom Koong,,,,['TV'],26,Finished Airing,"Mar 19, 2013 to Sep 10, 2013",['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],24 min. per ep.,PG - Children,[],#19471,#24613,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kkoma Sinlang Kung Dolyeong,,['Comedy'],
64,,如意酷宝之山寨鸡,,,,,['TV'],52,Finished Airing,Mar 2013 to Jul 2013,['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],12 min. per ep.,PG - Children,[],#21459,#24931,96,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ruyi Ku Bao: Shanzhai Ji,,['Fantasy'],
65,,如意酷宝之奇异狗,,,,,['TV'],52,Finished Airing,Apr 2013 to Jul 2013,['Spring 2013'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],12 min. per ep.,PG - Children,[],#21457,#25066,94,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ruyi Ku Bao: Qiyi Gou,,['Fantasy'],
66,HxH (2011),HUNTER×HUNTER（ハンター×ハンター）,Hunter x Hunter,Hunter x Hunter,Hunter x Hunter,Hunter X Hunter,['TV'],148,Finished Airing,"Oct 2, 2011 to Sep 24, 2014",['Fall 2011'],Sundays at 10:55 (JST),"['VAP', 'Nippon Television Network', 'Shueisha']",['VIZ Media'],['Madhouse'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,9.03,#8,#8,"2,983,947","218,610",1853746,"Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased. Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path. During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world. [Written by MAL Rewrite]","['Adaptation (Manga) Hunter x Hunter', '']",Hunter x Hunter (2011),,,
67,Naruto Hurricane Chronicles,-ナルト- 疾風伝,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.28,#303,#16,"2,596,938","115,599",1727961,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,['Martial Arts'],,
68,OP,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,495,184","234,608",1418799,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,
69,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#433,#705,"360,699","15,330",164277,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,['Detective'],,
70,Chihayafull 2,ちはやふる 2,,Chihayafuru Staffel 2,,Chihayafuru Saison 2,['TV'],25,Finished Airing,"Jan 12, 2013 to Jun 29, 2013",['Winter 2013'],Saturdays at 01:53 (JST),"['VAP', 'Nippon Television Network']",['Sentai Filmworks'],['Madhouse'],['Manga'],"['Drama', 'Sports']","['Love Polygon', 'School', 'Strategy Game']",['Josei'],22 min. per ep.,PG-13 - Teens 13 or older,8.38,#211,#1064,"243,103","1,645",134012,"Chihaya Ayase is obsessed with developing her school's competitive karuta club, nursing daunting ambitions like winning the national team championship at the Omi Jingu and becoming the Queen, the best female karuta player in Japan—and in extension, the world. As their second year of high school rolls around, Chihaya and her fellow teammates must recruit new members, train their minds and bodies alike, and battle the formidable opponents that stand in their way to the championship title. Meanwhile, Chihaya's childhood friend, Arata Wataya, the prodigy who introduced her to karuta, rediscovers his lost love for the old card game. [Written by MAL Rewrite]","['Prequel (TV) Chihayafuru', 'Sequel (TV) Chihayafuru 3', 'Adaptation (Manga) Chihayafuru', '']",Chihayafuru 2,,,
71,Uchuu Kyodai,宇宙兄弟,Space Brothers,Space Brothers,Uchuu Kyoudai: Space Brothers,Space Brothers,['TV'],99,Finished Airing,"Apr 1, 2012 to Mar 22, 2014",['Spring 2012'],Sundays at 07:00 (JST),"['Yomiuri Telecasting', 'Trinity Sound']",['Sentai Filmworks'],['A-1 Pictures'],['Manga'],,"['Adult Cast', 'Space', 'Workplace']",['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,8.48,#150,#1271,"201,169","3,888",54185,"On a fateful summer night in 2006, Mutta Nanba and his younger brother Hibito witness what they believe to be a UFO flying toward the Moon. This impressing and unusual phenomenon leads both siblings vowing to become astronauts, with Hibito aiming for the Moon and Mutta, convinced that the eldest brother has to be one step ahead, for Mars. Now an adult, life hasn't turned out how Mutta had pictured it: he is diligently working in an automotive company, whereas Hibito is on his way to be the very first Japanese man to step on the Moon. However, after losing his job, Mutta is presented with an unexpected opportunity to catch up to his younger brother when the Japanese Aerospace Exploration Agency, commonly known as JAXA, accepts his application to participate in the next astronaut selection. Despite self-doubts about his prospects, Mutta is unwilling to waste this chance of a lifetime, and thus embarks on an ambitious journey to fulfill the promise made 19 years ago. [Written by MAL Rewrite]","['Prequel (Movie) Uchuu Kyoudai: Number Zero', 'Adaptation (Manga) Uchuu Kyoudai']",Uchuu Kyoudai,,['Comedy'],
72,,頭文字 D Fifth Stage,,,,,['TV'],14,Finished Airing,"Nov 4, 2012 to May 10, 2013",['Fall 2012'],Unknown,"['Avex Entertainment', 'Animax']","None found,",['SynergySP'],['Manga'],"['Action', 'Drama']",,['Seinen'],27 min. per ep.,PG-13 - Teens 13 or older,8.11,#518,#1571,"160,325",793,84000,"After earning a series of difficult victories in the prefectures of Tochigi, Saitama, and Ibaraki, the drivers of Project D—an amateur street driving group led by ex-street driver and expert tactician Ryousuke Takahashi—Takumi Fujiwara and Keisuke Takahashi now have to take Project D to the next level: the Kanagawa prefecture, commonly known as the holy land of street racing. Their opponents, members of the three best street racing teams of Kanagawa, design an elaborate strategy called the ""Four Lines of Defense"" to put a definitive end to the ambitions of Project D. Meanwhile, Takumi feels he needs to refine his driving skills to overcome the last victory against Toshiya Joushima that he only just managed to snatch. The moment of truth has now come for Project D, which carries with it the hopes of the Gunma Prefecture; will they manage to thwart the surprising tactics of the skilled street racers of Kanagawa? [Written by MAL Rewrite]","['Prequel (TV) Initial D Fourth Stage', 'Sequel (TV) Initial D Final Stage', 'Adaptation (Manga) Initial D', '']",Initial D Fifth Stage,['Racing'],,
73,"Toriko (2011), Toriko (TV), Toriko x One Piece Collabo Special",トリコ,Toriko,,,,['TV'],147,Finished Airing,"Apr 3, 2011 to Mar 30, 2014",['Spring 2011'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV', 'Shueisha']",['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Gourmet']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.51,#1924,#1795,"134,186",877,52976,"Hamburgers that grow out of the ground like four-leaf clovers, mountain ranges carved out of ice cream, and warm servings of mac and cheese that stew deep within the stomachs of volcanoes fill the landscape. This world of delectable natural wonders has reached a prime age of exploration—the Gourmet Age! Citizens and chefs alike aspire to taste and prepare the finest dishes, while adventurers called ""Gourmet Hunters"" seek out delicious rare ingredients. Possessing a unique set of skills, the wild and passionate Gourmet Hunter Toriko is infamous for discovering 2% of all known ingredients. Together with his friend Komatsu—a highly skilled chef working at a five-star hotel—Toriko strives to complete his Full Course Menu of Life. But it isn’t going to be easy; in order to obtain the most delicious ingredients, Toriko must battle against obstacles like deadly monsters, evil organizations, and food itself! [Written by MAL Rewrite]","['Prequel (Movie) Toriko 3D: Kaimaku Gourmet Adventure!!', 'Adaptation (Manga) Toriko']",Toriko,,,
74,,クレヨンしんちゃん,Shin Chan,Shin Chan,Shin Chan,,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2401,"88,030","1,330",42177,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,['School'],,
