,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Themes,Genre,German,Spanish,Demographics,French
79,わんだふるぷりきゅあ!,Wonderful Precure!,['TV'],50,Finished Airing,"Feb 4, 2024 to Jan 26, 2025",['Winter 2024'],Sundays at 08:30 (JST),['ABC Animation'],"None found,",['Toei Animation'],Original,,['Mahou Shoujo'],,23 min. per ep.,G - All Ages,7.58,#1638,#7455,"7,786",92,2108,"The Wonderful Precure! anime is set in Animal Town, a town where animals and people live together in harmony. Second-year junior high school student Iroha Inukai is best friends with her dog named Komugi. Out for a walk one day, Iroha and Komugi encounter a mysterious creature named Garugaru, who goes on a rampage in the city. Komugi suddenly transforms into a Pretty Cure named Cure Wonderful, to protect Iroha. (Source: ANN)","['Adaptation (Manga) Wonderful Precure!', '']",Wonderful Precure!,,,['Action'],,,,
80,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],['Shoujo'],23 min.,G - All Ages,7.34,#2631,#7918,"6,750",62,2174,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),Maruko-chan,,['Comedy'],,Chibi Maruko-chan,,
81,遊☆戯☆王ゴーラッシュ!!,,['TV'],Unknown,Currently Airing,"Apr 3, 2022 to ?",['Spring 2022'],Sundays at 07:30 (JST),"['TV Tokyo', 'Konami', 'Shueisha']","None found,",['Bridge'],Card game,"['Action', 'Fantasy']",['Strategy Game'],,24 min.,PG-13 - Teens 13 or older,5.66,#11557,#7917,"6,752",52,1140,"After inheriting the company from their parents, siblings Yuuhi and Yuamu Oudou have started to work at Ultraterrestrial Trouble Solutions, an organization that hunts aliens. Although they have never encountered aliens before, Yuuhi is desperate to meet one as he believes that an alien has stolen his important item called the ""Earthdamar."" One day, while searching for extraterrestrial creatures, Yuuhi and Yuamu find a strange spot in the forest where many trees have fallen, forming a scenery similar to a crop circle. As they venture further, they discover a mysterious spaceship and enter it out of curiosity. To their surprise, they come across Yudias Velgear, an alien from the Velgear Star Cluster. As it turns out, Yudias is seeking to learn about Rush Duel—a card game popular among elementary school students—as he believes that it will save his home from a long war. With the siblings agreeing to teach Yudias about Rush Duel, they eventually realize that their first contact with an alien may not be a random coincidence. [Written by MAL Rewrite]","['Adaptation (Manga) Yu☆Gi☆Oh! Go Rush!!', '']",Yu☆Gi☆Oh! Go Rush!!,Yuu Gi Ou: Go Rush!!,,,,,,
82,逃走中 グレートミッション,Run For Money: The Great Mission,['TV'],Unknown,Currently Airing,"Apr 2, 2023 to ?",['Spring 2023'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']","None found,",['Toei Animation'],Other,"['Sci-Fi', 'Suspense']",['High Stakes Game'],,23 min.,PG-13 - Teens 13 or older,5.65,#11608,#8213,"6,113",27,773,"Due to Earth's increasing climate crisis, humanity has developed futuristic technology to migrate to the Moon. Tomura Sawyer works as a courier in the higher areas, saving money for his little brother, Haru, who suffers from Smoky Moon Disease - a sickness produced by the smoke and polution from the lower areas. The two siblings dream of moving to the higher, cleaner areas to treat this disease. Tomura takes a gamble to do the impossible: to participate in the TV program ""Run for Money"" and to win against all the other contestants even if he doesn't have the Chrono Bracelet required for it. A producer of said program by the name of Harvest seems to take an interest in Tomura's determination to participate, so she gifts him the Bracelet and allows him to participate. In this glorified game of Tag, Tomura Sawyer must last longer than anyone else without being touched by the enemies in this game — the Hunters.",[],Tousouchuu: Great Mission,,,,,,,
83,ちいかわ,,['TV'],Unknown,Currently Airing,"Apr 4, 2022 to ?",['Spring 2022'],Fridays at 07:40 (JST),"None found,",['Sentai Filmworks'],['Doga Kobo'],['Web manga'],,,['Seinen'],1 min.,G - All Ages,7.60,#1585,#8299,"6,004",139,1495,"What's a Chiikawa? No one really knows, but everyone can see they're small, they're cute, and they're always having a fun time! Join them as they explore their surreal world with the sharp humor and clever antics that make the Chiikawa irresistible. (Source: HIDIVE, edited)","['Adaptation (Manga) Chiikawa: Nanka Chiisakute Kawaii Yatsu', '']",Chiikawa,,,['Comedy'],,,,
84,ベイブレードエックス,,['TV'],Unknown,Currently Airing,"Oct 6, 2023 to ?",['Fall 2023'],Fridays at 18:25 (JST),['TV Tokyo'],"None found,",['OLM'],['Manga'],"['Adventure', 'Sports']",,['Kids'],24 min.,PG - Children,6.81,#5267,#9071,"4,741",45,1148,"At the heart of X City stands the impressive X Tower, an interconnected twin-skyscraper structure that symbolizes the pinnacle of every Beyblade player's dream. The building serves as the official headquarters for professional Beybattles, where competitors strive to ascend all one hundred floors; at its summit, the reigning champions, Team Pendragon, await contenders worthy of challenging their title. Bird Kazami, an amateur Blader, arrives in the city eager to turn professional. However, he and his teammates are crushed in their first qualifying match, prompting his companions to give up and disband their team. Fortunately, Bird is soon approached by the easygoing Ekusu Kurosu. In disguise as ""Kamen X"" to hide his identity as a former member of the undefeated Team Pendragon, Ekusu wants to climb the tower all over again. To complete their new group, they recruit skilled Beyblade expert and savvy social media influencer Multi Nanairo. Driven by their individual goals, the trio wins their preliminary rounds, launching their careers as Team Persona. Bird and his new friends must navigate the world of corporate sponsorships, earn the fickle public's support, and defeat many formidable opponents—all in their quest to reach X Tower's peak. [Written by MAL Rewrite]","['Adaptation (Manga) Beyblade X', '']",Beyblade X,,,,,,,
85,それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6591,#9182,"4,599",31,1735,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",,,,,,
86,ぼのぼの,Bono Bono,['TV'],Unknown,Currently Airing,"Apr 2, 2016 to ?",['Spring 2016'],Saturdays at 04:52 (JST),"['Fuji TV', 'Glovision']","None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",['Anthropomorphic'],,5 min.,G - All Ages,6.37,#7891,#10230,"3,275",19,759,"Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more. Enjoy the easygoing days and minor misadventures of Bonobono and his friends! (Source: Fuji Creative)","['Adaptation (Manga) Bonobono', 'Adaptation (Manga) Bono-chan']",Bonobono (TV 2016),,,,Bono Bono,Bono Bono,,Bono Bono
87,ニンジャラ,,['TV'],Unknown,Currently Airing,"Jan 8, 2022 to ?",['Winter 2022'],Saturdays at 07:00 (JST),['TV Tokyo'],['Sentai Filmworks'],['OLM'],Game,,,,23 min.,PG - Children,5.57,#11917,#10493,"3,040",24,424,"The year is 20XX. The ninja, who once forged the history of Japan, were scattered across the country during the Meiji Restoration. As these ninja mingled with the other clans, their bloodline thinned, and they gradually faded from sight. The descendants of these ninja clans, seeking to preserve their heritage, formed the WNA (World Ninja Association) in the hope of carrying on their legacy. And so it was that the WNA succeeded in developing Ninja-Gum, an art which could summon forth the strength of the Shinobi. And yet creating the most powerful Ninja-Gum requires the strongest of ninja DNA. So it was that the Ninjala Tournament was held, that the mightiest of all ninjas could be found... (Source: Official Game website)","['Adaptation (Manga) Ninjala', '']",Ninjala (TV),,,['Action'],,,,
88,しかるねこ,,['TV'],Unknown,Currently Airing,"Mar 22, 2021 to ?",['Spring 2021'],Unknown,"None found,","None found,","None found,",['Manga'],,,,30 sec.,G - All Ages,[],#14191,#11243,"2,433",17,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Shikaru Neko', '']",Shikaru Neko,,,['Slice of Life'],,,,
89,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7761,#11546,"2,222",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,,,,
90,ふしぎ駄菓子屋 銭天堂,,['TV'],Unknown,Currently Airing,"Sep 8, 2020 to ?",['Fall 2020'],Tuesdays at 18:45 (JST),"None found,","None found,","['Toei Animation', 'Gallop', 'Kanaban Graphics']",Novel,,,['Kids'],10 min.,G - All Ages,6.03,#9763,#11791,"2,061",5,203,"Zenitendo is a mysterious candy store that only lucky people can reach. All the candy recommended by Beniko, the owner of the store, is perfectly suited to the buyer's troubles. However, it depends on whether the candy will be used or eaten correctly that it can bring happiness or misfortune. (Source: MAL News)","['Prequel (Movie) Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki', '']",Fushigi Dagashiya: Zenitendou,,,['Mystery'],,,,
91,パズドラ,Puzzle & Dragon,['TV'],Unknown,Currently Airing,"Apr 2, 2018 to ?",['Spring 2018'],Mondays at 18:25 (JST),['Akatsuki'],"None found,",['Pierrot'],Game,,['Strategy Game'],['Kids'],24 min.,PG - Children,5.84,#10756,#12374,"1,701",6,147,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. (Source: Crunchyroll)",[],Puzzle & Dragon,PazuDora,,,,,,
92,とむとじぇりーごっこ,Tom and Jerry,['TV'],Unknown,Currently Airing,"Nov 11, 2022 to ?",['Fall 2022'],Unknown,['Warner Bros. Japan'],"None found,","['Fanworks', 'Studio Nanahoshi']",Other,,,['Kids'],1 min.,G - All Ages,6.36,#7952,#13120,"1,353",2,517,"To celebrate ""Cheese Day,"" (November 11 in Japan), Cartoon Network Japan aired an anime spin on Tom and Jerry that combines the fast-paced humor of the original with a cute, ""pop"" worldview. The pair are joined by the diaper-wearing Tuffy Mouse, another recurring character from the classic cartoon. (Source: Crunchyroll)",[],Tom to Jerry Gokko,Tom and Jerry Play,,['Comedy'],,,,
93,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,['TV'],Unknown,Currently Airing,"Nov 16, 2012 to ?",['Fall 2012'],Not scheduled once per week,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,,2 min.,G - All Ages,[],#16805,#13287,"1,296",0,,"Fourth season of Kamiusagi Rope, events occur after the feature film. Airs on Mezamashi TV instead of the theaters.","['Prequel (Movie) Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?', '']",Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,Kamiusagi Rope 4,,,,,,
94,はなかっぱ,,['TV'],Unknown,Currently Airing,"Mar 29, 2010 to ?",['Spring 2010'],Not scheduled once per week,"['Group TAC', 'TOHO animation']","None found,","['Xebec', 'OLM']",Picture book,,,['Kids'],10 min.,PG - Children,6.00,#9924,#14247,"1,002",0,171,Story about Kappa with flowers on their heads.,[],Hanakappa,Hana Kappa,,['Comedy'],,,,
95,しあわせ配達おみくじタネコ,,['TV'],Unknown,Currently Airing,"Mar 26, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['Kachidoki Studio'],Original,,,,Unknown,None,[],#14178,#14319,980,4,,"The story centers around a cat who answers people's wishes and delivers happiness. (""Tane"" and ""neko"" are the Japanese words for ""seed"" and ""cat,"" respectively.) (Source: ANN)",[],Shiawase Haitatsu Taneko,,,['Comedy'],,,,
96,しまじろうのわお!,,['TV'],Unknown,Currently Airing,"Apr 2, 2012 to ?",['Spring 2012'],Mondays at 07:30 (JST),"None found,","None found,",['The Answer Studio'],Other,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],8 min.,G - All Ages,[],#14210,#15579,687,1,,Fourth season of the Shimajirou children's television series.,"['Prequel (TV) Shimajirou Hesoka', '']",Shimajirou no Wow!,,,,,,,
97,マヌ～ルのゆうべ,,['TV'],Unknown,Currently Airing,"Nov 11, 2018 to ?",['Fall 2018'],Sundays at Unknown,['NHK'],"None found,","None found,",['Web manga'],,,,1 min.,PG-13 - Teens 13 or older,[],#17533,#15791,654,1,,"Within the nature ""Darwin Kita! Kikimono Shin Densetsu"" program on NHK1.5 airs the short Manul no Yuube, based on a web manga/comic of the same name. It following animal characters who visit the bar Manul no Yuube. The bar is run by the Mama who is a Pallas's cat (Otocolobus manul) and serviced by the hostess Tsunomin who is a Brazilian treehopper (Bocydium globulare).",[],Manul no Yuube,,,['Slice of Life'],,,,
98,ごはんかいじゅうパップ,,['TV'],Unknown,Currently Airing,"Apr 25, 2011 to ?",['Spring 2011'],Not scheduled once per week,"None found,","None found,",['DLE'],Original,"['Action', 'Comedy']",,['Kids'],30 sec.,G - All Ages,[],#20832,#16419,567,0,,"A series of short, 30-second segments featuring Gohan Kaijuu Pap and various ""side dish"" monsters to produce delicious meals.",[],Gohan Kaijuu Pap,Rice Monster Pap,,,,,,
99,よわむしモンスターズ,,['TV'],Unknown,Currently Airing,"Dec 25, 2012 to ?",['Winter 2013'],Not scheduled once per week,['NHK'],"None found,","None found,",Original,,,['Kids'],1 min.,PG - Children,[],#16115,#16758,527,0,,An NHK toddler's anime following cowardly creatures representing typical Halloween monsters like Dracula and a witch.,[],Yowamushi Monsters,Yowamon,,,,,,
100,パッコロリン,Pakkororin,['TV'],Unknown,Currently Airing,"Mar 28, 2011 to ?",['Spring 2011'],Not scheduled once per week,['NHK'],"None found,",['Three-d'],Original,,,['Kids'],1 min.,G - All Ages,[],#18455,#18293,397,0,,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.",[],Pakkororin,,,,,,,
101,最強王図鑑 ～The Ultimate Battles～,,['TV'],50,Finished Airing,"Jan 6, 2024 to Dec 14, 2024",['Winter 2024'],Saturdays at 07:00 (JST),"None found,","None found,",['OLM Digital'],Book,,,['Kids'],5 min. per ep.,G - All Ages,[],#19025,#18208,402,5,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Sai-Kyo-Oh! Zukan: The Ultimate Tournament', '']",Sai-Kyo-Oh! Zukan: The Ultimate Battles,,,['Action'],,,,
102,新ニッポンヒストリー,,['TV'],Unknown,Currently Airing,"Jan 6, 2020 to ?",['Winter 2020'],Mondays at 01:00 (JST),"None found,","None found,","None found,",Original,,['Historical'],,23 min.,G - All Ages,[],#14233,#18531,377,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shin Nippon History,"Shin Nippon History: Minna ga Shiranai, Atarashii Nihon no Rekishi.",,['Comedy'],,,,
103,おりがみにんじゃ コーヤン＠きんてれ,,['TV'],Unknown,Currently Airing,"Apr 7, 2020 to ?",['Spring 2020'],Tuesdays at 07:30 (JST),['TV Tokyo'],"None found,",['Directions'],Unknown,,,['Kids'],Unknown,PG - Children,[],#18386,#18666,366,0,,"Koyan, the Origami Ninja, came to Earth from his planet Origamio to find the magical stone ""Hapiton"" that has the ability to make people happy. On the way, he was joined by childhood friend Namin anda new friend Lublin. One day, a villain called Evilrun appeared. Evilrun has a black hole in her stomach and tries to inhale anything. Every time an event happens, Evilrun gets in the way of Koyan and friends. But what Evilrun's aim is remains a mystery...",[],Origami Ninja Koyankinte,Happy Smile ♡ Dream,,['Comedy'],,,,
104,しゅわわん!,,['TV'],Unknown,Currently Airing,"Mar 22, 2023 to ?",['Spring 2023'],Not scheduled once per week,['NHK'],"None found,",['KOO-KI'],Original,,['Childcare'],,5 min.,G - All Ages,[],#14374,#19614,304,0,,"Shuwawan! chronicles the family life of real-life photographer and essayist Harumichi Saitou. Saitou and his wife are both deaf, his children are both hearing, and the family communicates in sign language. The anime draws on Saitou's own Ikuji Manga Nikki (Child-rearing Manga Diary) work. (Source: ANN)",[],Shuwawan!,,,['Slice of Life'],,,,
105,アイラブみー,,['TV'],Unknown,Currently Airing,"Oct 23, 2022 to ?",['Fall 2022'],Unknown,['NHK'],"None found,",['Oddjob'],Original,,,['Kids'],10 min.,G - All Ages,[],#21441,#19853,290,0,,The second season of I Love Me.,"['Prequel (TV) I Love Me', '']",I Love Me 2nd Season,,,,,,,
106,新西游历险记,,['TV'],52,Currently Airing,"Jan 19, 2024 to ?",['Winter 2024'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,14 min. per ep.,PG-13 - Teens 13 or older,[],#15759,#20332,265,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xin Xiyou Lixian Ji,,,,,,,
107,ようこそ認知症世界へ,,['TV'],Unknown,Currently Airing,"Aug 14, 2022 to ?",['Summer 2022'],Unknown,['NHK'],"None found,","None found,",Original,"['Adventure', 'Slice of Life']",['Educational'],,5 min.,G - All Ages,[],#16102,#20745,242,0,,"Travel through the words of people with dementia by seeing how they experience the everyday and problems they face. (Source: Official site, translated)",[],Youkoso Ninchishou Sekai e,,,,,,,
108,카비온,,['TV'],52,Finished Airing,"Sep 2, 2023 to Nov 9, 2024",['Fall 2023'],Saturdays at 14:45 (JST),"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,['Kids'],14 min. per ep.,PG - Children,[],#19729,#20778,239,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Cabeon,,,,,,,
109,매지컬 팡,,['TV'],15,Finished Airing,"Jan 6, 2024 to May 4, 2024",['Winter 2024'],Unknown,"None found,","None found,","None found,",['Web manga'],,,['Kids'],13 min. per ep.,PG - Children,[],#17459,#21008,226,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Magical Fang,,,['Fantasy'],,,,
110,라바 인 마스,,['TV'],Unknown,Currently Airing,"Jan 13, 2024 to ?",['Winter 2024'],Unknown,"None found,","None found,","None found,",Original,"['Comedy', 'Sci-Fi']",,['Kids'],3 min.,G - All Ages,[],#17276,#21190,214,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Larva Family', '']",Larva in Mars,,"['Gag Humor', 'Space']",,,,,
111,최강경찰 미니특공대,,['TV'],26,Finished Airing,"Nov 28, 2023 to May 21, 2024",['Fall 2023'],Unknown,"None found,","None found,",['SAMG Entertainment'],Original,,,['Kids'],11 min. per ep.,PG - Children,[],#19943,#21482,201,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Choeganggyeongchal Miniforce,,"['Anthropomorphic', 'Mecha']",['Action'],,,,
112,むかしばなしのおへや　〜伝えたい日本昔話〜,,['TV'],Unknown,Currently Airing,"Jun 14, 2020 to ?",['Summer 2020'],Not scheduled once per week,['BS-TBS'],"None found,",['Oddjob'],Other,,,['Kids'],18 min.,G - All Ages,[],#17988,#21874,179,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,,,['Fantasy'],,,,
113,헬로 카봇 시즌14,,['TV'],26,Finished Airing,"Nov 5, 2023 to May 26, 2024",['Fall 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#21127,#21902,177,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 13', '']",Hello Carbot Season 14,Hello Carbot X,"['Mecha', 'Racing']",['Action'],,,,
114,다이노스터: 공룡수호대,Dinoster 2nd Season,['TV'],26,Finished Airing,"Feb 26, 2024 to May 21, 2024",['Winter 2024'],Unknown,['Alpha Group'],"None found,","None found,",Original,"['Action', 'Comedy', 'Sci-Fi']",['Mecha'],,12 min. per ep.,G - All Ages,[],#20278,#22095,170,1,,Second season of Dinoster: Gonglyongsuhodae.,"['Prequel (TV) Dinoster: Gonglyongsuhodae', '']",Dinoster: Gonglyongsuhodae 2nd Season,,,,,,,
115,거멍숲을 지켜라! 버디프렌즈,,['TV'],26,Finished Airing,"Nov 23, 2023 to May 16, 2024",['Fall 2023'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],13 min. per ep.,PG - Children,[],#20792,#22308,160,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Geomeongsupeul Jikyeola! Birdy Friends,,,['Adventure'],,,,
116,꼬마버스 타요 7,,['TV'],26,Finished Airing,"Feb 28, 2024 to May 23, 2024",['Winter 2024'],Unknown,"None found,","None found,","['Iconix Entertainment', 'Studio Gale']",Unknown,,['Racing'],['Kids'],11 min. per ep.,PG - Children,[],#16984,#22577,150,2,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Kkoma Bus Tayo 6', '']",Kkoma Bus Tayo 7,,,,,,,
117,도레미 프렌즈,,['TV'],26,Finished Airing,"Feb 26, 2024 to May 21, 2024",['Winter 2024'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],10 min. per ep.,PG - Children,[],#20360,#23443,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],DoReMi Friends,,"['Anthropomorphic', 'Music']",,,,,
118,차징 탑스피너 BX,,['TV'],26,Finished Airing,"Jan 27, 2024 to Aug 31, 2024",['Winter 2024'],Unknown,"None found,","None found,","None found,",Original,,['Strategy Game'],['Kids'],13 min. per ep.,G - All Ages,[],#19863,#26338,75,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Charging Topspinner', '']",Charging Topspinner BX,,,['Action'],,,,
119,コードギアス 奪還のロゼ,Code Geass: Rozé of the Recapture,['ONA'],12,Finished Airing,"Jun 21, 2024 to Sep 6, 2024",,,"['Magic Capsule', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","None found,",['Sunrise'],Original,"['Action', 'Drama', 'Sci-Fi']",,,24 min. per ep.,R - 17+ (violence & profanity),6.55,#6795,#3414,"47,329",157,14029,"After the supposed death of its 99th emperor, the Holy Britannian Empire broke up, and the areas it controlled finally regained their independence. While most joined the United Federation of Nations, a group aiming to create everlasting peace, remnants of the oppressive empire continue to exist. One such faction, Neo-Britannia, has taken over Japan's Hokkaido island after killing its governor, Juugo Sumeragi. The Seven Shining Stars, a resistance group in Hokkaido, finds itself at an impasse as it struggles to find a way to defeat the Neo-Britannian Empire. As a last resort, it enlists the aid of the Nameless Mercenaries: brothers Rozé, a genius strategist; and Ash, an exceptional Knightmare pilot. Though Rozé and Ash are Britannian, they have made a name for themselves by protecting the Japanese and killing the empire's officials. With their help, the resistance may finally be able to recapture its territory and prevent another reign of terror. [Written by MAL Rewrite]","['Prequel (Movie) Code Geass: Fukkatsu no Lelouch', '']",Code Geass: Dakkan no Rozé,Code Geass: Dakkan no Roze,"['Mecha', 'Military', 'Super Power']",,,,,
120,全职高手3,The King's Avatar 3,['ONA'],17,Finished Airing,"May 31, 2024 to Aug 23, 2024",,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures', 'China Literature Limited', 'Colored Pencil Animation Japan']","None found,",['Colored Pencil Animation'],Web novel,,['Video Game'],,19 min. per ep.,PG-13 - Teens 13 or older,7.24,#3145,#3790,"39,242",237,5109,Third season of Quanzhi Gaoshou.,"['Prequel (ONA) Quanzhi Gaoshou 2', 'Adaptation (Manhua) Quanzhi Gaoshou', 'Adaptation (Novel) Quanzhi Gaoshou', '']",Quanzhi Gaoshou 3,Quanzhi Gaoshou 3,,['Action'],,,,
121,グリム組曲,The Grimm Variations,['ONA'],6,Finished Airing,"Apr 17, 2024",,,"['dugout', 'Netflix']","None found,",['Wit Studio'],Original,"['Fantasy', 'Horror', 'Sci-Fi', 'Suspense']",,,40 min. per ep.,R - 17+ (violence & profanity),6.75,#5605,#4072,"33,842",109,11723,"Six stories will be developed as an anthology with a new interpretation of Grimm's fairy tales, incorporating dark elements. (Source: MU, translated)","['Adaptation (Manga) Grimm Kumikyoku', '']",Grimm Kumikyoku,,,,,,,
122,範馬刃牙VSケンガンアシュラ,Baki Hanma VS Kengan Ashura,['ONA'],1,Finished Airing,"Jun 6, 2024",,,['Netflix'],"None found,",['TMS Entertainment'],Original,,,,1 hr.,R - 17+ (violence & profanity),6.42,#7583,#4296,"30,078",76,15271,A crossover anime movie between Hanma Baki and Kengan Ashura.,[],Hanma Baki vs. Kengan Ashura,,,['Action'],,,,
123,SAND LAND: THE SERIES,,['ONA'],13,Finished Airing,"Mar 20, 2024 to May 1, 2024",,,"None found,","None found,","['Sunrise', 'Anima', 'Kamikaze Douga']",['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.50,#1966,#5229,"19,099",53,6788,"In the far future, war has destroyed the entire Earth, leaving only a barren wasteland where the supply of water is controlled by the greedy king. In search of a long-lost lake, Sheriff Rao asked the king of the demons for help...and got the king's son, Beelzebub, and his assistant, Thief. Together the unlikely trio sets off across the desert, facing dragons, bandits and the deadliest foe of all... the King's army itself! (Source: Viz Media)","['Adaptation (Manga) Sand Land', '']",Sand Land: The Series,,,,,,,
124,ライジングインパクト,,['ONA'],12,Finished Airing,"Jun 22, 2024",,,"None found,","None found,",['Lay-duce'],['Manga'],,,['Shounen'],26 min. per ep.,PG-13 - Teens 13 or older,7.54,#1802,#5625,"15,723",67,8024,"A young boy, Gawain, lives in a mountainous, rural area with an incredible love for baseball and making the ball really fly. One day he runs into a visitor to the small area and she introduces him to a sport that can really make a ball take to flight: golf! It just takes one shot and Gawain is hooked. With his grandpa's approval he sets off to Tokyo with this mysterious woman to learn all he can about golf, encountering many colorful characters and obstacles along the way. (Source: mangatraders)","['Sequel (ONA) Rising Impact Season 2', 'Adaptation (Manga) Rising Impact']",Rising Impact,,,['Sports'],,,,
125,餓狼伝: The Way of the Lone Wolf,,['ONA'],8,Finished Airing,"May 23, 2024",,,"None found,","None found,",['NAZ'],Novel,,['Martial Arts'],,24 min. per ep.,R - 17+ (violence & profanity),6.45,#7385,#6540,"10,750",30,4616,"On the run from his troubled past, Juuzou is forced into competing in a deadly underground fighting tournament. Skilled in the respected martial art Takemiya-ryuu, Juuzou must navigate a path filled with formidable foes and his personal demons — all while dealing with a bounty of three million yen on his head and a detective on his trail. (Source: Netflix, edited)",[],Garouden: The Way of the Lone Wolf,,,['Action'],,,,
