,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Themes,Genre,German,Spanish,Demographics,French
64,캐리야! 학교가자,,['TV'],26,Currently Airing,"May 4, 2024 to ?",['Spring 2024'],Unknown,"None found,","None found,","None found,",Original,,['School'],['Kids'],13 min. per ep.,PG - Children,[],#19775,#24618,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Carrie! Haggyogaja,,,,,,,
65,鷹の爪外伝「秘密厩舎 馬の蹄 ダービーコンクエスト」,,['TV'],4,Finished Airing,"May 2, 2024 to May 23, 2024",['Spring 2024'],Thursdays at Unknown,"None found,","None found,",['DLE'],Original,"['Comedy', 'Sports']",,,2 min. per ep.,PG-13 - Teens 13 or older,[],#14687,#24793,96,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume - Grand Prix""', '']","Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume - Derby Conquest""",Uma no Tsume 3rd Season,,,,,,
66,한국사 대모험,,['TV'],13,Finished Airing,"Mar 30, 2024 to Jun 27, 2024",['Spring 2024'],Unknown,"None found,","None found,","None found,",['Manga'],,,['Kids'],22 min. per ep.,PG - Children,[],#21035,#26901,70,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hangugsa Daemoheom,,"['Educational', 'Historical', 'Time Travel']",['Adventure'],,,,
67,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,493,100","234,352",1417512,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,OP,,,,,,
68,ダンジョン飯,Delicious in Dungeon,['TV'],24,Finished Airing,"Jan 4, 2024 to Jun 13, 2024",['Winter 2024'],Thursdays at 22:30 (JST),"['Ultra Super Pictures', 'Good Smile Company', 'Tencent Japan', 'Kadokawa']","None found,",['Trigger'],['Manga'],"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",,['Seinen'],25 min. per ep.,R - 17+ (violence & profanity),8.61,#93,#540,"448,102","8,863",218124,"Adventuring knight Laios Touden leads a small party through a seemingly endless dungeon, a subterranean maze full of dangerous monsters and precarious traps. Through the use of advanced magic, an explorer can sometimes be resurrected, allowing them to learn from past mistakes and give traversing the dungeon another go. However, when a powerful dragon eats Falin, Laios' spellcasting sister, she sends her brother and his companions back to the beginning to save them from permanent ends. Though strapped for cash and equipment, Laios resolves to fight his way through the dungeon and rescue Falin before she can be digested by the dragon. Despite some of Laios' allies abandoning him, two remain by his side: elven mage Marcille Donato and halfling locksmith Chilchuck Tims. Due to their lack of funds, the party faces the daunting prospect of starving before being able to complete their quest. However, they find salvation in Senshi, a dwarven warrior with a penchant for cooking and safely eating defeated monsters. With Senshi's culinary expertise, Laios and his companions struggle through the dungeon while learning about gourmet dining—and each other—along the way. [Written by MAL Rewrite]","['Sequel (TV) Dungeon Meshi 2nd Season', 'Adaptation (Manga) Dungeon Meshi']",Dungeon Meshi,Dungeon Food,,,,,,
69,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",['Detective'],['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#434,#703,"360,529","15,321",164220,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,Detective Conan,,,Case Closed,,,
70,月が導く異世界道中 第二幕,Tsukimichi -Moonlit Fantasy- Season 2,['TV'],25,Finished Airing,"Jan 8, 2024 to Jun 24, 2024",['Winter 2024'],Mondays at 23:00 (JST),"['Mainichi Broadcasting System', 'Nippon Television Network', 'Tokyo MX', 'Medicos Entertainment', 'DMM.com', 'A-Sketch', 'BS NTV', 'AQUA ARIS', 'NetEase', 'CTW', 'AlphaPolis']","None found,",['J.C.Staff'],['Light novel'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],,23 min. per ep.,PG-13 - Teens 13 or older,7.84,#948,#912,"283,169","2,225",125629,"Despite a rough start, Makoto Misumi's life in another world takes a positive turn when he meets more demihumans who recognize his presence. Now as the leader of a fast-growing demihuman community, Makoto wishes to make human society more accepting of them and thus builds a business showcasing the demihumans' abilities. To extend his reach further, Makoto enrolls at the Rotsgard Academy to learn magic and expand his business venture there. Meanwhile, the goddess who summoned and forsaken Makoto had brought two other people to her world shortly after sending him away, making them heroes of their respective nations. Given enough time, Makoto's path will intertwine with both of these heroes, which may cause the world to take a drastic direction. [Written by MAL Rewrite]","['Prequel (TV) Tsuki ga Michibiku Isekai Douchuu', 'Sequel (TV) Tsuki ga Michibiku Isekai Douchuu 3rd Season', 'Adaptation (Manga) Tsuki ga Michibiku Isekai Douchuu', 'Adaptation (Light Novel) Tsuki ga Michibiku Isekai Douchuu']",Tsuki ga Michibiku Isekai Douchuu 2nd Season,,,,,,,
71,,,['TV'],13,Finished Airing,"Feb 11, 2024 to May 5, 2024",['Winter 2024'],Sundays at 08:30 (JST),['Sola Entertainment'],"None found,",['E&H Production'],Original,"['Action', 'Sci-Fi']",,,23 min. per ep.,R - 17+ (violence & profanity),6.65,#6221,#1408,"178,792","1,082",68045,"Seemingly an average man, Joe Logan leads a peaceful life in the countryside with his wife and child. However, the Logan family have actually assumed false identities to escape from Joe's past as a fearsome ninja assassin. Despite a string of high-profile murders of his former peers, Joe is sure that his new life is secure—but his tranquil bliss is soon shattered when his family is slaughtered by members of his former clan. Left for dead, Joe wakes up in a hospital, unsure of how he survived the wounds that should have killed him. Police detectives Emma Samanda and Mike Moriss, assigned to investigate the Logan family's deaths, witness another attempt on Joe's life. However, this time Joe is prepared. Unleashing secret techniques, he easily dispatches his enemies, shedding his new identity in the process. Embracing his old ways, Joe shrouds himself in his former persona, cutting through the organization he once served in the name of cold-blooded revenge. Assisted in his hunt by the detective duo, Joe will stop at nothing to kill his past and the demons hailing from it. [Written by MAL Rewrite]",[],Ninja Kamui,,"['Adult Cast', 'Gore', 'Super Power']",,,,,
72,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",['School'],['Seinen'],21 min.,G - All Ages,7.80,#1028,#2399,"87,966","1,328",42152,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,,,Shin Chan,Shin Chan,,
73,うる星やつら第2期,,['TV'],23,Finished Airing,"Jan 12, 2024 to Jun 21, 2024",['Winter 2024'],Fridays at 00:55 (JST),"['Aniplex', 'Dentsu', 'Shogakukan-Shueisha Productions', 'Fuji TV', 'Shogakukan', 'Fuji Creative']",['Sentai Filmworks'],['David Production'],['Manga'],"['Comedy', 'Romance', 'Sci-Fi']",,['Shounen'],22 min. per ep.,PG-13 - Teens 13 or older,7.85,#923,#3287,"50,860",227,15610,Second season of Urusei Yatsura (2022).,"['Prequel (TV) Urusei Yatsura (2022)', 'Adaptation (Manga) Urusei Yatsura']",Urusei Yatsura (2022) 2nd Season,Urusei Yatsura Season 2,,,,,,
74,ポケットモンスター(2023),Pokémon Horizons: The Series,['TV'],Unknown,Currently Airing,"Apr 14, 2023 to ?",['Spring 2023'],Fridays at 18:55 (JST),"['TV Tokyo', 'Soranone']","None found,",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,7.39,#2404,#3962,"35,587",344,8093,"In a world filled with strange yet majestic creatures known as Pokémon, a new adventure begins! Hailing from the pristine region of Paldea, the timid Liko travels to the Kanto region to attend the Indigo Academy and become a Pokémon trainer—a person who forms relationships with Pokémon and trains them to participate in battles. Soon, Liko acquires Nyahoja, a fickle Grass-type cat Pokémon, as her first partner. Prior to Liko's transfer to Kanto, her grandmother gives her a uniquely patterned and gleaming pendant as a protective charm. However, an enigmatic organization—The Explorers—seems to know a secret about the pendant and nearly succeeds in stealing it from Liko. Fortunately, she is rescued by the Rising Volt Tacklers, a group of adventurers led by a Lizardon-riding trainer named Friede. After a series of encounters with The Explorers, Liko decides to join Friede's team, accompanying him and his crew members on a grand journey across the regions. Along the way, they aim to unravel not only the mysteries of the world of Pokémon, but also the power that resides within her pendant. [Written by MAL Rewrite]","['Adaptation (Manga) Pocket Monsters: Liko no Takaramono', '']",Pokemon (2023),"Pokémon: Liko to Roy no Tabidachi, Pocket Monsters: Liko to Roy no Tabidachi, Pokémon: Terapagos no Kagayaki, Pocket Monsters: Terapagos no Kagayaki, Pokemon Horizons: Liko and Roy's Departure, Pokemon Horizons: Terapagos' Gleam",,,,,,
75,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",['Anthropomorphic'],,25 min.,PG - Children,7.72,#1248,#4997,"21,388",239,9579,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,,,,"['Kids', 'Shounen']",
76,キャプテン翼シーズン2 ジュニアユース編,Captain Tsubasa: Junior Youth Arc,['TV'],39,Finished Airing,"Oct 1, 2023 to Jun 30, 2024",['Fall 2023'],Sundays at 17:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Warner Bros. Japan', 'Shueisha']",['VIZ Media'],['Studio Kai'],['Manga'],,['Team Sports'],['Shounen'],22 min. per ep.,G - All Ages,7.42,#2287,#5705,"15,238",108,5811,"The International Junior Youth Tournament in Paris, France, is about to begin, and Tsubasa, Misaki, Wakabayashi, Hyuga, and Wakashimazu are ready. Japan’s team of elite players is to face off against the best the soccer world has to offer. Germany’s Schneider, France’s Pierre, Argentina’s Diaz, and Italy’s Hernandez await, along with a host of other new rivals. Let the battle begin! (Source: VIZ Media)","['Prequel (TV) Captain Tsubasa (2018)', 'Adaptation (Manga) Captain Tsubasa']",Captain Tsubasa Season 2: Junior Youth-hen,,,['Sports'],,,,
