,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Themes,Genre,Demographics
213,映画 ドラえもん 新・のび太の大魔境～ペコと5人の探検隊～,Doraemon the Movie: Nobita in the New Haunts of Evil -Peko and the Five Explorers-,['Movie'],1,Finished Airing,"Mar 8, 2014",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],1 hr. 49 min.,PG - Children,7.48,#2047,#6563,"10,679",7,7061,"This is a remake of the 1982 film, Doraemon: Nobita's Great Demon, which was written by original Doraemon co-creator Fujiko F. Fujio. (Source: Wikipedia)",[],Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Doraemon: New Nobita's Great Demon - Peko and the Exploration Party of Five,,Doraemon Película 34: Doraemon Y el Reino Perruno,,,,
214,アベンジャーズ コンフィデンシャル: ブラックウィドウとパニッシャー,Marvel Avengers Confidential: Black Widow & Punisher,['Movie'],1,Finished Airing,"Mar 11, 2014",,,['Sony Pictures Entertainment'],['Marvel Entertainment'],['Madhouse'],Other,"['Action', 'Sci-Fi']",,,1 hr. 22 min.,PG-13 - Teens 13 or older,6.27,#8432,#7980,"6,637",9,3109,"After interfering with a top secret mission, the Punisher is taken into custody by S.H.I.E.L.D. Agent and Avenger, Black Widow. At the orders of Director Nick Fury, Punisher and Black Widow are sent on a mission to stop Leviathan, a global terrorist organization that plans to sell stolen S.H.I.E.L.D. technology to the highest bidder. Now, the vigilante and spy must work together to prevent this technology from falling into the wrong hands. The fate of the world, and of the Avengers, hangs in the balance. The Japan Blu-ray/DVD release date is September 3rd, 2014.",[],Avengers Confidential: Black Widow to Punisher,,Avengers Confidential: Black Widow & Punisher,,Avengers Confidential: La Veuve Noire et Le Punisher,,,
215,映画プリキュアオールスターズNew Stage3 永遠のともだち,,['Movie'],1,Finished Airing,"Mar 15, 2014",,,['Kinoshita Group Holdings'],"None found,",['Toei Animation'],Original,,['Mahou Shoujo'],,1 hr. 11 min.,G - All Ages,7.31,#2804,#8755,"5,277",6,2294,"Pretty Cure All Stars New Stage 3: Eien no Tomodachi is the sixth of the Pretty Cure All Stars crossover movie series featuring all current Pretty Cure characters and the last of the ""New Stage"" film, including the 16th movie of all Pretty Cure movie series. (Source: Pretty Cure Wikia)","['Prequel (Movie) Precure All Stars Movie New Stage 2: Kokoro no Tomodachi', '']",Precure All Stars Movie New Stage 3: Eien no Tomodachi,"Pretty Cure All Stars New Stage Eien no Tomodachi, Eiga Precure All Stars New Stage 3: Eien no Tomodachi, Pretty Cure All Stars New Stage 3: Friends Forever",,,,,,
216,大きい1年生と小さな2年生,The Big First-Grader and the Small Second-Grader,['Movie'],1,Finished Airing,"Mar 1, 2014",,,"None found,","None found,",['A-1 Pictures'],Original,,,,25 min.,PG - Children,6.35,#8002,#8783,"5,235",0,2619,"First-grader Masaya is a crybaby despite his large stature, so he can't walk by himself on the dark path to school. The one who holds his hand is Akiyo, a tiny but capable second-grader. Masaya wants to be strong like Akiyo and admires her, but one day, something happens that leaves Akiyo in tears. To lift Akiyo's spirits, Masaya goes trekking to the distant Ipponsugi forest to find the spotted bellflowers that Akiyo loves. (Source: ANN)",[],Ookii 1-nensei to Chiisana 2-nensei,"Wakate Animator Ikusei Project, 2014 Young Animator Training Project, Anime Mirai 2014, Oukii Ichinensei to Chiisana Ninensei",,,,,['Adventure'],
217,手塚治虫のブッダ－終わりなき旅－,Buddha 2: The Endless Journey,['Movie'],1,Finished Airing,"Feb 8, 2014",,,['Tezuka Productions'],"None found,",['Toei Animation'],['Manga'],"['Drama', 'Supernatural']",['Historical'],,1 hr. 25 min.,PG-13 - Teens 13 or older,6.91,#4784,#9204,"4,576",5,1523,"2500 years ago, in India, Siddhartha was born as a prince of the Shakya clan, but he gives up his position as a prince to see the world. While he travels he meets a strange boy named Assaji, who can predict the future and a monk with only one eye. Overwhelmed by the sufferings he witnesses around him, Siddhartha strives to restore peace. Meanwhile, Prince Ruri of Kosara begins his attack on the Shakya clan. (Source: IMDB)","['Prequel (Movie) Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku', 'Adaptation (Manga) Buddha']",Tezuka Osamu no Buddha: Owarinaki Tabi,Osamu Tezuka's Buddha Movie 2: Endless Trip,,Buda 2: Camino a la Iluminación,,,,
218,パロルのみらい島,Paroru's Future Island,['Movie'],1,Finished Airing,"Mar 1, 2014",,,"None found,","None found,",['Shin-Ei Animation'],Original,"['Action', 'Adventure', 'Fantasy']",,,26 min.,PG - Children,5.90,#10473,#10326,"3,185",0,1432,"Rikotto, Zuzu, and Paroru are intelligent furry creatures who believe more than anything that the world outside their island is too dangerous to explore. Despite this, Rikotto and Zuzu long to see the world that produces the mysterious objects that wash up on their shores. After a particularly exciting find, Rikotto convinces Zuzu to build a boat, and they set sail across the sea with their reluctant friend Paroru in tow. At first, the trio finds the foreign land beautiful and exciting, but they are overwhelmed when they come across a bustling city of humans. When Rikotto and Zuzu get captured by a circus ringleader who intends to put them on display, Paroru has to decide what fears he is willing to face for his friends. [Written by MAL Rewrite]",[],Parol no Miraijima,"Wakate Animator Ikusei Project, 2014 Young Animator Training Project, Anime Mirai 2014, Paro no Mirai Shima",,,,,,
219,WONDER,Wonder,['Movie'],1,Finished Airing,"Feb 8, 2014",,,"['Mirai Film', 'CaRTe bLaNChe']","None found,",['Calf Studio'],Original,,,,8 min.,G - All Ages,6.03,#9794,#10747,"2,828",11,1272,"The 365 days animation consists of sequence of 8760 pictures, all different shape and color, hand-drawn by the director every day in 365 days. This is the ultimate analog approach by the abstract animated film creator in digital era. (Source: IMDb)",[],Wonder (Movie),,,,,,['Avant Garde'],
220,劇場版 プリティーリズム・オールスターセレクション プリズムショー☆ベストテン,,['Movie'],1,Finished Airing,"Mar 8, 2014",,,['TV Tokyo'],"None found,","['Tatsunoko Production', '10Gauge']",Game,,,,48 min.,PG - Children,6.68,#6056,#11057,"2,574",5,609,"Announced at the ""Pretty Rhythm Christmas -Prism Stage- Event,"" the movie will compile Prism Show scenes from all three seasons. Residents of the Prism World Momo and Penguin-sensei work together to introduce various Prism Shows throughout the history of Aurora Dream, Dear My Future, and Rainbow Live. Within the many Prism Shows performed by Aira, Mia, Naru and their friends, only ten rank on top. (Source: ANN)",[],Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,"Gekijouban Pretty Rhythm, Pretty Rhythm The Movie, Pretty Rhythm Movie",,,,"['Idols (Female)', 'Music']",['Sports'],
221,우리별 일호와 얼룩소,Satellite Girl and Milk Cow,['Movie'],1,Finished Airing,"Feb 20, 2014",,,"None found,",['GKIDS'],"None found,",Unknown,"['Comedy', 'Romance']",,['Kids'],1 hr. 21 min.,G - All Ages,5.80,#10953,#11526,"2,242",7,942,"An adventure by Il-ho the Satellite Girl and a shy cow to save the world from a black monster. ""The Satellite Girl and Milk Cow"" is a debuting animation by Jang Hyeong-yoon who is also known as the 'genius director' for his achievements in the omnibus movie ""Indie Anibox: Selma's Protein Coffee"" and others. (Source: HanCinema)",[],Ulibyeol Ilhowa Eollugso,Ooleebyeol ilhowa eollugso,,La Chica Satélite y el Chico Vaca,,,,
222,銀河鉄道999 赤い星ベテルギウス ～いのちの輝き～,,['Movie'],1,Finished Airing,"Jan 4, 2014",,,"None found,","None found,",['Toei Animation'],Unknown,"['Adventure', 'Drama', 'Sci-Fi']",['Space'],,25 min.,G - All Ages,6.25,#8589,#14194,"1,022",1,145,Another Ginga Tetsudou 999 movie that was screened in several Planetariums in Japan.,[],Ginga Tetsudou 999: Akai Hoshi Betelgeuze - Inochi no Kagayaki,,,,,,,
223,木の葉化石の夏,Summer of Fossil Leaves,['Movie'],1,Finished Airing,"Jan 16, 2014",,,['Musashino Art University'],"None found,","None found,",Original,"['Drama', 'Slice of Life']",,,11 min.,G - All Ages,6.25,#8543,#16189,600,2,260,"One summer day, Rintarou accidentally breaks a Japanese maple leaf fossil treasured by his father. Feeling guilty, he cannot bring himself to tell his father. While at the riverbank looking for fossils, Rintarou meets a boy named Toshi, and their days of adventure begins. The film was made by Touko Yatabe for her graduate project at Musashino Art University.",[],Konohakaseki no Natsu,,,,,,,
224,Waiter,,['Movie'],1,Finished Airing,"Jan 16, 2014",,,['Tamabi'],"None found,","None found,",Original,,,,8 min.,PG-13 - Teens 13 or older,5.45,#12255,#17701,441,0,189,"Short film by Ryoji Yamada. A waiter finished work, goes out and gets drunk.",[],Waiter,,,,,,['Avant Garde'],
225,劇場版しまじろうのわお! しまじろうとくじらのうた,,['Movie'],1,Finished Airing,"Mar 14, 2014",,,['Benesse Corporation'],"None found,",['The Answer Studio'],Unknown,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],52 min.,G - All Ages,[],#14231,#17848,430,0,,"Shimajiro and his friends discover an injured whale and Gaogao helps it out, they later go underwater to find the whale mother and the fish in the ocean and encounters a giant crab. (Source: IMDb)",[],Shimajirou no Wow! Movie 2: Shimajirou to Kujira no Uta,,,,,,,
226,熊出没之夺宝熊兵,Boonie Bears: To the Rescue!,['Movie'],1,Finished Airing,"Jan 17, 2014",,,['Fantawild Animation'],"None found,","None found,",Unknown,"['Adventure', 'Comedy']",,,1 hr. 36 min.,PG - Children,5.65,#11614,#18020,417,0,148,"The story begins with a car accident one rainy night on the forest highway. Logger Vick retrieves a suitcase from the scene of the accident and reveals what’s inside. From then on, peace and quiet are no longer within the forest. The lives of Vick and the bears will be forever changed, as they are thrown into the middle of a huge conspiracy. Who is behind this conspiracy? And what deeper secret does it hold? (Source: Official website)",[],Xiong Chumo: Duo Bao Xiong Bing,,,,,,,
227,紙兎ロペ  TOHOシネマズ,,['Movie'],Unknown,Currently Airing,"Jan 11, 2014 to ?",,,"None found,","None found,","None found,",Original,"['Comedy', 'Slice of Life']",,,2 min.,G - All Ages,[],#19282,#18201,404,0,,"Kamiusagi Rope episodes for TOHO Cinemas that aired between theater commercials. Most are collaborations or advertisements and they are not considered to be a part of the movie series (ie. Kamiusagi Rope, Kamiusagi Rope 2, Kamiusagi Rope 3) due to being advertisements as well as having an irregular releases. Some were shown at all TOHO Cinemas (eg. Kashiwa was shown everywhere to advertise the new Kashiwa TOHO Cinemas opening the following month) while others were regional restricted (eg. Hissawwaza was shown only in TOHO Cinemas Shinjuku in honor of the theater's grand opening as well as being a collaboration with the Godzilla franchise and Tokyo Metro's new IC Touch campaign). None of these episodes were released online at a later date nor included in any DVD release of Kamiusagi Rope.",[],Kamiusagi Rope x TOHO Cinemas (Movies),,,,,,,
228,喜羊羊与灰太狼之飞马奇遇记,Meet The Pegasus,['Movie'],1,Finished Airing,"Jan 16, 2014",,,['Alpha Group'],"None found,","None found,",Unknown,"['Adventure', 'Comedy']",,['Kids'],1 hr. 23 min.,G - All Ages,[],#15427,#18611,372,1,,"In fairytales, the handsome prince, with some help from friendly dwarves, always marries the beautiful princess and lives happily ever after with her. This, unfortunately, is not the case for Prince Pegasus. Due to the meddling of Dwarf Pegasus, Prince Pegasus is not only stopped from marrying his princess, but also falls from Pegasus City down to Green Green Pastures! Now, it's up to Pleasant Goat and his friends to help Prince Pegasus return to his home! As always, though, Big Big Wolf is closely following the goats... (source: YesAsia)","['Prequel (Movie) Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian', 'Sequel (Movie) Xi Yangyang Yu Hui Tailang: Yang Nian Xi Yangyang']",Xi Yangyang Yu Hui Tailang: Fei Ma Qi Yu Ji,Pleasant Goat and Big Big Wolf Movie 6: Meet The Pegasus,,,,,,
229,Toruru's Adventure,Toruru's Adventure,['Movie'],1,Finished Airing,"Mar 21, 2014",,,"None found,","None found,",['Studio 4°C'],Original,"['Adventure', 'Fantasy', 'Sci-Fi']",,,32 min.,G - All Ages,[],#14984,#18646,370,0,,"The story centers on Toruru, as he searches for his younger sister Haruru, through multiple dimensions with the help of the NaSuBi. This anime short features different directors for worlds Toruru visits: Dimension One: Time Master directed by Tatsuyuki Tanaka (Tojin Kit, Digital Juice) Dimension Two: Crazy Consumption directed by Sayo Yamamoto (Wooser's Hand-to-Mouth Life) Dimension Three: The Last of the Flowers directed by Tomoyuki Niho (Birdy the Mighty: Decode) Dimension Four: The Door to the Future directed by Takashi Nakamura (Catnapped! The Movie) (Source: ANN)",[],Toruru's Adventure,,,,,,,
230,WORMY,Wormy,['Movie'],1,Finished Airing,"Jan 2, 2014",,,"None found,","None found,","None found,",Original,,['Music'],,5 min.,G - All Ages,5.64,#11663,#19717,300,1,132,"Original film by Kakeru Mizui, featuring music from Masato Abe. ""An old book"" was written by a writer, and was read by many people. The interpretation of the intention of the writer and readers of this book, is just like ""life."" I created this work with a theme about ""words lives are close and open,"" which represents the concept of life and regeneration."" (Source: Vimeo)",[],Wormy,,,,,,,
231,劇場版 トレインヒーロー,,['Movie'],1,Finished Airing,"Feb 22, 2014",,,['TV Tokyo'],"None found,","None found,",Unknown,,,['Kids'],1 hr. 28 min.,G - All Ages,[],#14999,#20015,284,0,,The mystery that was left untold in the TV series will be revealed in the movie.,"['Prequel (TV) Train Heroes', '']",Train Heroes Movie,,,,,,,
232,Blue Eyes -in HARBOR TALE-,Blue Eyes: In Harbor Tale,['Movie'],1,Finished Airing,"Jan 18, 2014",,,"None found,","None found,","None found,",Original,,,,8 min.,G - All Ages,[],#16982,#21950,177,0,,"In a port town ""Y"", where there are many old artifacts which are animated through a long time, a piece of brick lives as a pilot for the ""guests"" from overseas. One day, he meets a doll girl on a river and another tiny story begins. (Source: Official site)","['Prequel (Movie) Harbor Tale', '']",Blue Eyes: In Harbor Tale,,,,,,['Fantasy'],
233,FutureNova イメージ・アルバム,FutureNova: Image Album,['Movie'],1,Finished Airing,"Feb 1, 2014",,,"None found,","None found,","None found,",Original,,,,4 min.,PG-13 - Teens 13 or older,[],#18051,#22064,172,0,,Hakuyu Go's Tokyo Designer Gakuin graduation short.,[],FutureNova: Image Album,,,,,,['Sci-Fi'],
234,西湖传奇,,['Movie'],1,Finished Airing,"Jan 10, 2014",,,"None found,","None found,","None found,",Unknown,"['Fantasy', 'Romance']",,,1 hr. 36 min.,PG-13 - Teens 13 or older,[],#15722,#24758,98,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xihu Chuanqi,Legends of West Lake,,,,,,
235,蟲師 特別篇「日蝕む翳」,Mushi-shi: The Shadow that Devours the Sun,['TV Special'],1,Finished Airing,"Jan 4, 2014",,,"['Aniplex', 'Kodansha', 'Delfi Sound']","None found,",['Artland'],['Manga'],"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']",,['Seinen'],45 min.,PG-13 - Teens 13 or older,8.53,#130,#1687,"145,275",202,70022,"The entire countryside comes to a halt midday to witness a rare solar eclipse that is rumored to allow the average person to see Mushi. Unable to avert their gaze, the air is full of awe and wonder—but those who know the Mushi are preparing for the eclipse's aftermath. Based on a prediction from Tanyuu Karibusa, the cursed recorder, Mushishi Ginko finds himself in a very unlucky farming village. Immediately following the solar eclipse, a strange black cloud begins to gather in the sky and blocks the sun once more. Suspecting it to be the work of a Mushi known as Hihami, Ginko seeks to liberate the village from perpetual darkness. However, it seems that not all of the villagers are eager to return to the light. [Written by MAL Rewrite]","['Prequel (TV) Mushishi', 'Sequel (TV) Mushishi Zoku Shou', 'Adaptation (Manga) Mushishi Tokubetsu-hen: Hihamukage', '']",Mushishi: Hihamukage,"Mushi-shi Tokubetsu-hen: Hihamu Kage, Mushishi Special: Hihamukage",,,,"['Adult Cast', 'Historical', 'Iyashikei']",,
236,FrFr!～Free! short movie～,,['Special'],7,Finished Airing,"Sep 11, 2013 to Jan 8, 2014",,,['Lantis'],['Funimation'],"['Kyoto Animation', 'Animation Do']",['Light novel'],"['Comedy', 'Sports']",,,2 min. per ep.,PG-13 - Teens 13 or older,7.62,#1499,#2662,"74,558",104,34326,Specials bundled with the DVD/BDs.,[],Free!: FrFr - Short Movie,"Free! FrFr - Short Movie, Free! Specials",,,,,,
237,中二病でも恋がしたい！戀 未放送ショートムービー,"Love, Chunibyo & Other Delusions!: Heart Throb Specials",['Special'],7,Finished Airing,"Mar 19, 2014 to Sep 17, 2014",,,"None found,","None found,",['Kyoto Animation'],['Light novel'],,,,3 min. per ep.,PG-13 - Teens 13 or older,7.14,#3674,#2719,"72,532",46,34541,"The charming cast consisting of Rikka Takanashi and her friends continues spending time together through seven short episodes of fun games and idle chatter. Discover what is hidden inside Sanae Dekomori's hair buns, as well as other useless but fun facts about the beloved characters in Chuunibyou demo Koi ga Shitai! Ren Specials. [Written by MAL Rewrite]",[],Chuunibyou demo Koi ga Shitai! Ren Specials,"Chuunibyou demo Koi ga Shitai! 2 Specials, Chu-2 Byo demo Koi ga Shitai! Ren Specials",,,,,['Comedy'],
238,黒子のバスケNG集,,['Special'],9,Finished Airing,"Jan 29, 2014 to Sep 24, 2014",,,"None found,","None found,",['Production I.G'],['Manga'],"['Comedy', 'Sports']",['Team Sports'],,2 min. per ep.,PG-13 - Teens 13 or older,7.70,#1301,#2822,"67,428",123,30622,"Animated bloopers, based on the extra section of the original manga series, included with the BD/DVD series for Kuroko no Basket Second Season (both limited and normal editions).",[],Kuroko no Basket 2nd Season NG-shuu,Kuroko no Basket NG-shuu,,,,,,
239,"「進撃の巨人」ちみキャラ劇場""とんでけ! 訓練兵団""","Attack on Titan: Chibi Theater - Fly, Cadets, Fly!",['Special'],9,Finished Airing,"Jul 17, 2013 to Mar 19, 2014",,,"['Production I.G', 'Wit Studio']",['Funimation'],['Studio Moriken'],['Manga'],,['Parody'],,10 min. per ep.,PG-13 - Teens 13 or older,6.62,#6362,#3060,"58,379",75,28307,"Shingeki no Kyojin Picture Drama is a series of Flash animated gag shorts included with the Blu-ray Disc/DVD releases, featuring the characters in chibi form. Consisting of nine episodes, this series takes a light hearted and comedic take on the the SNK series with many memorable scenes and dialogues from the original series presented in humorous way. Each episodes depicts 2-3 days in the training of the 104th Trainee Corps as they train to become the hope for mankind in the war against the Titans.","['Sequel (Special) Shingeki no Kyojin Season 3 Specials', 'Adaptation (Manga) Shingeki no Kyojin']",Shingeki no Kyojin Picture Drama,"Shingeki no Kyojin: Chimi Kyara Gekijou - Tondeke! Kunren Heidan, Attack on Titan Picture Drama",,,,,['Comedy'],
240,リトルバスターズ！EX,Little Busters! EX,['Special'],8,Finished Airing,"Jan 29, 2014 to Jul 30, 2014",,,"None found,",['Sentai Filmworks'],['J.C.Staff'],Visual novel,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['School'],,24 min. per ep.,PG-13 - Teens 13 or older,7.68,#1347,#3099,"56,862",159,26721,"The main additions in ""Little Busters! Ecstasy"" are 3 heroine routes involving the characters Futaki Kanata, Sasasegawa Sasami and Tokido Saya. The 3 EX heroines' routes take place of the following: Saya's route - Before the events of Refrain. Sasami's route - After the events of Refrain. Kanata's route - First half of her story is before Refrain and second half is after Refrain. The episodes will be bundled with the BD/DVD releases of Little Busters!: Refrain.","['Adaptation (Manga) Little Busters! Ecstasy Series', '']",Little Busters! EX,"Little Busters! Ecstasy, LB!: EX",,,,,,
241,Fate/kaleid liner プリズマ☆イリヤ,Fate/Kaleid Liner Prisma Illya Shorts,['Special'],5,Finished Airing,"Sep 27, 2013 to Jan 31, 2014",,,"None found,","None found,",['SILVER LINK.'],['Manga'],"['Comedy', 'Ecchi']",['Mahou Shoujo'],,5 min. per ep.,PG-13 - Teens 13 or older,6.72,#5764,#3411,"47,440",14,23111,Specials bundled with each of all five Blu-ray/DVD volumes.,[],Fate/kaleid liner Prisma☆Illya Specials,,,,,,,
242,未確認で進行形 「見て。あれが私たちの泊まっている旅館よ。」,Engaged to the Unidentified Special,['Special'],1,Finished Airing,"Mar 19, 2014",,,"['DAX Production', 'TOHO animation']","None found,",['Doga Kobo'],['4-koma manga'],"['Comedy', 'Romance']",,,12 min.,PG-13 - Teens 13 or older,7.04,#4218,#3445,"46,669",13,24792,"After participating in a lucky draw, Hakuya Mitsumine wins first prize: tickets for a trip to a hot spring of his choice. Hakuya's sister, Mashiro, wishes to visit a specific hot spring in a village surrounded by intriguing rumors about alleged sightings of mysterious creatures in its area. Supportive of his sister's pick, Hakuya, along with Mashiro and a few friends, heads to the village. When the group ventures into a dark forest determined to catch a glimpse of the creatures, their pursuit is instead hindered by multiple uncanny mishaps. Strayed from what was supposed to be a simple goal, the group is determined to find the creatures or else they will return home with their curiosity dissatisfied. [Written by MAL Rewrite]",[],Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Mikakunin de Shinkoukei Special,,,,,,
243,境界の彼方 ミニ劇場,,['Special'],7,Finished Airing,"Jan 8, 2014 to Jul 2, 2014",,,"['Lantis', 'Pony Canyon']","None found,",['Kyoto Animation'],Original,"['Slice of Life', 'Supernatural']",,,5 min. per ep.,PG-13 - Teens 13 or older,6.88,#4920,#3505,"45,417",41,16380,"1. Oniichan Daaisuki♥ 2. Mirai no Akarui Ikkakusenkin Keikaku 3. 20-dai Joshi, Koi Ooki Otoshigoro 4. Idol e no Michi! 5. Pajama Party 6. Gasshuku ni Ikou! 7. Haha Kara no Tegami",[],Kyoukai no Kanata: Mini Gekijou,"Kyoukai no Kanata: Mini Theater, Kyoukai no Kanata Specials, Kyokai no Kanata Specials, Beyond the Boundary Specials",,,,,,
244,映画中二病でも恋がしたい!Lite,"Love, Chunibyo & Other Delusions!: Rikka Version Lite",['Special'],1,Finished Airing,"Feb 19, 2014",,,"None found,",['Sentai Filmworks'],['Kyoto Animation'],['Light novel'],,,,5 min.,PG-13 - Teens 13 or older,7.20,#3383,#3746,"40,266",10,18730,A special short episode included with the Blu-ray/DVD release of Chuunibyou demo Koi ga Shitai! Movie that explores the chunibyo past of Yuuta Togashi.,[],Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,,,,,,['Comedy'],
245,いただきっ! セーエキ♥,Vampire Vixen Special,['Special'],1,Finished Airing,"Mar 28, 2014",,,['Pashmina'],['Kitty Media'],['Peak Hunt'],['Manga'],,,,4 min.,Rx - Hentai,7.15,N/A,#4253,"30,713",82,17645,"Having found a beautiful partner that is well-versed in sexual matters, Kanzaki certainly counts himself lucky. However, reality soon catches up with him, and he wonders why someone as attractive as Mari Setagaya wants to hang out with his mundane self. When Kanzaki reveals his doubts to his girlfriend, Mari worries that he might be getting bored of her. She decides to use her innate charm as a half-succubus and prove to Kanzaki that she has eyes only for him. [Written by MAL Rewrite]","['Adaptation (Manga) Itadaki! Seieki♥', '']",Itadaki! Seieki♥ Special,,,,,,['Hentai'],
246,神さまのいない日曜日 第13話 「記憶」,Sunday Without God: Memories,['Special'],1,Finished Airing,"Feb 5, 2014",,,"None found,",['Sentai Filmworks'],['Madhouse'],['Light novel'],"['Fantasy', 'Mystery']",,,23 min.,R - 17+ (violence & profanity),6.86,#5049,#4348,"29,426",23,15200,"Episode 13 of Kamisama no Inai Nichiyoubi, included in the final Blu-ray/DVD volume of the series. This bonus episode is separated into three parts. In the first part, taking place before the characters reach Ostia, Ai and the others visit a hot spring. In the second part, Alice remembers the times he killed his classmates and encounters Hampnie Hambart. A battle ensues. In the third and final part, Hampnie dreams of when he first met Hana and is then woken up by Ai. (Source: Wikipedia)","['Adaptation (Manga) Kamisama no Inai Nichiyoubi', 'Adaptation (Light Novel) Kamisama no Inai Nichiyoubi']",Kamisama no Inai Nichiyoubi: Kioku,"Kami-sama no Inai Nichiyoubi Special, Kamisama no Inai Nichiyoubi Special, The Sunday Without God Episode 13, Kami-Nai Episode 13",,,,,,
247,震えちゃう❤フリージング ヴァイブレーションOVA,,['Special'],6,Finished Airing,"Dec 25, 2013 to May 28, 2014",,,['Media Factory'],['Funimation'],['A.C.G.T.'],['Manga'],"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",,,3 min. per ep.,R+ - Mild Nudity,6.45,#7384,#4434,"28,205",18,12327,Short specials included on the BD/DVD volumes of Freezing Vibration.,[],Freezing Vibration Specials,,,,,"['Harem', 'Military']",,
248,マケン姫っ！通 Ｐ～私事,,['Special'],5,Finished Airing,"Mar 28, 2014 to Jul 25, 2014",,,"None found,","None found,",['Xebec'],['Manga'],,,['Shounen'],4 min. per ep.,R+ - Mild Nudity,6.23,#8698,#4463,"27,920",16,11247,Blu-ray/DVD specials of Maken-Ki! Two.,[],Maken-Ki! Two Specials,,,,,,['Ecchi'],
249,お姉ちゃんが来た 初めての... キター!,,['Special'],1,Finished Airing,"Mar 22, 2014",,,['Takeshobo'],"None found,",['C2C'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,4 min.,PG-13 - Teens 13 or older,6.45,#7410,#4497,"27,448",8,15932,This episode shows Ichika's and Tomoya's first encounter. Episode 13 included with the Blu-ray release.,"['Prequel (TV) Oneechan ga Kita', '']",Oneechan ga Kita: Hajimete no… Kitaa!,"Oneechan ga Kita Special, Onee-chan ga Kita Episode 13, My Sister Came Special",,,,,,
250,BROTHERS CONFLICT  第十二・五衝突「切望」,,['Special'],1,Finished Airing,"Feb 26, 2014",,,"None found,",['Funimation'],"[""Brain's Base""]",Novel,,['Reverse Harem'],,14 min.,PG-13 - Teens 13 or older,6.42,#7570,#4838,"23,101",19,10934,Ema finds a special lamp that her father left for her. Ema and the brothers rub the lamp to find that something peculiar happens in front of them. (Source: ANN),"['Prequel (TV) Brothers Conflict', '']",Brothers Conflict: Setsubou,"Brothers Conflict Special, BroCon Special, BroCon Episode 12.5, Brothers Conflict Episode 12.5",,,,,['Romance'],
251,ロボットガールズＺ,Robot Girls Z,['Special'],3,Finished Airing,"Jan 4, 2014 to Mar 2, 2014",,,"['Nippon Columbia', 'LandQ studios']","None found,",['Toei Animation'],Original,,,,27 min. per ep.,PG-13 - Teens 13 or older,6.45,#7417,#4927,"22,051",19,8084,"The story revolves around a new team of ""Toei robot girls"" named ""Team Z"" that is made up of three girls based on Toei's Mazinger Z franchise: Mazinger Z, Great Mazinger, and UFO Robot Grendizer. Usually they perform in activities around Nerima ward in Tokyo to raise the awareness of the promising future energy source ""Photon Power"" (koushiryoku). However, there are times when ""Mechanical Beast"" team of girls emerge from the ""Subterranean Empire"" and attempt to steal the energy. Thus ""Team Z"" has to battle them to prevent this, though sometimes they just go and beat up the ""bad girls"" to relieve stress. Please note that because in this particular case MAL lists airings, not episodes/chapters/parts, this show is considered to be 3 episodes and not 9. Each of the three airings consisted of three episodes for a total runtime of 27 minutes per airing. The duration on MAL reflects this.","['Prequel (ONA) Robot Girls Z Episode 0', 'Sequel (ONA) Robot Girls Z Plus', 'Adaptation (Manga) Robot Girls Z', '']",Robot Girls Z,RGZ,,,,"['Anthropomorphic', 'Parody']",['Comedy'],
252,ガッチャマン クラウズ『Embrace』,,['Special'],1,Finished Airing,"Jan 22, 2014",,,['VAP'],"None found,",['Tatsunoko Production'],Original,"['Adventure', 'Sci-Fi']",,,23 min.,PG-13 - Teens 13 or older,7.33,#2697,#5394,"17,609",9,8249,Director's cut of episode 12 included with the BD/DVD box release. Contains about 15 minutes of new content.,[],Gatchaman Crowds: Embrace,"Gatchaman Crowds Special, Gatchaman Crowds Episode 13, Gatchaman Crowds Episode 12 Director's Cut",,,,,,
253,なぜなに！？うぃっちくらふとわ～くす,Witch Craft Works Specials,['Special'],6,Finished Airing,"Mar 26, 2014 to Aug 27, 2014",,,"['Lantis', 'Magic Capsule']","None found,",['J.C.Staff'],['Manga'],,,,5 min. per ep.,PG-13 - Teens 13 or older,6.74,#5654,#5501,"16,716",10,4853,Specials included in Blu-rays/DVDs of Witch Craft Works.,[],Witch Craft Works Specials,Witchcraft Works Specials,,,,,['Comedy'],
