,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Demographic,Theme,Genre,Demographics
74,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6586,#9190,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,['Kids'],,,
75,"Porufi no Nagai Tabi, The Long Journey of Porfyi, Porfy's Long Journey",ポルフィの長い旅,The Orphans of Simitra,['TV'],52,Finished Airing,"Jan 6, 2008 to Dec 28, 2008",['Winter 2008'],Unknown,"None found,","None found,",['Nippon Animation'],Novel,,,24 min. per ep.,G - All Ages,6.89,#4904,#10026,"3,524",5,640,"Porfy, his younger sister Mina, and their parents live a humble but happy life in the Grecian countryside. They've just started running a gas station, much to Porphy's joy, and it seems like only good things are in store for their future. However, a huge earthquake changes all that, leaving Porfy without a home or a family -- sans Mina, who seems to have disappeared in the commotion. Now, Porfy is determined to find his sister and be able to live together happily again.",[],Porphy no Nagai Tabi,,,,,['Historical'],['Drama'],
76,,おねがい♪マイメロディ きららっ★,,['TV'],52,Finished Airing,"Apr 6, 2008 to Mar 29, 2009",['Spring 2008'],Sundays at 09:30 (JST),['Sanrio'],"None found,",['Studio Comet'],Unknown,"['Comedy', 'Fantasy']",,20 min. per ep.,G - All Ages,6.54,#6838,#10683,"2,888",6,540,Sequel to Onegai My Melody Sukkiri.,"['Prequel (TV) Onegai My Melody Sukkiri♪', '']",Onegai♪My Melody Kirara★,,,,,,,
77,,デュエル・マスターズ クロス,,['TV'],100,Finished Airing,"Apr 5, 2008 to Mar 27, 2010",['Spring 2008'],Unknown,"None found,","None found,",['Shogakukan Music & Digital Entertainment'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,10 min. per ep.,PG-13 - Teens 13 or older,6.26,#8502,#11212,"2,466",2,861,"Shobu and friends fight the remaining Fua Duelists in order to defeat Zakira. Once again, they face off against the old members of Fua Duelists at the World Championship tournament. Shobu also found the terrible fate his friends faced because of these duelists in their past. (Source: Duel Masters Wikia)","['Prequel (TV) Duel Masters Zero', 'Sequel (TV) Duel Masters Cross Shock']",Duel Masters Cross,,,,['Kids'],,,
78,,ネットゴーストPIPOPA,Web Ghosts PiPoPa,['TV'],51,Finished Airing,"Apr 6, 2008 to Mar 29, 2009",['Spring 2008'],Unknown,['Milky Cartoon'],"None found,",['Studio Hibari'],Original,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",,24 min. per ep.,G - All Ages,6.77,#5508,#11277,"2,423",7,842,About a young boy named Akigawa Yuta who gets sucked into a virtual world through his cell phone. He meets three strange creatures that travel with him on Yuta's adventure in this strange new world.,[],Net Ghost Pipopa,Web Ghosts PiPoPa,Web Ghosts PiPoPa,Web Ghosts PiPoPa,['Kids'],,,
79,,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10 min.,G - All Ages,6.39,#7746,#11557,"2,226",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,['Kids'],,,
80,Constructor Rabbit,全力ウサギ,,['TV'],52,Finished Airing,"Jan 5, 2008 to Dec 27, 2008",['Winter 2008'],Unknown,['Sotsu'],"None found,","None found,",['Manga'],,,12 min. per ep.,G - All Ages,6.04,#9719,#13384,"1,265",1,372,"Zenryoku Usagi are hardworking construction builders — who happen to be rabbits — with a simple motto: ""Zenryoku+Dai-ichi"" (""Give everything you've got and be #1."") The animated shorts were aired in Japan within the Chibi Ani Gekijō (Tiny Anime Theater) program on Friday or Saturday mornings, depending on the station. Ikeda and Media Factory have created two books and numerous spinoff goods featuring the characters. (Source: Saikin Anime Jōhō)","['Sequel (TV) Zenryoku Usagi (2023)', '']",Zenryoku Usagi,,,,['Kids'],,['Comedy'],
81,,親子クラブ,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,5 min. per ep.,G - All Ages,5.47,#12199,#13602,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,,,,
82,A Penguin's Troubles,ペンギンの問題,,['TV'],100,Finished Airing,"Apr 5, 2008 to Mar 20, 2009",['Spring 2008'],Unknown,['TV Tokyo'],"None found,",['Shogakukan Music & Digital Entertainment'],['Manga'],,,10 min. per ep.,G - All Ages,5.83,#10766,#14605,915,2,317,About the daily lives of a boy and his talking penguin.,"['Sequel (TV) Penguin no Mondai Max', '']",Penguin no Mondai,,,,['Kids'],,['Comedy'],
83,"Uchi no 3Shimai, Uchi no San Shimai",うちの3姉妹,,['TV'],102,Finished Airing,"Apr 8, 2008 to Mar 30, 2010",['Spring 2008'],Unknown,"None found,","None found,","['Toei Animation', 'Studio Animal']",Other,"['Comedy', 'Slice of Life']",,23 min. per ep.,G - All Ages,6.32,#8131,#14736,883,1,185,"The daily life of the Motsumoto family. The three sisters, Fuu, Suu, and Chii, follow what happens on a daily basis. Mother and Father have to deal with them sometimes, but they're used to it.",[],Uchi no 3 Shimai,,,,,,,
84,,リトル・チャロ,Little Charo,['TV'],50,Finished Airing,"Apr 2, 2008 to Mar 25, 2009",['Spring 2008'],Wednesdays at 19:45 (JST),['NHK'],"None found,",['Spooky graphic'],Original,,,5 min. per ep.,G - All Ages,6.25,#8538,#15016,813,0,198,NHK's English education program featured the adventures of a puppy named Charo in New York.,"['Sequel (TV) Little Charo 4: Eigo de Aruku New York', '']",Little Charo,,,,,['Educational'],['Slice of Life'],
85,,ぜんまいざむらい,,['TV'],215,Finished Airing,"Apr 3, 2006 to Feb 6, 2009",['Spring 2006'],Unknown,['Aniplex'],"None found,","['A-1 Pictures', 'No Side']",Original,,,5 min. per ep.,G - All Ages,5.85,#10699,#15131,783,2,233,"200 years ago, Zenmai Zamurai was a thief by profession. While stealing from a house one night, he fell down a well and died. He was then resurrected by Daifukunokami and a wind-up key was placed on his head. If the key wound down, Zennosuke would die. The only way the key can be wound is by Zennosuke doing good deeds. In order to achieve this end, he is given the Dango-ken, which is a sword with Japanese Dumplings skewered onto it. Whenever Zenmai Zamurai sees people doing injustice or generally being out of control, he uses his sword to shoot the dumplings into their mouths. When the dumplings are eaten, the people suddenly become happy and realize the error of their ways. He helps out the people of his village in many ways, big and small. Whenever he has done well, a rainbow comes out of the sky to wind up his key. -Wikipedia",[],Zenmai Zamurai,,,,['Kids'],,['Comedy'],
86,Miracle Mimika,味楽る!ミミカ,Miracle! Mimika,['TV'],225,Finished Airing,"Apr 3, 2006 to Mar 13, 2009",['Spring 2006'],Unknown,['NHK'],"None found,",['Digital Media Lab'],Original,"['Gourmet', 'Slice of Life']",,10 min. per ep.,G - All Ages,[],#20319,#16051,619,0,,"Himeno Mimika is a daughter of historical cook family. She goes to a cooking school, Miracle Academy which train cooks all over the world. Vying with rivals, she brings out her gift, and she grows up as a cook. (Source: AnimeNfo)",[],Miracle! Mimika,,,,['Kids'],,,
87,"Scarecrowman The Animation, Scarecrow Man",スケアクロウマン,Scarecrowman,['TV'],26,Finished Airing,"Jul 3, 2008 to Dec 25, 2008",['Summer 2008'],Thursdays at 23:00 (JST),['VAP'],"None found,",['TMS Entertainment'],Picture book,,,25 min. per ep.,G - All Ages,[],#13956,#16232,595,0,,"A regular old scarecrow has stood in a field for twenty years when one day, after a lightning storm, he comes to life. He becomes friends with the daughter of a scarecrow shop owner.",[],Scarecrowman,,,,['Kids'],,['Fantasy'],
88,,はっけん たいけん だいすき! しまじろう,,['TV'],101,Finished Airing,"Apr 7, 2008 to Mar 29, 2010",['Spring 2008'],Unknown,"None found,","None found,","['Studio Kikan', 'Pierrot Plus']",Original,"['Adventure', 'Comedy', 'Fantasy']",,25 min. per ep.,G - All Ages,6.16,#9065,#16529,557,1,126,Second season of the Shimajirou children's television series.,"['Prequel (TV) Shima Shima Tora no Shimajirou', 'Sequel (TV) Shimajirou Hesoka']",Hakken Taiken Daisuki! Shimajirou,,,,['Kids'],,,
89,Odenkun,おでんくん,,['TV'],156,Finished Airing,"Aug 4, 2005 to Feb 27, 2009",['Summer 2005'],Unknown,['Studio Egg'],"None found,","None found,",Picture book,,,7 min. per ep.,G - All Ages,[],#20789,#17005,506,1,,"In an odd dimensional bubble inside the kettle of an Oden food cart exists Oden village. The residents of Oden village spend their idyllic days waiting for customers to come and eat them. In the meantime, Oden-kun helps other troubled dwellers to realize their dreams. One day, he hears that a customer's mother suffers from cancer so he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Oden-kun's dream is to meet his own mother. Looking forward to this day, Oden-kun spends his days doing one good deed a day. (Source: ANN)","['Sequel (TV) Ganbare! Oden-kun', '']",Oden-kun,,,,,,['Comedy'],
90,,えほん寄席,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,"['Historical', 'Performing Arts']",5 min. per ep.,PG - Children,[],#17874,#17189,488,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,,,['Kids'],,['Horror'],
91,Hoshi Shinichi's Short Shorts,星新一 ショートショート,,['TV'],26,Finished Airing,"Nov 11, 2007 to Nov 17, 2008",['Fall 2007'],Unknown,['Directions'],"None found,",['Echoes'],Book,"['Comedy', 'Sci-Fi']",,10 min. per ep.,PG-13 - Teens 13 or older,[],#18683,#17232,483,0,,"This series features stories from the acclaimed sci-fi writer Hoshi Shinichi. The episodes uses animation, live-action footage, computer graphics, and other visual means to re-enact the short stories. Each episode is a collection of several short-short stories by Hoshi Shinichi. Note: This entry includes the pilot and the 25 TV episodes.",[],Hoshi Shinichi Short Short,,,,,,,
92,"RoboDz: Fuuun Hen, RoboDz Kazagumo Hen",ロボディーズ-RoboDz-風雲篇,,['TV'],26,Finished Airing,"Jun 2, 2008 to Nov 24, 2008",['Summer 2008'],Unknown,"None found,","None found,",['Toei Animation'],Unknown,,,5 min. per ep.,PG - Children,[],#21396,#17726,441,0,,"Five minute episodes following the adventures of three robot friends: Nejimaru, Sombrenosuke and Drum-Kan-Be, who coexist with humans of the same world. When an alien invasion called Corporation Baddoru arrives, they are forced to join forces against the invaders.",[],RoboDz,,,,,,['Sci-Fi'],
93,Chibinacs³,チビナックス3,,['TV'],25,Finished Airing,"Jun 3, 2008 to Nov 18, 2008",['Summer 2008'],Tuesdays at 00:49 (JST),"None found,","None found,","None found,",Other,,,3 min. per ep.,G - All Ages,[],#17286,#20073,282,0,,The 3rd and final season of Chibinacs.,"['Prequel (TV) Chibinacs 2.0', '']",Chibinacs 3,,,,,,['Comedy'],
94,,おべとも学園,,['TV'],200,Finished Airing,Apr 2008 to Mar 2013,['Spring 2008'],Unknown,['NHK'],"None found,","None found,",Original,,,2 min. per ep.,G - All Ages,[],#20782,#24012,112,0,,A series by Japanese illustrator Obetomo which aired on NHK's Shakin! program.,[],Obetomo Gakuen,,,,,['School'],['Slice of Life'],
95,Eve's Time,イヴの時間,Time of Eve,['ONA'],6,Finished Airing,"Aug 1, 2008 to Sep 18, 2009",,,"['Directions', 'Code', 'Trick Block']",['AnimEigo'],['Studio Rikka'],Original,"['Sci-Fi', 'Slice of Life']",,18 min. per ep.,PG-13 - Teens 13 or older,7.99,#684,#1344,"190,379","1,251",80559,"In future Japan, in a time when android housekeepers have become commonplace, society strictly abides by the Three Laws of Robotics, which all androids must follow. Under the influence of the Robot Ethics Committee, androids are treated the same way as lesser technology, such as household appliances. However, a minority with an adoration for androids exists, categorized as ""android-holics,"" and are shunned by the general public. Rikuo Sakisaka was raised to accept society's precept about androids, and is perfectly aware that they are not human. That is, until the day he discovers a strange message buried within the activity logs of his household android, Sammy. This leads him to Eve no Jikan, a cafe with only one rule that its patrons must adhere to: there must be no distinction made between humans and androids. Curiosity drives Rikuo to learn more about the shop, and he attempts to unearth the reason behind Sammy's peculiar behavior. [Written by MAL Rewrite]","['Adaptation (Manga) Eve no Jikan', '']",Eve no Jikan,Time of Eve,,Time of Eve,,,,
96,CB,Candy boy -Nonchalant talk of the certain twin sisters in daily life-,,['ONA'],7,Finished Airing,"May 2, 2008 to May 8, 2009",,,['Half H.P Studio'],"None found,",['AIC'],Original,,"['Love Polygon', 'School']",14 min. per ep.,PG-13 - Teens 13 or older,6.76,#5556,#2609,"77,242",360,35361,"Yukino and Kanade Sakurai are twin sisters that live together in a high school dorm. Although they are twins, they tend to act romantic toward each other, holding hands and going on dates. One day, Kanade sees Yukino hanging out with a new girl, Sakuya Kamiyama. Realizing how much time these two spend together, Kanade assumes they are dating, and she begins to distance herself from her sister. Yukino promptly notices and pleads with Kanade not to leave. In reality, Sakuya has only been asking for advice about Kanade, revealing her obsessive love. How will this love triangle play out? [Written by MAL Rewrite]","['Prequel (ONA) Candy☆Boy: Side Story For Archive', 'Sequel (Special) Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron', 'Adaptation (Manga) Candy Boy', '']",Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,,,,,,['Girls Love'],
97,,떳다 그녀!!,There She Is!!,['ONA'],5,Finished Airing,"Apr 20, 2003 to Dec 9, 2008",,,['SamBakZa'],"None found,","None found,",Original,"['Comedy', 'Romance']",,4 min. per ep.,G - All Ages,7.84,#951,#4663,"25,238",155,13959,"The plot revolves around Doki, a female rabbit, meeting, falling in love with, and chasing Nabi, a male cat, in a world where love between the two species is socially unacceptable. The theme of the short is that all love can be accepted and has a chance. Nabi attempts to cure Doki's infatuation for him, but after seeing the extent of her love, he gives in and finds something he can appreciate in her. (Source: Wikipedia)","['Sequel (ONA) Tteotda Keunyeo!! Another Step', '']",Tteotda Keunyeo!!,,,,,['Anthropomorphic'],,
98,"Sonic Night of the Werehog, Sonikku & Chippu Kyofu no Yakata, Sonic & Chip House of Terror",ソニック&チップ 恐怖の館,Sonic Night of the Werehog,['ONA'],1,Finished Airing,"Nov 1, 2008",,,['Sega'],"None found,",['Marza Animation Planet'],Game,,,11 min.,G - All Ages,6.56,#6677,#6877,"9,599",33,6072,"Published on SEGA's website in November of 2008, Sonic: Night of the Werehog is an ONA made to promote the release of Sonic World Adventure, also known as Sonic Unleashed in North America and Europe. Sonic and Chip venture to an abandoned haunted house on a rainy night, soon to be caught up in the antics of two mischievous ghosts, who scare any of the house's visitors in order to take their picture and impress the ghost girl who lives there with them. Though they succeed in scaring Chip out of his wits, the two can't seem to make Sonic bat an eye at them. Furious, the two band together in order to get the best of Sonic; will he be able to put a stop to the duo with a little help from the full moon?",[],Sonic: Night of the WereHog,,,,,['Anthropomorphic'],['Action'],
99,,プッシーキャット,Pussycat,['ONA'],1,Finished Airing,"Dec 8, 2008",,,"None found,","None found,","None found,",Original,"['Fantasy', 'Horror']",,5 min.,R - 17+ (violence & profanity),4.28,#13722,#8504,"5,718",3,3783,"""The Three Little Pigs"" inspired one of the most iconic rivalries in fiction: the pig versus the big bad wolf. However, this is not the classic fable everyone grew up with. Maybe, it is because a voluptuous pussycat has been thrown into the mix. Or perhaps, it is because this time, the pig has some rather questionable motives... [Written by MAL Rewrite]",[],Pussycat,,,,,,,
100,Infinite Space,無限航路,,['ONA'],4,Finished Airing,"Oct 9, 2008 to May 29, 2009",,,"None found,","None found,","['Gonzo', 'Production I.G']",Game,"['Action', 'Sci-Fi']",,2 min. per ep.,PG-13 - Teens 13 or older,5.07,#13140,#13104,"1,370",1,539,"The software developers Platinum Games and Sega have scheduled their Mugen Kōro - Infinite Space science-fiction roleplaying game for the Nintendo DS portable console next spring and announced the October launch of animated short films for the project. The game centers around Yūrī, a young man who journeys across lawless space and becomes a spaceship captain. The animation studios GONZO and Production I.G are producing short movies to promote the game and develop its world and storyline. The first of the movies will premiere at the Tokyo Game Show on October 9 and then will run on the game's official website on October 17. (Source: ANN)",[],Mugen Kouro,,,,,['Space'],,
101,,スペースネコシアター,Space Neko Theater,['ONA'],1,Finished Airing,"Dec 9, 2008",,,['Space Neko Company'],"None found,","None found,",Original,,,8 min.,PG-13 - Teens 13 or older,5.36,#12526,#13788,"1,134",0,611,"Cat lovers by cat-lover, love for cats, which are animated omnibus CM and assortment of fictional programs.",[],Space Neko Theater,,,,,,['Comedy'],
102,,将棋アワー,Shogi Hour,['ONA'],1,Finished Airing,"Oct 5, 2008",,,['Space Neko Company'],"None found,","None found,",Original,,"['Parody', 'Strategy Game']",7 min.,G - All Ages,4.97,#13242,#14066,"1,061",0,566,A NHK shogi tournament parody. ''55 AJN Trophy TV Shoji Tournamant'' Mr.Yamada versus Mr.Roboco.,[],Shogi Hour,,,,,,['Comedy'],
103,,オー！ルーズボーイズブギー,,['ONA'],1,Finished Airing,"Dec 31, 2008",,,"None found,","None found,",['Kate Arrow'],Original,,,3 min.,PG-13 - Teens 13 or older,[],#20792,#23532,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Oh! Loose Boys Boogie,,,,,['Idols (Male)'],['Comedy'],
104,,HELLSING OVA,Hellsing Ultimate,['OVA'],10,Finished Airing,"Feb 10, 2006 to Dec 26, 2012",,,"['GDH', 'Geneon Entertainment USA', 'Shounen Gahousha']",['Funimation'],"['Madhouse', 'Satelight', 'Graphinica']",['Manga'],"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Military', 'Vampire']",49 min. per ep.,R - 17+ (violence & profanity),8.35,#243,#181,"971,086","22,616",502444,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead. Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil. In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare. [Written by MAL Rewrite]","['Prequel (Special) Hellsing: The Dawn', 'Adaptation (Manga) Hellsing']",Hellsing Ultimate,,,,['Seinen'],,,
105,Kissxsis,キス×シス,,['OVA'],12,Finished Airing,"Dec 22, 2008 to Apr 6, 2015",,,"None found,",['Discotek Media'],['feel.'],['Manga'],"['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']",24 min. per ep.,R+ - Mild Nudity,6.79,#5366,#750,"341,048","1,322",189342,"When Keita Suminoe's father remarried, not only did he gain a new mother, but elder twin sisters as well. Distinct yet similar, the homely and mature Ako is a former student council president, while the athletic and aloof Riko is the previous disciplinary president. The three of them have been together since kindergarten, resulting in a deep bond between the siblings. However, over time, their relationship developed into something more romantic—and erotic . Now in his last year of middle school, Keita has already received a sports recommendation, but it's from a different high school than his two sisters. Disappointed, both sisters try to change his mind, and he agrees, giving in to their desperate pleas. Unaware of the consequences, he now has to attempt to study for his high school exams while warding off the advances of his lust-driven sisters. With their parent's blessings, Ako and Riko strive to be Keita's future wife, leaving him to try his best to keep the relationship between them strictly platonic. However, with two beautiful girls vying for his attention, will Keita be able to withstand the endless temptations? [Written by MAL Rewrite]","['Adaptation (Manga) Kiss x Sis', '']",Kiss x Sis,,,,['Seinen'],,,
106,"Boku no Pico OVA 3, Boku no Piko",ぴこ×CoCo×ちこ,,['OVA'],1,Finished Airing,"Oct 9, 2008",,,['Natural High'],"None found,","['Sugar Boy', 'Blue Cat']",Original,"['Boys Love', 'Hentai']",,35 min.,Rx - Hentai,4.34,N/A,#2833,"67,035",329,42724,"The young couple Pico and Chico are out for a date in town when a chance encounter has them immediately seduced by the mysterious runaway named CoCo. Pico is instantly drawn in by CoCo's spiritual outlook and feminine charms, but little does he know that the swaying of his heart will fuel the sparks of jealousy, passion, and desperation between the trio, ready to engulf them in an inferno of arousal and anxiety at any moment. Two may be company, but is three really a crowd? [Written by MAL Rewrite]","['Prequel (OVA) Pico to Chico', '']",Pico x CoCo x Chico,,,,,,,
107,"Sayonara Zetsubou Sensei OAD, Goodbye Mr. Despair OVA, GSZS",獄・さよなら絶望先生,Goodbye Mr. Despair OAD,['OVA'],3,Finished Airing,"Oct 17, 2008 to Feb 17, 2009",,,['Omnibus Promotion'],"None found,",['Shaft'],['Manga'],,"['Gag Humor', 'Parody', 'School']",25 min. per ep.,R - 17+ (violence & profanity),7.81,#1023,#2858,"66,267",86,31660,Sayonara Zetsubou Sensei OVA.,"['Prequel (TV) Zoku Sayonara Zetsubou Sensei', 'Sequel (TV) Zan Sayonara Zetsubou Sensei', 'Adaptation (Manga) Sayonara Zetsubou Sensei', '']",Goku Sayonara Zetsubou Sensei,,,,['Shounen'],,['Comedy'],
108,One Piece Special: Romance Dawn Story,ワンピース ロマンスドーンストーリー,One Piece: Romance Dawn Story,['OVA'],1,Finished Airing,"Nov 24, 2008",,,"None found,","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,33 min.,PG-13 - Teens 13 or older,7.33,#2669,#3128,"55,762",27,28383,"The Straw Hat Pirates, searching for the great passage ""Grand Line"", are in trouble when their food runs out! Luffy, searching for food on his own, finds a ship belonging to the pirate, Gally, and takes it over!! He lands at a nearby town... Luffy was attacked by a young girl, Silk, who mistook him for a member of the other pirate gang. As the two eat a meal, they tell their stories. Meanwhile, Gally and his band are burning with anger at Luffy, demanding payment from the town's defenseless citizens...!! (Source: Jumpland)","['Adaptation (One-shot) Romance Dawn', '']",One Piece: Romance Dawn Story,,,,['Shounen'],,,
109,"Seto no Hanayome Jin, Seto no Hanayome Gi",瀬戸の花嫁 OVA,My Bride is a Mermaid OVA,['OVA'],2,Finished Airing,"Nov 3, 2008 to Jan 5, 2009",,,"None found,","None found,","['Gonzo', 'AIC']",['Manga'],"['Comedy', 'Romance', 'Supernatural']","['Organized Crime', 'Parody', 'School']",29 min. per ep.,PG-13 - Teens 13 or older,7.80,#1047,#3147,"54,978",29,29033,"The Seto no Hanayome OVAs are new stand alone shorts with characters from the series and also two new ones. It is now the third year of school, San and Luna's dads are still being over protective. All the while Nagasumi has his hands full trying to keep everyone around him under control and rescuing damsels in distress. (Source: ANN)","['Prequel (TV) Seto no Hanayome', 'Adaptation (Manga) Seto no Hanayome']",Seto no Hanayome OVA,,,,['Shounen'],,,
110,The Romantic Tale of a Foreign Love Affair,異国色恋浪漫譚,A Foreign Love Affair,['OVA'],2,Finished Airing,"Dec 21, 2007 to Oct 24, 2008",,,"['ANIK', 'On-Lead']","None found,",['PrimeTime'],['Manga'],"['Boys Love', 'Comedy', 'Erotica']",,27 min. per ep.,R+ - Mild Nudity,6.91,N/A,#3496,"45,784",115,25156,"Japanese yakuza clan heir Ranmaru just got married on a lavish cruise ship, but things aren't as they seem. The marriage is just for the appearances, and he ends up getting drunk and spending the night not with his bride but with the sexy ship captain. When the two men meet again in Italy, it is the start of a spectacular love story. (Source: MU)","['Adaptation (Manga) Ikoku Irokoi Romantan', '']",Ikoku Irokoi Romantan,,,,,,,
111,Initial D: Extra Stage 2: Tabidachi no Green,頭文字D Extra Stage 2,Initial D Extra Stage 2,['OVA'],1,Finished Airing,"Oct 3, 2008",,,"None found,","None found,",['A.C.G.T.'],['Manga'],"['Action', 'Drama']",,54 min.,PG-13 - Teens 13 or older,7.40,#2369,#3524,"45,104",63,23053,"Dissatisfied with Impact Blue's growing reputation as the fastest racer on Mount Usui, Mako Satou decides to break out of her mold and dedicate her time toward becoming a professional racer. However, as she prepares for this next stage in her life, Mako bumps into an ex-boyfriend, prompting an awkward exchange that makes her resolve waver. But, the question arises whether this second chance at love is enough for Mako to give up her newfound passion for racing permanently. [Written by MAL Rewrite]","['Prequel (OVA) Initial D Extra Stage', 'Adaptation (Manga) Initial D Bangai-hen: Tabidachi no Green']",Initial D Extra Stage 2,,,,['Seinen'],['Racing'],,
112,Touhou Unofficial Doujin Anime: A Summer Day's Dream,東方二次創作同人アニメ 夢想夏郷,,['OVA'],Unknown,Currently Airing,"Dec 29, 2008 to ?",,,['Maikaze'],"None found,","None found,",Game,,,22 min.,PG-13 - Teens 13 or older,7.26,#3066,#3676,"41,785",226,12714,"In the hidden magical land of Gensokyo, shrine maiden Reimu Hakurei constantly makes sure that supernatural incidents involving mythical creatures known as youkai remain as infrequent as possible. As part of her shrine's traditions, she hosts an annual summer banquet that invites a variety of guests, ranging from humans to even the strongest of youkai. On the morning of the banquet, however, the shrine's donation box suddenly goes missing. Furthermore, there appears to be no trace of any theft whatsoever. As Reimu, her friend Marisa Kirisame, and news reporter Aya Shameimaru investigate the situation, they realize that others also have missing possessions. With each step closer to piecing the puzzle together, the group soon understands that this phenomenon is more than just simple thievery—an incident on par with Remilia Scarlet's mist or Yuyuko Saigyouji's youkai cherry blossom. [Written by MAL Rewrite]",[],Touhou Niji Sousaku Doujin Anime: Musou Kakyou,,,,,['Vampire'],['Fantasy'],
113,,テニスの王子様 Original Video Animation 全国大会編 Final,The Prince of Tennis: The National Tournament Finals,['OVA'],7,Finished Airing,"Apr 25, 2008 to Jan 23, 2009",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.95,#737,#3872,"37,712",53,20249,"After their victory over Shitenhouji Middle School in the semifinals, Ryouma Echizen and the Seishun Academy Boys Tennis Team must now face off against the two-time defending champions of Rikkai University-Affiliated Middle School in order to claim the national title. Rikkai is not only seeking revenge for its team's previous loss to Seishun at the Kanto Regional Tournament, but they also are aiming to win the national title for a third consecutive year. In the conclusion of Tennis no Oujisama, the titular ""Prince of Tennis"" is pitted against the ""Child of God"" in a head-to-head battle for the national championship title. Along the way, Ryouma must teach his opponents and teammates that there is more to tennis than winning. [Written by MAL Rewrite]","['Prequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal', 'Sequel (OVA) Tennis no Oujisama: Another Story - Kako to Mirai no Message', 'Sequel (TV) Shin Tennis no Oujisama', 'Sequel (Movie) Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Oujisama']",Tennis no Oujisama: Zenkoku Taikai-hen - Final,,,,['Shounen'],,['Sports'],
