,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Themes,Genre,Demographics
76,"Marchen Awakens Romance, Märchen Awakens Romance, MAR-Heaven, MÄR Heaven",メル,,['TV'],102,Finished Airing,"Apr 3, 2005 to Mar 25, 2007",['Spring 2005'],Sundays at 10:00 (JST),"['TV Tokyo', 'Shogakukan Productions']",['VIZ Media'],['SynergySP'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.24,#3137,#3158,"54,721",313,22322,"Dreaming of a magical world every night, the young Toramizu Ginta yearns to be able to go there. With only his friend Koyuki believing in his dreams, Ginta remains positive despite the slander he receives from others over his dreams. But his wishes are answered, as one day a large door appears in front of Ginta, summoning him to the land of MAR Heaven. In this land, the weapons known as ARMS exist. While initially Ginta greatly enjoyed the discovery of this magical world, he soon learns of the terrible wars that have once plagued MAR Heaven and the upcoming war that may soon appear.","['Adaptation (Manga) MÄR', '']",MÄR,,,Mär: Märchen Awakens Romance,,,
77,PPGZ,出ましたっ！パワパフガールズZ,Powerpuff Girls Z,['TV'],52,Finished Airing,"Jul 1, 2006 to Jun 30, 2007",['Summer 2006'],Saturdays at 07:00 (JST),"['TV Tokyo', 'Aniplex', 'Sony Music Entertainment']","None found,",['Toei Animation'],Other,"['Action', 'Comedy', 'Sci-Fi']",,,24 min. per ep.,PG - Children,6.49,#7153,#3887,"37,343",193,15956,"Based on the American cartoon, ""The Powerpuff Girls."" Professor Utonium and his son Ken are studying the strange Chemical X. When a mochi cake falls into the formula, it changes into Chemical Z. Ken fires a ray of Chemical Z at a glacier in Tokyo Bay, however that causes strange black and white lights to scatter. The black lights turn its victims into monsters, with emphasis on a black light hitting a zoo monkey and transforming him into Mojo Jojo. The white lights, however, aim at three normal girls, Momoko, Miyako, and Kaoru. This gives them the power to transform into superheroes, the Powerpuff Girls Z!","['Adaptation (Manga) Demashita! Powerpuff Girls Z', '']",Demashita! Powerpuff Girls Z,,,,"['School', 'Super Power']",,
78,,きらりん☆レボリューション,Kirarin Revolution,['TV'],153,Finished Airing,"Apr 7, 2006 to Mar 27, 2009",['Spring 2006'],Fridays at 18:00 (JST),"['MediaNet', 'Sony Music Entertainment', 'Shogakukan Productions']","None found,","['SynergySP', 'G&G Entertainment']",['Manga'],"['Comedy', 'Drama', 'Romance']",['Showbiz'],['Shoujo'],22 min. per ep.,PG-13 - Teens 13 or older,7.08,#4007,#4051,"34,228",275,14290,"Kirari Tsukishima, a gluttonous 14-year-old beauty, is a girl who does not care about idols and the entertainment world because her mind is occupied by food. Her obsession with food only causes her to be clueless about love. One day, after saving a turtle that is stranded in a tree, Kirari meets with a handsome and gentle boy named Seiji, who gives her ticket to a SHIPS (a popular idol group) concert to show his gratitude for her saving his pet. Kirari then storms off to the concert and runs into another boy, who tears up her ticket and warns her to stay away from Seiji because she and Seiji live in different worlds. The outraged Kirari then sneaks into the concert, only to discover that Seiji and the boy who tore her ticket, named Hiroto, are actually members of SHIPS. Finally understanding the meaning of ""different worlds"" (Seiji is a popular idol while she is an average middle school student), Kirari refuses to give up. Filled with determination to be with Seiji, she declares that she will also become an idol. (Source: Wikipedia)","['Adaptation (Manga) Kirarin☆Revolution', '']",Kirarin☆Revolution,,,,,,
79,,NIGHT HEAD GENESIS (ナイト ヘッド ジェネシス),,['TV'],24,Finished Airing,"Jun 17, 2006 to Dec 31, 2006",['Summer 2006'],Unknown,"['Actas', 'HoriPro', 'Four Some']",['Media Blasters'],['Bee Media'],Other,"['Drama', 'Mystery', 'Sci-Fi', 'Suspense']",,,24 min. per ep.,R - 17+ (violence & profanity),6.71,#5857,#4156,"32,558",69,10561,"Following a 15-year long seclusion in a research facility, brothers Naoto and Naoya Kirihara finally escape after the psychic barrier separating them from the outside world collapses. Abandoned by their parents, who feared their supernatural powers, the siblings now strive for a normal life. However, the two are soon forced to use their talents to save lives as the ""minus energy"" begins to engulf the world and crimes involving psychic abilities gradually multiply. Learning to control their capabilities and using them for the sake of others will prove challenging, for Naoya is traumatized by his psychic abilities that allow him to read people's minds; while Naoto has hurt many close ones due to his unstable psychokinetic powers. With the help of the mysterious Shouko Futami, who can see into the future, the Kirihara brothers must find a way to foil the plans of an organization that seems to be linked to the harmful events related to gifted individuals. [Written by MAL Rewrite]","['Adaptation (Manga) Night Head', 'Adaptation (Manga) Night Head Genesis']",Night Head Genesis,,,,"['Psychological', 'Super Power']",,
80,Chokotto Sister,ちょこッとSister,,['TV'],24,Finished Airing,"Jul 12, 2006 to Dec 20, 2006",['Summer 2006'],Unknown,"None found,","None found,",['Nomad'],['Manga'],"['Comedy', 'Drama', 'Romance', 'Ecchi']",,,23 min. per ep.,R+ - Mild Nudity,6.74,#5670,#4909,"22,305",40,8944,"Haruma Kawagoe is an only child. A long time ago, at Christmas time, his mother miscarried the child that was to have been his baby sister. That night, young Haruma knelt down and offered up an earnest prayer: ""Please make my mother well again, and please give me a little sister."" Years have passed, and Haruma has nearly forgotten his prayer. But Santa hasn't.... one Christmas, when Haruma is least expecting it, he gets an unusual present - his sister. (Source: ANN)","['Adaptation (Manga) Chocotto Sister', '']",Chocotto Sister,,,,,,
81,,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",['Anthropomorphic'],,25 min.,PG - Children,7.71,#1261,#5003,"21,432",239,9594,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,,,,"['Kids', 'Shounen']"
82,,ふたりはプリキュア Splash☆Star,Pretty Cure Splash Star,['TV'],49,Finished Airing,"Feb 5, 2006 to Jan 28, 2007",['Winter 2006'],Sundays at 08:30 (JST),['Asahi Broadcasting'],"None found,",['Toei Animation'],Original,"['Action', 'Comedy']",['Mahou Shoujo'],,24 min. per ep.,G - All Ages,7.19,#3418,#5683,"15,360",83,6364,"During the summer festival five years ago, two girls met at a mysterious tree and saw two glowing spheres. Now, these two girls--Saki Hyuuga, ace pitcher on the school softball team; and Mai Mishou, who prefers sketching over stargazing--are chosen by the spirits of flowers (Flappy) and birds (Choppy) to restore the Seven Fountains and save their worlds from Dark Autumn. Together, they are the NEW Pretty Cure. (Source: ANN)","[""Sequel (TV) Kibou no Chikara: Otona Precure '23"", 'Adaptation (Manga) Futari wa Precure: Splash☆Star']",Futari wa Precure: Splash☆Star,,,,,,
83,,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9129,#7129,"8,808",39,1935,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,
84,"Fairy Musketeer Akazukin TV, Otogi-Juushi Akazukin",おとぎ銃士 赤ずきん,Fairy Musketeers,['TV'],39,Finished Airing,"Jul 1, 2006 to Mar 31, 2007",['Summer 2006'],Saturdays at 09:00 (JST),"['TV Tokyo', 'Yomiko Advertising', 'Konami Digital Entertainment']","None found,","['Madhouse', 'Group TAC']",Original,"['Adventure', 'Comedy', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.93,#4689,#7269,"8,406",19,2282,"Long, long ago, there existed a world of magic and science. God, afraid of man's potential, split the world in to the world of science, Elde, and the world of magic, Fandavale. One day in Fandavale, a terrible witch named Cendrillon (Cinderella) revives. Cendrillon plots to rule both worlds, and searches for the ""key"" which holds tremendous power. A young boy from Elde by the name of Sōta meets a mysterious girl from Fandavale, Akazukin, and her talking wolf companion, Val. Sōta learns that he is the key Cendrillon is searching for. Now it is up to Akazukin, Val, and the other Fairy Musketeers to protect Sōta from Cendrillon and her Nightmarelians who wish to obtain the power he mysteriously possesses.","['Adaptation (Manga) Otogi Juushi Akazukin', '']",Otogi Juushi Akazukin,Fairy Musketeers,Fairy Musketeers,Fairy Musketeers,,,
85,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4016,#7393,"8,014",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,El Ninja Boy Rantaró,,,['Comedy'],
86,"Fushigi-boshi no Futago-hime Gyu!, Fushigi Boshi no Futago Hime Gyu!",ふしぎ星の☆ふたご姫,Twin Princesses of the Wonder Planet,['TV'],52,Finished Airing,"Apr 1, 2006 to Mar 31, 2007",['Spring 2006'],Saturdays at 10:00 (JST),['Nihon Ad Systems'],"None found,","['J.C.Staff', 'HAL Film Maker']",Original,"['Comedy', 'Fantasy']",['Mahou Shoujo'],,24 min. per ep.,G - All Ages,7.13,#3750,#7805,"6,992",29,2693,"Fine and Rein are sent to the Royal Wonder Academy on the Royal Wonder Planet in order to study to become better princesses. They plan to make many friends, but unfortunately, the competition and cold nature of the students and teachers make things impossible. The twins also become Universal Princesses when touching the legendary Soleil Bell, releasing two angels named Pyupyu and Kyukyu to help aid them. Unfortunately, an evil force manifested in a painting doesn't seem to be satisfied about the Universal Princesses... (Source: ANN)","['Prequel (TV) Fushigiboshi no☆Futagohime', '']",Fushigiboshi no☆Futagohime Gyu!,,,,,,
87,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],['Shoujo'],23 min.,G - All Ages,7.34,#2627,#7911,"6,778",62,2188,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,Chibi Maruko-chan,,,['Comedy'],
88,,おねがいマイメロディ くるくるシャッフル！,,['TV'],52,Finished Airing,"Apr 2, 2006 to Mar 25, 2007",['Spring 2006'],Sundays at 09:30 (JST),['Sanrio'],"None found,",['Studio Comet'],Unknown,"['Comedy', 'Fantasy']",,,22 min. per ep.,PG - Children,7.33,#2672,#7999,"6,592",37,2013,A continuation of Onegai My Melody.,"['Prequel (TV) Onegai My Melody', 'Sequel (TV) Onegai My Melody Sukkiri♪']",Onegai My Melody: Kurukuru Shuffle!,,,,,,
89,Atashinchi,あたしンち,My Family,['TV'],330,Finished Airing,"Apr 19, 2002 to Sep 19, 2009",['Spring 2002'],Saturdays at 11:20 (JST),"['TV Asahi', 'Yumeta Company']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,,25 min. per ep.,G - All Ages,7.38,#2439,#8235,"6,116",63,2770,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuzuhiko and Mikan. Wacky humor about this weird family's daily life. (Source: AniDB)","[""Sequel (TV) Shin Atashin'chi"", ""Adaptation (Manga) Atashin'chi""]",Atashin'chi,,,,,,
90,"Tottoko Hamutarou Hai!, Tottoko Hamutarou: Norisuta Haai!",とっとこハム太郎は〜い!,Hamtaro Hai!,['TV'],77,Finished Airing,"Apr 5, 2006 to Mar 28, 2008",['Spring 2006'],Unknown,['TV Tokyo'],"None found,","None found,",Unknown,,['Anthropomorphic'],['Kids'],5 min. per ep.,PG - Children,6.75,#5628,#8403,"5,860",9,2306,"Tottoko Hamutaro Hai! is the sequel to Tottoko Hamutaro, or in English, Hamtaro. The series revolves around the 15 original Ham-Hams in short 5-minute episodes. The Hai! series is animated differently from the original series, most notably, the head-to-body ratio is off, and it is also computer-generated in 3-D. (Source: Wikipedia)","['Prequel (TV) Tottoko Hamtarou', '']",Tottoko Hamtarou Hai!,,,,,['Adventure'],
91,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6586,#9190,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,,,
92,,Project BLUE 地球SOS,Project Blue Earth SOS,['TV'],6,Finished Airing,"Jul 2, 2006 to Dec 3, 2006",['Summer 2006'],Sundays at 23:00 (JST),"None found,","['ADV Films', 'Funimation']",['A.C.G.T.'],Other,"['Adventure', 'Comedy', 'Sci-Fi']",,,45 min. per ep.,PG-13 - Teens 13 or older,6.62,#6414,#9446,"4,231",8,1228,"In this exhilarating series paying homage to classic 50s era science fiction, the disappearance of revolutionary G-Reaction engines is but the beginning of the ghastly end for mankind. While deranged alien forces prepare a fleet of flying saucers to the invasion of all invasions, teenage geniuses Penny Carter and Billy Kimura join forces with a clandestine secret alliance to save humanity from the extra-terrestrial helmet worms and their tentacles of doom! Avoiding alien attacks and dodging disintegration rays won't be easy, but these courageous kids will have help from above as Ace pilot James and his mentor Cpt. Clayton enter the fray to stave off a threat incomprehensible to mere mortals! (Source: DVD)",[],Project BLUE Chikyuu SOS,Project Blue Earth SOS,Project Blue Earth SOS,Project Blue Earth SOS,,,
93,"BakéGyamon, Gekifu Bakegyamon",妖逆門,,['TV'],51,Finished Airing,"Apr 3, 2006 to Mar 26, 2007",['Spring 2006'],Mondays at 18:00 (JST),"['TV Tokyo', 'Dentsu']","None found,",['Radix'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],25 min. per ep.,PG-13 - Teens 13 or older,6.63,#6285,#9577,"4,055",16,1025,"Sanshirou's chances of having an adventure are slim to none in his tiny island hometown, until the day a mysterious stranger invites him to play a game... Without warning, Sanshirou is taken to a backwards universe to play BakéGyamon—a game pitting monsters against monsters. Along the way he meets other players who have a particular reason for being there—to obtain the wish that is granted to the winner. But how far can Sanshirou get when the monsters he's been paired with are a bunch of little mud balls?! (Source: VIZ Media)","['Adaptation (Manga) Bakegyamon', '']",Bakegyamon,,,,"['Isekai', 'Strategy Game']",,
94,,どーもくん,,['TV'],37,Finished Airing,"Dec 22, 1998 to Jan 1, 2008",['Winter 1999'],Not scheduled once per week,['NHK'],"None found,",['dwarf'],Other,"['Comedy', 'Slice of Life']",,['Kids'],39 sec. per ep.,G - All Ages,6.43,#7541,#10460,"3,085",14,948,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life. As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.",[],Domo-kun,,,,,,
95,Bakukyuu Hit! Crash B-Daman,爆球HIT! クラッシュビーダマン,,['TV'],50,Finished Airing,"Jan 9, 2006 to Dec 25, 2006",['Winter 2006'],Mondays at 18:00 (JST),"None found,","None found,","None found,",Unknown,,['Strategy Game'],['Kids'],23 min. per ep.,PG - Children,6.12,#9247,#10942,"2,663",13,1117,"Hitto Tamaga living on his own after his father had gone missing, receives a Crash B-Daman, his first B-Daman, as his birthday present from his missing father. ""Crash your adversity!"" Holding this message from his father in his heart, Hitto makes up his mind to participate in B-Daman battle tournament called ""B-1 Crash Cup."" Through the battles, Hitto encounters a lot of rivals and sometimes develops friendships with them. After the tournament, he comes to know about a secret society of rascal B-ders who find reason for living only in crashing. What is their true purpose? And what secret is there behind Hitto's B-Daman? Go! Fight, Hitto! Crash the evils and grab your future in your own hand! (Source: d-rights)","['Adaptation (Manga) Bakkyuu HIT! Crash B-daman', '']",Bakukyuu Hit! Crash B-Daman,,,,,['Adventure'],
96,,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7747,#11557,"2,227",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,,,
97,Wan Wan Celepoo Sore Yuke! Tetsunoshin,ワンワンセレプー それゆけ！徹之進,,['TV'],51,Finished Airing,"Jan 7, 2006 to Dec 30, 2006",['Winter 2006'],Unknown,"['Tokyu Agency', ""We've Inc.""]","None found,",['Studio Comet'],Original,"['Comedy', 'Fantasy']",['Pets'],['Kids'],23 min. per ep.,G - All Ages,6.36,#7936,#12678,"1,560",2,493,"The Inuyama Family, along with their pet dog Tetsunoshin moves to the famous Hoppongi Hills (modeled after Roppongi Hills) from Kyushu. Rumi Inuyama's father owns an IT Company in Japan and is a step further to becoming number one. However, Tetsunoshin learned that his master's family loaned a lot of money renting their home in Hoppongi Hills, almost to the point of the whole company becoming Bankrupt. To make things even worse, the whole family spends a lot of money on everything, making Tetsunoshin's problems worse. To solve this problem, Tetsunoshin teamed up with the Hills Dogs and will do anything to pay all the Inuyama Family's expenses. (Source: Wikipedia)",[],Wanwan Celepoo Soreyuke! Tetsunoshin,,,,,,
98,,まじめにふまじめ　かいけつゾロリ,,['TV'],97,Finished Airing,"Feb 13, 2005 to Jan 28, 2007",['Winter 2005'],Unknown,['Nagoya Broadcasting Network'],"None found,",['Ajia-do'],Original,,,['Kids'],24 min. per ep.,PG - Children,6.72,#5774,#12856,"1,473",7,451,"Season 1 focuses on the wizard Nelly and the mysterious Najo as Zorori, Ishishi, and Noshishi help them restore the magic forest in a magical country (episodes 1-50). Season 2 focuses on Puppe's search for the Minus Eel (episodes 51-97). (Source: Wikipedia)","['Prequel (TV) Kaiketsu Zorori', 'Sequel (TV) Motto! Majime ni Fumajime Kaiketsu Zorori']",Majime ni Fumajime Kaiketsu Zorori,,,,,['Adventure'],
99,,しましまとらのしまじろう,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",['Anthropomorphic'],['Kids'],23 min. per ep.,G - All Ages,5.92,#10325,#13245,"1,322",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,,,,,
100,,ザ・ワールド・オブ・ゴールデン・エッグス,,['TV'],26,Finished Airing,"Jan 7, 2005 to Dec 9, 2006",['Winter 2005'],Fridays at 22:45 (JST),"None found,","None found,","['Plus Heads', 'Studio Crocodile']",Original,,['Parody'],,13 min. per ep.,PG-13 - Teens 13 or older,6.43,#7518,#13487,"1,237",4,281,The citizens of Turkey's Hill model a bizzare American-esque town and engage in non-sequitur behavior. (Source: ANN),[],The World of Golden Eggs,,,,,['Comedy'],
101,,親子クラブ,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,,5 min. per ep.,G - All Ages,5.47,#12199,#13606,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,,,
102,,新星輝デュエル・マスターズ フラッシュ,,['TV'],24,Finished Airing,"Apr 10, 2006 to Mar 23, 2007",['Spring 2006'],Unknown,['G&G Entertainment'],"None found,",['SynergySP'],Original,,,['Kids'],21 min. per ep.,G - All Ages,5.69,#11407,#14608,917,0,212,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shinseiki Duel Masters Flash,,,,,['Comedy'],
103,"Shibawanko's Spirit of Wa, Shibawanko's Japanese Spirit, Shibawanko's Spirit of Tradition",しばわんこの和のこころ,,['TV'],80,Finished Airing,"Apr 5, 2006 to Mar 14, 2007",['Spring 2006'],Wednesdays at 23:00 (JST),"['Hakusensha', 'NHK Enterprises']","None found,",['Three-d'],Unknown,,['Educational'],['Kids'],2 min. per ep.,G - All Ages,[],#14211,#14919,834,1,,"Based on a japanese children`s book by Yoshie Kawaura. Shiba-wanko, a Shiba-inu dog, and Miike-nyanko, a calico cat, live together in a classic Japanese-style house with the traditional Japanese alcove called a tokonoma. Shiba-wanko is a very gentle and hardworking soul who does all of the cleaning, laundry and cooking in the house. Miike-nyanko is a different type all together, being rather temperamental and not very good with housework. Together, these two learn the manners and customs associated with events such as the proper Japanese way to treat one`s guests, preparing for a Japanese New Year and how to enjoy the kimono, the traditional Japanese costume. Each chapter covers a specific topic which has to do with living in ""Wa"" (the Japanese-style spirit of peace and harmony) throughout the changing seasons. (Source: AniDB)",[],Shibawanko no Wa no Kokoro,,,,,,
104,,ぜんまいざむらい,,['TV'],215,Finished Airing,"Apr 3, 2006 to Feb 6, 2009",['Spring 2006'],Unknown,['Aniplex'],"None found,","['A-1 Pictures', 'No Side']",Original,,,['Kids'],5 min. per ep.,G - All Ages,5.85,#10698,#15132,783,2,233,"200 years ago, Zenmai Zamurai was a thief by profession. While stealing from a house one night, he fell down a well and died. He was then resurrected by Daifukunokami and a wind-up key was placed on his head. If the key wound down, Zennosuke would die. The only way the key can be wound is by Zennosuke doing good deeds. In order to achieve this end, he is given the Dango-ken, which is a sword with Japanese Dumplings skewered onto it. Whenever Zenmai Zamurai sees people doing injustice or generally being out of control, he uses his sword to shoot the dumplings into their mouths. When the dumplings are eaten, the people suddenly become happy and realize the error of their ways. He helps out the people of his village in many ways, big and small. Whenever he has done well, a rainbow comes out of the sky to wind up his key. -Wikipedia",[],Zenmai Zamurai,,,,,['Comedy'],
105,,ななみちゃん 第三期,,['TV'],16,Finished Airing,"Aug 4, 2006 to Nov 17, 2006",['Summer 2006'],Unknown,['Robot Communications'],"None found,","None found,",Other,,,['Kids'],5 min. per ep.,G - All Ages,6.07,#9538,#15639,681,1,224,"Michi and her family have just moved into the Happiness House, a huge tree with all sorts of little buildings and houses built on and inside of it. Upon exploring what is to be her new bedroom, Michi finds an odd nut-like object. Before long, a strange creature, Nanami-chan, hatches out of it. The two become fast friends. Together, Michi and Nanami-chan learn all kind of new things, and everyday they meet more eccentric residents of the Happiness House. (Source: ANN)","['Prequel (TV) Nanami-chan 2nd Series', 'Sequel (TV) Nanami-chan 4th Series']",Nanami-chan 3rd Series,,,,,['Comedy'],
106,Miracle Mimika,味楽る!ミミカ,Miracle! Mimika,['TV'],225,Finished Airing,"Apr 3, 2006 to Mar 13, 2009",['Spring 2006'],Unknown,['NHK'],"None found,",['Digital Media Lab'],Original,"['Gourmet', 'Slice of Life']",,['Kids'],10 min. per ep.,G - All Ages,[],#20319,#16053,619,0,,"Himeno Mimika is a daughter of historical cook family. She goes to a cooking school, Miracle Academy which train cooks all over the world. Vying with rivals, she brings out her gift, and she grows up as a cook. (Source: AnimeNfo)",[],Miracle! Mimika,,,,,,
107,Odenkun,おでんくん,,['TV'],156,Finished Airing,"Aug 4, 2005 to Feb 27, 2009",['Summer 2005'],Unknown,['Studio Egg'],"None found,","None found,",Picture book,,,,7 min. per ep.,G - All Ages,[],#20789,#17009,506,1,,"In an odd dimensional bubble inside the kettle of an Oden food cart exists Oden village. The residents of Oden village spend their idyllic days waiting for customers to come and eat them. In the meantime, Oden-kun helps other troubled dwellers to realize their dreams. One day, he hears that a customer's mother suffers from cancer so he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Oden-kun's dream is to meet his own mother. Looking forward to this day, Oden-kun spends his days doing one good deed a day. (Source: ANN)","['Sequel (TV) Ganbare! Oden-kun', '']",Oden-kun,,,,,['Comedy'],
108,Rascal in the Snag Forest,ぽかぽか森のラスカル,,['TV'],52,Finished Airing,"Apr 1, 2006 to Mar 24, 2007",['Spring 2006'],Unknown,"None found,","None found,",['Nippon Animation'],Unknown,,,['Kids'],5 min. per ep.,G - All Ages,[],#21087,#17188,489,1,,"Rascal is an energetic racoon, who lives in a secret forest called ""The Snag Forest"". Although sometimes his mother scolds him when he does mischief, the engaging and kind personality of Rascal always makes him popular in the forest. This series depicts everyday adventures of Rascal, and his cheerful friends such as Rilulu, a cute girl racoon, Rock'n, a skunk who loves to play music, Iggy, a mouse who always eats nuts and a lot more!! (Source: AniDB)",[],Poka Poka Mori no Rascal,,,,,,
109,,えほん寄席,,['TV'],73,Finished Airing,"Apr 2006 to Nov 11, 2023",['Spring 2006'],Unknown,"['NHK', 'Pony Canyon']","None found,","None found,",Other,,,['Kids'],5 min. per ep.,PG - Children,[],#17875,#17193,488,0,,Anime rakugo of classic Japanese horror tales shown in a wide variety of art styles.,[],Ehon Yose,,,,"['Historical', 'Performing Arts']",['Horror'],
