,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
61,,贄姫と獣の王,Sacrificial Princess and the King of Beasts,['TV'],24,Finished Airing,"Apr 20, 2023 to Sep 28, 2023",['Spring 2023'],Thursdays at 00:00 (JST),"['Pony Canyon', 'Hakusensha', 'BS11', 'Crunchyroll', 'Contents Seed', 'WOWMAX']","None found,",['J.C.Staff'],['Manga'],"['Fantasy', 'Romance']",,['Shoujo'],23 min. per ep.,PG-13 - Teens 13 or older,7.94,#759,#2400,"87,931",628,27638,"Located at the end of the world, the Kingdom of Ozmargo is inhabited by beasts of all shapes and forms, ruled by a fearsome nameless king. After a hundred-year war between Ozmargo and the neighboring human kingdom ended, a peace treaty was signed: every year, a sacrifice must be sent to be devoured by the king on the night of revelation. Sariphi is the 99th and latest human sacrifice. Although frail-looking, she neither fears the king nor has a family or home to return to should she manage to escape from her impending demise. Intrigued by the audacious girl, the king lets Sariphi roam around the palace despite the disapproval of his advisor, Anubis. Little by little, the king and Sariphi begin to warm up to each other, but the night of revelation is fast approaching. Unbeknownst to them, the fateful day unleashes a series of events that will change the course of destiny of not only Sariphi and the king but also of their respective worlds. [Written by MAL Rewrite]","['Adaptation (Manga) Niehime to Kemono no Ou', '']",Niehime to Kemono no Ou,,['Anthropomorphic'],,,,
62,,あやかしトライアングル,,['TV'],12,Finished Airing,"Jan 10, 2023 to Sep 26, 2023",['Winter 2023'],Tuesdays at 01:00 (JST),"['Aniplex', 'Yomiuri Telecasting', 'Chugai Mining', 'Shueisha', 'BS11', 'Marui Group', 'Studio Tenjin']","None found,",['Connect'],['Manga'],"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']","['Magical Sex Shift', 'Mythology']",['Shounen'],23 min. per ep.,R+ - Mild Nudity,6.43,#7546,#2549,"80,173",306,20981,"Ayakashi are strange, supernatural creatures invisible to the majority of people. Though most are harmless, some ayakashi attack humans to devour their life force. Exorcist ninjas are tasked with protecting people from these spiteful spirits. Matsuri Kazamaki is a young exorcist ninja born to a prestigious clan. His childhood friend, Suzu Kanade, is an ayakashi medium—an individual with immense vitality that attracts ayakashi. Matsuri deems all ayakashi threatening and wishes to keep Suzu as far from them as possible, but this clashes with her desire to remain close to them. One day, the pair encounters Shirogane, the ""King of Ayakashi,"" who is hellbent on consuming Suzu. As she is about to be eaten, Matsuri comes to the rescue and manages to seal the ayakashi's powers—but not before Shirogane takes revenge by turning him into a girl! Until he finds a way to transform back, Matsuri must adjust to his new, peculiar lifestyle while fighting against hostile ayakashi. Moreover, Suzu is now conflicted about her feelings toward Matsuri—further plunging their relationship into a state of ambiguity. [Written by MAL Rewrite]","['Adaptation (Manga) Ayakashi Triangle', '']",Ayakashi Triangle,,,,,,
63,,エデンズ ゼロ,Edens Zero Season 2,['TV'],25,Finished Airing,"Apr 2, 2023 to Oct 1, 2023",['Spring 2023'],Sundays at 00:55 (JST),"['Kodansha', 'Nippon Television Network', 'Nippon Television Music']","None found,",['J.C.Staff'],['Manga'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.43,#2232,#2642,"75,325",306,20145,"Now in possession of the Edens Zero, Shiki Granbell has gathered the Four Shining Stars. With the help of his new friends, Shiki will be able to breach Dragonfall—the border of the Sakura Cosmos swarming with mechanical dragons. Once that is achieved, he can continue his quest to find the goddess Mother. Before the Edens Zero crew can advance their journey, they notice a mysterious warship following them. Upon learning that the ship—the Belial Gore—belongs to Drakken Joe, Shiki and his crew attempt to infiltrate it, intent on figuring out why the Dark Alchemist is after them. In the process, the Edens Zero is taken hostage by Drakken's subordinates. Though they are in a tight situation, Shiki refuses to back down. Working together with his friends, Shiki will have to take down the Dark Alchemist if he hopes to make it out of the Belial Gore alive. [Written by MAL Rewrite]","['Prequel (TV) Edens Zero', 'Adaptation (Manga) Edens Zero']",Edens Zero 2nd Season,,['Space'],,,,
64,The Blue Orchestra,青のオーケストラ,,['TV'],24,Finished Airing,"Apr 9, 2023 to Oct 8, 2023",['Spring 2023'],Sundays at 17:00 (JST),"['NHK', 'NHK Enterprises']","None found,",['Nippon Animation'],['Web manga'],,"['Music', 'Performing Arts', 'School']",,25 min. per ep.,PG-13 - Teens 13 or older,7.16,#3576,#2926,"63,123",272,17004,"Once a prize-winning violin prodigy, Hajime gave up on music after his father, professional violinist Ryuuji Aono, was involved in a scandal that led the media to harass his family. Now living alone with his mother and entering his final year of middle school, Hajime struggles to find a new career path. However, the sound of his classmate Ritsuko Akine playing the violin inspires Hajime to dream of a musical career once more. With the help of Ritsuko, Hajime prepares to take the entrance exam for the prestigious Umimaku High School. But if he wishes to join Umimaku's orchestra, Hajime must overcome his past trauma and open himself up to new musical horizons. [Written by MAL Rewrite]","['Sequel (TV) Ao no Orchestra 2nd Season', 'Adaptation (Manga) Ao no Orchestra']",Ao no Orchestra,['Drama'],,,,,
65,"Pokémon: Liko to Roy no Tabidachi, Pocket Monsters: Liko to Roy no Tabidachi, Pokémon: Terapagos no Kagayaki, Pocket Monsters: Terapagos no Kagayaki, Pokemon Horizons: Liko and Roy's Departure, Pokemon Horizons: Terapagos' Gleam",ポケットモンスター(2023),Pokémon Horizons: The Series,['TV'],Unknown,Currently Airing,"Apr 14, 2023 to ?",['Spring 2023'],Fridays at 18:55 (JST),"['TV Tokyo', 'Soranone']","None found,",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,7.39,#2403,#3962,"35,590",344,8095,"In a world filled with strange yet majestic creatures known as Pokémon, a new adventure begins! Hailing from the pristine region of Paldea, the timid Liko travels to the Kanto region to attend the Indigo Academy and become a Pokémon trainer—a person who forms relationships with Pokémon and trains them to participate in battles. Soon, Liko acquires Nyahoja, a fickle Grass-type cat Pokémon, as her first partner. Prior to Liko's transfer to Kanto, her grandmother gives her a uniquely patterned and gleaming pendant as a protective charm. However, an enigmatic organization—The Explorers—seems to know a secret about the pendant and nearly succeeds in stealing it from Liko. Fortunately, she is rescued by the Rising Volt Tacklers, a group of adventurers led by a Lizardon-riding trainer named Friede. After a series of encounters with The Explorers, Liko decides to join Friede's team, accompanying him and his crew members on a grand journey across the regions. Along the way, they aim to unravel not only the mysteries of the world of Pokémon, but also the power that resides within her pendant. [Written by MAL Rewrite]","['Adaptation (Manga) Pocket Monsters: Liko no Takaramono', '']",Pokemon (2023),,,,,,
66,,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,,25 min.,PG - Children,7.72,#1248,#4997,"21,389",239,9580,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,['Anthropomorphic'],,,"['Kids', 'Shounen']",
67,,ぐでたま,The Lazy Egg,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,"['Comedy', 'Gourmet']",,['Kids'],1 min. per ep.,G - All Ages,6.60,#6480,#5994,"13,395",60,2722,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,,,,,,
68,,ひろがるスカイ！プリキュア,Soaring Sky! Pretty Cure,['TV'],50,Finished Airing,"Feb 5, 2023 to Jan 28, 2024",['Winter 2023'],Sundays at 08:30 (JST),"['ABC Animation', 'ADK Emotions']","None found,",['Toei Animation'],Original,,,,24 min. per ep.,G - All Ages,7.61,#1553,#6380,"11,405",158,3860,A major incident in peaceful Skyland?! The infant princess Ellee-chan has been kidnapped by a monster from the Undergu Empire! A brave girl named Sora follows the princess into a strange hole. It leads her to another world called Sorashido City. Televisions? Bicycles? Are these magical devices?!?! There's no time to be surprised! Sora has to take the princess back to the castle as soon as possible! Flying between two worlds! This is the beginning of a Precure adventure! It's hero time! (Source: Toei Animation USA),"['Adaptation (Manga) Hirogaru Sky! Precure: Precure Collection', '']",Hirogaru Sky! Precure,['Action'],['Mahou Shoujo'],,,,
69,,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9139,#7126,"8,789",39,1932,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,
70,,MIX MEISEI STORY 2ND SEASON 〜二度目の夏、空の向こうへ〜,MIX Season 2,['TV'],24,Finished Airing,"Apr 1, 2023 to Sep 23, 2023",['Spring 2023'],Saturdays at 17:30 (JST),"['Shogakukan-Shueisha Productions', 'Yomiuri Telecasting', 'Shogakukan']","None found,",['OLM'],['Manga'],"['Drama', 'Romance', 'Sports']","['School', 'Team Sports']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.98,#4489,#7307,"8,250",18,2463,Second season of Mix: Meisei Story.,"['Prequel (TV) Mix: Meisei Story', 'Adaptation (Manga) Mix']","Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",,,,,,
71,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4018,#7384,"8,008",77,2549,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,['Comedy'],,,El Ninja Boy Rantaró,,
72,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,['Shoujo'],23 min.,G - All Ages,7.34,#2631,#7918,"6,752",62,2175,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),['Comedy'],['School'],,Chibi Maruko-chan,,
73,Yuu Gi Ou: Go Rush!!,遊☆戯☆王ゴーラッシュ!!,,['TV'],Unknown,Currently Airing,"Apr 3, 2022 to ?",['Spring 2022'],Sundays at 07:30 (JST),"['TV Tokyo', 'Konami', 'Shueisha']","None found,",['Bridge'],Card game,"['Action', 'Fantasy']",,,24 min.,PG-13 - Teens 13 or older,5.65,#11611,#7917,"6,752",52,1140,"After inheriting the company from their parents, siblings Yuuhi and Yuamu Oudou have started to work at Ultraterrestrial Trouble Solutions, an organization that hunts aliens. Although they have never encountered aliens before, Yuuhi is desperate to meet one as he believes that an alien has stolen his important item called the ""Earthdamar."" One day, while searching for extraterrestrial creatures, Yuuhi and Yuamu find a strange spot in the forest where many trees have fallen, forming a scenery similar to a crop circle. As they venture further, they discover a mysterious spaceship and enter it out of curiosity. To their surprise, they come across Yudias Velgear, an alien from the Velgear Star Cluster. As it turns out, Yudias is seeking to learn about Rush Duel—a card game popular among elementary school students—as he believes that it will save his home from a long war. With the siblings agreeing to teach Yudias about Rush Duel, they eventually realize that their first contact with an alien may not be a random coincidence. [Written by MAL Rewrite]","['Adaptation (Manga) Yu☆Gi☆Oh! Go Rush!!', '']",Yu☆Gi☆Oh! Go Rush!!,,['Strategy Game'],,,,
