,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Theme,Genre,Demographics
66,,おじゃる丸,Prince Mackaroo,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10 min.,G - All Ages,6.39,#7748,#11558,"2,229",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,['Kids'],,,
67,Papuwa 2,パプワ,,,,,['TV'],26,Finished Airing,"Sep 30, 2003 to Mar 30, 2004",['Fall 2003'],Tuesdays at 18:00 (JST),['Sotsu'],['ADV Films'],['Nippon Animation'],['Manga'],"['Adventure', 'Comedy']",,23 min. per ep.,R+ - Mild Nudity,6.60,#6488,#11549,"2,234",10,872,"In this sequel series, events continue four years after they left off in the first series. Papuwa-kun is a mysterious boy who lives on a new tropical island full of the same crazy creatures. Along with his maid, Liquid, and his new amnestic friend, ""Rotarou"", they lead nonsensical adventures as they try to evade and confuse the Ganma Army, Special Corps, and even the Shinsengumi from discovering Rotarou's real secret and taking him away. (Source: ANN)","['Prequel (TV) Nangoku Shounen Papuwa-kun', '']",Papuwa,,,,
68,"Croquette!, Corokke!",コロッケ！,Croket!,,,,['TV'],104,Finished Airing,"Apr 7, 2003 to Mar 27, 2005",['Spring 2003'],Mondays at 18:30 (JST),['TV Tokyo'],"None found,",['OLM'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,20 min. per ep.,G - All Ages,6.88,#4949,#12563,"1,618",4,614,"The ""Forbidden Treasure"" is an extraordinary artefact who can grant any wishes. The people seeking it are called the Bankers, and our hero, Corokke, is one of them.","['Adaptation (Manga) Croket!', '']",Croket!,['Kids'],,,
69,"Tea-dog, Tea Dogs",お茶犬 ちょこっとものがたり,,,,,['TV'],26,Finished Airing,"Oct 6, 2003 to Apr 1, 2004",['Fall 2003'],Unknown,['Four Some'],"None found,","None found,",Unknown,,,4 min. per ep.,G - All Ages,6.28,#8381,#12940,"1,440",8,515,"Ocha-ken is a children's program about tea-dogs and tea-cats, each representing a different blend. The episodes are very short and geared to teaching the audience various values. The lesson, or moral of the episode is displayed at the end. (Source: AniDB)","['Sequel (TV) Ocha-ken: Hotto Monogatari', '']",Ocha-ken: Chokotto Monogatari,['Kids'],,['Comedy'],
70,,しましまとらのしまじろう,,,,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",,23 min. per ep.,G - All Ages,5.92,#10324,#13252,"1,322",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,['Kids'],['Anthropomorphic'],,
71,"Plusters, Journey of Adventure: PLUSTERWORLD",冒険遊記プラスターワールド,Adventure Hero Pluster World,,,,['TV'],52,Finished Airing,"Apr 3, 2003 to Mar 25, 2004",['Spring 2003'],Thursdays at 18:00 (JST),['TV Tokyo'],"None found,","['Actas', ""Brain's Base""]",Original,"['Action', 'Adventure', 'Sci-Fi']",,24 min. per ep.,G - All Ages,6.23,#8669,#13495,"1,235",4,312,"According to the legend, the once peaceful ""Pluster World"" plunged into chaos and darkness due to the manifestation of the evil MINASUTA. At that time, selected Plusters were combined with humans, and successfully sealed away the evil MINASUTA. It was then believed that the peace which had returned would continue forever. Greenery and trees filled the land, flowers bloomed everywhere, living creatures soar in the blue sky, run on the land, and swim in the seas. However, this peacefulness was once again lost due to reappearance of the MINASUTA... Now, the fusion of Plusters and Humans once again opens the door for a hot adventure! (Source: aniDB)",[],Bouken Yuuki Pluster World,,,,
72,,親子クラブ,,,,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,5 min. per ep.,G - All Ages,5.47,#12200,#13608,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,
73,Pororo the Little Penguin,뽀롱뽀롱 뽀로로,,,Pororo: El Pequeño Pingüino,,['TV'],52,Finished Airing,"Nov 27, 2003 to May 18, 2004",['Fall 2003'],Unknown,['EBS'],"None found,","None found,",Original,,,5 min. per ep.,G - All Ages,6.00,#9927,#13845,"1,118",3,456,"The curious penguin Pororo is out exploring one day when he stumbles upon a mysterious egg. Planning on eating it, Pororo decides to take it home. However, the egg hatches in front of his eyes, and to his surprise a dinosaur emerges, staring him in the face. Though terrified at first, Pororo soon befriends the lovable pint-sized creature and the two go on many adventures with the rest of their friends. Within this gang of friends, there is the dinosaur Crong, a playful troublemaker; the fox Eddy, a trickster and inventor; the beaver Loopy, an artistic baker; and the polar bear Poby, a photographer and fisherman with a generous heart. When all these friends get together, they are sure to get into mischief. Porong Porong Pororo follows Pororo and his friends as they venture through their daily lives. Confronting every new adventure and challenge, Pororo and the gang will learn courage, compassion, and what it truly means to be a good friend. [Written by MAL Rewrite]","['Sequel (TV) Porong Porong Pororo 2', '']",Porong Porong Pororo,['Kids'],,,
74,,ミッドナイトホラースクール,,,,,['TV'],52,Finished Airing,"Oct 1, 2003 to Mar 24, 2004",['Fall 2003'],Wednesdays at 15:30 (JST),['Milky Cartoon'],"None found,","None found,",Unknown,,,11 min. per ep.,None,6.28,#8377,#14356,978,4,146,"The school has 26 students with each name of them beginning with a letter of the alphabet in order and a color, 3 teachers, 3 classrooms, a library, a cafeteria, a music room, a playroom, a fountain, a skeleton playground, a graveyard and several school staff. (Source: Wikipedia)",[],Midnight Horror School,,,['Comedy'],
75,Little Bebil in Wonderland,ワンダーベビルくん,,,,,['TV'],30,Finished Airing,"Apr 11, 2003 to Feb 6, 2004",['Spring 2003'],Unknown,"['Aniplex', 'Dentsu', 'NHK', 'MICO']","None found,",['Radix'],Unknown,"['Comedy', 'Fantasy']",,25 min. per ep.,G - All Ages,[],#15368,#15240,757,0,,No synopsis has been added for this series yet. Click here to update this information.,[],Wonder Bebil-kun,,,,
76,Nezha Chuan Qi,哪吒传奇,The Legend of Nezha,,,,['TV'],52,Finished Airing,"Jun 1, 2003 to Jul 2004",['Summer 2003'],Sundays at Unknown,"None found,","None found,",['CCTV Animation'],Original,,,22 min. per ep.,PG - Children,6.83,#5202,#15383,725,2,222,"The Legend of Nezha narrative The story of Natra, the heavenly boy who was born bare, very mischievous, but the temperament, the mentality of goodness, always towards the righteous. With powerful martial arts and magic, he tried to save the evil to bring peaceful life for people in the time of raging love.",[],Nezha Chuanqi,,,['Adventure'],
77,Sou Nanda,おもいっきり科学アドベンチャー そーなんだ!,Full-Blast Science Adventure: So That's How It Is!,,,,['TV'],26,Finished Airing,"Oct 5, 2003 to Mar 28, 2004",['Fall 2003'],Unknown,"['TV Tokyo', 'Dentsu', 'WAO World', 'Future Planet', 'Geneon Entertainment']","None found,",['OLM'],Original,"['Comedy', 'Sci-Fi']",,20 min. per ep.,None,[],#20838,#15500,707,1,,"After a soccer game one day, six kids are playing a cute RPG-looking video game at their homes. One of them scored the winning goal, one was the goal keeper who barely missed the ball, and the others were two groups of two who were rooting for their respective sides. Suddenly, when they defeat a boss, a strange thing pops up in front of them, and they're sucked into the game world! Tomoru (scorer), Mio, and Dai end up together with Professor Galileo, who tells them that he's the one that created this game that they`ve appeared in, called Eureka, but he inadvertently got sucked into it as well. In order to get back to their world, they need to clear missions that pop up in certain areas of the world. So when a mission appears, Tomoru and the gang make the professor take them along. When they get to area C-1, they find that not only do they have a mission, but they have a rival group! The rival professor has brought their rivals from the soccer game, Yukio, Suzuka, and Kouta, with him! Their mission, of course, is a scientific one. First the computer explains how lightning is formed, and then they have to figure out a way to stop the lightning to clear the mission! Tomoru and company manage to get it done, and get a Eureka Stone, letting them get back to their world! Except... the gateway back actually needs ten Eureka Stones total before it will open! Sounds like there's a lot of science to be learned and missions to be cleared before they can go home. (Source: Jascii.net)",[],Omoikkiri Kagaku Adventure Sou Nanda!,['Kids'],,,
78,"Tank Knights Portriss, Mugen Senki Fortress",無限戦記ポトリス,,,,,['TV'],52,Finished Airing,"Apr 5, 2003 to Mar 27, 2004",['Spring 2003'],Unknown,"['TV Tokyo', 'Bandai Visual']","None found,","['Sunrise', 'Dongwoo A&E']",Unknown,"['Action', 'Sci-Fi']",,25 min. per ep.,PG - Children,6.10,#9371,#15736,667,1,126,"In a raving world, legendary knights stood up. Will they become gods of war or world saviors? Three Portriss Knights and sole human boy are now going to change the World! Portriss Planet, home of where robots live in peace. However, this peacefulness was ruined by the sudden appearance of a Dictator ""Dark Portriss"". Dark Portriss plans to attain infinite powers through the use of the ""Space-time destroying Cannon"". The only ones able to stop this are the Portriss Knights! A boy, Yuuma, accidentally got into the Portriss World, and the Portrisses` adventure begins! (Source: AniDB)",[],Mugen Senki Portriss,,['Mecha'],,
79,My Little Fox,꼬마여우 요랑,,,,,['TV'],26,Finished Airing,"Jul 23, 2003 to Feb 11, 2004",['Summer 2003'],Unknown,['KBS'],"None found,","None found,",Unknown,"['Adventure', 'Comedy', 'Fantasy']",,23 min. per ep.,G - All Ages,[],#18561,#16375,576,4,,"Yorang, a fox who lives in heaven and has important responsibilities, would rather play tricks on others and seek fun all day. One day, heaven holds a festival for the completion of the ""Book of Wishes,"" a prestigious work that can help remove the black fox's seal. During this festival, Yo-rang, who is very mischievous, throws away the valuable book. Heaven is threatened by the black fox's bad magic. Yo-rang, responsible for the debacle, searches for the book and meets a boy named ""Kang-hyun,"" who loses his mother at an early age and moves to the Fox Village from Seoul, with his father. Kang-hyun and Yo-rang look for the book together. But the black fox tries to ruin their plan, and Kang-hyun and Yo-rang encounter all kinds of hardship. In the end, they develop a strong friendship. (Source: Arirang TV)",[],Hey Yo Yorang,['Kids'],,,
80,,ストレイシープ ポーのちっちゃな大冒険,,,,,['TV'],18,Finished Airing,"Oct 16, 2001 to Jan 1, 2005",['Fall 2001'],Unknown,['Fuji TV'],"None found,",['Robot Communications'],Original,,,2 min. per ep.,PG - Children,5.99,#9951,#16832,524,0,132,"Stray Sheep is based on the tales of Poe, a naive, independent and curious ram who finds himself sleepwalking into the most unpredictable situations on his path to reuniting with his herd and finding the ""ewe"" of his dreams. (Source: ANN)","['Prequel (TV) Stray Sheep no Daibouken', '']",Stray Sheep: Poe no Chicchana Daibouken,['Kids'],,['Comedy'],
81,Grandpa Danger,絶体絶命でんぢゃらすじーさん,,,,,['TV'],33,Finished Airing,Oct 2003 to Mar 2004,['Fall 2003'],Unknown,"None found,","None found,","None found,",['Manga'],,,35 sec. per ep.,G - All Ages,5.50,#12116,#16993,509,0,140,"Grandpa Danger is a world where the great protector is Grandpa Danger! He's an expert at falling off of cliffs, dealing with a principal who suffers from a severe inferiority complex, and escaping the hidden dangers of sleep! He's a nonsensical, utterly disgusting, relentless prankster. Grandpa Danger's excessive phlegm and farts frustrate Grandson to hilarious extremes, and make you laugh until your stomach splits! (Source: AniDB)","['Sequel (TV) Zettai Zetsumei Dangerous Jiisan (2004)', 'Adaptation (Manga) Zettai Zetsumei Dangerous Jiisan']",Zettai Zetsumei Dangerous Jiisan,['Kids'],,['Comedy'],
82,"Dango 3 Kyodai, Three Dango Brothers, Dango San Kyodai, Dango 3 Kyoudai",だんご3兄弟あっという間劇場,,,,,['TV'],50,Finished Airing,Oct 1999 to Mar 2004,['Fall 1999'],Unknown,['NHK'],"None found,","None found,",Unknown,,,3 min. per ep.,G - All Ages,[],#17562,#18884,354,0,,The hit Danga San Kyoudai song was adapted into shorts that aired on NHK during commercial breaks in Okaasan to Issho's timeslot. The cheery series about three dango brothers was meant to give children quick lessons about sharing and humbleness.,[],Dango San Kyoudai Attoiuma Gekijou,['Kids'],['Music'],,
83,,まゆとろ THE TOONS,,,,,['TV'],33,Finished Airing,"Oct 1, 2003 to Mar 1, 2004",['Fall 2003'],Unknown,"None found,","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,2 min. per ep.,G - All Ages,[],#20086,#19177,335,0,,No synopsis has been added for this series yet. Click here to update this information.,[],Mayutoro The Toons,['Kids'],,,
84,"Ha Pi Fuzi, Happy Father and Son",哈皮父子,Happy Father Happy Son,,,,['TV'],104,Finished Airing,Aug 2000 to Aug 2004,['Summer 2000'],Unknown,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",,6 min. per ep.,PG - Children,[],#18439,#22576,152,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Happy Fuzi: Chao Neng Pao Dan', '']",Happy Fuzi,['Kids'],,,
85,,검정 고무신,Black Rubber Shoes,,,,['TV'],39,Finished Airing,"Dec 15, 2000 to Jan 5, 2005",['Winter 2001'],Unknown,"None found,","None found,","None found,",['Manga'],,,11 min. per ep.,PG - Children,[],#18178,#23287,129,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Geomjeong Gomusin 4', '']",Geomjeong Gomusin,['Kids'],,,
86,,ねんどのたたかい,Battle of Clay,,,,['ONA'],1,Finished Airing,"Jan 28, 2004",,,"None found,","None found,","None found,",Original,"['Action', 'Comedy']",,1 min.,PG - Children,3.38,#13828,#10112,"3,426",6,2323,Two little claymen get into a tussle after the red Akairo-kun plays a trick on the yellow Kiiro-kun while he is sharing a peaceful moment with a pig. [Written by MAL Rewrite],"['Sequel (ONA) Nendo no Tatakai 2', '']",Nendo no Tatakai,,,,
87,,ねんどのたたかい２,Battle of Clay 2,,,,['ONA'],1,Finished Airing,"Jan 21, 2004",,,"None found,","None found,","None found,",Original,"['Action', 'Comedy']",,1 min.,PG-13 - Teens 13 or older,3.25,#13839,#10826,"2,774",3,1864,"Two men are playing rock-paper-scissors, but this version has a painful twist: whoever loses the round will be whacked on the head with a mallet. A bowl will offer them protection from the blow but only if they are quick enough to grab it. Tension builds as the game begins. What will the outcome be? [Written by MAL Rewrite]","['Prequel (ONA) Nendo no Tatakai', '']",Nendo no Tatakai 2,,,,
88,,菅井君と家族石,Sguy and the Family Stone,,,,['ONA'],10,Finished Airing,Mar 2004 to ?,,,"None found,","None found,",['DLE'],Original,,,4 min. per ep.,None,[],#14611,#20778,243,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sugai-kun to Kazoku Ishi,,,['Comedy'],
89,The Melancholy of the Legged Tank,装脚戦車の憂鬱,Two Legged Tank,,,,['ONA'],1,Finished Airing,"Mar 15, 2004",,,"None found,","None found,","None found,",Original,,"['Mecha', 'Military']",5 min.,PG-13 - Teens 13 or older,[],#14567,#22014,176,0,,"Armored tank. A walking combat vehicle equipped with a complex running device called ""lifting legs."" Although it has high rough terrain running performance, it cannot match combat vehicles of the same scale in terms of armor firepower due to structural limitations. Kuwai Valley, announcing the arrival of Senunkyu. Captain Sudo, commander of the Independent Legged Tank Company, was tasked with destroying an enemy tank that had turned into a pillbox. A roar with legs is now roaring across the deep mountain cliffs! (Source: Official Website, translated)",[],Sou Ashi Sensha no Yuuutsu,,,['Action'],
90,"Hunter x Hunter: G I Final, Hunter x Hunter OVA 3",HUNTER×HUNTER G・I Final,,,,,['OVA'],14,Finished Airing,"Mar 3, 2004 to Aug 18, 2004",,,"None found,","None found,",['Nippon Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,8.25,#333,#1643,"150,434",250,81047,"Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.","['Prequel (OVA) Hunter x Hunter: Greed Island', 'Adaptation (Manga) Hunter x Hunter']",Hunter x Hunter: Greed Island Final,['Shounen'],,,
91,,ウルフズ・レイン,Wolf's Rain OVA,,,Wolf's Rain,['OVA'],4,Finished Airing,"Jan 23, 2004 to Feb 25, 2004",,,"['Bandai Visual', 'Victor Entertainment', 'Asatsu DK']","['Funimation', 'Bandai Entertainment']",['Bones'],Original,"['Action', 'Adventure', 'Drama', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,7.98,#698,#2733,"72,102",397,36407,"As the world accelerates toward its own destruction, Kiba and Cheza—with the help of Tsume, Hige, Toboe, and Blue—race to reach true paradise before the entire world is rendered uninhabitable. Now reunited, Cher and Hubb decide to accompany the wolves in hopes of seeing the journey through to its end, while a distraught and confused Quent wanders aimlessly into the wasteland with his mind fixated on revenge. Meanwhile, Lord Darcia the Third has finally put his plot into motion and pursues Cheza, pitting him against the pack. As everything falls apart yet simultaneously falls into place, the wolves struggle to survive in an increasingly dangerous environment. Though the end draws near, paradise seems further away than ever before. [Written by MAL Rewrite]","[""Prequel (TV) Wolf's Rain"", '']",Wolf's Rain OVA,,,,
92,"Sex Friend, Sex Friend",SEXFRIEND ～セックスフレンド～,Sexfriend,,,,['OVA'],2,Finished Airing,"Jan 22, 2004 to Apr 23, 2004",,,"['Green Bunny', 'Cosmic Ray']",['Media Blasters'],['Shinkuukan'],Visual novel,,,28 min. per ep.,Rx - Hentai,6.67,N/A,#5205,"19,477",118,9320,"Tomohiro Takabe is suprised one day when Mina Hayase tells him she wants to be more than a friend. Instead of being her boyfriend, Tomohiro is going to be her ""sexfriend"". With the help of the school nurse, the two spend their days in the nurses office. The two then decide to further their friendship by trying out some new ways. (Source: ANN)","['Adaptation (Light Novel) Sex Friend', '']",Sexfriend,,,['Hentai'],
93,,インタールード,Interlude,,,,['OVA'],3,Finished Airing,"Mar 25, 2004 to Aug 27, 2004",,,['Happinet Pictures'],['Geneon Entertainment USA'],['Toei Animation'],Visual novel,"['Adventure', 'Horror', 'Mystery']",,40 min. per ep.,R - 17+ (violence & profanity),6.34,#8055,#5721,"15,178",21,5517,"The unnamed main character has been having strange dreams, seeing strange things, and meeting strange people. He investigates these events and finds a strange girl named Aya. With her help, he discovers that his world may not in fact be real and many of the people he thinks he knows may not exist anymore. (Source: FUNimation)",[],Interlude,,,,
94,,ファントム THE ANIMATION,Phantom: The Animation,,,,['OVA'],3,Finished Airing,"Feb 27, 2004 to Nov 26, 2004",,,['KSS'],['Media Blasters'],['Arcs Create'],Visual novel,"['Action', 'Drama']",,28 min. per ep.,R - 17+ (violence & profanity),6.45,#7408,#5743,"15,048",16,6140,"Zwei was an ordinary person, until one day, while walking the streets a night, he witnessed a brutal assassination. He managed to avoid the sniper, a young girl named Ein, but was soon captured, and had the memories of his former life erased. He is spared death only by accepting a condition: to train to become an assassin alongside Ein. Now, he must find a way to free himself from this shady world and reclaim his life once again. (Source: ANN)",[],Phantom The Animation,,['Organized Crime'],,
95,,機動戦士ガンダムSEED MSV ASTRAY,Mobile Suit Gundam SEED MSV Astray,,,,['OVA'],2,Finished Airing,"Mar 1, 2004 to Jul 1, 2004",,,"None found,","None found,",['Sunrise'],Original,,"['Mecha', 'Military', 'Space']",5 min. per ep.,PG-13 - Teens 13 or older,6.31,#8184,#5915,"13,923",12,6420,"In the first short, Lowe Gear and the Junk Guild make a stop at an mobile suit parts auction on Earth where Lowe purchases a head taken from a modified BuCUE suit which, when attached to the arm of his Red Frame Astray, acts as a dual beam saber. Lowe tries to decrypt some combat data contained in the head, but is shortly engaged by, and goes into combat with, several ZAFT suits including a CGUE DEEP Arms. In the second short, Blue Frame pilot Gai Murakamo engages and, with the help of his fellow Serpent Tail mercenaries, traps a GINN High Mobility Type. He then faces off with the legendary Edward Harrelson, who pilots a Sword Calamity Gundam and has just finished destroying a fleet of ZAFT ships. (Source: ANN)","['Adaptation (Manga) Kidou Senshi Gundam SEED: Astray', '']",Kidou Senshi Gundam SEED MSV Astray,,,['Sci-Fi'],
96,,王ドロボウ JING in Seventh Heaven,Jing: King of Bandits - Seventh Heaven,,,,['OVA'],3,Finished Airing,"Jan 21, 2004 to Apr 28, 2004",,,['Aniplex'],"['ADV Films', 'Funimation']",['Studio Deen'],['Manga'],"['Adventure', 'Comedy', 'Fantasy']",,28 min. per ep.,PG-13 - Teens 13 or older,7.23,#3213,#5995,"13,421",25,5646,"Jing, the infamous King of Bandits, finds himself and his feathered partner Kir behind bars in Seventh Heaven, the most notorious prison complex in the world. There, they seek to steal the Dream Orb from the convict Campari. But before doing so, they must escape from the prison of dreams that Campari has conjured for them.","['Prequel (TV) Ou Dorobou Jing', 'Adaptation (Manga) Ou Dorobou Jing']",Ou Dorobou Jing in Seventh Heaven,['Shounen'],['Psychological'],,
97,Hyper Shinobi Animation: Shadow,影Shadow,Shadow,,,,['OVA'],4,Finished Airing,"Mar 26, 2004 to Dec 26, 2004",,,['Japan Home Video'],['Super Techno Arts'],['APPP'],Original,"['Action', 'Hentai']","['Gore', 'Historical', 'Martial Arts', 'Samurai']",29 min. per ep.,Rx - Hentai,6.28,N/A,#7637,"7,380",27,2214,"It is the peaceful Edo period in Japan, and ninjas are hardly needed anymore. Karyu, a particularly skilled ninja, is forced to do work as a hired killer. She is asked to kill a merchant, but when she gets there, she finds that his servant is actually a ninja, who is just as skilled as Karyu. Her name is Uzume. Karyu and Uzume then compete against eachother in a bloody battle for superiority. (Source: ANN)",[],Kage (OVA),,,,
98,Angelique OVA 4,オリジナルビデオアニメーション アンジェリーク,,,,,['OVA'],3,Finished Airing,"Mar 17, 2004 to Mar 23, 2005",,,['Koei'],"None found,",['Yumeta Company'],Visual novel,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",,30 min. per ep.,PG-13 - Teens 13 or older,6.28,#8401,#7777,"7,066",14,2448,"Angelique Limoges and Rosalia de Catargena have been chosen as candidates in a Queen Examination - a test to see who is better qualified to be the next Queen of the cosmos. For this special examination, both girls are given their own continent on a planet. The girls must raise the continents into thriving civilizations and environments. Nine Guardians (who control various elements, such as fire, wind, and water) have been chosen to help the girls raise their continents during the Queen Examination. (Source: ANN)","['Sequel (OVA) Angelique: Shiroi Tsubasa no Memoire', 'Adaptation (Manga) Angelique']",Angelique,['Shoujo'],['Reverse Harem'],,
99,,アニメーション制作進行くろみちゃん 2,Animation Runner Kuromi 2,Animation Runner Kuromi 2,,,['OVA'],1,Finished Airing,"Jan 28, 2004",,,['DAX Production'],['Central Park Media'],['Yumeta Company'],Original,"['Comedy', 'Drama']","['Otaku Culture', 'Parody']",45 min.,PG-13 - Teens 13 or older,6.91,#4788,#7883,"6,836",3,3982,"After rookie producer Mikiko Oguro manages to guide her team through the production of the anime Time Journeys, the president of Studio Petit announces that the studio will be producing three different shows for the upcoming season. With Mikiko barely able to hold the tiny team together, the president calls in a veteran producer to ease the burden on her shoulders. However, when the new producer starts cutting corners in order to meet the strict deadlines, the team becomes jaded and wonder if they are working on a production they can truly be proud of. [Written by MAL Rewrite]","['Prequel (OVA) Animation Seisaku Shinkou Kuromi-chan', '']",Animation Seisaku Shinkou Kuromi-chan 2,,,,
100,Equation of the Immoral,淫の方程式,Immorality,,,,['OVA'],2,Finished Airing,"Mar 25, 2004 to Nov 25, 2004",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Piko Studio'],['Manga'],,,28 min. per ep.,Rx - Hentai,6.27,N/A,#8343,"5,952",33,2246,"Sayako is a new nurse at this certain school. She is what you call a diva: nice pretty face, slender body with the perfect curves and last but not least, very well-formed bust. But there is more to her than meets the eye. (Source: AniDB)","['Adaptation (Manga) Yoru no Houteishiki', '']",In no Houteishiki,,['School'],['Hentai'],
101,Wives Cosplay Cafe,人妻コスプレ喫茶,Cosplay Cafe,,,,['OVA'],2,Finished Airing,"Mar 25, 2004 to Aug 25, 2004",,,['Milky Animation Label'],['Media Blasters'],['Aiko'],Visual novel,,,26 min. per ep.,Rx - Hentai,5.98,N/A,#8524,"5,696",6,2004,"There's a coffee shop that attracts a lot of customers, but not because of the coffee, but because of the waitresses who are all married women wearing outfits that normal waitresses wouldn't wear. But the story focuses more on the love life of Asahina Tomoya who's the temporary owner of the coffee shop. (Source: AniDB)","['Adaptation (Light Novel) Hitozuma Cosplay Kissa', '']",Hitozuma Cosplay Kissa,,,['Hentai'],
102,Virgin in The School Uniform,制服処女 the Animation,,,,,['OVA'],2,Finished Airing,"Feb 27, 2004 to May 28, 2004",,,"['Pink Pineapple', 'Soft Garage']","None found,",['ORADA COMPANY'],['Manga'],,,28 min. per ep.,Rx - Hentai,6.21,N/A,#8722,"5,360",19,1740,"The anime itself depicts teen-aged (and well endowed) school girls getting raped—by her teachers (the first episode), by some ""businessmen"" who mistake the girl for a hooker (the second episode), by a class mate in mad love with the girl (third episode), and finally two sisters being raped by the school janitor. (Source: AniDB)",[],Seifuku Shojo The Animation,,,['Hentai'],
103,Variable Geo Neo: The Animation,V.G.NEO THE ANIMATION,Variable Geo Neo,,,,['OVA'],3,Finished Airing,"Feb 25, 2004 to Jan 25, 2005",,,"['Milky Animation Label', 'MS Pictures']",['Critical Mass Video'],['Studio Jam'],Visual novel,"['Action', 'Hentai']",,29 min. per ep.,Rx - Hentai,5.62,N/A,#9479,"4,179",3,1403,"""V.G. Neo"" is a legendary battle that has been held over several decades to find the strongest waitress. Asuka Yuu arranges with her brother-in-law to live with him and work in his cafe. Suddenly, the enormous debt she owes to her brother-in-law becomes too costly. In order to repay the money, she joins the ""Virgin Goodness League"" which is a battle of waitresses set on one of the most enormous luxury liners in the world. An unknown sponsor promises enormous prizes for victory, but the loser will have to bear the ultimate humiliation. The maidens who will change fate cannot lose these one on one matches or they will suffer the consequences. (Source: AnimeNfo)",[],V.G.Neo The Animation,,['Martial Arts'],,
104,Chobatsu Yobiko,懲罰予備校,Bondage 101,,,,['OVA'],2,Finished Airing,"Feb 13, 2004 to May 7, 2004",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Visual novel,,,30 min. per ep.,Rx - Hentai,5.88,N/A,#9749,"3,856",5,1255,"To all observers, Ryuei College looks like a clean-cut, ivy-league school… but in reality, the school is hiding its true purpose: to produce perfect female sex slaves. Enter Kyoichi Shizuma. After being fired from his last job for molesting the students, Kyoichi has been hired as a professor at Ryuei College and given a single task: turn three of the school’s top female students into willing, luscious, and obedient sex slaves. When Kyoichi enthusiastically begins his new job, he discovers that his new students are going to be a handful. Yumiko, a gorgeous girl with glasses, knows all about the true nature of the college. She seems like the perfect, willing slave – but is she really? Then there’s the submissive and easily influenced Asuna. Beautiful as she may be, she never seems to be able to think for herself. But Kyoichi’s biggest problem is with the fiery and defiant freshman Tomo. When Tomo discovers the true nature of the school’s “education program,” she’s determined to fight to her last breath. Kyoichi may have thought this was going to be his dream job, but he’s about to discover that it’s anything but easy! (Source: Critical Mass Video)",[],Choubatsu Yobikou,,['School'],['Hentai'],
