,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,German,Spanish,Demographics,French
137,,百炼成神,Apotheosis,['ONA'],52,Finished Airing,"Nov 4, 2022 to Oct 20, 2023",,,"['Youku', 'Ranzai Studio']","None found,","['Qingxiang Culture', 'Pure Arts']",Web novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,20 min. per ep.,PG-13 - Teens 13 or older,7.36,#2542,#10358,"3,138",46,1022,"Luo Zheng, who is now a menial slave, used to be a young master of a big family. Owing to the decline of his family, his sister is imprisoned by a strong force, and he has no choice but to be at others' service. However, every cloud has a silver lining. The ancient book left by his father actually conceals a magical spell that can change a human into an instrument! What is the mysterious power behind this? This is contest with fate. (Source: Webcomics, edited)","['Sequel (ONA) Bai Lian Cheng Shen 2nd Season', '']",Bai Lian Cheng Shen,,,,,,
138,"Star Field Forty Thousand Years, Xing Yu Si Wan Nian, Xiu Zhen Si Wan Nian, Xingyusiwannian",星域四万年,Forty Millenniums of Cultivation,['ONA'],16,Finished Airing,"Oct 4, 2022 to Jan 10, 2023",,,"['Tencent Penguin Pictures', 'China Literature Limited', 'Yuewen Animation & Comics']","None found,",['DC Impression Vision'],Web novel,"['Action', 'Fantasy', 'Sci-Fi']",,,21 min. per ep.,PG-13 - Teens 13 or older,7.69,#1322,#11031,"2,584",27,904,"Li Yao, a genius craftsman, has been unable to break through the bottleneck due to the low development of his psychic powers, and then he obtained 40,000 years of cultivation by chance. Knowledge, thus opened up, but still missed the joint entrance examination. With the encouragement of friends and mentors, relying on his willpower to regain the opportunity to participate in the joint entrance examination, he finally entered the university of his choice and entered the story of realizing his dream of becoming a craftsman. (Source: Tencent Video)",[],Xing Yu Siwan Nian,,,,,,
139,Xingchen Bian: An Xing Jie Pian,星辰变 暗星界篇,Legend of Immortals 5th Season,['ONA'],28,Finished Airing,"Dec 26, 2022 to Jul 31, 2023",,,['Tencent Penguin Pictures'],"None found,",['Foch Film'],Web novel,"['Action', 'Adventure', 'Fantasy', 'Romance']",,,25 min. per ep.,PG-13 - Teens 13 or older,7.75,#1163,#11404,"2,321",28,853,Fifth season of Xingchen Bian.,"['Prequel (ONA) Xingchen Bian: Po Tian Mi Ju', 'Sequel (ONA) Xingchen Bian 6th Season']",Xingchen Bian 5th Season,,['Martial Arts'],,,,
140,,苍兰诀 下部,Love Between Fairy and Devil Part 2,['ONA'],12,Finished Airing,"Dec 23, 2022 to Mar 10, 2023",,,['Youliao Studio'],"None found,",['Garden Culture'],Web novel,"['Comedy', 'Fantasy', 'Romance']",,,16 min. per ep.,PG-13 - Teens 13 or older,7.40,#2364,#11825,"2,042",7,767,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Cang Lan Jue', 'Adaptation (Novel) Cang Lan Jue']",Cang Lan Jue Part 2,,['Historical'],,,,
141,,元龙 第三季,Carp Reborn 3rd Season,['ONA'],16,Finished Airing,"Nov 24, 2022 to Mar 16, 2023",,,['bilibili'],"None found,",['CG Year'],Novel,"['Action', 'Adventure', 'Fantasy']",,,19 min. per ep.,PG-13 - Teens 13 or older,6.31,#8223,#11968,"1,952",16,446,Third season of Yuan Long,"['Prequel (ONA) Yuan Long 2nd Season', '']",Yuan Long 3rd Season,,,,,,
142,"Reborn to Master the Blade Mini Anime, Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀ Mini Anime (2022)",英雄王、武を極めるため転生す ミニアニメ,,['ONA'],24,Finished Airing,"Oct 22, 2022 to Mar 28, 2023",,,"None found,","None found,",['AQUA ARIS'],Novel,,,,1 min. per ep.,G - All Ages,5.87,#10587,#12320,"1,738",3,432,"Mini anime for the Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀ anime released on Twitter and YouTube.",[],"Eiyuuou, Bu wo Kiwameru Tame Tenseisu Mini Anime",['Comedy'],,,,,
143,,真・進化の実劇場,,['ONA'],15,Finished Airing,"Nov 4, 2022 to Apr 1, 2023",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],,,,1 min. per ep.,PG-13 - Teens 13 or older,5.47,#12197,#12710,"1,537",6,470,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei shorts streamed on the official YouTube channel prior to the series' premiere.,[],Shin Shinka no Mi Gekijou,['Comedy'],,,,,
144,Pole Princess!! Episode 0,ポールプリンセス‼ Ep.0「プロローグ」,,['ONA'],1,Finished Airing,"Dec 23, 2022",,,['Avex Pictures'],"None found,",['Tatsunoko Production'],Original,,,,6 min.,PG-13 - Teens 13 or older,5.17,#12961,#12811,"1,487",1,677,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Pole Princess!!', '']",Pole Princess!! Prologue,,['Performing Arts'],,,,
145,,冰火魔厨 第二季,The Magic Chef of Ice and Fire 2nd Season,['ONA'],104,Finished Airing,"Dec 3, 2022 to Aug 10, 2024",,,"['Youku', 'Xuanshi Tangmen']","None found,",['Joicy Studio'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,15 min. per ep.,PG-13 - Teens 13 or older,7.15,#3644,#12972,"1,413",4,465,The second season of Binghuo Mochu.,"['Prequel (ONA) Binghuo Mochu', '']",Binghuo Mochu 2,,,,,,
146,,无限世界,The Infinitors,['ONA'],16,Finished Airing,"Nov 25, 2022 to Mar 17, 2023",,,['bilibili'],"None found,",['Wonder Cat Animation'],Novel,"['Action', 'Fantasy', 'Supernatural']",,,18 min. per ep.,PG-13 - Teens 13 or older,6.94,#4644,#12986,"1,406",4,353,"An affluent white-collar worker receives a mysterious invitation: ""Would you like to know what life is about?"" ""Would you like to live your life fully?"" It is sent into the unpredictable space of the Lord God, and future human beings will invite and challenge the present world, and the different challenges that humans face during the era of great universe development will be simulated as copies as well. The ""copies"" will guide the selected people to overcome many traps, meet life-and-death comrades, and become leaders. All of this is in the interest of human evolution, survival, and infinite futures! (Source: Bilibili)",[],Wuxian Shijie,,,,,,
147,"Dalisi Rizhi 2, The Journal of Dali Temple 2",大理寺日志 第2季,White Cat Legend Season 2,['ONA'],12,Finished Airing,"Nov 26, 2022 to Jan 28, 2023",,,"['Tencent Penguin Pictures', 'Ai Si Animation Studio']","None found,",['Nice Boat Animation'],['Web manga'],"['Action', 'Comedy', 'Fantasy', 'Mystery']","['Anthropomorphic', 'Historical', 'Martial Arts', 'Mythology']",,27 min. per ep.,PG-13 - Teens 13 or older,7.49,#1999,#13028,"1,394",6,381,Second season of Da Li Si Rizhi.,"['Prequel (ONA) Da Li Si Rizhi', '']",Da Li Si Rizhi 2nd Season,,,,,,
148,,血与心,Blood and Heart: The Legendary Life of a Japanese Youth in China,['ONA'],12,Finished Airing,"Nov 2, 2022 to Jan 11, 2023",,,['bilibili'],"None found,",['CUKA'],['Manga'],,,,18 min. per ep.,PG-13 - Teens 13 or older,6.75,#5641,#13130,"1,354",3,224,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xue Yu Xin,['Drama'],['Historical'],,,,
149,,银河之心,Foreordination,['ONA'],12,Finished Airing,"Oct 25, 2022 to Jan 5, 2023",,,['bilibili'],"None found,",['Chosen'],Novel,"['Action', 'Sci-Fi']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.34,#8041,#13224,"1,319",4,208,"Li Yuesu, a cosmic wanderer, accidentally discovered the immigrant spacecraft ""Shangjia"" that disappeared many years ago, and witnessed a terrifying anomaly... People gradually realized the great danger that is approaching humanity. After several twists and turns, Kony finally All forces in the Seoul Star Territory had to work together to deal with powerful enemies. Unexpectedly, the strength of the alien race is beyond imagination. When the humans in the Conil star field were wiped out, they had to send Li Yuesu to the powerful human civilization in the heart of the galaxy for help... (Source: BiliBili)",[],Yinhe Zhi Xin,,,,,,
150,"Liming Zhi Jian, Changye Kaituozhe, Changye Kaita Zhe",长夜开拓者,The Sword Of Dawn,['ONA'],16,Finished Airing,"Oct 6, 2022 to Jan 14, 2023",,,['bilibili'],"None found,",['CG Year'],Novel,"['Action', 'Fantasy']",,,20 min. per ep.,PG-13 - Teens 13 or older,6.76,#5573,#13338,"1,276",3,322,"Gaowei crossed in an airplane accident and appeared on the Loren continent as the ancestor of the Cecil family. In the face of the declining family, he re-expanded the territory, and in the face of class barriers, he used the wisdom of the people. But the crazy and stubborn cultists and the potential crisis of the magic tide are still there, how should Gaowei face the world that is about to usher in the end of the era... (Source: Bilibili, translated)",[],Changye Kaita Zhe,,,,,,
151,,我在仙界挣积分,Leveling up in a Fantasy World,['ONA'],40,Finished Airing,"Nov 5, 2022 to Mar 18, 2023",,,['Youku'],"None found,",['Quyue Technology'],Web novel,"['Action', 'Fantasy']",,,9 min. per ep.,PG-13 - Teens 13 or older,6.47,#7254,#13398,"1,249",3,264,"When he opened his eyes, he was actually in a different world, bound by a silly system, telling him that dominating the world was no longer a dream! And such good things? Qin Huai gave in and became a 007 wage earner in another world, earning points day and night, and of course the result was really fragrant! Divine soldiers, treasures, peerless exercises, and gentle and lovely little junior sisters, all came to their arms! What is the daily life of Zongmen? Of course, it's a salted fish on the surface, and a volume king behind the scenes. The upgrade speed catches up with everyone, and one accident can save the whole sect! Who would have thought that the elders of the sects had secretly assassinated, the Demon Sect attacked the mountains, and the four sects of the Immortal Alliance fell apart. Let's see how the young man grasps the system and dominates the other world! (Source: Youku, translated)",[],Wo Zai Xianjie Zheng Jifen,,['Martial Arts'],,,,
152,High School Girl and the Magic Notebook,女子高生と魔法のノート,,['ONA'],1,Finished Airing,"Dec 1, 2022",,,"None found,","None found,",['Noovo'],Book,,,,40 min.,G - All Ages,[],#16636,#13485,"1,231",0,,"The story follows Yuzuki Shidou, a second-year high school student who can't find what she wants to do. One day, a fairy named Buruburu suddenly appears before her and teaches her how to find and fulfill her dreams. (Source: MAL)",[],Joshikousei to Mahou no Note,['Fantasy'],['School'],,,,
153,"The Peerless Proud Twins, Twin Heroes, Handsome Siblings",绝代双骄,Legendary Twins,['ONA'],18,Finished Airing,"Oct 3, 2022 to Jan 23, 2023",,,['Tencent Penguin Pictures'],"None found,",['BYMENT'],Novel,,,,20 min. per ep.,PG-13 - Teens 13 or older,6.99,#4424,#13491,"1,227",9,262,"The follows a pair of twin brothers who, because of a feud between two formidable martial artists, were separated at birth and raised on opposing sides. (Source: Wikipedia)",[],Juedai Shuang Jiao,['Action'],['Martial Arts'],,,,
154,,ポケットモンスター スカーレット・バイオレット,,['ONA'],3,Finished Airing,"Sep 1, 2022 to Oct 25, 2022",,,"None found,","None found,","None found,",Game,,,['Kids'],1 min. per ep.,G - All Ages,5.83,#10775,#13528,"1,217",1,507,"A certain photographer who was fascinated by the mysterious patterns drawn by Tagingle finally succeeded in shooting a video! Closer to the ecology that you can't usually see, such as the moment you draw a pattern. (Source: Official YouTube Channel)",[],Pokemon Scarlet Violet,,,,,,
155,,九天玄帝诀 第三季,The Success Of Empyrean Xuan Emperor 3rd Season,['ONA'],52,Finished Airing,"Oct 31, 2022 to Apr 28, 2023",,,['Youku'],"None found,",['Ruo Hong Culture'],Original,"['Action', 'Adventure', 'Fantasy']","['Martial Arts', 'Mythology']",,10 min. per ep.,PG-13 - Teens 13 or older,6.48,#7200,#14021,"1,063",4,268,The third season of Jiu Tian Xuan Di Jue.,"['Prequel (ONA) Jiu Tian Xuan Di Jue 2nd Season', 'Sequel (ONA) Jiu Tian Xuan Di Jue 4th Season']",Jiu Tian Xuan Di Jue 3rd Season,,,,,,
156,"Saikyou Onmyouji no Isekai Tenseiki Mini, 最強陰陽師の異世界転生記みに",最強陰陽師みに,,['ONA'],18,Finished Airing,"Dec 26, 2022 to Mar 28, 2023",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],,,,1 min. per ep.,PG-13 - Teens 13 or older,5.60,#11818,#13908,"1,095",1,292,Mini anime for Saikyou Onmyouji no Isekai Tenseiki released on Twitter.,[],Saikyou Onmyouji Mini,['Comedy'],,,,,
157,Who is Nanjyamo's Partner!? (Donna Monja TV),ナンジャモの相棒は何者なんじゃ!?【ドンナモンジャTV】,Guess Iono's Partner Pokémon!,['ONA'],2,Finished Airing,"Oct 12, 2022 to Oct 14, 2022",,,"None found,","None found,",['Ijigen Tokyo'],Game,,,['Kids'],3 min. per ep.,G - All Ages,5.74,#11181,#14131,"1,037",0,484,"Digital influencer, streamer, and Gym Leader Nanjyamo introduces herself and asks the audience to guess what her partner Pokémon is.",[],Nanjyamo no Aibou wa Nanimono nanja!? (Donna Monja TV),,,,,,
158,The Three-Body Problem,三体,Three-Body,['ONA'],15,Finished Airing,"Dec 10, 2022 to Mar 25, 2023",,,['bilibili'],"None found,",['YHKT Entertainment'],Novel,,,,31 min. per ep.,None,6.52,#6948,#14239,"1,004",3,292,"The distant butterfly flapped its wings, which begin to change Luo Ji's fate. The Trisolaran fleet will invade in 400 years. Behind the door that opened suddenly was the center of the world—the Wall-Facing Project was launched. At the same time, in the broken room created by Sophon, the broken people are in place one by one...","['Adaptation (Manhua) San Ti', 'Adaptation (Novel) San Ti']",San Ti,['Sci-Fi'],,,,,
159,,赤焰锦衣卫,The Flame Imperial Guards,['ONA'],24,Finished Airing,"Dec 31, 2022 to May 24, 2023",,,"['iQIYI', 'High Energy Studio', 'Fujian Ziyan Animation Technology']","None found,",['Chosen'],Original,,,,20 min. per ep.,PG-13 - Teens 13 or older,6.46,#7345,#14265,994,8,161,"Introduction: Chi Yan Jin Yiwei Qin Hu and his companions believe in ""the emperor guards the country, the brocade guards the country, the chivalrous bones hide the rivers and lakes, and a hundred deaths will not leave a name"", and they bravely fight against the rebel forces to protect the country and the country. It not only has the sense of responsibility of Jin Yiwei to protect the peace of the country, but also has the chivalrous heart of the sons and daughters of the rivers and lakes. Qin Hu, who has always been unruly and unruly, is gradually involved in a shocking conspiracy concerning the common people of the world due to the investigation of a bizarre murder case. At the same time, he also uncovers the mystery of his life experience that has been buried for more than 20 years. In the investigation of extremely dangerous cases again and again, the threat of the enemy, the betrayal of his colleagues, and the suspicion of his partners did not destroy Qin Hu's ambition for justice. In the end, his personality charm infected his partners, and everyone overcame all difficulties and feared power, just to seek peace for the innocent lives lost.",[],Chi Yan Jinyiwei,['Fantasy'],,,,,
160,"Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san Mini Anime, Tsunlize Mini",小林さんのツンデレ講座,,['ONA'],15,Finished Airing,"Dec 23, 2022 to Mar 26, 2023",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],"['Comedy', 'Fantasy', 'Romance']",,,1 min. per ep.,PG-13 - Teens 13 or older,5.76,#11118,#14361,970,0,248,Mini anime for Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san released on Twitter and YouTube.,[],Kobayashi-san no Tsundere Kouza,,,,,,
