,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Genre,Demographics
32,,別冊オリンピア・キュクロス,Extra Olympia Kyklos,Extra Olympia Kyklos,Extra Olympia Kyklos,Extra Olympia Kyklos,['TV'],24,Finished Airing,"Apr 20, 2020 to Nov 2, 2020",['Spring 2020'],Mondays at 21:54 (JST),['nobishiro lab'],"None found,",['Gosay Studio'],['Manga'],"['Comedy', 'Sports']",['Historical'],['Seinen'],5 min. per ep.,PG-13 - Teens 13 or older,6.97,#4522,#5261,"18,653",78,6885,"Although primarily working as a vase painter in Ancient Greece, Demetrios is berated for his lack of resolve and ability to keep a cool head in a crisis. One day, he is suddenly struck by lightning and transported to Tokyo in 1964, the first year Japan hosted the Summer Olympics. More than accommodated by a family who simply excuses him as a harmless foreigner, Demetrios ends up bringing the knowledge he has gained from the modern era to his own time period whenever he returns after being zapped by lightning. As he repeatedly travels between the two eras, Demetrios learns to impress his fellow villagers and begins to stand up for himself—all just in time to become stronger and organize and participate in his own Olympics back at home. [Written by MAL Rewrite]","['Adaptation (Manga) Olympia Kyklos', '']",Bessatsu Olympia Kyklos,,,
33,,シャドウバース,,Shadowverse,Shadowverse,Shadowverse,['TV'],48,Finished Airing,"Apr 7, 2020 to Mar 23, 2021",['Spring 2020'],Tuesdays at 17:55 (JST),"['TV Tokyo', 'Sonilude']","None found,",['Zexcs'],Card game,,['Strategy Game'],,24 min. per ep.,PG-13 - Teens 13 or older,5.74,#11165,#5440,"17,081",36,5176,"On his way to school, Hiiro Ryuugasaki hears a strange voice coming from his storage shed. As he searches the place, he discovers a smartphone with the popular digital card game ""Shadowverse"" already installed. Under the assumption that his grandfather has finally decided to buy him a smartphone after countless requests, Hiiro finds nothing amiss. Later that day, Hiiro receives concerning news regarding his classmate, Mimori Amamiya. She has lost as yet another victim of Takuma Kibakura, a fellow Shadowverse player who bullies his opponents by seizing their phones after he defeats them in battle. Determined to retrieve Mimori's smartphone, Hiiro enters an exciting new world, filled with intense matches and fierce Shadowverse opponents—including the formidable Lucia Yonazuki. [Written by MAL Rewrite]","['Sequel (TV) Shadowverse Flame', 'Adaptation (Manga) Shadowverse: Arisa Duelverse']",Shadowverse,,['Fantasy'],
34,,アルゴナビス from BanG Dream!,,,,,['TV'],13,Finished Airing,"Apr 11, 2020 to Jul 4, 2020",['Spring 2020'],Saturdays at 01:25 (JST),['Bushiroad'],"None found,",['SANZIGEN'],Mixed media,,['Music'],,24 min. per ep.,PG-13 - Teens 13 or older,6.71,#5823,#6150,"12,434",76,3845,"Ren Nanahoshi has been chasing a certain thrill he once experienced at a live festival when he was a child. Now, as a first-year university student, he avoids making friends and practices singing by himself, hoping to find that adrenaline once more. A fateful encounter at a karaoke bar allows Nanahoshi to meet Yuuto Goryou and Wataru Matoba—both of whom are impressed by his voice. The two have been searching for band members, and they want Nanahoshi to be their vocalist. Nanahoshi initially rejects their constant pestering but relents after attending their live show and performing alongside them. Joined by the carefree Rio Kikyou and passionate Banri Shiroishi, the five boys form ""Argonavis"" and set their sights on headlining the Destiny Rock Festival. As they begin to work together as a band, they come across the trials and tribulations that come with pursuing stardom. [Written by MAL Rewrite]","['Sequel (Movie) Argonavis Movie: Axia', 'Adaptation (Manga) Argonavis from BanG Dream! Comics']",Argonavis from BanG Dream!,,['Drama'],
35,,ミュークルドリーミー,,,,,['TV'],48,Finished Airing,"Apr 5, 2020 to Apr 4, 2021",['Spring 2020'],Sundays at 10:30 (JST),['Sanrio'],"None found,",['J.C.Staff'],Other,"['Adventure', 'Fantasy']",,['Kids'],24 min. per ep.,G - All Ages,7.00,#4381,#7123,"8,729",31,1879,"The story begins when a middle school girl named Yume sees something fall from the sky, and meets a pale violet-colored kitten named Mew. It turns out that Mew has the power of ""Yume Synchro"" (Dream Synchro), the power to enter dreams. In the dream world, the girl and Mew collect Dream Stones. (Source: ANN)","['Sequel (TV) Mewkledreamy Mix!', '']",Mewkledreamy,,,
36,"Troublesome Old Man, Komatta Jii-san",困ったじいさん,,,,,['TV'],13,Finished Airing,"Apr 8, 2020 to Jul 1, 2020",['Spring 2020'],Wednesdays at 23:29 (JST),['BS NTV'],"None found,",['Kachidoki Studio'],['Manga'],"['Comedy', 'Romance']",['Adult Cast'],,1 min. per ep.,None,6.43,#7495,#8971,"4,880",6,2130,"A story about a handsome, but slightly troubled old man who pretends to be a fool to make the grandma's heart flutter. A tale of a couple celebrating their 50th wedding anniversary, still nurturing a new love. This is a story of a couple's daily life with nothing but happiness that you will want to watch forever. (Source: BS NTV, translated)","['Adaptation (Manga) Komatta Jiisan', '']",Komatta Jiisan,,,
37,Cardfight!! Vanguard Extra Story,カードファイト!! ヴァンガード外伝 イフ-if-,,Cardfight!! Vanguard Extra Story -if-,Cardfight!! Vanguard Extra Story: if,Cardfight!! Vanguard Extra Story -if-,['TV'],25,Finished Airing,"May 30, 2020 to Nov 28, 2020",['Spring 2020'],Saturdays at 08:00 (JST),"None found,","None found,",['OLM'],Original,"['Action', 'Adventure', 'Comedy']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.48,#7175,#9118,"4,643",12,1682,"Upon the conclusion of the Vanguard High School Koshien, Kouji Ibuki begins to have new nightmares. Nome Tatsunagi has Suiko summon him to the mansion where they learn he can see a Dark Tower called Sanctuary. Sanctuary is causing the timeline to be altered throughout history, and the only way to correct it is for Kouji to first correct his future mistake. Now Kouji and Suiko must travel the parallel world -if- and watch as Magical Girls Emi Sendou and Shuka summon Vanguard units to help correct history. Sadly, the two can't help much, as Cardfighting against real monsters doesn't do much good. (Source: ANN)",[],Cardfight!! Vanguard Gaiden: If,"['Mythology', 'Parody', 'Strategy Game']",,
38,,アサティール 未来の昔ばなし,Future Folktales,Asateer:  Future's Folktales,Asateer:  Future's Folktales,Asateer:  Future's Folktales,['TV'],13,Finished Airing,"Apr 4, 2020 to Jun 27, 2020",['Spring 2020'],Saturdays at 08:00 (JST),['Manga Productions'],['Sentai Filmworks'],['Toei Animation'],Original,,,,25 min. per ep.,PG - Children,6.11,#9312,#9154,"4,596",7,1144,"In 2050 Riyadh, elder Asma's richly captivating storytelling transports her cherished grandchildren to fabled times where they learn that modern-day dilemmas are no match for the trials, tribulations and words of wisdom passed from generation to generation through their fascinating folktales. (Source: Sentai Filmworks)","['Sequel (TV) Asatir 2: Mirai no Mukashi Banashi', '']",Asatir: Mirai no Mukashi Banashi,,['Adventure'],
39,,爆丸アーマードアライアンス,,,,,['TV'],52,Finished Airing,"Apr 3, 2020 to Mar 26, 2021",['Spring 2020'],Fridays at 03:04 (JST),"None found,","None found,",['TMS Entertainment'],Original,"['Action', 'Fantasy']",['Strategy Game'],,24 min. per ep.,PG - Children,5.70,#11340,#9212,"4,508",6,1700,Second season of Bakugan: Battle Planet.,"['Prequel (TV) Bakugan: Battle Planet', 'Sequel (ONA) Bakugan: Geogan Rising']",Bakugan: Armored Alliance,,,
40,Kiratto Pri☆chan 3rd Season,キラッとプリ☆チャン シーズン3,,,,,['TV'],51,Finished Airing,"Apr 5, 2020 to May 30, 2021",['Spring 2020'],Sundays at 10:00 (JST),['syn Sophia'],"None found,",['Tatsunoko Production'],Game,,,,24 min. per ep.,PG - Children,7.23,#3207,#10516,"2,982",11,968,Third season of Kiratto Pri☆chan.,"['Prequel (TV) Kiratto Pri☆chan Season 2', '']",Kiratto Pri☆chan Season 3,"['Idols (Female)', 'Music']",['Comedy'],
41,,ガル学. ~聖ガールズスクエア学院~,,,,,['TV'],50,Finished Airing,"Apr 6, 2020 to Mar 29, 2021",['Spring 2020'],Mondays at 07:05 (JST),"None found,","None found,","['OLM', 'Wit Studio']",Mixed media,,,,3 min. per ep.,PG-13 - Teens 13 or older,5.62,#11714,#11110,"2,491",5,437,"The anime is set in Holy Girls Square Academy, an academy for training pro star performers. The anime will focus on students who aim to participate in the academy's annual big event, the Girls' Arena. (Source: ANN)","['Sequel (TV) Garugaku. II: Lucky Stars', 'Adaptation (Manga) Gal-gaku.']",Garugaku.: Sei Girls Square Gakuin,"['Idols (Female)', 'Music', 'School']",,
42,Watanuki's House Second Season,四月一日さん家と,,,,,['TV'],12,Finished Airing,"Apr 6, 2020 to Jun 22, 2020",['Spring 2020'],Mondays at 01:35 (JST),"None found,","None found,","None found,",Other,,,,23 min. per ep.,PG-13 - Teens 13 or older,6.02,#9805,#12289,"1,732",5,152,Second season of Watanuki-san Chi no.,"['Prequel (TV) Watanuki-san Chi no', '']",Watanuki-san Chi to,,['Slice of Life'],
43,"Tomica Bond Combination Earth Granner, Tomika Kizuna Gattai",トミカ絆合体 アースグランナー,,,,,['TV'],51,Finished Airing,"Apr 5, 2020 to Mar 28, 2021",['Spring 2020'],Sundays at 09:30 (JST),"None found,","None found,",['OLM'],Other,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],,24 min. per ep.,PG - Children,5.91,#10406,#12493,"1,622",2,272,"Earth Energy is a force generated naturally by the Earth's rotation. A mysterious alien enemy from space known as ""Dark Spinner"" has invaded Earth in order to steal the Earth Energy and transform it into Dark Energy. The only ones who can stand up to stop them are twin brothers named Raiga and Kuga, who are fighting together with the earth defense team Earth Granner. But will they be able to protect the earth? (Source: Tomica Wiki)",[],Tomica Kizuna Gattai: Earth Granner,,,
44,"TV Yarou Nanaana Season 3, Televi Yarou Nanana, TV Yarou Nana-na",テレビ野郎 ナナーナ 怪物クラーケンを追え!,,,,,['TV'],24,Finished Airing,"Apr 16, 2020 to Sep 24, 2020",['Spring 2020'],Thursdays at 19:53 (JST),['TV Tokyo'],"None found,",['Studio Crocodile'],Original,"['Adventure', 'Comedy']",,,3 min. per ep.,PG-13 - Teens 13 or older,6.01,#9869,#12864,"1,440",2,402,Third season of TV Yarou Nanaana.,"['Prequel (TV) TV Yarou Nanaana: Wakuwaku Doukutsu Land', '']",TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,,,
45,,ハクション大魔王2020,Genie Family 2020,,,,['TV'],20,Finished Airing,"Apr 11, 2020 to Sep 26, 2020",['Spring 2020'],Saturdays at 17:30 (JST),['Yomiuri Telecasting'],"None found,","['Nippon Animation', 'Tatsunoko Production']",Original,"['Comedy', 'Fantasy']",,,24 min. per ep.,G - All Ages,6.00,#9902,#13583,"1,177",0,268,"50 years have passed since the events of the original Hakushon Daimaou series. Akubi is training to become queen when she meets Kantarou Yodama, the grandson of the genie bottle's original owner, Kan-chan. Together, Akubi and Kantarou take on many jobs in the human world and learn the importance of having a dream.","['Prequel (TV) Hakushon Daimaou', '']",Hakushon Daimaou 2020,,,
46,,もっと! まじめにふまじめ かいけつゾロリ,,,,,['TV'],25,Finished Airing,"Apr 5, 2020 to Nov 8, 2020",['Spring 2020'],Sundays at 19:00 (JST),"None found,","None found,","['Ajia-do', 'Bandai Namco Pictures']",Book,"['Adventure', 'Comedy']",,['Kids'],25 min. per ep.,PG - Children,6.47,#7293,#13825,"1,099",2,195,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Majime ni Fumajime Kaiketsu Zorori', 'Sequel (TV) Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season']",Motto! Majime ni Fumajime Kaiketsu Zorori,,,
47,,DUEL MASTERS キング,,,,,['TV'],47,Finished Airing,"Apr 5, 2020 to Mar 28, 2021",['Spring 2020'],Sundays at 08:30 (JST),"None found,","None found,","[""Brain's Base"", 'Shogakukan Music & Digital Entertainment']",Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],24 min. per ep.,G - All Ages,5.79,#10953,#13995,"1,058",1,173,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Duel Masters!!', 'Sequel (TV) Duel Masters King!']",Duel Masters King,,,
48,"In the Other World, Ghost Groups Are Everything!","あの世のすべては, おばけぐみっ!",,,,,['TV'],34,Finished Airing,"Apr 7, 2020 to Dec 29, 2020",['Spring 2020'],Unknown,['Stella Promotion'],"None found,","None found,",Original,"['Comedy', 'Supernatural']",,,4 min. per ep.,PG-13 - Teens 13 or older,[],#19132,#14346,954,1,,"The gag anime takes place at a school for youkai and other supernatural beings. A vampire named Rakuru transfers to the school from the West, and she tries to change the school as the class representative.",[],"Anoyo no Subete wa, Obake-gumi!",,,
49,,みっちりわんこ！あにめ～しょん,,,,,['TV'],24,Finished Airing,"Apr 1, 2020 to Sep 9, 2020",['Spring 2020'],Wednesdays at 07:30 (JST),"None found,","None found,",['Charaction'],Other,,,['Kids'],1 min. per ep.,G - All Ages,5.90,#10446,#14565,904,1,115,Spin-off of Micchiri Neko.,[],Micchiri Wanko! Animation,,['Comedy'],
50,,ゾゾゾ ゾンビーくん,Zo Zo Zombie,Zo Zo Zombie,Zo Zo Zombie,Zo Zo Zombie,['TV'],102,Finished Airing,"Apr 16, 2020 to Dec 24, 2020",['Spring 2020'],Unknown,['Shogakukan-Shueisha Productions'],"None found,",['J.C.Staff'],['Manga'],,,['Kids'],3 min. per ep.,PG - Children,[],#16249,#15173,751,2,,"A gag comedy aimed at young children featuring Zombie-kun, a child zombie, and his interactions with the world. It's not intended to be scary in the slightest, but rather, it focuses on the comical and bizarre things Zombie-kun's body can do, and the common-sense-defying way Zombie-kun behaves. For example, he'll take out his stomach and inflate it with air to use as a pillow, or if he gets wet, he'll detach parts of his body and wring them out like towels, then reattach them with a glue stick. Everything is depicted in a cute, cartoony fashion so as not to be too graphic for kids. (Source: Baka-Updates)","['Adaptation (Manga) Zo Zo Zo Zombie-kun', '']",Zo Zo Zo Zombie-kun (TV),,['Comedy'],
51,,캐치! 티니핑,Catch! Teenieping: Fairies of Emotion,,,,['TV'],52,Finished Airing,"Mar 19, 2020 to Apr 1, 2021",['Spring 2020'],Unknown,"None found,","None found,",['SAMG Entertainment'],Original,,,['Kids'],11 min. per ep.,PG - Children,6.24,#8592,#16261,573,4,145,"Catch! Teenieping revolves around mischievous creatures called Teenieping that like to enter people's minds, but their playful nature and magical powers can wreak havoc in their hosts' lives. When the Teenieping are set loose on Earth, Princess Romi of the Emotion Kingdom becomes an ordinary girl that has to turn into a magical girl to stop them, all while balancing her new civilian life as a worker for the Bakery Heartrose with her coworkers Ian, Kyle, and Jun. (Source: Wikipedia)","['Sequel (TV) Banjjagbanjjag Catch! Tiniping', '']",Catch! Tiniping,"['Mahou Shoujo', 'School']",['Fantasy'],
52,,のりものまん モービルランドのカークン,,,,,['TV'],104,Finished Airing,"Apr 2, 2020 to Mar 24, 2022",['Spring 2020'],Thursdays at 17:20 (JST),"None found,","None found,",['CloverWorks'],Original,,['Racing'],['Kids'],5 min. per ep.,PG - Children,[],#18109,#16779,517,0,,"The anime will depict various vehicles as characters in the ""Mobile Land"" island. The protagonist Car-kun arrives at the island as a delivery worker. Through his deliveries, he gets to know the residents of Mobile Land, all while following traffic rules and having his deliveries stopped by the meddling Sabibi. (Source: ANN)",[],Norimono Man: Mobile Land no Car-kun,,['Comedy'],
53,Meow Meow Japanese History,ねこねこ日本史 第5期,,,,,['TV'],32,Finished Airing,"Apr 8, 2020 to Mar 3, 2021",['Spring 2020'],Wednesdays at 06:45 (JST),['NHK'],"None found,","None found,",['Web manga'],,,['Kids'],9 min. per ep.,G - All Ages,[],#17979,#17133,481,0,,Fifth season of Neko Neko Nihonshi.,"['Prequel (TV) Neko Neko Nihonshi 4th Season', 'Adaptation (Manga) Neko Neko Nihonshi']",Neko Neko Nihonshi 5th Season,"['Anthropomorphic', 'Historical', 'Parody', 'Samurai']",,
54,,바이트 초이카,Bite-Choicar,,,,['TV'],26,Finished Airing,"Apr 18, 2020 to May 23, 2021",['Spring 2020'],Saturdays at 07:15 (JST),"None found,","None found,","None found,",Original,,['Racing'],['Kids'],30 min. per ep.,PG - Children,[],#19501,#17305,464,2,,"Chashin was selected by the legendary choicar ""Stormbone,"" as the strongest racer, and will showcase a new concept of bite racing. Bite racing is a new racing game that never hits a rail with two cars chasing in a match. The bite-free rail running on the track creates a more realistic racing experience. Various types of super cars such as speed type, balance type, and power type create unique racing on 3 types of tracks (crash track, line track, outdoor race). (Source: enewstoday.co.kr)","['Sequel (TV) Bite-Choicar Hyper', '']",Bite-Choicar,,,
55,Pokkories,ぽっこりーず,Poccolies,,,,['TV'],50,Finished Airing,"Apr 6, 2020 to Mar 15, 2021",['Spring 2020'],Mondays at 23:29 (JST),"None found,","None found,",['Kachidoki Studio'],Other,,,['Kids'],1 min. per ep.,G - All Ages,[],#18444,#18019,410,1,,"The 2018 LINE sticker set Poccolies is inspiring a series of anime shorts. The story of the sticker set is that a positive and honest boy named Patsuhiko lives on Pokkori Island, along with the shrewd and mysterious Ham, and a reliable older brother figure named Kangaroo. The sticker set follows their daily lives. (Source: ANN)",[],Poccolies,,['Slice of Life'],
56,Happy Smile ♡ Dream,おりがみにんじゃ コーヤン＠きんてれ,,,,,['TV'],Unknown,Currently Airing,"Apr 7, 2020 to ?",['Spring 2020'],Tuesdays at 07:30 (JST),['TV Tokyo'],"None found,",['Directions'],Unknown,,,['Kids'],Unknown,PG - Children,[],#18240,#18652,360,0,,"Koyan, the Origami Ninja, came to Earth from his planet Origamio to find the magical stone ""Hapiton"" that has the ability to make people happy. On the way, he was joined by childhood friend Namin anda new friend Lublin. One day, a villain called Evilrun appeared. Evilrun has a black hole in her stomach and tries to inhale anything. Every time an event happens, Evilrun gets in the way of Koyan and friends. But what Evilrun's aim is remains a mystery...",[],Origami Ninja Koyankinte,,['Comedy'],
57,Butt Detective,おしりたんてい,,,,,['TV'],13,Finished Airing,"Apr 4, 2020 to Jun 27, 2020",['Spring 2020'],Saturdays at 09:00 (JST),['NHK'],"None found,",['Toei Animation'],Picture book,"['Comedy', 'Fantasy', 'Mystery']",,['Kids'],19 min. per ep.,PG - Children,[],#18254,#19173,327,0,,Fourth season of Oshiri Tantei.,"['Prequel (TV) Oshiri Tantei 3rd Season', 'Sequel (TV) Oshiri Tantei 5th Season']",Oshiri Tantei 4th Season,,,
58,Mukashi Keibanashi Second Season,むかしケイバなし(第2期),,,,,['TV'],4,Finished Airing,"May 9, 2020 to May 30, 2020",['Spring 2020'],Saturdays at 22:10 (JST),"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy', 'Sports']",['Parody'],,5 min. per ep.,G - All Ages,[],#17838,#19488,305,0,,Second season of Mukashi Keibanashi.,"['Prequel (TV) Mukashi Keibanashi', '']",Mukashi Keibanashi 2nd Season,,,
59,Wasimo 8,わしも-wasimo-(第8シリーズ),,,,,['TV'],40,Finished Airing,"Mar 30, 2020 to Dec 15, 2020",['Spring 2020'],Mondays at 06:00 (JST),"None found,","None found,","None found,",Picture book,"['Comedy', 'Sci-Fi', 'Slice of Life']",['School'],['Kids'],10 min. per ep.,G - All Ages,[],#15138,#20114,271,1,,Eighth season of the Washimo series.,"['Prequel (TV) Washimo 7th Season', 'Sequel (TV) Washimo 9th Season']",Washimo 8th Season,,,
60,,시간여행자 루크,Time Traveler Luke,,,,['TV'],52,Finished Airing,"May 9, 2020 to Jul 10, 2021",['Spring 2020'],Unknown,"None found,","None found,",['ANYZAC'],Original,"['Action', 'Adventure', 'Sci-Fi']",,['Kids'],11 min. per ep.,PG - Children,[],#14284,#20347,258,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Sigan Yeohaengja Luke,,,
61,,신비아파트 고스트볼 더블X,,,,,['TV'],26,Finished Airing,"Mar 5, 2020 to Jan 21, 2021",['Spring 2020'],Unknown,['CJ ENM'],"None found,",['Studio BAZOOKA'],Original,"['Fantasy', 'Supernatural']",,['Kids'],8 min. per ep.,G - All Ages,[],#14303,#20459,252,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Sinbi Apartment: Ghost Ball X-ui Tansaeng', 'Sequel (TV) Sinbi Apartment: Ghost Ball Z', 'Sequel (TV) Sinbi Apartment: Ghost Ball Zero', '']",Sinbi Apartment: Ghost Ball Double X,,,
62,Ma-eum-uisoli Second Season,마음의 소리 시즌 2,The Sound of Your Heart: Season 2,,,,['TV'],20,Finished Airing,"May 19, 2020 to Sep 29, 2020",['Spring 2020'],Tuesdays at Unknown,"None found,","None found,","None found,",['Web manga'],"['Comedy', 'Slice of Life']",,,21 min. per ep.,PG-13 - Teens 13 or older,[],#17288,#21109,214,0,,Second season of Ma-eum-uisoli.,"['Prequel (TV) Ma-eum-uisoli', 'Sequel (TV) Ma-eum-uisoli Season 3', 'Adaptation (Manhwa) The Sound of Your Heart', '']",Ma-eum-uisoli Season 2,,,
63,Baby Shark Ollie Doo Doo Doo,아기상어 올리 뚜루루뚜루,Baby Shark Brooklyn Doo Doo Doo,,,,['TV'],12,Finished Airing,"Apr 30, 2020 to Jul 30, 2020",['Spring 2020'],Thursdays at 14:45 (JST),['Pinkfong'],"None found,","None found,",Music,,,['Kids'],11 min. per ep.,PG - Children,[],#19031,#21721,182,1,,"A massive underwater earthquake sweeps the Shark Family to the opposite side of the ocean! For Baby Shark Brooklyn, who is curious about everything, this new place is an adventure playground. In a new home, Brooklyn makes new friends, and they explore the village together. When they face problems big or small, their different characteristics create synergy and help them overcome hardships. (Source: Amazon)",[],Agisang-eo Ollie Tululutulu,,,
64,,大家さんと僕,,,,,['TV'],5,Finished Airing,"Jun 8, 2020 to Jun 12, 2020",['Spring 2020'],Not scheduled once per week,['NHK'],"None found,",['Fanworks'],['Manga'],,,,5 min. per ep.,G - All Ages,[],#18229,#22019,168,0,,The second season of Ooya-san to Boku.,"['Prequel (TV) Ooya-san to Boku', 'Sequel (TV) Ooya-san to Boku 3rd Season', 'Adaptation (Manga) Ooyasan to Boku', '']",Ooya-san to Boku 2nd Season,,['Slice of Life'],
65,,출동! 슈퍼윙스4,Super Wings 4,,,,['TV'],40,Finished Airing,"Mar 30, 2020 to Jun 24, 2020",['Spring 2020'],Unknown,"None found,","None found,","None found,",Original,,['Racing'],['Kids'],11 min. per ep.,PG - Children,[],#19885,#22990,131,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Chuldong! Super Wings 3', 'Sequel (TV) Chuldong! Super Wings 5']",Chuldong! Super Wings 4,,['Adventure'],
66,,레인보우 루비2,Rainbow Ruby Season 2,,,,['TV'],26,Finished Airing,"Apr 2, 2020 to Jun 26, 2020",['Spring 2020'],Not scheduled once per week,"None found,","None found,",['Studio BAZOOKA'],Original,,['Mahou Shoujo'],['Kids'],24 min. per ep.,PG - Children,[],#18687,#23483,118,0,,The second season of Rainbow Ruby.,"['Prequel (TV) Rainbow Ruby', '']",Rainbow Ruby 2nd Season,,['Fantasy'],
67,,또봇 V  시즌 2,Tobot: Galaxy Detectives Season 2,,,,['TV'],48,Finished Airing,"Mar 19, 2020 to Mar 4, 2021",['Spring 2020'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",['Mecha'],['Kids'],11 min. per ep.,PG - Children,[],#14802,#26103,75,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"[""Prequel (TV) Tobot V: Swag's Secret"", 'Sequel (TV) Tobot V: Ujusuhodae']",Tobot V Season 2,,,
68,OP,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#54,#17,"2,481,592","233,031",1410375,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,
69,,ブラッククローバー,Black Clover,,,,['TV'],170,Finished Airing,"Oct 3, 2017 to Mar 30, 2021",['Fall 2017'],Tuesdays at 18:25 (JST),"['TV Tokyo', 'Avex Pictures', 'Shueisha']","['Funimation', 'Crunchyroll']",['Pierrot'],['Manga'],"['Action', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.14,#475,#57,"1,761,014","48,241",903738,"Asta and Yuno were abandoned at the same church on the same day. Raised together as children, they came to know of the ""Wizard King""—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However, as they grew up, the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control, Asta cannot use magic at all and desperately tries to awaken his powers by training physically. When they reach the age of 15, Yuno is bestowed a spectacular Grimoire with a four-leaf clover, while Asta receives nothing. However, soon after, Yuno is attacked by a person named Lebuty, whose main purpose is to obtain Yuno's Grimoire. Asta tries to fight Lebuty, but he is outmatched. Though without hope and on the brink of defeat, he finds the strength to continue when he hears Yuno's voice. Unleashing his inner emotions in a rage, Asta receives a five-leaf clover Grimoire, a ""Black Clover"" giving him enough power to defeat Lebuty. A few days later, the two friends head out into the world, both seeking the same goal—to become the Wizard King! [Written by MAL Rewrite]","['Adaptation (Manga) Black Clover', '']",Black Clover,,,
70,,BORUTO -NARUTO NEXT GENERATIONS-,Boruto: Naruto Next Generations,,,,['TV'],293,Finished Airing,"Apr 5, 2017 to Mar 26, 2023",['Spring 2017'],Sundays at 17:30 (JST),"['TV Tokyo', 'Aniplex', 'Rakuonsha', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.00,#9893,#208,"892,326","7,366",455162,"Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja. Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life. New friends and familiar faces join Boruto as a new story begins. [Written by MAL Rewrite]","['Prequel (TV) Naruto: Shippuuden', 'Sequel (TV) Boruto: Naruto Next Generations Part 2', 'Adaptation (Manga) Naruto Gaiden: Nanadaime Hokage to Akairo no Hanatsuzuki', 'Adaptation (Manga) Boruto: Naruto Next Generations']",Boruto: Naruto Next Generations,,,
