,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
61,妖怪ウォッチ シャドウサイド,,,,,['TV'],49,Finished Airing,"Apr 13, 2018 to Mar 29, 2019",['Spring 2018'],Fridays at 18:25 (JST),['TV Tokyo'],"None found,",['OLM'],Game,,,['Kids'],24 min. per ep.,G - All Ages,6.78,#5457,#10530,"3,013",19,885,"Taking place after the events of the fourth film, the series centers on 11 yr old Keisuke Amano, Natsume's younger brother (both of whom are the children of Keita Amano and Fumika Kodama of the original Youkai Watch anime) who doesn't believe in any supernatural phenomenon around him. But as he notices his sister is frequently comes back home late, he decided to stalk her, only to find out she is doing her duties exorcising evil Youkai alongside her friends Touma and Akinori, and running a Yo-Kai detective agency. With their secret revealed to him, Natsume decided to let him tag along in her activities as they investigate Youkai crimes and take on evil Youkai to maintain peace all over the city. (Source: Wiki)","['Prequel (Movie) Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu', 'Sequel (TV) Youkai Watch!']",Youkai Watch: Shadow Side,Yo-kai Watch: Shadowside,"['Comedy', 'Supernatural']",['Mythology'],
62,こねこのチー ポンポンらー大旅行,,Kleine Katze Chi Staffel 2,La Dulce Aventura de Chi Temporada 2,Chi: Mon Chaton Saison 2,['TV'],25,Finished Airing,"Apr 8, 2018 to Sep 30, 2018",['Spring 2018'],Sundays at 07:00 (JST),"None found,","None found,",['Marza Animation Planet'],Original,['Slice of Life'],,,12 min. per ep.,G - All Ages,6.45,#7399,#10828,"2,760",1,803,"The second season of Koneko no Chii: Ponponra Daibouken is an original story written by mangaka Kanata Konami with ""travel"" as theme.","['Prequel (TV) Koneko no Chi: Ponponra Daibouken', 'Sequel (ONA) Koneko no Chi: Ponponraa Natsuyasumi']",Koneko no Chi: Ponponra Dairyokou,,,['Pets'],
63,テレビ野郎 ナナーナ,Wacky TV Na Na Na,Wacky TV Na Na Na,Wacky TV Nanana,Wacky TV Na Na Na,['TV'],24,Finished Airing,"Apr 6, 2018 to Sep 14, 2018",['Spring 2018'],Fridays at 21:54 (JST),"None found,","None found,",['Studio Crocodile'],Original,,,,3 min. per ep.,PG-13 - Teens 13 or older,6.39,#7764,#11692,"2,139",8,890,"After the administrative board at TV Nanaana cancels the network's most popular show for ""indecency,'' the station's film crew—team leader Nanaoka, cameraman Nanamori, and audio specialist Nanayama—boldly take on the daunting task of documenting the rare animal known as the Kiina to save the company from bankruptcy. However, they are not the only ones on the hunt; the rival film crew at Bubble TV and their deep-pocketed producer Zakibana have their sights set on obtaining the once-in-a-lifetime story as well. Braving the remote South American jungle of Ecuana, Nanaoka, Nanamori, and Nanayama must travel far and wide to film a nature documentary on the elusive animal before their competition can—because their very jobs depend on it! [Written by MAL Rewrite]","['Sequel (TV) TV Yarou Nanaana: Wakuwaku Doukutsu Land', '']",TV Yarou Nanaana,"Televi Yarou Nanana, TV Yarou Nana-na","['Adventure', 'Comedy']",['Workplace'],
64,パズドラ,Puzzle & Dragon,,,,['TV'],Unknown,Currently Airing,"Apr 2, 2018 to ?",['Spring 2018'],Mondays at 18:25 (JST),['Akatsuki'],"None found,",['Pierrot'],Game,,,['Kids'],24 min.,PG - Children,5.83,#10774,#12388,"1,702",6,147,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday. (Source: Crunchyroll)",[],Puzzle & Dragon,PazuDora,,['Strategy Game'],
65,デュエル・マスターズ!,,,,,['TV'],51,Finished Airing,"Apr 1, 2018 to Mar 31, 2019",['Spring 2018'],Sundays at 08:30 (JST),"None found,","None found,",['Ascension'],Original,,,['Kids'],24 min. per ep.,G - All Ages,5.84,#10739,#12557,"1,617",4,321,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Duel Masters (2017)', 'Sequel (TV) Duel Masters!!', 'Adaptation (Manga) Duel Masters', '']",Duel Masters!,,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,
66,おしりたんてい,,,,,['TV'],10,Finished Airing,"May 3, 2018 to Aug 25, 2018",['Spring 2018'],Saturdays at 09:00 (JST),['NHK'],"None found,",['Toei Animation'],Picture book,,,['Kids'],19 min. per ep.,PG - Children,[],#20877,#14026,"1,068",1,,"A polite and meticulous super sleuth known as the Butt Detective solves a myriad of baffling mysteries, blowing raspberries in the face of crime. (Source: Netflix)","['Sequel (TV) Oshiri Tantei 2nd Season', '']",Oshiri Tantei,Butt Detective,"['Comedy', 'Fantasy', 'Mystery']",,
67,少年アシベ GO! GO! ゴマちゃん 3,,Shonen Ashibe: Go! Go! Goma-chan Staffel 3,Shounen Ashibe: Go! Go! Goma-chan Temporada 3,Shonen Ashibe: Go! Go! Goma-chan Saison 3,['TV'],32,Finished Airing,"Apr 3, 2018 to Feb 26, 2019",['Spring 2018'],Tuesdays at 18:45 (JST),"None found,","None found,","['Bridge', 'Husio Studio', 'Studio Palette']",['4-koma manga'],,,['Seinen'],9 min. per ep.,G - All Ages,5.76,#11130,#14712,887,2,258,Third season of Shounen Ashibe: Go! Go! Goma-chan.,"['Prequel (TV) Shounen Ashibe: Go! Go! Goma-chan 2', 'Sequel (TV) Shounen Ashibe: Go! Go! Goma-chan 4', 'Adaptation (Manga) Shounen Ashibe', 'Adaptation (Manga) Shounen Ashibe: Go! Go! Goma-chan']",Shounen Ashibe: Go! Go! Goma-chan 3,Young Ashibe: Go! Go! Goma-chan 3,"['Comedy', 'Slice of Life']",['Pets'],
68,ねこねこ日本史 第3期,Meow Meow Japanese History,Meow Meow Japanese History Staffel 3,Historia Gatuna Japonesa (Neko Neko Nihonshi) Temporada 3,Meow Meow Japanese History Saison 3,['TV'],32,Finished Airing,"Apr 4, 2018 to Feb 27, 2019",['Spring 2018'],Unknown,['NHK'],"None found,",['Joker Films'],['Web manga'],,"['Anthropomorphic', 'Historical', 'Parody', 'Samurai']",['Kids'],9 min. per ep.,G - All Ages,6.25,#8549,#15058,800,1,200,Third season of Neko Neko Nihonshi.,"['Prequel (TV) Neko Neko Nihonshi 2nd Season', 'Sequel (TV) Neko Neko Nihonshi 4th Season', 'Adaptation (Manga) Neko Neko Nihonshi', '']",Neko Neko Nihonshi 3rd Season,,,,
69,うさぎのマシュー,Matthew the Rabbit,,,,['TV'],52,Finished Airing,"Apr 5, 2018 to Apr 4, 2019",['Spring 2018'],Thursdays at 21:54 (JST),"None found,","None found,",['Kachidoki Studio'],['Manga'],['Slice of Life'],,,1 min. per ep.,G - All Ages,[],#15159,#15088,794,1,,"The story centers on Matthew, a daydreaming worrywart of a rabbit. Matthew also has two friends: Keron, a pessimistic frog who is fond of good-luck charms; and Ham, a hamster of few words and who moves through life at his own pace. The story follows the three animals' everyday lives within a mysterious forest. (Source: ANN)",[],Usagi no Matthew,,,,
70,俺たちゃ妖怪人間G,,,,,['TV'],26,Finished Airing,"Apr 5, 2018 to Sep 27, 2018",['Spring 2018'],Thursdays at 02:05 (JST),"None found,","None found,",['DLE'],Original,['Horror'],"['Mythology', 'Parody']",,2 min. per ep.,PG-13 - Teens 13 or older,5.60,#11817,#15256,750,2,130,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Oretacha Youkai Ningen', '']",Oretacha Youkai Ningen G,,,,
71,黒猫モンロヲ,,,,,['TV'],23,Finished Airing,"Apr 17, 2018 to Sep 25, 2018",['Spring 2018'],Tuesdays at 02:46 (JST),"None found,","None found,","None found,",['Manga'],['Comedy'],,,4 min. per ep.,G - All Ages,[],#19678,#15416,717,2,,"The series follows the black cat Monroe and the human Yoppy and their ""normal and special everyday lives."" (Source: ANN)",[],Kuroneko Monroe,Black Cat Monroe,,['Pets'],
72,超智能足球2 世界大赛篇,AI Football GGO 2,,,,['TV'],52,Finished Airing,"Mar 15, 2018 to Jun 21, 2018",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,['Sports'],,,24 min. per ep.,G - All Ages,6.72,#5757,#16370,575,3,272,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Chao Zhi Neng Zu Qiu', '']",Chao Zhi Neng Zu Qiu 2: Shijie Dasai Pian,,,['Team Sports'],
73,ケッケロケー,,,,,['TV'],13,Finished Airing,"Apr 5, 2018 to Jun 28, 2018",['Spring 2018'],Unknown,"['Production I.G', 'Anime Beans']","None found,",['Kachidoki Studio'],Original,['Comedy'],,,1 min. per ep.,G - All Ages,[],#19362,#17160,489,0,,The anime follows the frogs Kekkero and Ke who try to find their 998 other siblings. (Source: ANN),[],Kekkero Ke,Kekkeroke,,,
74,ディッキー&カリーナ 2ndシーズン,Caribadix 2nd Season,,,,['TV'],39,Finished Airing,"Apr 1, 2018 to Jan 6, 2019",['Spring 2018'],Sundays at Unknown,"None found,","None found,","None found,",Original,['Comedy'],,,45 sec. per ep.,PG - Children,[],#17143,#18376,391,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Caribadix', '']",Caribadix 2nd Season,"Deeky and Carina 2nd Season, Deeky & Carina 2nd Season",,['Music'],
75,キャラとおたまじゃくし島,,,,,['TV'],40,Finished Airing,"Apr 2, 2018 to Jan 28, 2019",['Spring 2018'],Mondays at 10:15 (JST),"['Dentsu', 'NHK']","None found,",['33 Collective'],Original,,,['Kids'],5 min. per ep.,G - All Ages,[],#17229,#18701,366,0,,"The anime is set on the titular Musical Note Island, where the god of music is said to reside. The island is home to ""instrument animals,"" who are born from music energy, and have parts of their body composed of a musical instrument. One day, a witch arrives at the island. The warrior girl Cara must go on a journey to defeat the witch and win back the peace on the island. (Source: ANN)",[],Chara to Otamajakushi Shima,,"['Adventure', 'Fantasy']",,
76,猪猪侠 竞球小英雄,GG Bond Season 14: Dodgeball Legend,,,,['TV'],104,Finished Airing,"May 18, 2018 to Mar 28, 2019",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],15 min. per ep.,G - All Ages,[],#16365,#18768,360,0,,"In honor of the 2018 World Cup, this season of GG Bond focuses on sports team competition, team spirit, and personal growth as they compete in the Meteor League.","['Prequel (TV) Zhu Zhu Xia: Chao Xing Meng Chong', 'Sequel (TV) Zhu Zhu Xia: Konglong Riji', 'Sequel (TV) Zhu Zhu Xia: Shenhai Xiao Yingxiong', '']",Zhu Zhu Xia: Jing Qiu Xiao Yingxiong,GG Bond 14,"['Sci-Fi', 'Sports']",['Super Power'],
77,わしも-wasimo-(第6シリーズ),,,,,['TV'],42,Finished Airing,"Apr 2, 2018 to Jan 7, 2019",['Spring 2018'],Unknown,"None found,","None found,","None found,",Picture book,,,['Kids'],10 min. per ep.,G - All Ages,[],#15261,#19932,289,0,,Sixth season of the Washimo series.,"['Prequel (TV) Washimo 5th Season', 'Sequel (TV) Washimo 7th Season']",Washimo 6th Season,Wasimo 6,"['Comedy', 'Sci-Fi', 'Slice of Life']",['School'],
78,聪明的顺溜 第二季,Eagle Boy 2,,,,['TV'],52,Finished Airing,"May 25, 2018 to Jul 15, 2018",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,,,,13 min. per ep.,PG-13 - Teens 13 or older,[],#17423,#23482,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Congming De Shunliu', '']",Congming De Shunliu 2nd Season,,"['Action', 'Adventure', 'Sci-Fi']",['Military'],
79,미니특공대 X,,,,,['TV'],26,Finished Airing,"May 30, 2018 to Aug 23, 2018",['Spring 2018'],Unknown,"None found,","None found,",['SAMG Entertainment'],Original,['Action'],"['Anthropomorphic', 'Mecha']",['Kids'],11 min. per ep.,PG - Children,[],#20277,#23636,119,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Miniforce X Part 2', '']",Miniforce X,,,,
80,少年师爷之神秘大盗,,,,,['TV'],26,Finished Airing,"Apr 24, 2018 to May 14, 2018",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],14 min. per ep.,PG - Children,[],#14062,#23915,113,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Shaonian Shiye: Ji Yu Shengdian', 'Sequel (TV) Shaonian Shiye: Duanan Chuanqi']",Shaonian Shiye: Shenmi Dadao,,,['Historical'],
81,헬로 카봇 시즌6,,,,,['TV'],26,Finished Airing,"Apr 7, 2018 to Oct 13, 2018",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,['Action'],"['Mecha', 'Racing']",['Kids'],11 min. per ep.,PG - Children,[],#18507,#23733,117,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 5', 'Sequel (TV) Hello Carbot Season 7']",Hello Carbot Season 6,,,,
82,少年师爷之断案传奇,,,,,['TV'],26,Finished Airing,"May 15, 2018 to May 31, 2018",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],14 min. per ep.,PG - Children,[],#14057,#24005,111,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Shaonian Shiye: Shenmi Dadao', 'Sequel (TV) Shaonian Shiye: Zhihui Si Lu']",Shaonian Shiye: Duanan Chuanqi,,,['Historical'],
83,다이노코어 에볼루션,,,,,['TV'],13,Finished Airing,"Mar 17, 2018 to Jun 16, 2018",['Spring 2018'],Unknown,"None found,","None found,","None found,",Other,['Action'],,['Kids'],11 min. per ep.,PG - Children,[],#17643,#24025,110,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) DinoCore Season 3', 'Sequel (TV) DinoCore Evolution Part 2']",DinoCore Evolution,,,['Mecha'],
84,쥬라기 캅스,Jurassic Cops,,,,['TV'],30,Finished Airing,"May 5, 2018 to Feb 9, 2019",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,['Action'],,['Kids'],11 min. per ep.,PG - Children,[],#19149,#27303,67,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Jyulagi Cops: Jura King', '']",Jyulagi Cops,,,['Mecha'],
85,토이캅 시즌 2,,,,,['TV'],26,Finished Airing,"Apr 12, 2018 to Jul 5, 2018",['Spring 2018'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],5 min. per ep.,PG - Children,[],#14995,#27761,60,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Toy Cop', '']",Toy Cop Season 2,,"['Adventure', 'Fantasy']",,
86,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],,,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,494,583","234,514",1418403,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,OP,"['Action', 'Adventure', 'Fantasy']",,
